"","No_data"
"0610009B22Rik",7.73249946279271
"0610009E02Rik",0.982404527880882
"0610009L18Rik",1.66462503060579
"0610009O20Rik",6.32535707403927
"0610010F05Rik",1.89930800446831
"0610012G03Rik",4.90469362933567
"0610030E20Rik",3.50371718621232
"0610037L13Rik",6.30037730281008
"0610040B10Rik",2.82749665654165
"0610040J01Rik",0.932149652370969
"1010001B22Rik",5.01474548305916
"1110002J07Rik",1.1595495425896
"1110002L01Rik",1.8023728811976
"1110002O04Rik",0.760357604532897
"1110004E09Rik",3.77583038694633
"1110004F10Rik",4.86775831091381
"1110006O24Rik",2.98748629726052
"1110008F13Rik",1.24807164130851
"1110008L16Rik",1.5046156629727
"1110008P14Rik",1.7822149370641
"1110012L19Rik",6.31896997566313
"1110017D15Rik",1.62603190976517
"1110020A21Rik",2.75449149903727
"1110025M09Rik",1.16208862731453
"1110032A03Rik",4.55096550664898
"1110034G24Rik",2.04110737871891
"1110038B12Rik",6.68232898610422
"1110038F14Rik",6.98651883243926
"1110051M20Rik",3.25240578867014
"1110059E24Rik",3.07249688674251
"1110059G10Rik",5.42561142513075
"1110060G06Rik",0.439563418931204
"1110065P20Rik",1.74723134789844
"1190002N15Rik",2.32919922583574
"1190007I07Rik",4.82086203206118
"1300002E11Rik",3.47358646028797
"1300014J16Rik",0.563321119977493
"1300017J02Rik",0.779697832434415
"1500002C15Rik",0.682894831909874
"1500004A13Rik",1.62789229927072
"1500009C09Rik",4.42382019987782
"1500009L16Rik",1.78319213816411
"1500011B03Rik",4.64505954563742
"1500011K16Rik",8.5073471794611
"1500015A07Rik",1.95291392239353
"1500015O10Rik",3.06797942011968
"1500026H17Rik",1.525086281415
"1600002K03Rik",5.27216438991795
"1600012H06Rik",3.15670244453975
"1600014C10Rik",1.14489502627492
"1600014C23Rik",0.974038335752639
"1600020E01Rik",1.84041839576228
"1600023N17Rik",0.610357743736146
"1700001G11Rik",2.23078748543278
"1700001G17Rik",2.4395533877982
"1700001L19Rik",0.965669895578863
