"","NPC","NSC","No_data","8","dentate_gyrus"
"Abhd8",2.75129707030383,3.30884812334087,3.03007259682235,3.03007259682235,3.03007259682235
"Abi2",4.12680790802243,4.47393413464806,4.30037102133525,4.30037102133525,4.30037102133525
"Abl1",1.66790737782238,2.45201662101234,2.05996199941736,2.05996199941736,2.05996199941736
"Abracl",3.05396231667973,4.09973313932154,3.57684772800064,3.57684772800064,3.57684772800064
"Abraxas1",2.40904766278829,3.05852541888888,2.73378654083859,2.73378654083859,2.73378654083859
"Acad10",1.05545729083934,1.40808887457703,1.23177308270819,1.23177308270819,1.23177308270819
"Acad9",2.41068668034876,2.70723944889246,2.55896306462061,2.55896306462061,2.55896306462061
"Acads",3.34012496940925,4.09853291531916,3.7193289423642,3.7193289423642,3.7193289423642
"Accs",2.24345538554496,3.05796634862429,2.65071086708463,2.65071086708463,2.65071086708463
"Acer3",0.879122389838003,1.36917225764464,1.12414732374132,1.12414732374132,1.12414732374132
"Ackr3",4.4910157034302,5.03309179483636,4.76205374913328,4.76205374913328,4.76205374913328
"Aco1",3.15108459391418,4.42883409235037,3.78995934313227,3.78995934313227,3.78995934313227
"Acot1",2.83110259693089,3.42106986526596,3.12608623109842,3.12608623109842,3.12608623109842
"Acox3",1.80512166212088,2.42128155252328,2.11320160732208,2.11320160732208,2.11320160732208
"Acp2",5.36202054253009,5.92074869163393,5.64138461708201,5.64138461708201,5.64138461708201
"Acp6",3.23092348572882,3.63405438897896,3.43248893735389,3.43248893735389,3.43248893735389
"Acsl4",2.3824316328845,2.80621535397093,2.59432349342771,2.59432349342771,2.59432349342771
"Actb",14.058287549422,14.9005033562385,14.4793954528302,14.4793954528302,14.4793954528302
"Actg-ps1",1.6760932359148,2.19898156702221,1.93753740146851,1.93753740146851,1.93753740146851
"Actg1",12.1464993110955,12.4595842623061,12.3030417867008,12.3030417867008,12.3030417867008
"Actl6a",4.5504530820311,5.10494125076686,4.82769716639898,4.82769716639898,4.82769716639898
"Actn1",1.09955664092685,1.46109242355196,1.28032453223941,1.28032453223941,1.28032453223941
"Actn4",2.63234976562739,3.09441346964374,2.86338161763557,2.86338161763557,2.86338161763557
"Actr2",5.77211944247926,6.44743686564585,6.10977815406256,6.10977815406256,6.10977815406256
"Actr3",3.25522747889584,4.37829675462514,3.81676211676049,3.81676211676049,3.81676211676049
"Acvrl1",1.16923372550535,1.55809658708451,1.36366515629493,1.36366515629493,1.36366515629493
"Ada",0.72197763129411,2.17544674147658,1.44871218638534,1.44871218638534,1.44871218638534
"Adam17",2.90501121610101,3.37886605987321,3.14193863798711,3.14193863798711,3.14193863798711
"Adam33",0.452815251782545,2.30157892672818,1.37719708925536,1.37719708925536,1.37719708925536
"Adam8",1.30015869098547,3.06866915213345,2.18441392155946,2.18441392155946,2.18441392155946
"Adam9",1.52050963508863,2.41120003266209,1.96585483387536,1.96585483387536,1.96585483387536
"Adamtsl5",0.437853243433455,1.92923787672353,1.18354556007849,1.18354556007849,1.18354556007849
"Adap2",2.17927130593459,3.95768971448638,3.06848051021048,3.06848051021048,3.06848051021048
"Adar",1.81399429358247,2.65142588545659,2.23271008951953,2.23271008951953,2.23271008951953
"Adat2",1.56199014935984,1.90705145457041,1.73452080196513,1.73452080196513,1.73452080196513
"Adcy1",0.765072982585115,0.976387825780425,0.87073040418277,0.87073040418277,0.87073040418277
"Adcy7",0.345408641061353,2.15596796283576,1.25068830194855,1.25068830194855,1.25068830194855
"Adgre1",1.0590024816975,5.26307304808344,3.16103776489047,3.16103776489047,3.16103776489047
"Adipor1",4.14649357650949,4.57128736956179,4.35889047303564,4.35889047303564,4.35889047303564
"Adrb1",2.08361628417128,3.25684996656775,2.67023312536952,2.67023312536952,2.67023312536952
"Adrb2",4.39402453562613,9.75387140336182,7.07394796949398,7.07394796949398,7.07394796949398
"Adsl",4.96616822975837,5.31006584321923,5.1381170364888,5.1381170364888,5.1381170364888
"Adss",3.14619991588205,3.51830605165305,3.33225298376755,3.33225298376755,3.33225298376755
"Aen",3.74273594003157,4.05439799569648,3.89856696786402,3.89856696786402,3.89856696786402
"Afap1l1",1.02626539112388,1.76270125712828,1.39448332412608,1.39448332412608,1.39448332412608
"Aff1",1.14847226203113,1.70694589258155,1.42770907730634,1.42770907730634,1.42770907730634
"Aff3",0.874724486554523,1.15837616690335,1.01655032672894,1.01655032672894,1.01655032672894
"Aftph",2.87258951683893,3.44125064606176,3.15692008145035,3.15692008145035,3.15692008145035
"Ago2",1.51871279165202,2.15471309719284,1.83671294442243,1.83671294442243,1.83671294442243
"Agps",1.5864782854208,1.95115465981773,1.76881647261927,1.76881647261927,1.76881647261927
"Ahctf1",1.86907521954122,2.21342694627991,2.04125108291056,2.04125108291056,2.04125108291056
"Ahcy",3.77258164143735,4.68102722994198,4.22680443568966,4.22680443568966,4.22680443568966
"Ahr",0.375995524122135,1.23036492625241,0.803180225187274,0.803180225187274,0.803180225187274
"Aif1",3.98444970465856,8.13222213087304,6.0583359177658,6.0583359177658,6.0583359177658
"Aif1l",5.54428829407208,6.09497124561057,5.81962976984133,5.81962976984133,5.81962976984133
"Akap10",1.62794948731966,2.19140942088044,1.90967945410005,1.90967945410005,1.90967945410005
"Akap13",0.811858669988929,1.25380992502148,1.0328342975052,1.0328342975052,1.0328342975052
"Akip1",3.79897968479641,4.17714081252568,3.98806024866105,3.98806024866105,3.98806024866105
"Akna",0.901689056904441,2.05020646210178,1.47594775950311,1.47594775950311,1.47594775950311
"Akr1a1",8.47568262730611,8.79454297164809,8.6351127994771,8.6351127994771,8.6351127994771
"Akr1c13",0.403382046980052,2.39960090101168,1.40149147399587,1.40149147399587,1.40149147399587
"Akt1",3.33151104286703,3.8284668248584,3.57998893386271,3.57998893386271,3.57998893386271
"Alas1",5.43307178950377,5.83020019968507,5.63163599459442,5.63163599459442,5.63163599459442
"Aldh16a1",2.32443982454779,3.3719840196396,2.84821192209369,2.84821192209369,2.84821192209369
"Aldh18a1",4.09493093370102,5.2298519182335,4.66239142596726,4.66239142596726,4.66239142596726
"Aldh2",2.54712384090633,3.10965315233759,2.82838849662196,2.82838849662196,2.82838849662196
"Aldh3b1",3.60925556673186,4.15198385030419,3.88061970851802,3.88061970851802,3.88061970851802
"Alg8",3.53766634359381,4.01958178235538,3.7786240629746,3.7786240629746,3.7786240629746
"Alkbh4",3.40240577273972,4.61635497577637,4.00938037425804,4.00938037425804,4.00938037425804
"Alox5",0.347034788250776,2.58182150423103,1.4644281462409,1.4644281462409,1.4644281462409
"Alox5ap",1.17443105722888,4.02064018338688,2.59753562030788,2.59753562030788,2.59753562030788
"Alpl",0.693509874695784,1.03588702242231,0.864698448559048,0.864698448559048,0.864698448559048
"Als2cl",0.412922894757189,1.32885328279648,0.870888088776837,0.870888088776837,0.870888088776837
"Alyref",6.15161108840088,6.82241716489053,6.48701412664571,6.48701412664571,6.48701412664571
"Amdhd1",0.0941655476724012,1.18871362875794,0.641439588215173,0.641439588215173,0.641439588215173
"Amdhd2",4.31340832494786,4.98992593140651,4.65166712817719,4.65166712817719,4.65166712817719
"Ammecr1",0.774874840249856,1.34924101020878,1.06205792522932,1.06205792522932,1.06205792522932
"Amotl2",2.68084281762019,3.31163021662555,2.99623651712287,2.99623651712287,2.99623651712287
"Anapc1",2.68383408727895,3.35597264989411,3.01990336858653,3.01990336858653,3.01990336858653
"Anapc15",1.07381043164188,2.26564056465455,1.66972549814821,1.66972549814821,1.66972549814821
"Anapc15-ps",0.700556811379088,1.38847735351722,1.04451708244816,1.04451708244816,1.04451708244816
"Anapc5",5.17555361821039,5.98458893978417,5.58007127899728,5.58007127899728,5.58007127899728
"Anapc7",3.07893849258476,3.86131662361474,3.47012755809975,3.47012755809975,3.47012755809975
"Angptl6",3.61841122462784,4.21433215058088,3.91637168760436,3.91637168760436,3.91637168760436
"Ankfy1",3.08614011265786,3.68751255418828,3.38682633342307,3.38682633342307,3.38682633342307
"Ankle1",1.72344395290963,3.24473730490201,2.48409062890582,2.48409062890582,2.48409062890582
"Ankrd52",0.953834390859171,1.17698614384459,1.06541026735188,1.06541026735188,1.06541026735188
"Anks1",1.52259422576118,2.36176498034102,1.9421796030511,1.9421796030511,1.9421796030511
"Anks6",0.58574291992315,0.709298829737391,0.647520874830271,0.647520874830271,0.647520874830271
"Anln",2.25143034794367,3.70774421703506,2.97958728248937,2.97958728248937,2.97958728248937
"Ano6",1.10795268909121,1.37269496237464,1.24032382573292,1.24032382573292,1.24032382573292
"Anp32a",3.87132248308304,4.22897269797385,4.05014759052845,4.05014759052845,4.05014759052845
"Anp32b",3.83295141416987,4.86661193694637,4.34978167555812,4.34978167555812,4.34978167555812
"Anp32e",5.92011762987059,6.90126962269128,6.41069362628094,6.41069362628094,6.41069362628094
"Anxa11",0.713366902925022,1.37751032476076,1.04543861384289,1.04543861384289,1.04543861384289
"Anxa3",1.38311951252219,2.55874472221173,1.97093211736696,1.97093211736696,1.97093211736696
"Anxa5",5.21276870983276,6.06405264309409,5.63841067646342,5.63841067646342,5.63841067646342
"Anxa6",4.17843249366939,4.56727770153572,4.37285509760255,4.37285509760255,4.37285509760255
"Aoah",0.100066214768923,2.06953157583346,1.08479889530119,1.08479889530119,1.08479889530119
"Ap1b1",3.19675645128444,4.82332084734496,4.0100386493147,4.0100386493147,4.0100386493147
"Ap1g2",2.17453176543008,3.28812845946555,2.73133011244781,2.73133011244781,2.73133011244781
"Ap2a1",1.64352048176794,2.33087591661989,1.98719819919392,1.98719819919392,1.98719819919392
"Ap2a2",3.24081597011792,3.84013485240229,3.5404754112601,3.5404754112601,3.5404754112601
"Ap2s1",5.77714022929032,6.14740106568804,5.96227064748919,5.96227064748919,5.96227064748919
"Ap5b1",1.15586560848776,2.43724973966586,1.79655767407681,1.79655767407681,1.79655767407681
"Apba3",3.30837224712064,3.90976459716059,3.60906842214061,3.60906842214061,3.60906842214061
"Apeh",4.30634652609354,4.88702352798165,4.59668502703759,4.59668502703759,4.59668502703759
"Aph1c",2.39730542341311,3.26310433940504,2.83020488140908,2.83020488140908,2.83020488140908
"Api5",4.76704157421817,5.32311681610956,5.04507919516386,5.04507919516386,5.04507919516386
"Aplf",0.812822062018001,1.15363049040037,0.983226276209185,0.983226276209185,0.983226276209185
"Apobec1",1.06559805003479,3.50837031047507,2.28698418025493,2.28698418025493,2.28698418025493
"Apobec3",2.78650291987141,4.79671637057974,3.79160964522558,3.79160964522558,3.79160964522558
"Apoc1",3.48718574837033,3.78297731095441,3.63508152966237,3.63508152966237,3.63508152966237
"Apoe",11.0712279504431,12.2900821912071,11.6806550708251,11.6806550708251,11.6806550708251
"Appbp2os",1.36916638991652,1.48556668376424,1.42736653684038,1.42736653684038,1.42736653684038
"Arap1",1.38155426878598,2.53158671131253,1.95657049004926,1.95657049004926,1.95657049004926
"Arap3",0.587870223612809,1.84312855949718,1.215499391555,1.215499391555,1.215499391555
"Arf6",7.59589485786836,8.30481551524857,7.95035518655846,7.95035518655846,7.95035518655846
"Arfgap2",4.94745586803124,5.46299041521362,5.20522314162243,5.20522314162243,5.20522314162243
"Arfgef2",0.850171189284466,1.09320557352105,0.971688381402756,0.971688381402756,0.971688381402756
"Arhgap11a",2.01907500172172,4.60892026396222,3.31399763284197,3.31399763284197,3.31399763284197
"Arhgap17",0.842178225002507,1.66795885613629,1.2550685405694,1.2550685405694,1.2550685405694
"Arhgap18",0.465660780094955,1.79616910464715,1.13091494237105,1.13091494237105,1.13091494237105
"Arhgap19",1.65506464371641,5.09289880332486,3.37398172352063,3.37398172352063,3.37398172352063
"Arhgap25",0.172145490957066,1.87979158680594,1.0259685388815,1.0259685388815,1.0259685388815
"Arhgap30",0.531629047437257,3.18288273755703,1.85725589249714,1.85725589249714,1.85725589249714
"Arhgap31",0.810582480179698,1.28921916662976,1.04990082340473,1.04990082340473,1.04990082340473
"Arhgap4",0.939264599964641,1.56687140090724,1.25306800043594,1.25306800043594,1.25306800043594
"Arhgap45",0.588928588844546,3.80423679753152,2.19658269318803,2.19658269318803,2.19658269318803
"Arhgap9",0.257630013547342,1.81082949221741,1.03422975288238,1.03422975288238,1.03422975288238
"Arhgdia",9.55692404006541,10.3746991393842,9.96581158972483,9.96581158972483,9.96581158972483
"Arhgdib",1.11182739939683,2.53334714968399,1.82258727454041,1.82258727454041,1.82258727454041
"Arhgdig",0.769890556482486,1.10184072300708,0.935865639744781,0.935865639744781,0.935865639744781
