"","8"
"4930555A03Rik",0.870329658361765
"4930558J18Rik",1.69837175073721
"4930579G24Rik",5.67062408619565
"4931414P19Rik",2.79678359417525
"4933404O12Rik",3.80256997640199
"4933428P19Rik",0.657569880668847
"5033421B08Rik",0.715744003807992
"5430427N15Rik",2.34218603407897
"5430427O19Rik",1.4269402582964
"6330537M06Rik",0.836084012752293
"6720489N17Rik",3.07511408171134
"8030462N17Rik",0.975753700666257
"9130019O22Rik",3.02066309529492
"9330102E08Rik",0.682566717566325
"9330121K16Rik",1.00595432896226
"9430015G10Rik",3.68979388385653
"9430037O13Rik",3.08122838066106
"9430038I01Rik",1.43064341703036
"9530068E07Rik",5.28841989261087
"9930012K11Rik",2.25639170187022
"A130006I12Rik",1.49809617082962
"A130010J15Rik",1.82291184275906
"A230050P20Rik",0.942714813755511
"A430005L14Rik",6.89531544622893
"A430105J06Rik",1.11646237451717
"A730089K16Rik",0.481781345758992
"A930012O16Rik",0.652683390630584
"AA386476",1.1022312020976
"AA467197",0.95414987715367
"AA543186",1.92965754916748
"AB124611",3.32325379374269
"AC099629.1",1.02272198075494
"AC101945.2",0.523570584968019
"AC104325.1",1.83814509562558
"AC113178.1",1.97858682417527
"AC113595.1",1.32489961967826
"AC117588.1",1.00941644603435
"AC121567.1",2.44427501587441
"AC122035.2",1.65329425245852
"AC122459.3",0.401109467374665
"AC123870.1",1.74436987642275
"AC126028.2",0.98135298791764
"AC131178.1",2.79983565145788
"AC135119.1",1.1395151350698
"AC137842.1",1.9790723499017
"AC138177.1",1.59372697091043
"AC138177.5",2.93937048509233
"AC139513.1",0.907314795089867
"AC139671.1",1.25241604155482
"AC144819.1",1.34932130381006
"AC152940.1",2.46000053526529
"AC154718.1",0.711653899649888
"AC157572.1",0.822764296184923
"AC157572.2",0.652291455972863
"AC160336.1",1.63906644540788
"AC161165.1",0.880909066049062
"AC161165.4",1.13880103713793
"AC168059.1",0.494317483614799
"AI427809",1.27113579820489
"AI467606",3.92158577226656
"AI506816",2.95377732255078
"AI593442",4.07857784232841
"AI606181",1.95155008462176
"AL589670.4",0.66064234166492
"AL590144.2",1.49967622286927
"AL591952.3",2.45765784957854
"AU020206",3.0436509675745
"AW112010",3.96111225253084
"Aaas",5.15347807420127
"Aacs",3.85764247611374
"Aagab",4.3549064427997
"Aard",1.77603937800278
"Aars",5.46965935786642
"Aars2",1.8217872727696
"Aatf",1.77579943630382
"Abca1",3.09489747429371
"Abca3",2.03272647257552
"Abca9",2.61510222480758
"Abcb1a",0.5653357311904
"Abcb1b",1.09080731791808
"Abcb7",2.0047834730429
"Abcc1",1.67675365715602
"Abcc3",1.68799745429731
"Abcd1",3.82721334583874
"Abcd2",3.58529978220534
"Abce1",4.89682345077802
"Abcf1",5.97927771905685
"Abcf2",6.35729246480822
"Abcg3",0.708344196522979
"Abhd11os",3.01039958726069
"Abhd12",2.74963581290365
"Abhd15",1.08465601533149
"Abhd8",3.03007259682235
"Abi1",2.82077650396135
"Abi2",4.30037102133525
"Abl1",2.05996199941736
"Abracl",3.57684772800064
"Abraxas1",2.73378654083859
"Acad10",1.23177308270819
"Acad9",2.55896306462061
"Acads",3.7193289423642
"Accs",2.65071086708463
"Acer3",1.12414732374132
"Ackr3",4.76205374913328
"Aco1",3.78995934313227
"Acot1",3.12608623109842
"Acox3",2.11320160732208
"Acp2",5.64138461708201
"Acp6",3.43248893735389
"Acsl4",2.59432349342771
"Actb",14.4793954528302
"Actg-ps1",1.93753740146851
"Actg1",12.3030417867008
"Actl6a",4.82769716639898
"Actn1",1.28032453223941
"Actn4",2.86338161763557
"Actr2",6.10977815406256
"Actr3",3.81676211676049
"Acvrl1",1.36366515629493
"Ada",1.44871218638534
"Adam17",3.14193863798711
"Adam33",1.37719708925536
"Adam8",2.18441392155946
"Adam9",1.96585483387536
"Adamtsl5",1.18354556007849
"Adap2",3.06848051021048
"Adar",2.23271008951953
"Adat2",1.73452080196513
"Adcy1",0.87073040418277
"Adcy7",1.25068830194855
"Adgre1",3.16103776489047
"Adipor1",4.35889047303564
"Adrb1",2.67023312536952
"Adrb2",7.07394796949398
"Adsl",5.1381170364888
"Adss",3.33225298376755
"Aen",3.89856696786402
"Afap1l1",1.39448332412608
"Aff1",1.42770907730634
"Aff3",1.01655032672894
"Aftph",3.15692008145035
"Ago2",1.83671294442243
"Agps",1.76881647261927
"Ahctf1",2.04125108291056
"Ahcy",4.22680443568966
"Ahr",0.803180225187274
"Aif1",6.0583359177658
"Aif1l",5.81962976984133
"Akap10",1.90967945410005
"Akap13",1.0328342975052
"Akip1",3.98806024866105
"Akna",1.47594775950311
"Akr1a1",8.6351127994771
"Akr1c13",1.40149147399587
"Akt1",3.57998893386271
"Alas1",5.63163599459442
"Aldh16a1",2.84821192209369
"Aldh18a1",4.66239142596726
"Aldh2",2.82838849662196
"Aldh3b1",3.88061970851802
"Aldh7a1",3.73772364910283
"Alg8",3.7786240629746
"Alkbh4",4.00938037425804
"Alox5",1.4644281462409
"Alox5ap",2.59753562030788
"Alpl",0.864698448559048
"Als2cl",0.870888088776837
"Alyref",6.48701412664571
"Amdhd1",0.641439588215173
"Amdhd2",4.65166712817719
"Ammecr1",1.06205792522932
"Amotl2",2.99623651712287
"Anapc1",3.01990336858653
"Anapc15",1.66972549814821
"Anapc15-ps",1.04451708244816
"Anapc5",5.58007127899728
"Anapc7",3.47012755809975
"Angptl6",3.91637168760436
"Ankfy1",3.38682633342307
"Ankle1",2.48409062890582
"Ankrd52",1.06541026735188
"Anks1",1.9421796030511
"Anks6",0.647520874830271
"Anln",2.97958728248937
"Ano6",1.24032382573292
"Anp32a",4.05014759052845
"Anp32b",4.34978167555812
"Anp32e",6.41069362628094
"Anxa11",1.04543861384289
"Anxa3",1.97093211736696
"Anxa5",5.63841067646342
"Anxa6",4.37285509760255
"Aoah",1.08479889530119
"Ap1b1",4.0100386493147
"Ap1g2",2.73133011244781
"Ap2a1",1.98719819919392
"Ap2a2",3.5404754112601
"Ap2s1",5.96227064748919
"Ap5b1",1.79655767407681
"Apba3",3.60906842214061
"Apeh",4.59668502703759
"Aph1c",2.83020488140908
"Api5",5.04507919516386
"Aplf",0.983226276209185
"Apobec1",2.28698418025493
"Apobec3",3.79160964522558
"Apoc1",3.63508152966237
"Apoe",11.6806550708251
"Appbp2os",1.42736653684038
"Arap1",1.95657049004926
"Arap3",1.215499391555
"Arf6",7.95035518655846
"Arfgap2",5.20522314162243
"Arfgef2",0.971688381402756
"Arhgap11a",3.31399763284197
"Arhgap17",1.2550685405694
"Arhgap18",1.13091494237105
"Arhgap19",3.37398172352063
"Arhgap25",1.0259685388815
"Arhgap30",1.85725589249714
"Arhgap31",1.04990082340473
"Arhgap4",1.25306800043594
"Arhgap45",2.19658269318803
"Arhgap9",1.03422975288238
"Arhgdia",9.96581158972483
"Arhgdib",1.82258727454041
"Arhgdig",0.935865639744781
"Arhgef10l",0.897158730638271
"Arhgef3",1.28045526182351
"Arhgef39",5.64124059772705
"Arhgef5",0.785492306774446
"Arhgef6",1.11671917473859
"Arid3a",1.16827290302114
"Arid5a",3.80092973833728
"Arid5b",1.59403730634737
"Arl5b",2.37244695746122
"Arl6ip1",9.57247345072737
"Armc2",0.966807826415891
"Armc7",3.01642448487041
"Armc8",2.55112312115441
"Armt1",3.36955398157458
"Arnt",2.40082380436229
"Arpc1b",4.32740712441929
"Arpc2",5.04066677593642
"Arpc3",5.29932839795486
"Arpc4",6.63094602654433
"Arpc5",6.94952139952578
"Arpin",5.41573090589717
"Arrb2",3.65547679228653
"Arrdc1",2.98546138375809
"Arrdc4",1.87005140190473
"Arx",3.12918719994423
"Asah1",5.33890687825346
"Asap1",1.20369446800984
"Asb10",1.56313159351328
"Asb6",5.03260060580227
"Asb8",3.4545220213547
"Ascc2",2.82894078973617
"Ascl1",8.24166650588812
"Ascl2",0.413509485984309
"Asf1b",5.18361348018252
"Asgr2",1.28807837439485
"Asns",4.34480693723034
"Aspdh",1.23937035830742
"Aspm",3.33120751757718
"Asxl1",2.65353883014822
"Atad2",3.6838369145128
"Atad5",2.17526329080813
"Atf3",2.81812521241279
"Atf5",3.62404920831048
"Atf6",1.82992267785098
"Atg5",2.63699855819897
"Atic",4.07789820196606
"Atm",1.51611908795983
"Atp1a3",2.65341634075269
"Atp2b1",2.99739879395748
"Atp5b",8.96820773781725
"Atp6ap1",8.56133703793997
"Atp6v0a1",4.331959617704
"Atp6v0a2",0.820085070312209
"Atp7a",2.01006546906811
"Atpaf1",1.55188585187888
"Atr",1.37188303569439
"Atxn3",2.42007790784814
"Atxn7l1",0.811321576357988
"Atxn7l3",2.34488088966515
"Aunip",2.10371162008444
"Aup1",7.3337195049019
"Aurka",5.26532754181165
"Aurkb",6.94876262168218
"Axin1",2.27524595468319
"B130055M24Rik",2.29647190026775
"B230112G18Rik",0.921966260095955
"B230303O12Rik",0.824397849250015
"B3galnt1",3.00430842720373
"B3glct",1.15262582930984
"B3gnt5",4.13867942419381
"B3gnt8",1.77493357688927
"B430306N03Rik",0.726033459465695
"B430319F04Rik",0.452543008463867
"B4galt1",3.544562556846
"B4galt6",3.04756558481713
"BC017643",5.99858893507637
"BC024978",3.53998761499864
"BC028528",1.17444935574753
"BC030500",0.491222611421274
"BC030867",2.69638276446349
"BC034090",1.50338499497775
"BC035044",1.17255884951328
"BC037032",0.836764536203215
"BC043934",1.56696651832845
"BC048403",1.7323283844756
"BC052040",1.571252137993
"BC055324",1.33962038661277
"BC064078",1.49802583263219
"BE692007",1.11214052407981
"Babam2",1.50757540723109
"Bag3",2.88554412557392
"Bambi-ps1",2.45355155975673
"Bard1",1.20848707252744
"Batf",0.884891041677048
"Batf2",1.04820594036647
"Baz1a",1.20326286284415
"Baz1b",2.80635541100839
"Bbs1",2.38703622990987
"Bcat2",3.36650219656925
"Bche",1.27447405414755
"Bckdk",7.45820466445709
"Bcl10",4.81089986962206
"Bcl2l11",2.45106177146404
"Bcl2l12",3.07479249540272
"Bcl6b",2.60307459773937
"Bcl7c",1.72747024976992
"Bdnf",0.674625159194713
"Bend3",1.61699394219936
"Bend4",2.00802572453766
"Bhlha9",0.570210272252409
"Bid",3.21265700886359
"Bin2",1.04977652849282
"Bin3",3.12226705088416
"Birc3",1.95573851239515
"Birc5",6.67531592120393
"Blm",1.23633711989835
"Blnk",1.46859661011651
"Bloc1s6",4.93643140686158
"Blvra",4.3193869347771
"Blvrb",5.53699329408793
"Bmp2",3.00170934994466
"Bmp2k",0.913439207388283
"Bms1",2.64713437750853
"Bnip1",4.275250014246
"Bnip2",3.43869856044549
"Bola3",2.33478901094897
"Bop1",3.88731109897392
"Bora",3.27306387043421
"Brat1",3.91899984667699
"Brca1",2.15920393518783
"Brca2",1.73711967290133
"Brip1",0.983832946880307
"Brip1os",2.12563438374109
"Brms1",5.46838017554026
"Bst2",5.8278576535168
"Btaf1",2.05267392668072
"Btbd9",1.33861011722774
"Btg2",10.2177375082669
"Btk",1.08805286071682
"Btnl2",0.605838879754143
"Bub1",3.33777393867733
"Bub1b",3.96077769476195
"Bud13",3.28314336096303
"Bysl",3.94803217197151
"C030010L15Rik",1.31357589096436
"C1qa",7.86680684599644
"C1qb",8.93033671105481
"C1qc",7.80579557889962
"C1ql2",1.09041651773545
"C1qtnf6",4.10603428596078
"C1ra",1.3981855454592
"C1rl",0.460259750434605
"C230034O21Rik",0.723388553139271
"C2cd3",1.65668413391825
"C3",0.578085282095643
"C330011M18Rik",2.24654337401183
"C330021F23Rik",1.54212482871957
"C330027C09Rik",3.58464645384321
"C3ar1",5.27858000680947
"C4b",4.68453050099913
"C5ar1",5.88588610911499
"C5ar2",2.78849797903397
"C78859",0.789472849638035
"CAAA01118383.1",1.82628757898507
"CT025602.2",0.541690968826273
"Cab39l",2.34808039123463
"Cabin1",1.51375605800038
"Cactin",2.58027295204293
"Cad",3.39760918185791
"Calhm2",0.854547556853204
"Calr",9.10106144995699
"Camk1",2.46600542428248
"Camk2a",2.12956832167902
"Camkk2",0.598324105946076
"Camta2",2.87967748576629
"Cap1",6.3595620467904
"Caprin2",1.23969326915631
"Capza1",4.1554183887273
"Capza2",6.87353060037275
"Capzb",3.995207753379
"Car9",0.954747006834742
"Card6",1.53661722236711
"Carnmt1",2.26548208688481
"Cars",3.30604527746848
"Casp1",2.73543813738732
"Casp4",0.998687286092927
"Casp7",1.8963400258219
"Casp8",1.78524537641221
"Casp8ap2",3.04379284406917
"Casp9",2.58431758117802
"Cass4",1.04123919900071
"Catsper3",0.441374669185845
"Cbfb",3.3323941230751
"Cbl",1.856140283822
"Cbr2",7.50326481521174
"Cbx2",2.70577842973394
"Cbx3",9.93411174952943
"Cbx5",6.11118884234106
"Cc2d1a",2.41990803622904
"Ccar2",4.90223673210862
"Ccdc114",2.44361777826674
"Ccdc115",6.1144000015277
"Ccdc126",2.91918631863924
"Ccdc134",3.69215396270372
"Ccdc152",0.952837385847716
"Ccdc163",1.94119159492881
"Ccdc18",1.24227592387925
"Ccdc25",3.65369494223387
"Ccdc34",1.15039362774495
"Ccdc50",3.78098288916249
"Ccdc61",1.4064130255087
"Ccdc77",2.41646591841683
"Ccdc86",4.41929513706729
"Ccdc93",1.86252061008129
"Ccdc94",2.62500158863701
"Ccdc97",5.28480016048042
"Cchcr1",1.87077211277089
"Cck",0.95250214432989
"Ccl12",7.73312723243344
"Ccl24",5.97958903404091
"Ccl26",1.02830738923115
"Ccl3",6.70987658850396
"Ccl4",6.02949014419351
"Ccl7",8.69324141411702
"Ccl8",4.69596549265877
"Ccl9",2.90625016835658
"Ccm2",2.43455618875605
"Ccna1",1.67874479409429
"Ccna2",4.26140985093566
"Ccnb1",7.71684484545614
"Ccnb2",4.50851831416717
"Ccnd1",3.44553562754284
"Ccnd2",8.3536287661332
"Ccnd3",1.68031558966639
"Ccnd3-ps",0.567950023529275
"Ccne1",3.11464954951898
"Ccne2",2.43530767324715
"Ccnf",4.03843223617555
"Ccnk",2.24398721510495
"Ccno",0.559358981480523
"Ccny",1.38640601680886
"Ccnyl1",1.06754633447337
"Ccr1",5.14282438007391
"Ccr1l1",0.507234988072105
"Ccrl2",5.60573652234805
"Cct4",7.06964820834629
"Cct6a",5.2698225405485
"Cct8l1",0.788932342094509
"Cd14",8.27042625349273
"Cd163",4.10635811295642
"Cd164",8.04747723314324
"Cd180",1.10179183437529
"Cd200r1",2.33180759767899
"Cd209a",6.41356297325201
"Cd209b",5.356716769225
"Cd209d",2.53706223888802
"Cd209e",1.28665389183363
"Cd209f",8.41201619166599
"Cd209g",6.34968814243905
"Cd22",1.72722021823175
"Cd274",1.43595799233902
"Cd28",0.45959244266762
"Cd2ap",1.64668644201438
"Cd2bp2",6.6173880361097
"Cd300a",3.84082176452588
"Cd300c2",4.97510099190553
"Cd300lb",0.834103061926347
"Cd300ld",1.67060880807397
"Cd33",2.93404147926772
"Cd36",2.10661554757213
"Cd37",4.11751514844163
"Cd38",2.98610029692114
"Cd4",1.74713778253279
"Cd40",0.718113536889252
"Cd48",2.76040733880986
"Cd52",2.92733343428664
"Cd53",4.97747624825497
"Cd55",2.07274348886463
"Cd68",8.53972387856961
"Cd69",0.603906373498009
"Cd72",0.676480161909754
"Cd74",7.90726112358317
"Cd79a",0.592837397453839
"Cd79b",3.4495706043892
"Cd80",1.54979969592001
"Cd83",4.29670870804956
"Cd84",2.21218052466747
"Cd86",2.9139256948563
"Cd93",4.23562517689813
"Cdc14a",0.802396876950027
"Cdc20",5.88001443111265
"Cdc25b",4.57050323165867
"Cdc25c",4.61792541681559
"Cdc27",3.26086857031019
"Cdc37",5.05729181414958
"Cdc42",7.44358337134819
"Cdc42ep4",4.37423585750266
"Cdc42se1",6.56053337213127
"Cdc42se2",4.37363172922291
"Cdc45",3.63064952673924
"Cdc6",4.81025751695439
"Cdc7",3.13961506151989
"Cdca2",3.83384152656076
"Cdca3",7.65814423766657
"Cdca4",5.31781883177442
"Cdca5",5.05339860786258
"Cdca7",5.73345110959394
"Cdca7l",0.922209203464668
"Cdca8",5.51581902901668
"Cdh20",0.69747601265573
"Cdk1",6.01753253300146
"Cdk2",5.02321681926986
"Cdk4",9.96788960114488
"Cdk5rap2",1.5286601184555
"Cdk6",4.49613700366217
"Cdkn1a",3.86129614493517
"Cdkn1c",3.32064479168913
"Cdkn2b",1.87018748389497
"Cdkn3",4.3706926854653
"Cdr2",1.37226451390091
"Cdv3",6.53727915388617
"Cebpa",3.98191527842593
"Cebpb",5.01505702492491
"Cebpd",2.9205337932723
"Cebpg",4.62215733657514
"Cenpa",6.36221990165802
"Cenpc1",3.61199006356054
"Cenpe",3.41548065847682
"Cenpf",4.61061081945797
"Cenph",3.38811134751872
"Cenpi",2.31565926838034
"Cenpj",2.00295493418314
"Cenpk",3.51323107091844
"Cenpl",4.36703022922362
"Cenpm",5.9839224590599
"Cenpn",3.96877761935348
"Cenpo",1.84219147344923
"Cenpp",1.24536555613689
"Cenpq",5.1440999001119
"Cenps",4.31575660350633
"Cenpt",5.6764583245107
"Cenpu",2.2401648588787
"Cenpw",5.09131452581488
"Cep135",0.979714415589954
"Cep152",1.12352289037588
"Cep192",1.82016202950176
"Cep250",0.97141225754332
"Cep295",2.68190585036194
"Cep350",0.872273626325455
"Cep41",2.46066557518533
"Cep55",3.1496606757795
"Cep57",4.43427610798123
"Cep57l1",1.74399991527382
"Cep68",3.53155918352886
"Cep72",2.19218924397933
"Cep83",1.4423641055344
"Cep83os",3.10493896866802
"Cep85",2.68717603435374
"Cep89",3.01116184711883
"Cer1",2.43918469900311
"Cerk",1.76175234442994
"Cers5",3.73288272416986
"Cfh",2.92528141285568
"Cflar",3.07487489173945
"Cfp",6.46923939287236
"Cggbp1",5.88332593566629
"Ch25h",1.56999899727487
"Chac1",2.51868714123367
"Chaf1a",1.63531506455745
"Chaf1b",4.09747119768415
"Champ1",5.12681563090654
"Chchd2-ps",0.638570189909921
"Chchd4",4.36825195297616
"Chd2",2.56038987404658
"Chd7",2.90991095739465
"Chd8",1.94878993197029
"Chek1",3.70564041869908
"Chek2",2.92704598800167
"Cherp",4.49199143744283
"Chic2",2.46076997460248
"Chmp6",4.46423436368779
"Chodl",0.298423442878753
"Chp2",3.18423157204693
"Chrdl1",0.67281670928456
"Chrm1",0.953574865465855
"Chrm4",3.51203417328912
"Chrna4",1.37149134471436
"Chst14",2.23841343453719
"Chst3",1.28608912732373
"Chst5",0.641094440371414
"Chtf18",4.06913286185145
"Chtf8",2.45315371111286
"Ciapin1",5.15017854007227
"Cit",2.17173112534084
"Cited2",6.5163510029552
"Ciz1",2.65518187412491
"Ckap2",5.10760193886829
"Ckap2l",4.85049393808536
"Ckap4",4.84547810704863
"Ckap5",4.58503185763848
"Cks1b",8.0882768404777
"Cks2",7.67260035616789
"Clcn5",1.54164687494045
"Clcn7",3.25238453621985
"Cldn23",1.486072276905
"Clec10a",4.78330327610292
"Clec12a",1.91052271312048
"Clec14a",1.96827564526185
"Clec2d",0.603935522221487
"Clec2i",1.34357363295556
"Clec4a1",4.32730412756815
"Clec4a2",2.55170696818952
"Clec4a3",3.44504941120317
"Clec4n",3.30456577514609
"Clec5a",2.4651932974323
"Clec7a",2.11323392408285
"Clic1",6.90770115520441
"Clic4",3.53415593822814
"Clint1",2.41774757571064
"Clmp",0.634859598335148
"Cln5",2.60300849136837
"Cln8",4.62973228606682
"Clp1",5.16654301553672
"Clspn",2.49971086072942
"Clta",4.05827296288803
"Cltc",5.46997811951883
"Cmah",0.629839161104857
"Cmc2",3.40263436319025
"Cmip",1.48669339433487
"Cmklr1",1.36367008504421
"Cmpk2",2.32487523121089
"Cmtm3",5.48808285237583
"Cmtm4",2.37616890274301
"Cmtm6",4.74284560773497
"Cmtm7",1.04475566530878
"Cndp2",5.08636664983014
"Cnih4",4.89963522030651
"Cnot1",2.94148751916645
"Cnot6l",1.92462712694097
"Cnr2",0.975259346671375
"Cntd1",0.509475355282635
"Cntrob",2.0863147343312
"Coa4",4.75416330190783
"Coa5",5.78719622178463
"Coil",2.25697122746104
"Col2a1",0.763333659713802
"Colca2",2.89415658488758
"Colec12",1.67110356626774
"Colgalt1",3.68747292916789
"Comt",5.67823849302004
"Copa",5.13113875212083
"Cops6",8.55452309043818
"Cops7a",6.9820530178979
"Cops7b",2.88664889594372
"Coq10b",3.43530544515883
"Coro1a",4.97298129082323
"Coro1b",7.61580735772285
"Coro1c",4.321832739922
"Coro7",2.36673519065157
"Cort",1.07182270818653
"Cp",3.82882826192723
"Cpne3",4.13217700930783
"Cpsf1",5.11442781231448
"Cpsf2",3.74402861292718
"Cpsf3",5.08185070412703
"Cpsf4",3.53087067667086
"Cptp",6.30792373566485
"Crat",4.90038167604916
"Creb3l3",0.73538431771567
"Creg1",3.24746380438261
"Creld2",3.82657285758339
"Crkl",3.11712859683283
"Crlf3",2.31747018729107
"Cryba4",2.02735093827039
"Crybb1",2.0783976136807
"Cryl1",1.26870224235416
"Cs",6.68094396692617
"Cse1l",4.88516275442903
"Csf1r",6.55173633963418
"Csf2ra",2.62965961679713
"Csf2rb",1.7751238367236
"Csf2rb2",1.17786739207069
"Csf3r",2.23346605951553
"Csk",3.16867264119969
"Csnk1d",4.30660741704889
"Csta1",0.746232951268384
"Cstf1",5.23296808633671
"Cstf2",3.50482966467054
"Ctbs",1.21317644191245
"Ctc1",4.72267319367587
"Ctcf",3.70609407854437
"Ctdp1",0.846890635550222
"Ctdsp1",5.70538176686045
"Ctnnb1",2.51619287071588
"Ctnnbl1",2.7165575211798
"Ctnnd1",2.09531961827589
"Ctps",3.8577176831627
"Ctsa",8.96012067155839
"Ctsb",9.34180945868423
"Ctsc",5.38925540234843
"Ctsd",6.91257565028571
"Ctse",0.689573979603931
"Ctsf",6.1241738109557
"Ctsh",5.24337700128036
"Ctss",5.80277368613381
"Ctsw",0.980993654095398
"Ctsz",7.49339493357647
"Cttnbp2nl",2.53323834333965
"Cwc25",3.40254893710771
"Cwf19l1",2.80191772007588
"Cwf19l2",2.40673319530203
"Cx3cl1",2.77288574613752
"Cx3cr1",2.32608063632448
"Cxcl1",4.0758388840164
"Cxcl16",3.19163938927222
"Cxcl2",5.02834386348966
"Cxcl9",0.794434978066153
"Cxcr3",4.51536113826872
"Cxxc1",4.85836089360762
"Cyb5r1",6.00093451954842
"Cyb5rl",2.18479012223164
"Cybb",3.09696678693393
"Cyfip1",4.01755144830435
"Cyp27a1",2.31947374162854
"Cyp2t4",1.00208216211
"Cyp39a1",3.32655608180494
"Cyp4f16",3.22327659173259
"Cyr61",6.49368668469985
"Cysltr1",1.58640557050113
"Cyth4",4.0558983707273
"D030055H07Rik",2.46511809723075
"D030056L22Rik",4.76925247856599
"D11Wsu47e",3.42555198221394
"D17H6S53E",6.13649274871172
"D330041H03Rik",1.82312585717689
"D330045A20Rik",0.892395498476901
"D430020J02Rik",3.91417371702524
"D430041D05Rik",0.89897380472683
"D5Ertd579e",1.30840703927272
"D5Ertd605e",1.97010687725068
"D7Ertd128e",0.676018332733178
"Dab2",4.27039982675512
"Daglb",3.48243177911803
"Dap",3.39770237627648
"Dapp1",1.9822326141423
"Dars2",3.40401567175282
"Dbf4",2.1328701686474
"Dbnl",5.75854966717443
"Dbr1",2.59108561805967
"Dcaf12l2",0.890153655366211
"Dcaf7",4.35646850811544
"Dcbld2",0.861264483432139
"Dck",5.38573289409522
"Dclre1a",2.46785574844968
"Dclre1b",3.46231865538265
"Dclre1c",2.9520493466215
"Dcp1a",2.17514619661281
"Dcp2",1.80785588293614
"Dctd",1.51695258187546
"Dctpp1",7.85278709881604
"Dcxr",6.73042760962218
"Ddb1",6.43730810736961
"Ddi2",2.67322190110316
"Ddias",2.32280647505178
"Ddx11",1.93854651021925
"Ddx19a",2.87451538646857
"Ddx21",4.33263802557472
"Ddx27",3.74274318119887
"Ddx31",1.57907897994264
"Ddx39",6.10601788218573
"Ddx3x",6.0639468592178
"Ddx41",5.68660728154187
"Ddx54",2.26389710266945
"Ddx58",1.8633019181049
"Ddx59",1.5974069040989
"Ddx60",0.965190128777847
"Def6",0.625952177113708
"Dek",4.01863661307347
"Dennd1b",1.05951147289803
"Dennd1c",2.45767236048639
"Dennd2c",0.64980763975327
"Dennd2d",0.759877517046469
"Dennd4b",2.59449871616782
"Depdc1a",2.28374645712376
"Depdc1b",1.30731777090677
"Depdc7",1.35544070018812
"Dera",1.14497042404358
"Det1",1.96579008759132
"Dffb",2.43776942570398
"Dgkz",2.84048685728434
"Dglucy",0.715789755244435
"Dhfr",4.05328276029419
"Dhrs3",7.10794341215308
"Dhx16",2.15057126915913
"Dhx29",2.03539909479939
"Dhx32",2.6426985134977
"Dhx34",1.47717425031006
"Dhx37",2.70599924486043
"Dhx38",3.56586523972478
"Dhx58",1.44025284298314
"Dhx9",3.76548840449177
"Dido1",2.80978391249982
"Dis3l",2.67143118661024
"Disp3",2.41136151033971
"Dkc1",5.29810520840199
"Dlgap5",2.83944759709211
"Dll1",3.84263423679159
"Dll3",1.80583648118639
"Dll4",2.71272690617999
"Dlst",4.43743884796397
"Dlx2",2.96940100398751
"Dmap1",5.24700832356666
"Dmrtb1",1.30491818906866
"Dna2",2.44808422258614
"Dnajb1",6.41263713077429
"Dnajb11",3.68199952404569
"Dnajb13",1.20415224599908
"Dnajc10",4.09242407659047
"Dnajc13",1.31402550061468
"Dnajc14",4.38008349145744
"Dnajc16",2.7079192160339
