"","HCN_cells_in_iQNP_electroporated_with_empty_vector","HCN_cells_in_TAP_electroporated_with_empty_vector"
"AABR07055919.2",1.69198152996662,6.39826287921367
"AABR07056422.1",0.53067816536753,0.856470700918615
"AABR07056517.1",0.585121133454915,0.75163713373007
"AABR07056668.1",0.777888723563725,0.912174859418955
"AABR07056730.1",0.584703892461578,2.28854762519826
"AABR07056845.1",2.00798350307363,6.77959366574162
"AABR07057190.1",3.61982523715066,7.1293188814593
"AABR07057196.1",1.06717246923356,1.35946633572149
"AABR07057412.1",1.3034926568027,1.51039559632967
"AABR07057491.1",1.23283355976381,4.02745607391876
"AABR07057495.1",0.548693930523505,1.51295646231156
"AABR07057961.1",3.03110191335943,4.49541920419959
"AABR07058158.1",0.95406933898856,1.7885071053233
"AABR07058410.1",0.80900007737059,3.56123977701537
"AABR07058464.1",2.33347274388771,7.44547700003154
"AABR07058699.2",3.72305933410402,4.47849869145813
"AABR07058788.4",0.654173344679395,2.7135749243157
"AABR07058884.2",0.949504098780205,3.91797837083873
"AABR07058886.1",0.85179350947736,3.42176834296528
"AABR07058976.1",3.97951969864564,10.024231495873
"AABR07058998.1",0.316013690121499,2.71877816954684
"AABR07059168.2",0.95498080353843,2.54751834182479
"AABR07059243.1",0.609557708353725,1.47585999459442
"AABR07059663.1",1.356155237812,4.53770307573049
"AABR07059891.1",2.55308993251017,7.99037908564206
"AABR07060133.1",0.733871252783685,1.27294488540369
"AABR07060291.1",1.58259785682854,1.80074626164373
"AABR07060519.1",0.450689958618364,1.194246109387
"AABR07060588.2",0.94685381355038,1.62694553806258
"AABR07061378.1",3.35730624841175,9.13983971169763
"AABR07061825.2",0.85109952793538,1.88271656187183
"AABR07061902.1",1.86958286257425,4.69900375235779
"AABR07062799.1",0.724307243381865,1.52223134494121
"AABR07062799.2",0.71725328639009,2.35796731862246
"AABR07063632.1",0.603044216887545,0.719794719840405
"AABR07063829.2",1.81948054789477,5.12204173278115
"AABR07063893.1",2.9960168394428,3.92135791744981
"AABR07064253.1",0.844793913330861,2.02347416155985
"AABR07064257.1",4.04508483080375,5.44249811496177
"AABR07064590.1",3.05260947124278,3.44632550019475
"AABR07064804.1",0.632845827476305,1.45021348240707
"AABR07064873.1",0.63295847284047,0.985600762877433
"AABR07064980.1",0.55316477393467,0.88632234753119
"AABR07065078.1",4.50637628047011,4.81530127781928
"AABR07065406.1",3.47118978695455,7.62456105449814
"AABR07065406.2",4.06061508123239,5.13708823419574
"AABR07065438.1",3.02550916747697,6.52670403156418
"AABR07065485.1",1.25035607226469,2.00083829671332
"AABR07065602.1",0.82929207532751,1.35382904585021
"AABR07065740.1",1.09524501985926,1.66621506439602
"AABR07065789.3",0.751222705510175,0.9163043115321
"AABR07066180.1",1.68301500037136,3.59872292168202
"AABR07066416.1",0.303649693052325,2.4343379437036
"AABR07066690.1",0.68583494263257,0.8779090564363
"AABR07066693.1",0.879418662400575,3.85399708247989
"AABR07066820.1",0.582897229840465,0.96752677793022
"AABR07066944.1",0.73524683050432,3.94061293271225
"AABR07067950.1",0.56528118341322,0.760507979571895
"AABR07068127.1",3.31655865393086,7.22550828874068
"AABR07068222.1",0.575978201747935,1.22750367205172
"AABR07068272.1",0.579519091933665,1.47429204325661
"AABR07068285.2",0.476879390851457,3.66020923687806
"AABR07068341.1",0.89141866264891,1.06047578979744
"AABR07068351.1",0.99349492650428,2.56194614973445
"AABR07068587.1",0.907411949945915,1.1155489619548
"AABR07068705.1",0.936822332836165,3.50155642490953
"AABR07069219.1",1.8929280115092,3.41674307956609
"AABR07069227.1",1.09457964003393,1.54732959635578
"AABR07069282.1",1.26142499760733,1.80317569557457
"AABR07069840.1",0.646715244930905,3.21799207684589
"AABR07070270.1",0.92283272986063,1.39235077513001
"AABR07070796.1",1.44383063977068,4.93079099307709
"AABR07070926.1",0.50899756283915,3.55108093591186
"AABR07071440.1",0.79596737394793,1.56395850741231
"AABR07071813.1",0.690329207848165,1.01953460699082
"AABR07071814.1",0.89210553178291,1.55929744658261
"AABR07071851.2",0.924921449200266,1.76711425486775
"AABR07072108.1",2.45259553517745,3.04009787240717
"AABR07072639.2",1.22593940643623,4.31952134957961
"AABR07072748.2",0.81221675301789,1.45824502551792
"AABR07073038.2",0.9752281291581,1.34457518827089
"AABR07073453.1",0.761875054467835,1.86671898451284
"AC080157.1",1.57064955231069,2.08906429941824
"AC091336.1",2.52387588641942,4.7068752000247
"AC094053.1",1.21775524782252,2.89239609632027
"AC094217.1",7.93698557977996,9.59796283155118
"AC094348.5",0.624985070826265,0.831544882208745
"AC096239.2",3.14531388336842,7.55180007302261
"AC096473.3",1.00599314264526,2.82650764040913
"AC096601.1",0.554993261110205,0.666040907783905
"AC097784.1",2.545232256268,6.50341971951413
"AC098008.5",5.7522393018366,6.92149437617907
"AC098750.2",0.75289368827784,3.64010731471248
"AC102976.1",5.65241463644443,6.92249422975658
"AC105662.2",1.40963713857216,3.15733294333467
"AC106663.2",3.95243831905122,4.37203535367323
"AC107331.2",0.895108386623131,1.7239397940267
"AC107531.3",0.962688486820823,1.75105143975762
"AC109048.1",0.66534476102923,1.91848319074713
"AC109942.1",1.69082388876515,5.12771449914478
"AC111319.2",0.75981889213046,1.05509796189701
"AC111632.2",3.76048662514849,4.60535876364015
"AC112531.2",4.02097417620713,6.00663281108212
"AC112624.1",6.8488735392045,8.21937051582436
"AC115509.1",3.11136851626966,4.91856522813423
"AC119762.3",1.09457721592257,3.88247132482438
"AC119762.7",2.67383078973478,2.9456151652529
"AC120486.3",0.98698472150678,1.4773179695512
"AC120486.8",1.29071003871235,1.51117696434689
"AC121204.4",0.597989939627665,0.944957186238415
"AC122603.2",0.680002127636735,0.8050496527956
"AC123251.1",5.09119437595894,6.04305471923021
"AC123253.2",2.38946668883572,3.91071972366024
"AC125920.1",0.813603987122265,1.51039559632967
"AC126486.3",0.538404336556565,0.800780921742485
"AC126572.1",2.2568078030395,5.59368935762526
"AC126572.6",0.942966723980365,1.36679007381727
"AC126572.7",1.43728339357528,3.78815367734276
"AC127076.1",2.6586442573102,4.10566936836831
"AC127084.4",0.56644907976703,0.812377513719225
"AC127189.1",2.65727074868104,4.56127640603949
"AC128059.1",1.55562483262313,3.39348679566723
"AC128207.1",2.4736549432441,6.12052839881928
"AC128394.2",0.834353117480402,2.15821739845022
"AC128394.3",0.651732446930915,1.65650230862564
"AC128759.2",1.57809413274839,2.30008084756191
"AC128960.1",6.73152555004775,13.6811274076988
"AC129753.2",0.687619576423035,1.47083207281817
"AC130391.5",2.04122743834102,6.83399969851467
"AC130741.1",0.509167773339045,0.886679063158025
"AC132020.1",1.45352218914371,1.69880815492574
"AC132740.1",6.7768746240288,8.01148958806457
"AC134024.2",0.609676972572065,0.9600648653408
"AC134651.1",0.56306555306911,1.20822276967209
"AC135026.1",1.02849815313949,2.90744895638242
"AC136053.1",0.779228969955312,1.57895929091262
"AC141334.2",1.28305898900416,2.0076797971589
"AC141489.1",4.17544981867688,4.50060196290079
"AC229945.1",2.31861965347742,3.30350162727941
"AY172581.2",4.58737152564743,9.54849598146409
"AY172581.24",8.6102884401382,14.488648618371
"Aaas",1.3363633142114,1.48621634401058
"Aacs",1.36273197249836,2.17032913777368
"Aagab",0.907182602855835,1.14675016252821
"Aak1",0.878742990404845,1.785550285614
"Aars",2.3978919988541,5.31835096099683
"Aasdh",0.74317050906514,2.5057464346867
"Aasdhppt",1.75587414162419,2.84920266739017
"Abcb6",1.09205846835136,1.33373236968532
"Abcb8",0.844157440439495,1.75801578532961
"Abcb9",0.526047538702925,1.60067143685067
"Abcc4",0.475174298746302,1.55542047714502
"Abcd1",0.60124687684865,0.978062769333059
"Abcd2",0.577136252706335,1.03209061923583
"Abcd3",1.30332328007615,1.5438582079417
"Abce1",2.3661223179632,4.8511690052894
