"","Gene","Category"
"1","Gpx3","NSCbyNPC"
"2","Mmp9","NSCbyNPC"
"3","C1qc","NSCbyNPC"
"4","Pla2g2d","NSCbyNPC"
"5","C1qa","NSCbyNPC"
"6","Csf1r","NSCbyNPC"
"7","Tnfaip8l2","NSCbyNPC"
"8","Unc93b1","NSCbyNPC"
"9","Aif1","NSCbyNPC"
"10","Pld4","NSCbyNPC"
"11","Maf","NSCbyNPC"
"12","Cd53","NSCbyNPC"
"13","Ms4a7","NSCbyNPC"
"14","Tyrobp","NSCbyNPC"
"15","C1qb","NSCbyNPC"
"16","Clec10a","NSCbyNPC"
"17","Fcer1g","NSCbyNPC"
"18","Lst1","NSCbyNPC"
"19","Ctsc","NSCbyNPC"
"20","Mrc1","NSCbyNPC"
"21","Ptafr","NSCbyNPC"
"22","Lyz2","NSCbyNPC"
"23","C3ar1","NSCbyNPC"
"24","Cd209g","NSCbyNPC"
"25","Laptm5","NSCbyNPC"
"26","Slc11a1","NSCbyNPC"
"27","Cd209b","NSCbyNPC"
"28","Wfdc17","NSCbyNPC"
"29","Clec4a1","NSCbyNPC"
"30","Fcrls","NSCbyNPC"
"31","Stab1","NSCbyNPC"
"32","Trem2","NSCbyNPC"
"33","Ccl24","NSCbyNPC"
"34","Ighm","NSCbyNPC"
"35","Ctss","NSCbyNPC"
"36","Clec4n","NSCbyNPC"
"37","Cfp","NSCbyNPC"
"38","Pf4","NSCbyNPC"
"39","C5ar1","NSCbyNPC"
"40","Tmem106a","NSCbyNPC"
"41","Fcgr3","NSCbyNPC"
"42","Hfe","NSCbyNPC"
"43","Adgre1","NSCbyNPC"
"44","Tubb6","NSCbyNPC"
"45","Cd163","NSCbyNPC"
"46","Dab2","NSCbyNPC"
"47","Hk3","NSCbyNPC"
"48","Cybb","NSCbyNPC"
"49","Cxcr3","NSCbyNPC"
"50","Gm10134","NSCbyNPC"
"51","Hpgd","NSCbyNPC"
"52","Cd14","NSCbyNPC"
"53","Ebi3","NSCbyNPC"
"54","Itpripl1","NSCbyNPC"
"55","Cbr2","NSCbyNPC"
"56","Grn","NSCbyNPC"
