"","id","KD.membership","node.degree","node.strength","node.weightedCF"
"34","AL356272.1","c1_1,c1_2,c1_14,c1_90,c1_459,c1_1335",25,15.7364009984078,0.174640574670292
"35","LYZL2","c1_1,c1_2,c1_16,c1_97,c1_479,c1_1372",43,20.4872517238059,0.107973917914393
"36","BX072579.2","c1_1,c1_2,c1_6,c1_66,c1_349,c1_1081",14,7.58915280768959,0.318506920662333
"37","AC004704.1","c1_1,c1_2,c1_7,c1_69,c1_362,c1_1114,c1_1954,c1_2394",48,31.0912250335341,0.0932048129900618
"38","LINC02492","c1_1,c1_2,c1_7,c1_69,c1_362,c1_1114,c1_1955,c1_2396",26,16.7459409369084,0.171259102078001
"39","TSSC2","",7,3.80816632521049,0.563326586010361
"40","PWP2","c1_194",4,2.48743415530216,0.892308666955575
"41","AC092447.8","c1_1,c1_2,c1_14,c1_90,c1_459,c1_1336,c1_2161",45,26.9887437339617,0.101199586473831
"42","ISL1","",7,3.68289056258207,0.568244098980868
"43","TMEM176A","",3,1.39788453703209,1
"44","AL589743.1","c1_2163",5,3.2330099356164,0.733838091446807
"45","AC006058.4","",6,2.8750513358128,0.57653847553551
"46","MAGEB1","c1_1,c1_2,c1_18,c1_103,c1_508,c1_1411",51,26.2967220084241,0.0882687810126186
"47","C1QC","",10,5.68136266807492,0.388714804196014
"48","HOXD10","",8,3.95455470152144,0.506243261905683
"49","AL109913.1","c1_1,c1_2,c1_7,c1_69,c1_360,c1_1105",20,11.9733281607724,0.225574444555699
"50","LINC02233","c1_1,c1_2,c1_7,c1_69,c1_362,c1_1114",16,10.6995692356315,0.269148530002755
"51","LINC02452","c1_1,c1_2,c1_12,c1_85,c1_445,c1_1273,c1_2089",24,14.3720603243069,0.181468816863468
"52","TTTY14","c1_1,c1_2,c1_19,c1_107",20,12.4406175204474,0.216604061274708
"53","HLA-DRA","",10,5.91507865174285,0.403370385220245
"54","LINC00927","c1_1,c1_2,c1_5,c1_64,c1_338,c1_1032,c1_1895",56,28.9558806148559,0.0831129329495609
"55","METTL1","",7,5.43958506397752,0.516407547907826
"56","AC084048.1","c1_1,c1_2,c1_20,c1_124,c1_528,c1_1421",132,66.1992213527863,0.0349965716199792
"57","AC009803.1","c1_1,c1_2,c1_7,c1_69,c1_364,c1_1117",25,17.2364943091673,0.173132640345821
"58","LINC02267","c1_1,c1_2,c1_7,c1_69,c1_362,c1_1114,c1_1954",27,19.2364644729109,0.160853333203678
"59","LINC01687","c1_1,c1_2,c1_14,c1_90,c1_460,c1_1338",38,18.3128293208744,0.113218807543317
"60","LINC01518","c1_1,c1_2,c1_14,c1_90,c1_459,c1_1336,c1_2162",38,24.4272683558996,0.116940278210988
"61","MARCH9","c1_1,c1_2,c1_9,c1_73,c1_395,c1_1184,c1_2025",14,9.68292792401859,0.299543260416496
"62","DDX3Y","c1_108",10,7.96170948093313,0.393352562767842
"63","AC096577.1","c1_1,c1_2,c1_7,c1_69,c1_362,c1_1114,c1_1954,c1_2393,c1_2487",29,20.8855724226481,0.147992627269476
"64","AC084859.1","c1_1,c1_3",13,7.57422208157565,0.320553024809177
"65","AC141557.1","c1_924",6,2.5100448804153,0.558665700158201
"66","MT-TS1","",8,5.51128214214806,0.511659615374948
"67","RNU2-36P","c1_1,c1_2,c1_16,c1_98",23,13.1309095378728,0.181635801861791
"68","AC090592.1","c1_1,c1_3,c1_32,c1_192,c1_704",71,40.1297268317984,0.0653637037796397
"69","NLGN4Y","",7,5.66762983925595,0.534376777920665
"70","LINC00301","c1_1,c1_2,c1_7,c1_69,c1_362,c1_1114,c1_1955,c1_2397",19,12.7399400213234,0.225424653374799
"71","AC117473.1","c1_1,c1_2,c1_7,c1_69,c1_364,c1_1118,c1_1962,c1_2402",44,29.3378872485092,0.100148909121763
"72","SCGB1C2","",12,7.01959181663301,0.361022064887764
"73","RSAD2","c1_1,c1_4,c1_54,c1_294,c1_940,c1_1813",31,20.7039492803017,0.137595751865297
"74","AC124864.1","",12,7.07299818830406,0.353667929913264
"75","LINC00879","c1_1,c1_2,c1_7,c1_69,c1_364,c1_1118",26,20.3801620097948,0.158989357137992
"76","TECRL","c1_1,c1_2,c1_8,c1_71,c1_388,c1_1177,c1_2023,c1_2412",57,30.4711391133298,0.0832554464426858
"77","AC007848.1","c1_2161",10,6.15412858034725,0.412932637024069
"78","AC011712.1","",8,4.8522126249845,0.510324558966924
"79","LINC00689","c1_297",6,2.45111199869321,0.454878805867306
"80","AC005906.2","c1_1,c1_2,c1_7,c1_69,c1_365,c1_1124",22,10.5081669240418,0.193005237468872
"81","S100A8","",3,1.84015613227822,1
"82","LINC00351","c1_1,c1_2,c1_7,c1_69,c1_360,c1_1106,c1_1936",72,44.7420989673982,0.0625448467469032
"83","BET1L","c1_1,c1_3,c1_32,c1_192,c1_704",27,16.4530986952961,0.162043343747535
"84","AC010183.2","c1_1,c1_2,c1_7,c1_69,c1_364,c1_1117,c1_1960",28,18.5181188939531,0.156583459395933
"85","AL049836.2","c1_1,c1_2,c1_10,c1_75,c1_405",75,42.9280542158359,0.0609165011189205
"86","AC079598.1","c1_1,c1_2,c1_9,c1_73,c1_394",15,7.24811463429818,0.291872587111491
"87","LINC02402","c1_1,c1_2,c1_7,c1_69,c1_360,c1_1106,c1_1936",52,30.8002821404506,0.0880339295062828
"88","AL353633.1","c1_1,c1_2,c1_7,c1_69,c1_362,c1_1114,c1_1955",24,13.3136778367441,0.185125309257238
"89","OBP2B","c1_1,c1_2,c1_5,c1_64,c1_338,c1_1032,c1_1895",14,7.56659280954097,0.305629086871134
"90","NALCN-AS1","c1_1,c1_2,c1_7,c1_69,c1_362,c1_1114",24,15.7324160762513,0.183078826971028
"91","RNA5SP279","c1_1,c1_2,c1_6,c1_65,c1_343,c1_1905",14,7.90268478453384,0.318753688349467
"92","HBB","",3,2.34955943096612,1
"93","AC022201.1","c1_1,c1_2,c1_7,c1_69,c1_362,c1_2392",24,15.4025645717458,0.179199768207722
"94","HOTAIR","c1_1319",8,5.000839390194,0.507365119156061
"95","TPSAB1","",5,2.91392994149503,0.732743583139356
"96","AC010745.2","c1_1,c1_2,c1_7,c1_69",13,8.27484775237381,0.322943049093649
"97","AC012363.2","c1_1,c1_2,c1_7,c1_69,c1_360,c1_1105",22,12.0409868325776,0.20322317756454
"98","LINC01893","",10,5.4714206697219,0.431456706133807
"99","PAEP","c1_1,c1_2,c1_5,c1_64,c1_338,c1_1032,c1_1895",24,13.1629343908837,0.188064216822537
"100","AC073488.9","",10,7.7850972109505,0.398891871802895
"101","AP000547.1","c1_1943",8,3.78631330401518,0.509983559992479
"102","CEACAMP3","c1_1178",8,3.43501687657388,0.450158324129215
"103","AL591518.1","c1_1,c1_2,c1_7,c1_69,c1_360,c1_1106,c1_1936",31,19.156295372771,0.142498573438872
"104","G2E3-AS1","c1_1,c1_2,c1_7,c1_69,c1_364,c1_1118,c1_1963,c1_2404",33,21.757527141211,0.130839868699039
"105","PSG7","",10,6.52121663695065,0.408561323904913
"106","OR6C76","",7,4.54764145805035,0.535239119082531
"107","AC073488.8","",6,4.56809592000404,0.633579892480914
"108","LINC02291","c1_1,c1_2,c1_8,c1_71,c1_388,c1_1177",21,12.8988349229448,0.211267930931171
"109","AL139020.1","c1_1,c1_2,c1_7,c1_69,c1_364,c1_1117,c1_1961",22,13.2578902015302,0.200591463536594
"110","AC018616.1","c1_1,c1_2,c1_7,c1_70,c1_384,c1_1174",54,24.4242951129499,0.0861515485474777
"111","AC107220.1","c1_1,c1_2,c1_7,c1_69",13,8.21025926230085,0.317031022183583
"112","RNU6-500P","c1_1,c1_2,c1_6,c1_65,c1_343",23,13.1068449032853,0.184078000206838
"113","AC009902.3","",2,1.30617474708178,1
"114","RNU6-1180P","c1_1,c1_2,c1_16,c1_98,c1_482",64,35.9681301156488,0.0691279782958294
"115","SOX1-OT","",3,1.929423052863,1
"116","TBX5-AS1","",4,1.89593231163812,0.785628609007997
"117","AC024884.2","c1_1,c1_2,c1_22,c1_151,c1_553,c1_1446,c1_2215",17,8.76042651706374,0.252827755889638
"118","HNRNPCL1","c1_1,c1_2,c1_20,c1_124,c1_528,c1_1421",25,13.7751237679924,0.181947652330044
"119","AC100781.1","",9,5.93934483457322,0.451385813716524
"120","C12orf77","c1_1,c1_2,c1_23,c1_159,c1_574,c1_1486",39,22.9112664083297,0.11266990907118
"121","AC073257.1","c1_1,c1_2,c1_7,c1_69,c1_360,c1_1105",41,23.0196319957293,0.112875535509135
"122","LINC01896","",4,2.23606836435145,0.809355564281368
"123","RN7SL210P","",11,6.42888050753684,0.379699784027645
"124","AC012363.1","c1_1,c1_2,c1_7,c1_69,c1_360,c1_1105",17,9.501572647097,0.254968027521559
"125","RNU6-971P","",8,4.96257882654621,0.514409576617593
"126","TSPAN31","c1_2025",7,5.19046222623303,0.556937527121782
"127","AL022313.1","c1_1,c1_2,c1_6,c1_66,c1_349,c1_1081",15,7.75614946301129,0.301736348200145
"128","RNU1-104P","c1_1,c1_2,c1_7,c1_69",13,7.60940054458513,0.336654452515618
"129","LINC02532","c1_1,c1_2,c1_7,c1_69",23,15.3645885463346,0.189714119070493
"130","GABRA6","c1_1,c1_2,c1_24,c1_163,c1_586,c1_1513",173,83.5488151634792,0.0267546931153417
"131","LINC01413","c1_1,c1_2,c1_25,c1_174,c1_597",59,29.1455267782093,0.0769558993128759
"132","AC073488.5","",8,5.86337566103436,0.489374643630729
"133","AC079943.2","",11,7.73694452445253,0.364989089478806
"134","C1QA","",9,5.16597572182114,0.435494758431964
"135","AC079160.1","c1_1,c1_2,c1_7,c1_69,c1_364,c1_1118,c1_1964",40,28.6591764416041,0.108019490454019
"136","AL139390.1","c1_1,c1_2,c1_20,c1_124,c1_528,c1_1421",23,13.0684910623597,0.194837771402039
"137","AL391095.2","c1_1,c1_2,c1_15,c1_95,c1_475,c1_1364",38,20.0569359022518,0.11774733159764
"138","LINC01681","c1_1,c1_2,c1_7,c1_69,c1_364,c1_1118,c1_1965",34,21.5201423367794,0.126055268175495
"139","OBP2A","c1_1,c1_2,c1_5,c1_64,c1_338,c1_1032,c1_1895",17,9.09409787806906,0.252886047342869
"140","SCFD2","c1_1,c1_2,c1_23,c1_160,c1_576,c1_1491,c1_2234",19,11.8780216019834,0.224791440125594
"141","LHX8","c1_1,c1_2,c1_26,c1_179",16,7.90890960310233,0.256249142442543
"142","CLPSL1","c1_1,c1_2,c1_8,c1_71,c1_390",16,8.37290974633793,0.280832486760974
"143","COL17A1","c1_1321",12,5.82999600575218,0.353606602118655
"144","MARCOL","c1_1,c1_2,c1_9,c1_74,c1_398,c1_1195,c1_2034,c1_2414",70,34.3702176133687,0.0652526747206265
"145","UTY","",6,5.05090033940368,0.608212377775256
"146","CR381653.2","",8,3.78262036342542,0.461828530337014
"147","AC006262.1","c1_2111",4,2.16671026038674,0.88145139116069
"148","DTX3","",10,6.71907566432803,0.403552851812134
"149","CSN1S1","c1_1,c1_2,c1_7,c1_69,c1_367,c1_1129",38,20.9335285374491,0.117928594688656
"150","FMO11P","c1_1,c1_2,c1_7,c1_69,c1_364,c1_1118,c1_1962,c1_2403",28,19.0386726212506,0.152021494878408
"151","LRRC74A","c1_1,c1_2,c1_15,c1_95,c1_475,c1_1364",116,54.352902915964,0.0394560217744994
"152","LINC01738","c1_1,c1_2,c1_10,c1_76,c1_408,c1_1211",82,41.4112903458313,0.0546383596697474
"153","IQCM","",9,5.60004494068437,0.45762676018647
"154","TNNI1","c1_1,c1_2,c1_10,c1_75",14,8.50487499678321,0.309876486821486
"155","VN1R54P","c1_1,c1_2,c1_14,c1_90,c1_459,c1_1335",15,8.64544213170271,0.293825975572334
"156","AC073488.3","c1_1,c1_2,c1_14,c1_90,c1_1336,c1_2162",14,8.15167936931918,0.306959126121693
"157","AC121758.1","c1_1,c1_2,c1_22,c1_151,c1_553,c1_1446,c1_2215",25,13.6379727826205,0.175131677976708
"158","DLX1","",11,5.20286492346512,0.395472488645305
"159","OR6C75","",8,6.04688228936781,0.484463359431437
"160","AC073488.10","c1_1,c1_2",13,7.06343551294807,0.317891686049536
"161","PRODH2","c1_1,c1_2,c1_26,c1_180,c1_623,c1_1549",51,28.1478652769995,0.0872746807057025
"162","LINC02577","",10,6.13015865344244,0.409466276524674
"163","MTCO2P22","",10,5.85227487937211,0.421090236660623
"164","LINC02184","c1_1,c1_2,c1_18,c1_103,c1_508,c1_1411",22,11.7597650943769,0.200825429787619
"165","DSCR8","c1_1,c1_2,c1_7,c1_69,c1_360,c1_1106,c1_1936",21,12.4809028063513,0.206454983755011
"166","LINC01221","c1_1,c1_2,c1_11,c1_83,c1_440,c1_1245,c1_2063,c1_2421,c1_2488",36,20.6509409220666,0.123173498943599
"167","AL132719.1","c1_1,c1_2,c1_7,c1_69,c1_364,c1_1117,c1_1961",19,10.6648496766641,0.227178297402318
"168","MAGEA3","",11,6.34407583448793,0.357866774545936
"169","AC073488.11","",12,7.11057839570263,0.346918745361043
"170","C5orf38","",5,1.98428919273147,0.652325608877371
"171","COL1A1","",10,4.3946271046081,0.410286231109469
"172","AL589794.1","c1_1,c1_2,c1_6,c1_66,c1_349,c1_1081",24,11.6944990739069,0.186314898266636
"173","LINC01499","c1_1,c1_2,c1_7,c1_69,c1_362,c1_1114,c1_1955,c1_2396",20,12.3363215420017,0.215327604020362
"174","AC104083.1","",4,1.85359804791264,0.745479320586792
"175","AC025946.1","c1_1,c1_2,c1_7,c1_69,c1_360,c1_1106,c1_1936",26,15.3642876320973,0.172820711623273
"176","AC012081.1","c1_1,c1_2,c1_15,c1_95,c1_475,c1_1364",33,16.5534160636992,0.134388574104848
"177","CCL4L2","",6,3.48379600501932,0.653635804697335
"178","AC007614.1","c1_1,c1_2,c1_24,c1_163,c1_586,c1_1513",24,11.6168597040276,0.184454263785754
"179","AC103808.3","",4,2.54674812736054,0.876138609078166
"180","AC012038.1","",6,4.44494835362898,0.624023225988776
"181","MOG","",10,5.72455644860898,0.411206791278932
"182","AC073488.7","",5,3.83250708757998,0.724277518901147
"183","KDM5D","c1_108",10,8.06189642098821,0.387935039059481
"184","ARSEP1","c1_1,c1_2,c1_19,c1_107",27,13.1006158115017,0.160734722168305
"185","AC007513.1","c1_1,c1_2,c1_7,c1_69,c1_361,c1_1111",48,26.9842285335868,0.094266967240233
"186","IGHVII-28-1","",8,4.4937819879739,0.528945521930352
"187","KRT72","c1_1,c1_2,c1_7,c1_69,c1_361,c1_1111",23,13.5490805025016,0.192585786343177
"188","CYP27B1","c1_2026",5,3.94230571633187,0.720295535710106
"189","USP9Y","",9,6.7172756436908,0.437858226941414
"190","MAPK8IP1P2","",6,3.63341406922796,0.652851500418812
"191","MYL1","c1_1,c1_2,c1_10,c1_75,c1_404",26,15.6199980353662,0.173121293877972
"192","SOCS2","",5,2.22148815499284,0.775367186513926
"193","LINC02436","c1_1,c1_2,c1_7,c1_69,c1_362,c1_1114,c1_1955",14,8.82973784827093,0.301957374779365
"194","AC079296.1","",3,1.67335281199944,1
"195","LINC01074","c1_1,c1_2,c1_20,c1_124,c1_529",15,6.74080234173889,0.291672320656238
"196","CRTAM","c1_1,c1_2,c1_24,c1_163,c1_586,c1_1513",36,18.7216643789947,0.126034292984633
"197","LINC02133","c1_1,c1_2,c1_8,c1_71,c1_388,c1_1177,c1_2024",25,13.5369597084488,0.181801441285239
"198","AC092098.1","c1_1,c1_2,c1_20,c1_124,c1_528",37,17.9645930669574,0.121959586298744
"199","LINC01698","",6,4.73336271820354,0.617502424475925
"200","AC021683.1","",3,1.41516006618322,1
"201","AC025284.1","c1_1,c1_2,c1_24,c1_163,c1_586,c1_1513",36,18.5483326037952,0.125051164714774
"202","MIR8062","c1_1,c1_2,c1_7,c1_69,c1_358,c1_1102,c1_1931",18,10.0042115626716,0.233305726073943
"203","LINC01179","c1_1,c1_2,c1_24,c1_164",86,40.9457913375836,0.0539129820250325
"204","KCNB2","c1_1,c1_2,c1_13,c1_87,c1_450,c1_1293,c1_2103,c1_2436",18,10.7045068241958,0.242744591896217
"205","PDE3B","",6,3.32267524853788,0.661870027250352
"206","ST8SIA6","c1_1,c1_2,c1_23,c1_160,c1_577,c1_1493",22,11.259444057938,0.197224309223816
"207","CR848007.1","",5,3.08397312348909,0.7444018894734
"208","AC140118.1","c1_1,c1_2,c1_8,c1_71,c1_388,c1_1177,c1_2023,c1_2412",21,10.7116742792863,0.208483971808885
"209","LILRP1","c1_1,c1_2,c1_23,c1_160,c1_577,c1_1493",17,9.10803714280245,0.259142680651367
"210","APCDD1L","",4,2.17316381470972,0.751766111369523
"211","LINC01641","c1_1,c1_2,c1_15,c1_94,c1_472,c1_1357,c1_2174",28,16.9922617896299,0.154024484293318
"212","AC026785.3","c1_1,c1_2,c1_9,c1_74,c1_398,c1_1195,c1_2034,c1_2415",35,17.5074078447244,0.131761741280205
"213","RASL12","",3,1.48241502743462,0.789678427930262
"214","AC104078.2","",5,2.63045228146687,0.679767305323459
"215","LINC02201","c1_1,c1_2,c1_15,c1_94,c1_472,c1_1357,c1_2174",20,12.4880129544513,0.21623512748246
"216","CXCR1","c1_1,c1_2,c1_17,c1_100,c1_501,c1_1398,c1_2183,c1_2454",14,8.03069918198866,0.302264834756748
"217","ANO2","c1_1,c1_2,c1_7,c1_69,c1_367,c1_1129",17,8.93264421147414,0.25185878541517
"218","LINC01205","c1_1,c1_2,c1_7,c1_69",13,8.36305730737318,0.316348570822672
"219","MTND3P19","c1_1,c1_2,c1_6,c1_65,c1_343,c1_1047,c1_1905",17,9.26521361157002,0.257304972479198
"220","DMC1","",11,6.83149027644084,0.380121590326871
"221","CNN2P8","",2,1.1681069264277,1
"222","AC112721.2","",4,1.86975121036274,0.800454722569258
"223","MIR5007","c1_1,c1_2,c1_5,c1_64,c1_339,c1_1036,c1_1899,c1_2378",22,11.2069049934182,0.190123092352861
"224","MX2","c1_1,c1_4",13,7.64160107410108,0.313974419554529
"225","TTTY15","",8,5.82361742519356,0.489938317819724
"226","AKAIN1","c1_1,c1_2,c1_24",22,12.3498728856052,0.20360635773927
"227","AC096666.1","",8,5.59215371607772,0.496077951415562
"228","LINC02277","",7,5.00102467464174,0.550429605557168
"229","RPS4Y1","",5,4.15808746044597,0.712729281170183
"230","HSPA8P13","c1_1,c1_2,c1_20,c1_124,c1_528,c1_1421",44,21.9798629552768,0.103318121278075
"231","EIF1AY","",6,4.75009382861516,0.617184683741265
"232","IGHVIII-47-1","c1_1,c1_2,c1_13,c1_88,c1_454,c1_1321",20,9.08961915234847,0.205088560153514
"233","RNU6ATAC2P","c1_1071",10,4.62150395627142,0.395093082544755
"234","TRIM51","c1_1,c1_2,c1_10,c1_75,c1_405",20,11.89756610092,0.220266603381371
"235","AL157378.1","",8,5.03881669881409,0.501186349568644
"236","AC010970.1","c1_1,c1_2,c1_5,c1_63,c1_337,c1_1030",34,16.4035863019592,0.13149049563082
"237","ISG15","c1_1,c1_4,c1_54,c1_294,c1_1818",20,13.0003012573988,0.212052076314611
"238","LINC02152","c1_1,c1_2,c1_10,c1_75,c1_405",15,8.72891779091341,0.282960112438893
"239","BMS1P15","",8,5.20249539307629,0.499632362446271
"240","AL035425.3","",5,3.20873396954059,0.762464559046398
"241","LINC01643","c1_1,c1_2,c1_7,c1_69,c1_364,c1_1118,c1_1963,c1_2405",32,21.9308160856574,0.132385109129981
"242","LINC00499","c1_2115",5,2.22716793093527,0.636101349256817
"243","MTCO3P4","c1_1,c1_2,c1_6,c1_67,c1_352",24,13.5879402916197,0.182588313050779
"244","AC008696.2","c1_1,c1_2,c1_13,c1_87,c1_450,c1_1293,c1_2103",18,11.0820118969776,0.226425913437858
"245","LINC01307","c1_1,c1_2,c1_7,c1_69,c1_364",18,12.7171503930476,0.230397244698245
"246","MARK2P10","c1_1186",11,5.94325458365717,0.385903932360059
"247","CPHL1P","",10,6.62455655259168,0.417242926255814
"248","AC021192.1","c1_1,c1_2,c1_7,c1_69,c1_364",15,10.2489808883331,0.277008307065093
"249","AL138889.1","c1_1,c1_2,c1_23,c1_159,c1_574,c1_1486",27,16.2787008967708,0.157938704315607
"250","AC115522.1","",3,1.39486484469726,1
"251","OR2H4P","",6,3.84945623692045,0.623692967962006
"252","ALPI","",7,4.75061910992458,0.552924773582118
"253","KHDRBS2","c1_87,c1_450",12,7.02172477456681,0.345311624357535
"254","C8orf49","",6,3.26828477017074,0.650766447245877
"255","CPSF1P1","",4,2.33052225047341,0.867839706873803
"256","LINGO2","c1_1,c1_2,c1_13,c1_87,c1_450,c1_1293,c1_2103,c1_2436",49,28.1168955704514,0.0906480399314816
"257","CCDC155","c1_1,c1_2,c1_24,c1_163,c1_586,c1_1513",52,25.5646142705041,0.0886885710535471
"258","CTAG2","",4,2.12898282110502,0.831735823160055
"259","AC092645.1","",2,1.11541855892542,1
"260","AC091114.1","c1_1,c1_2,c1_7,c1_69,c1_368,c1_1132,c1_1978,c1_2406",37,22.034504114475,0.115872912304866
"261","AC103808.4","",6,4.11570757407662,0.640156319116097
"262","ANKRD20A17P","",3,2.21855989211217,1
"263","OR6C65","",7,5.12666731230967,0.517362331449041
"264","LRRC34P2","c1_1,c1_2,c1_26,c1_180,c1_624",44,21.7090344695462,0.0994481329743442
"265","AC024901.1","c1_1,c1_2,c1_11,c1_83,c1_440",35,20.538459917055,0.116109083457261
"266","ALG1L5P","c1_1,c1_2,c1_5,c1_64,c1_338,c1_1032,c1_1895",27,13.821753367882,0.167688771744077
"267","AC079598.3","",7,4.21106419491936,0.589306216113792
"268","AL929601.1","c1_1,c1_2,c1_7,c1_69,c1_362,c1_1114,c1_1955",16,9.21591361846567,0.253744251103717
"269","TGFB2-AS1","",5,1.85720408581005,0.733473985907477
"270","LINC02006","",6,4.19573170267023,0.584457965153679
"271","AKR1C7P","",12,6.14522076424464,0.352660578470318
"272","RN7SL584P","c1_1,c1_2,c1_7,c1_69,c1_360,c1_1107,c1_1944",15,9.50189835639973,0.27745982768839
"273","LINC00954","c1_1,c1_2,c1_5,c1_64,c1_338",13,6.71629521013077,0.320312062780216
"274","FAM230C","",12,6.87600677398058,0.332823446845911
"275","ZP2","c1_1,c1_2,c1_24,c1_163,c1_586,c1_1513",35,18.6974673076082,0.127673595087375
"276","ADGRG4","c1_1,c1_2,c1_9,c1_74,c1_398,c1_1197",38,21.0693017853334,0.113675393146711
"277","MRPS21P1","c1_1,c1_2,c1_16,c1_98,c1_483,c1_1375",78,42.6707626064231,0.0563380123960072
"278","A2MP1","c1_1,c1_2,c1_10,c1_405",14,7.40581436045621,0.30409545293712
"279","AL451137.1","",8,5.4015807925701,0.5038305463409
"280","AC005580.1","c1_1,c1_2,c1_7,c1_69,c1_364,c1_1119",22,12.9984398717717,0.197084827232622
"281","LINC02370","",7,3.75044429909853,0.552471462312448
"282","AL133232.1","c1_1,c1_2,c1_25,c1_175,c1_605,c1_1525",53,24.3507359614226,0.0845086982604129
"283","NECTIN3-AS1","c1_1,c1_2,c1_18",14,7.5993759801773,0.305043814518177
"284","AC019322.4","c1_1,c1_2,c1_7,c1_69,c1_364,c1_1121,c1_1971",17,9.31965615873458,0.255497962026071
"285","AC079917.1","c1_1,c1_2,c1_7,c1_69,c1_362,c1_1114,c1_1954,c1_2393,c1_2486",16,11.4535341070938,0.260909834599333
"286","RNU6-1097P","c1_1,c1_2,c1_6,c1_65,c1_343,c1_1047,c1_1905",72,37.7546405626405,0.0633482912299613
"287","AC244452.3","c1_1,c1_2,c1_18,c1_103,c1_508",17,9.82502865967503,0.254404388614997
"288","HOXC13","",6,3.86450811259341,0.644971632274128
"289","MAFA-AS1","",2,1.19557150336246,1
"290","MIR6074","",8,4.61555065192749,0.490310768982224
"291","AC079949.2","",2,1.0532166046504,1
"292","WT1-AS","",8,3.91039205159469,0.505621051972455
"293","GYS2","c1_1,c1_2,c1_23",13,7.37318242037679,0.330271734842491
"294","AC069152.1","c1_1,c1_2,c1_6,c1_67,c1_352,c1_1083",59,30.708204535359,0.0776314175635938
"295","AL353637.1","c1_1,c1_2,c1_6,c1_65,c1_343",17,8.97771088234963,0.261098274952692
"296","AL138720.1","c1_1,c1_2,c1_7,c1_69,c1_368,c1_1132,c1_1978",29,16.7668766303025,0.151177548800973
