"","NPC_SRR1997857","NPC_SRR1997858","NPC_SRR1997859","NPC_SRR1997860","NSC_SRR1997853","NSC_SRR1997854","NSC_SRR1997855","NSC_SRR1997856"
"1810030O07Rik",2.43934822166403,4.61511844653418,4.69179997821426,4.9114104225194,4.46690253193978,4.56840708632915,4.89453267579675,4.23022603459729
"1810032O08Rik",2.68507831936891,4.13862400165735,4.45630192206265,3.88931152222205,1.61543082612121,1.95856696445361,1.24921642438747,1.53189316326837
"1810037I17Rik",10.0300633294676,9.94061627152911,10.0528938307243,9.89307028577323,9.45322497810494,9.5455642456431,9.58402322186191,9.57155003152418
"1810041H14Rik",4.28724785524706,1.06533230669197,0.752994172132154,0.512105177542172,1.37365601277445,0.752562747198247,0,0
"1810041L15Rik",2.23976073265715,2.45403853044077,2.58078195682508,2.71985861438475,2.76329260796729,2.45466318072074,1.70807584905647,2.65948361614656
"1810043G02Rik",3.95890839457699,4.84049654617347,4.64147439930383,5.19590951246852,4.52300620613329,4.31610645427081,5.12404189500503,5.37230582629956
"1810044D09Rik",4.26031040938334,4.83557590021492,5.43913028784385,5.53077934195275,5.37431748202383,5.08217428326016,5.212607278166,5.16348742147389
"1810055G02Rik",3.83149671597869,5.15164254135207,5.59123085563994,5.3267210556476,5.51347322901686,4.96930398948057,5.2961341560946,5.12272254320856
"1810058I24Rik",6.80377373011292,5.94573230818787,6.14553149944452,6.04071191271863,6.43378991410978,6.3666814230365,6.42163543002743,6.38154837586678
"1810059C17Rik",0.357764580454652,1.14522158122714,0.520340797959588,0.648112736017442,2.331646094035,0,1.87535622478871,0
"1810062G17Rik",0,0.268935838987143,1.21532116110736,0.323934904603979,0.132147546725116,0.658021119903975,1.65554198233299,0
"2010001A14Rik",3.19741516278204,3.03817363923182,3.13283389657177,2.88342266022025,2.35748834164493,2.37672325777607,1.75528847075439,2.46633920827146
"2010007H06Rik",0,0.362938746261835,1.07529473071671,0.527830951662896,0,0,1.61723233979842,0.445397138727534
"2010008C14Rik",0,2.92532496642195,0.529336744553688,0,2.03133939102683,3.36481492376868,2.07202736964622,4.49488839441046
"2010107E04Rik",8.24669463635636,7.67724842375929,7.84215448698444,7.66736028200387,7.38008320265748,7.49978225091214,7.65820063268119,7.8010099096435
"2010109A12Rik",1.97737339724652,1.26631654069131,1.32832150207724,0.0919030586307541,0.233203597932998,0,0.149586474210633,0.917298658224422
"2010204K13Rik",2.54730519784819,2.76557458531432,2.5051554277248,2.90469792464904,2.31447057872741,2.00739063975357,2.68195590556791,3.07816535005984
"2010315B03Rik",2.90806386642666,2.91702644255312,2.67745915602295,3.16390190557648,3.94781622215153,2.72468905623012,3.02992213306952,2.36258656209738
"2010320M18Rik",8.50899800488873,7.79216993560828,7.74738893521175,7.78039446967199,6.84203345610175,6.75564499912913,7.21956914483892,6.90045869278953
"2200002D01Rik",0.23724760520954,0.597484724831259,1.07264091208078,0.880027208814557,0,0.311694962032703,0,1.44891908549253
"2200002J24Rik",0,0,0,0,0,0,1.64311034425136,1.18857160253578
"2210008F06Rik",0,1.7244087415635,3.40994216758832,2.13174514605048,0,0,0,0
"2210016F16Rik",2.98700512500787,2.97640630655639,3.20363118075966,3.2989361982622,3.46505436990541,3.81629521070533,3.09065024737435,3.70487578451218
"2210016L21Rik",5.36166262602799,6.14224675535821,6.07585745672717,5.83573874574687,5.12663251335512,4.86833657932019,5.56535155682985,5.40421464430609
"2210406O10Rik",0.109735936719716,1.00140689649446,0.925551543724571,0.5763059404268,0.679659580071568,0.214058688310981,1.17405215214984,0.416471457223768
"2300009A05Rik",3.46041808864426,3.26674772908982,3.68743053352939,3.76907491628229,3.44869026790764,2.87190921779852,3.86984617785994,3.0824939262268
"2310009A05Rik",7.476768600525,6.24893147029435,6.28703886417393,6.18177764865055,5.42826503037681,5.71398139173685,5.70779165177266,5.84641473621813
"2310009B15Rik",5.35312726721272,4.45179038634373,4.09916177703162,4.06531255344928,4.20328340117109,4.06716433951698,4.00566515113477,4.94844905928043
"2310010J17Rik",3.124372845784,2.31545268783081,2.42717581076018,1.81816445516752,1.75033852721819,1.32970091460435,2.31479273536716,2.29626488587247
"2310011J03Rik",6.8690990065528,6.75733497286091,6.81106220582108,6.70867572836703,7.31714132365165,6.7823930910799,7.19911932497314,7.03269997095134
"2310015A10Rik",1.41250890321803,3.15780998230291,3.64611721644195,3.44108860306136,2.84867491961347,3.18153898314296,3.21926508633645,2.65423138030283
"2310016G11Rik",2.11692331142073,1.71419579728601,1.66950498614995,2.05551829907587,0,0.675707116450773,0,0
"2310022A10Rik",1.63260088256627,2.74472196433468,2.7363436118967,2.60437313899347,3.71552521670901,2.84043357228334,3.52280102796332,3.24076278628035
"2310022B05Rik",4.37088265788987,4.40744921084065,4.62489889885594,4.94831614852238,4.50637639703458,3.56110675348991,4.65442294910513,4.49339300275212
"2310026L22Rik",0,1.90276097750912,1.07343561831587,2.6526301571695,0,0,0.846793971820029,3.27191235313929
"2310030G06Rik",0.0700644915864422,2.06702815853801,1.67290081634146,1.04936528586205,0,0,0,0
"2310031A07Rik",0,2.58908663385217,1.04870863375563,1.84465693886036,2.0047764166875,1.04816051068711,1.80053759270696,0
"2310033P09Rik",5.08615507298312,4.47023894376423,4.25138304431732,3.98713604673181,4.75487493440549,4.19369710926979,4.43241932347187,5.7552652209596
"2310035C23Rik",2.16838043055715,2.71071638255966,2.46804906498704,2.45150062191016,2.13145409411125,1.96122411371535,1.50771974583078,1.95580417845312
"2310040G24Rik",3.08966283115036,2.51168227290866,2.89662239700952,2.74559065776682,3.36582165501772,3.84376473387179,2.81390756141757,2.79629607276076
"2310047D07Rik",0.0720470967660593,0,0,0,1.30327302995154,1.48354944211894,0,0
"2310050C09Rik",3.29296556593937,2.17276743928218,2.70430519167798,2.93558241186309,3.15123123012037,3.68649792570622,3.09912466640554,1.9575185676362
"2310061I04Rik",4.42566427223998,3.72275227528399,3.75416946885308,3.80172468134736,2.96406761761138,3.99852747889431,3.47918017019678,4.30185573210215
"2310074N15Rik",0,2.29885039384,2.46373595349982,1.56847363336414,4.70982135573652,0,0,0
"2410004B18Rik",5.14722684523438,3.40773388561527,3.23374810365692,2.41437384509722,2.27816046704822,3.09644872124949,2.47835824554663,2.28399319031781
"2410004P03Rik",3.18630828397957,0.796210701454544,1.76847597059669,1.45502501568429,0.367749210722036,0,0.858854744348691,0.134921703129348
"2410006H16Rik",9.66320694228567,9.61212383061894,9.76106057686659,9.25572899113499,8.17942764885851,7.98077474873603,8.7385820040155,8.49197532166217
"2410015M20Rik",9.52751180339941,8.48392193485736,8.5577192959814,8.63090420702704,7.62012619670473,7.85192645943076,8.37048633330606,8.10306754758195
"2410022M11Rik",3.56982107545024,1.13359355091803,1.47930256982835,0.878302483024518,0.399876294131698,1.42424400396276,0.483144977247231,0.28177357980041
"2410080I02Rik",3.8407049477173,2.71787381343256,3.82527243989209,2.12331636313508,0,0,0,3.46959521168123
"2410089E03Rik",1.14303939539341,2.27957863476547,1.81728434681108,1.98869625478576,1.3801016392299,1.11840975068721,0.704361262400502,1.50471913409899
"2410131K14Rik",3.67483221538959,3.37039795522743,3.62640116529541,3.58748841076988,3.74123227473143,2.97687135763447,3.36819843659067,3.01987814290254
"2500002B13Rik",0,1.96776048110256,1.80185590218137,2.53931087221904,2.19405241263112,2.0476956348558,1.9231879251522,2.57729069129844
"2500004C02Rik",3.91976375756601,4.83016881666857,4.96860165197226,5.19018658353871,4.47422792502419,3.27709311308048,4.26044616629119,4.34201172292012
"2510009E07Rik",3.50748591576781,3.48679082426455,3.5196785437298,3.44179284629297,3.79812685716737,3.17316033800047,3.1426580437039,2.99220005074067
"2510039O18Rik",2.78456481786143,4.07397012634943,3.81781554783244,3.96804486047757,3.73978154936798,4.32517958038792,3.1591862456267,3.75010307162661
"2510046G10Rik",4.18297987135148,4.12289365670499,4.37428977156602,3.48844647243846,4.05876851052726,3.72621123428349,3.56546937436366,3.95390298165905
"2600006K01Rik",3.22189987255271,2.83414105702213,2.82733342302427,2.62406627489188,1.33953189861723,2.87580869077336,1.41580654261205,0
"2610001J05Rik",8.14822723347817,7.61114637364312,7.62938148002285,7.85238333205832,7.76250489770702,7.70123365029659,7.68304443311453,7.66343890003296
"2610002M06Rik",1.82213520113153,2.63060117654448,2.7621429158485,2.43885115039585,2.61045421066929,2.06190017665995,2.39689542729012,2.42800999335798
"2610008E11Rik",3.26647257314824,4.00444317476946,3.77078427063111,3.95519535338332,2.9831180875495,2.97228897469467,3.42420274540718,3.07987305880285
"2610017A05Rik",0.269160484830833,2.74228785246794,1.94430927334657,2.79160528821143,3.44911506183016,1.25319433227858,0,3.41656046736729
"2610020C07Rik",1.36886853188105,2.13802535554793,2.34675992957921,2.41333754677101,2.19423189041096,2.11678054893309,1.85146967584182,2.66894032084405
"2610021A01Rik",1.07344219799708,2.831500180502,2.8548215093889,2.94924583434587,2.75905827325292,1.62584511182916,2.64155974939932,2.87649170433483
"2610035D17Rik",0.664064924359891,1.41665794482492,1.42449710230286,1.18767581846352,1.21273763893754,0.239321148813916,1.00597958066352,0.401618014072536
"2610035F20Rik",4.24930514124119,4.13563505612044,4.095447125669,4.30783136024665,4.75879855674402,3.62221097460019,3.21300837065292,4.91140973093215
"2610037D02Rik",0.173079183238466,1.5517647361513,0.873749330857997,1.18395766118001,0.670197876843626,1.06364852432414,0.507450727834765,1.01554051528019
"2610042L04Rik",0,0.544049168871228,0.50805560255589,0.56786770015794,1.1736978672641,0.187020602320757,0.770423338152555,1.17748399014983
"2610044O15Rik8",3.15799789725339,3.77734547443744,3.74002784841265,3.41396857030648,4.01316463018335,1.88711309806168,3.90697112552438,3.28797054860635
"2610301B20Rik",4.25921825800309,4.09680324084568,4.18907058673271,4.24244704339176,3.88845785696656,3.66569529782984,3.63107737127513,3.78638432022569
"2610306M01Rik",8.05258093304149,7.38470248745532,7.32352310804687,7.52476230610386,6.78072512981007,6.28090320630164,6.6204757027361,6.82955222923854
"2610316D01Rik",1.18783961074278,1.4953937844001,1.63535274679316,1.55313098262758,1.84121356621209,1.63463321647138,2.26767601894341,1.75368847431845
"2610507B11Rik",2.80129546886152,4.27402227391336,4.1357604026453,4.29930828760311,5.16346864539855,4.95245630924871,4.03931183728124,4.88031057032519
"2610507I01Rik",3.61146218651758,3.45562097802991,4.22727327081501,1.69752806508634,3.33565640874571,1.39085001213339,3.05373889285726,1.63287925299832
"2700033N17Rik",0,1.3751824656149,0.514454459037478,0,0,0,2.49736372194089,0
"2700038G22Rik",2.20310441918891,3.77563410071617,4.45212510709949,4.11523291873631,5.02696328350284,3.56869572849321,4.58085649818224,4.35003485145845
"2700046A07Rik",3.77427360915632,3.76800598604126,3.16764652641531,3.03507615626237,5.05549836692003,2.74501369855065,3.77460717494648,2.73202918096531
