"","PGBO","QGBO"
"AC002347.1",0.946368454305924,1.31577160505905
"AC002504.1",0,0.678619615930092
"AC002524.1",5.18114717951591,5.52122344485558
"AC002540.1",0,0.49315806912692
"AC004023.1",0.266805924766202,0.639305892165518
"AC004069.1",0.597579999295461,1.08266978808216
"AC004383.1",1.68428668284666,2.06893007208111
"AC004817.4",1.56257610738854,1.90380331434012
"AC004832.6",0.195670369639356,1.12932151084859
"AC004847.1",0,0.637920497673627
"AC004890.1",2.19903785833892,2.62520225552526
"AC004941.1",0.663740058713189,1.03482313758014
"AC004990.1",0.627262607844542,0.966472989970231
"AC005261.4",0.771897229985757,1.28749081689925
"AC005332.8",0.767160019685801,1.49003538132593
"AC005393.1",2.24833869916868,2.6664704748637
"AC005479.2",0.298915865920217,0.689424400018723
"AC005695.3",0.2273328276412,0.741074758188788
"AC005696.1",1.10893285057972,1.57647153213821
"AC005696.3",0.596415053061584,0.930059847311586
"AC005740.1",0.295887037848247,0.726303167444147
"AC005906.1",0.101372087509217,0.536497040769765
"AC006033.1",0.513290063210147,1.49948011510074
"AC006058.3",2.21641644079546,2.80887617657458
"AC006238.1",1.03693457624988,1.6660137663185
"AC006946.2",0.263915081683775,0.697932376756937
"AC006960.3",1.60896444815281,2.19798389974827
"AC006963.1",0.96377095739171,1.28778170900792
"AC006967.3",0.372759915888983,0.726295056759006
"AC007029.1",0.540258929267728,0.86517942239059
"AC007318.2",1.77048746063418,2.64179455881273
"AC007622.1",0.176793021864368,0.89217476317372
"AC007663.3",1.21618539238415,1.99098169404582
"AC007849.2",0,1.28606469183956
"AC007923.2",0.31967193722743,0.651814932664588
"AC007952.5",0.0473769376401018,0.806177039953095
"AC007952.7",0.136956586402975,0.788538901374394
"AC007969.1",4.98953085108124,5.33674534757091
"AC007992.1",0,0.42785709670942
"AC008072.1",1.26443509217614,1.87502841948929
"AC008121.1",0.373955562315702,1.09059381458361
"AC008121.2",0.458936740535676,1.27859566839433
"AC008147.4",0.271047438678805,0.651912264032399
"AC008278.1",2.11466494307566,3.07872206522275
"AC008403.3",0.354132998879144,1.65175256048503
"AC008494.2",0.341644266305395,1.47453901073533
"AC008494.3",0.324004161464744,1.02730881497077
"AC008507.3",2.30248694851223,2.89376656734863
"AC008543.4",0.259031975158676,0.694404192068185
"AC008549.2",0.325167611182895,1.04697352950847
"AC008549.3",0.0500095208429532,0.44403852944195
"AC008759.2",0.515028430882306,1.34585339225059
"AC009088.1",2.04243427055771,2.51829821844034
"AC009127.2",0.245173666044863,0.658914975939645
"AC009159.4",0.6999543148328,1.12487248676319
"AC009163.6",1.26292578095411,1.68267531244439
"AC009220.1",0.448223560615925,1.04880078959989
"AC009220.3",0.914997485067144,1.29027839135784
"AC009533.2",0.269295538694103,0.690984678121574
"AC009779.1",1.50348805596269,1.88855974057332
"AC009831.4",0.546696863649884,0.997962529288824
"AC009967.1",1.90697803947663,2.42610437761229
"AC010132.4",1.27415473765316,1.64971982543684
"AC010139.1",0,0.52908044756896
"AC010326.1",0.190287470746387,0.69058950145385
"AC010424.1",1.30968093425252,1.69640504197377
"AC010468.1",0.859089021120437,1.30177332783918
"AC010595.1",0.436352813072382,0.86969115223866
"AC010631.1",0.112821203972945,0.682444969890833
"AC010733.1",2.17221561080273,2.99185134618094
"AC010904.2",0.526885748530336,1.09822098399618
"AC010980.2",3.24627842285433,3.68144468250399
"AC011008.2",0.569092597129178,1.07047496804732
"AC011416.2",0,0.791303193168693
"AC011468.4",1.26215841166078,1.96973638377464
"AC011495.1",1.90827797139357,2.24477677218182
"AC011773.4",1.2778352579448,1.62889045954373
"AC011816.2",0.568651119453868,1.2753500633113
"AC011944.2",1.21793664931153,1.89206126497097
"AC012313.4",2.03033706281421,2.66099444108915
"AC012508.1",0.775226748730688,1.27098449306801
"AC012629.3",0,0.538130323199545
"AC012640.2",2.99470132019146,3.33931040211843
"AC012640.5",0,0.806983719210837
"AC013244.1",0.22517303516767,0.57488117652809
"AC013410.1",0,0.514752644098475
"AC013476.2",0.672612112984822,1.08737317736337
"AC013553.4",0.100727186663036,0.550124632159137
"AC015660.2",0.1935615218478,0.85679358598496
"AC015726.2",0.337053127888375,0.898833091324562
"AC015818.2",2.13588779350521,2.52983923915834
"AC015911.1",0.552295037529303,1.31477100410884
"AC015911.9",1.7032373255216,2.10538551168297
"AC015983.1",0.546169136103072,1.01576277851618
"AC016405.2",0.158240792796245,0.665397684472177
"AC016717.3",0.431012788112738,1.13894090633252
"AC016739.1",2.5657554282013,3.39712863009105
"AC016877.3",0.352126889898143,0.845307763058508
"AC017079.1",0.253443213139309,0.820187240373016
"AC018475.1",0.462559655125093,0.860722480310765
"AC018521.7",1.03618589230584,1.4034177198112
"AC018641.1",0.177813075087132,0.750214642058423
"AC018648.1",0.857050764410621,1.48518526394289
"AC019103.1",0.300654003673406,0.99953178615574
"AC019129.1",0,0.408760484065103
"AC019131.2",1.1277948376613,1.68413881574347
"AC019322.4",3.05006980075036,3.52294551048806
"AC020558.3",1.60648208182564,2.08292054413096
"AC020661.1",0.682768405096263,1.16841591333033
"AC020928.2",0.257655708595452,0.660330646545837
"AC021087.4",0,0.89672158032144
"AC021106.1",1.4983468191267,2.22958876249899
"AC021106.3",1.41825560521718,2.5028467388069
"AC021739.5",0.424651131388204,0.966514520457289
"AC022098.3",0.0785409172622438,0.55634186035948
"AC022167.4",0.397893279189742,0.885073492807817
"AC022432.1",0.848715133537629,1.22084697946074
"AC022968.1",1.19445430248529,2.39689490873588
"AC023141.8",0,0.962961893313263
"AC023157.1",0.271352640983492,0.644380914648638
"AC023538.1",0,0.623593214786068
"AC023796.1",1.62705608639164,2.14066974230488
"AC023983.2",0.918357741867175,2.48256138215075
"AC024940.6",0.805606143292144,1.70431342645463
"AC025166.1",0,0.906800647411893
"AC025262.2",0.814108630153638,1.15333864714283
"AC025754.2",0.0785409172622438,0.561401156235462
"AC026403.1",6.26461564724038,6.98741754434929
"AC026410.3",2.92819429927869,3.34896605238137
"AC026422.1",0.302401240008906,0.715589140608809
"AC026585.1",0,0.843806241475702
"AC026741.1",0.259130076128197,1.24868585059668
"AC027124.1",0,0.711292553892698
"AC027338.1",0.0832915013208612,0.444524514599907
"AC027688.2",0.749685691789676,1.10186987984744
"AC034236.2",2.97904881173305,3.34532477751843
"AC034236.3",0.0998174442401845,0.749785681858726
"AC037459.2",1.00405220695644,1.39526134864579
"AC046176.1",1.71185997813202,2.24194992764672
"AC055764.2",1.02853296085413,1.44537720794568
"AC060766.1",3.43339552930485,4.0499497952509
"AC060766.4",3.60733100494094,4.55710568119749
"AC063943.1",0.888455956268702,2.21776349697748
"AC066615.1",1.34968234117185,2.50490402818729
"AC067838.1",3.8998943163362,4.48241097749231
"AC068057.1",0.587305217295673,1.00570305247342
"AC068138.1",0,0.480739906652952
"AC068448.1",3.0215059071434,3.44815094417516
"AC068944.1",2.0108121048071,2.47647959771349
