"","y0","y1","yhat0","yhat1","y0","y1"
"Range_1",21,0,20.9999999999391,6.09114036202742e-11,6.09112760230346e-11,-6.09114036202742e-11
"Range_2",21,0,20.9999999999391,6.09137521452796e-11,6.09148287367134e-11,-6.09137521452796e-11
"Range_3",21,0,20.9999999999391,6.09160371410807e-11,6.09148287367134e-11,-6.09160371410807e-11
"Range_4",3,32,3.00000000008413,31.9999999999159,-8.41287040032057e-11,8.41282599139959e-11
"Range_5",0,43,1.24734000905846e-10,42.9999999998753,-1.24734000905846e-10,1.24735777262686e-10
"Range_6",0,52,1.50835344214784e-10,51.9999999998492,-1.50835344214784e-10,1.50834011947154e-10
"Range_7",0,17,4.93094454157017e-11,16.9999999999507,-4.93094454157017e-11,4.93081131480722e-11
