"","NPC_SRR1997857","NPC_SRR1997858","NPC_SRR1997859","NPC_SRR1997860","NSC_SRR1997853","NSC_SRR1997854","NSC_SRR1997855","NSC_SRR1997856"
"0610009O20Rik",5.46330662488174,6.26254077786644,6.16172349299467,6.4015763666624,6.88065115550008,6.25556661503368,6.5263256206633,6.65116593871182
"0610030E20Rik",0.494580960047684,3.39259208165937,4.17648745697256,3.76085111118519,4.21587154413833,4.08074528100068,4.07912927741893,3.82947977727581
"1110002J07Rik",1.63440609330152,0.171025988541196,1.17101296782095,0.668131136863153,0.836359237613155,0.0829183278852234,2.59418104233891,2.11836154635271
"1700001G11Rik",0.250584635779868,3.25255374905946,2.34992708457582,2.26973779629222,1.23841023501426,1.18883045221573,3.24262758831038,4.05362834221454
"1700001G17Rik",0,2.85469038201385,4.00715102233208,2.11976932120356,3.66354287749301,4.255264476493,2.61600902285014,0
"1700007L15Rik",5.02722658269664,4.63791891197953,4.00493097877437,2.91705460045409,5.11101044954943,3.65347931431663,5.78101864829838,4.59305479225605
"1700008J07Rik",0.641852747302967,3.67752275271313,3.99234920772946,3.34012353363959,3.39738245055482,2.65355182609789,3.89814963033256,3.26957053595551
"1700010I14Rik",0,1.14201472277708,1.40267928926653,1.23326522138777,1.84628538441415,0.568477262027774,2.06204619926526,0.657574407393399
"1700017B05Rik",2.6900153627051,3.22366904609489,2.93942634662276,2.88477122422311,4.28148810583846,4.7098952595309,4.71898574651069,3.84923530254427
"1700017J07Rik",0,1.33936349529662,0,0,0,3.03446858546181,2.79662598735935,0
"1700028J19Rik",0.0772577201393939,2.41038134032742,1.43176464851465,1.3091772780242,2.86940695813019,1.7228596906886,2.18892661690134,2.15733697149256
"1700037H04Rik",4.52131999449484,5.06027444187329,5.15923333361832,5.06107276796741,5.38135333109889,5.19963895644027,5.45809533318525,5.7833680854131
"1700040D17Rik",0.133099581975021,3.11693479048487,3.95800701215941,3.18817889508649,4.30016004631654,1.99971274948768,2.74733724342184,3.00285394388649
"1700097N02Rik",0,0.196623659538209,0.497835095820194,0,1.06598324959839,0.27010427907902,1.18706097280689,0.719136036204554
"1810011H11Rik",0,0.139858485714004,0.113815441355443,0.28022263822728,1.9048687649858,2.31504536339745,0.572065494278491,0.77226474546428
"1810030O07Rik",2.43934822166403,4.61511844653418,4.69179997821426,4.9114104225194,4.46690253193978,4.56840708632915,4.89453267579675,4.23022603459729
"1810059C17Rik",0.357764580454652,1.14522158122714,0.520340797959588,0.648112736017442,2.331646094035,0,1.87535622478871,0
"2010008C14Rik",0,2.92532496642195,0.529336744553688,0,2.03133939102683,3.36481492376868,2.07202736964622,4.49488839441046
"2200002J24Rik",0,0,0,0,0,0,1.64311034425136,1.18857160253578
"2210016F16Rik",2.98700512500787,2.97640630655639,3.20363118075966,3.2989361982622,3.46505436990541,3.81629521070533,3.09065024737435,3.70487578451218
"2310022A10Rik",1.63260088256627,2.74472196433468,2.7363436118967,2.60437313899347,3.71552521670901,2.84043357228334,3.52280102796332,3.24076278628035
"2310033P09Rik",5.08615507298312,4.47023894376423,4.25138304431732,3.98713604673181,4.75487493440549,4.19369710926979,4.43241932347187,5.7552652209596
"2310040G24Rik",3.08966283115036,2.51168227290866,2.89662239700952,2.74559065776682,3.36582165501772,3.84376473387179,2.81390756141757,2.79629607276076
"2310047D07Rik",0.0720470967660593,0,0,0,1.30327302995154,1.48354944211894,0,0
"2500002B13Rik",0,1.96776048110256,1.80185590218137,2.53931087221904,2.19405241263112,2.0476956348558,1.9231879251522,2.57729069129844
"2610042L04Rik",0,0.544049168871228,0.50805560255589,0.56786770015794,1.1736978672641,0.187020602320757,0.770423338152555,1.17748399014983
"2610316D01Rik",1.18783961074278,1.4953937844001,1.63535274679316,1.55313098262758,1.84121356621209,1.63463321647138,2.26767601894341,1.75368847431845
