"","NPC_SRR1997857","NPC_SRR1997858","NPC_SRR1997859","NPC_SRR1997860","NSC_SRR1997853","NSC_SRR1997854","NSC_SRR1997855","NSC_SRR1997856"
"","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  "
"","1st Qu.: 0.1965  ","1st Qu.: 1.340  ","1st Qu.: 1.236  ","1st Qu.: 1.275  ","1st Qu.: 2.285  ","1st Qu.: 2.235  ","1st Qu.: 1.993  ","1st Qu.: 2.005  "
"","Median : 1.2075  ","Median : 2.613  ","Median : 2.533  ","Median : 2.595  ","Median : 3.539  ","Median : 3.418  ","Median : 3.237  ","Median : 3.223  "
"","Mean   : 1.9387  ","Mean   : 2.852  ","Mean   : 2.804  ","Mean   : 2.867  ","Mean   : 3.810  ","Mean   : 3.758  ","Mean   : 3.533  ","Mean   : 3.564  "
"","3rd Qu.: 3.1111  ","3rd Qu.: 4.038  ","3rd Qu.: 4.000  ","3rd Qu.: 4.109  ","3rd Qu.: 5.042  ","3rd Qu.: 4.910  ","3rd Qu.: 4.765  ","3rd Qu.: 4.820  "
"","Max.   :14.7244  ","Max.   :13.922  ","Max.   :13.923  ","Max.   :13.782  ","Max.   :14.993  ","Max.   :15.145  ","Max.   :14.792  ","Max.   :14.672  "
