"","PGBCbyQGBC","AveExpr","F","P.Value","adj.P.Val"
"FAM136A",0.889743613224756,6.09450880907932,11.311679733631,0.00389148823380301,0.0475755507000413
"SLC25A17",0.586248287626723,2.88955348746722,11.3088286861436,0.00389498899231515,0.0475828132867157
"NFU1",0.744097350398313,2.33866275081319,11.3043251917747,0.00390052603051605,0.0476149225350841
"SPCS3",0.805431759643394,6.53318501334422,11.3018631290294,0.00390355689880744,0.0476164131397003
"C1QBP",0.938907716816615,5.8797995586126,11.29117223487,0.00391674864594062,0.0477417537855904
"FDFT1",1.37636440341987,5.402997419882,11.2852799883672,0.00392404079408131,0.0477950504457672
"DIS3",0.677983470100282,4.54776419981909,11.2746659002283,0.00393721542494015,0.0479198635734351
"CENPO",1.16677167839881,2.09661940305441,11.2677282721599,0.00394585374369136,0.0479732081861917
"HELLS",0.875115290256872,1.13869603758991,11.2664405769374,0.00394745946406843,0.0479732081861917
"ARVCF",-1.6861723836148,3.00341829760282,11.2609995559834,0.00395425243743237,0.0479958387989449
"PSME2P2",0.636419346663289,0.785094148256967,11.260253024755,0.00395518549418306,0.0479958387989449
"RRP36",0.892686551423487,5.30746875147247,11.2531317861638,0.00396409855762713,0.0480388532446141
"TSN",1.05170790731387,5.54612247982061,11.2487072897614,0.00396964778356981,0.0480388532446141
"PSMD10",0.976632926222759,5.64566547095343,11.2482582650624,0.00397021144395593,0.0480388532446141
"EXO1",1.73986164494934,2.25840788484293,11.2480535563582,0.00397046844471367,0.0480388532446141
"C10orf90",-1.20320448540797,1.58214428451384,11.2433546330912,0.00397637287041949,0.0480747591497541
"PON2",0.811959567228209,5.85548273568034,11.2363864399228,0.00398514705167439,0.0481452820929223
"MBTPS2",0.758193787424124,3.91257248099801,11.2299813457656,0.00399323152783156,0.0481760974394773
"AC139495.3",-0.653540966659761,1.10612364931049,11.2297027093901,0.00399358364235618,0.0481760974394773
"NDUFAB1",0.49405884345116,5.02775547675126,11.2168778645894,0.00400982858169611,0.0483364461578537
"PRELID1P1",0.983720460220098,2.1594579827491,11.2111296604376,0.0040171339690684,0.0483612093848008
"ILF2",0.936747451056435,7.72634317198987,11.2103464771889,0.0040181304816994,0.0483612093848008
"SNX12",0.777050617787606,4.94443538707237,11.2072333251499,0.00402209438560448,0.0483612093848008
"PPIAP60",0.854997148412313,0.697734553499789,11.2059733906813,0.00402369988894922,0.0483612093848008
"TALDO1",1.09269617795552,5.14486593143361,11.2010456954899,0.00402998610034005,0.0484012270451699
"ILF3",0.635517423789949,6.63156187032395,11.1931781237447,0.00404004574225239,0.0484589573778387
"IGSF22",-0.727652894737272,0.840202737933688,11.1926568118503,0.00404071330609345,0.0484589573778387
"SMARCB1",0.626886614718667,3.94505352634522,11.1895393221657,0.00404470800206774,0.0484705720511918
"CDC25A",1.33030651400723,1.91199606468947,11.1872817041636,0.0040476036648735,0.0484705720511918
"ZKSCAN1",-0.651509071853794,6.52262943783417,11.1833776181989,0.00405261665803517,0.048489925953154
"RAB23",0.941513424061846,3.05676193385944,11.1814113492189,0.00405514408245986,0.048489925953154
"SRPRB",0.861713886759037,3.62351645999123,11.1764898529968,0.00406147795574741,0.0485302146975074
"C7orf61",-0.51637095444888,0.78827385787222,11.1668865840106,0.00407386945838809,0.0486143015737416
"POLA2",1.09276615636833,2.63278089090424,11.1659241724957,0.00407511365631956,0.0486143015737416
"PSMB4",0.759180749324168,9.90692498114251,11.1631558395963,0.00407869493406159,0.0486143015737416
"SLC39A7",0.72738634270072,8.60456650014423,11.1618433939874,0.00408039403557244,0.0486143015737416
"PRR25",-0.802965757547125,1.91409259337359,11.1571288957443,0.0040865040713249,0.0486516884709735
"CBX7",-0.945615551319092,3.06616490470016,11.1476167327217,0.00409886348616056,0.0487633686543956
"IDH2",1.03423015446957,4.12271541680922,11.1347800492411,0.00411560968814105,0.0489270374690407
"CHMP3",0.865174462697074,3.0970578231173,11.1313395868951,0.00412011112448694,0.0489450066094711
"ZNF37BP",0.591982641899122,2.67163763211219,11.1267807350787,0.00412608442958605,0.0489552296404808
"ZSCAN25",-0.668036708573731,4.50558947497899,11.1261186333285,0.00412695277360193,0.0489552296404808
"LIPT2",1.00721031165246,1.92309518597345,11.115629355364,0.004140737062584,0.0490205903807349
"SRSF4",0.675279175751263,5.13648939379135,11.1145079645881,0.00414221379901856,0.0490205903807349
"KIF9",0.438453372405515,0.756226508120856,11.110819497625,0.00414707527292647,0.0490205903807349
"AC098614.1",1.11699828863137,3.34371672354912,11.1102738107907,0.00414779504757495,0.0490205903807349
"RN7SL353P",-0.917079862796637,3.30677574282115,11.1075226402871,0.00415142606538581,0.0490205903807349
"MED19",0.67761940925833,3.93986644957272,11.107054959328,0.00415204367243408,0.0490205903807349
"COPS5",0.775013453025667,2.90918852950197,11.1060096264797,0.00415342448735976,0.0490205903807349
"CUL2",0.727019688877512,2.76716923729257,11.1024023970207,0.00415819339081678,0.0490415171525005
"LINC02175",-0.945768956678453,1.23094855251345,11.0961754211922,0.00416644030009184,0.0490943432776214
"GPANK1",0.648021125958213,5.0453058823374,11.094493816613,0.00416867056541806,0.0490943432776214
"AC068338.3",-0.880568810494862,2.25590627037732,11.0905944891245,0.00417384733779719,0.0491199719049173
"PCMT1",0.781076907610032,2.35893999447981,11.0836633075183,0.00418306719714952,0.049172222184513
"NFKB1",0.606104098669301,1.8092236075136,11.0827417588595,0.00418429477721604,0.049172222184513
"MT-ND5",-0.446706767297433,13.8916063067727,11.0765585928595,0.00419254182980318,0.0492176983328085
"KCNJ9",-0.598563692956393,0.626180966996707,11.0718214868841,0.00419887259189015,0.0492176983328085
"BAIAP2L2",-0.759807342164908,0.926848364286833,11.0677210298304,0.00420436126403385,0.0492176983328085
"SH3BGRL3",1.17989562096777,8.68141377578506,11.067526741935,0.00420462152984822,0.0492176983328085
"AUNIP",0.748857847198292,1.12403953474687,11.0673540285534,0.0042048529100096,0.0492176983328085
"LINC00847",-0.793464860346404,5.05164229762633,11.0663457020109,0.00420620402978614,0.0492176983328085
"GHITM",0.787645441176571,6.9044455377265,11.0581867659068,0.00421715479717202,0.0492518570390661
"AC025459.1",1.33917484826287,1.25872657008761,11.0580329851729,0.00421736150843845,0.0492518570390661
"AC008537.1",-0.752885898454758,1.51372352194893,11.0574470153777,0.00421814927115276,0.0492518570390661
"DBF4B",1.24200834929501,2.22149130687162,11.0498973881985,0.0042283137113247,0.0493353495754707
"OXSM",0.576807555182305,3.32204164883827,11.0440230252037,0.00423624184590673,0.0493926488728584
"AC104066.1",-0.967697101895425,1.87173718845079,11.0281568946419,0.00425773928699214,0.0496079659274458
"CPNE7",-2.39443359498219,4.3039260185753,11.0205825925884,0.00426804544981788,0.0496926771077658
"PBDC1",0.945040998961136,5.19856537063252,11.018145781775,0.00427136716062528,0.0496960059839629
"MTX2",0.562204665921496,2.96312508766011,11.009474450794,0.00428321115033633,0.0497984137294075
"GPRASP2",1.34567826614808,4.55945579418246,10.9986529587273,0.00429804419654382,0.0499112057873995
"ADAM11",-0.886635384909601,1.46549817898109,10.997949533585,0.00429901039463857,0.0499112057873995
"YWHAE",0.893264649384371,6.62089544156182,10.9788567992795,0.00432532961968659,0.0501811806337841
"POLQ",1.06797700242266,1.20380071288789,10.9718196885843,0.004335076216401,0.0502410892274853
"RNF32",-0.97702937426366,2.65868494928528,10.9706983579619,0.00433663158695399,0.0502410892274853
"EIF3I",0.728354506513359,7.10073687466147,10.9624687601309,0.00434806601956724,0.0503379354599121
"GTF3A",0.486540349092844,5.64931806647415,10.9598292963514,0.0043517405920013,0.0503448717251316
"AC006970.1",0.78798513631652,0.567141591550325,10.9574287718962,0.0043550855748175,0.0503471002839675
"RCC2",0.771881772824045,5.206133728058,10.9552784644839,0.00435808436789139,0.0503471002839675
"SRP19",0.53890039564784,2.12137086176862,10.9522243102297,0.00436234767493698,0.0503608120160215
"TFAMP1",-0.941468730944192,0.758823389240184,10.9487174594718,0.0043672487287455,0.0503746443203831
"IFT27",-0.572285296202457,4.73069541679364,10.9459804696059,0.00437107818398118,0.0503746443203831
"BUB1B",1.63649667523258,2.37259087134095,10.9447667203513,0.00437277761632647,0.0503746443203831
"DENR",0.836854686448027,5.71600284677676,10.9354555188752,0.00438583962003271,0.0504895883121909
"COPB2",0.689559857298569,5.94921501205202,10.9214034163282,0.00440563603120881,0.050681842467244
"ZNF41",0.606542252425176,2.27620219727479,10.9149069390768,0.00441482236982836,0.0507451302762284
"DCTN6",0.720509082790777,2.64163683342992,10.913131118351,0.00441733724151652,0.0507451302762284
"PPIAP16",0.908264494645921,0.652560480000881,10.8869645094701,0.00445458242949499,0.0511371068519166
"AL442663.3",0.919693041973576,1.11103744795956,10.880635135286,0.00446364490531522,0.0512052327260057
"OXSR1",0.577353607034754,3.08158587205335,10.8760483873028,0.00447022531597213,0.0512448098196525
"PSMD4",0.871396696107484,6.57984153040222,10.8652743546222,0.00448572561583045,0.0513865138776378
"TRIR",0.645624720747091,7.52650027118103,10.851189550107,0.00450608091396755,0.0515527314854474
"LVRN",-0.52547311980099,0.578956917606431,10.8498188096483,0.00450806748157861,0.0515527314854474
"ANKRD13C",0.544171209739911,2.37579062070135,10.8487045663157,0.00450968304747469,0.0515527314854474
"STK24-AS1",0.553631899907741,0.845282325302132,10.8387779011103,0.00452410491585985,0.0516815055635909
"TMEM221",-0.84433813706813,1.28710934969014,10.8289131808934,0.00453848855611453,0.0518030548233283
"AMOTL1",0.907433295496466,2.08377617494505,10.8254225699989,0.00454359057787678,0.0518030548233283
"FAM129A",1.10878910056467,3.06241584600869,10.8230272888677,0.00454709537837289,0.0518030548233283
"AC007786.2",-0.600846780229581,0.463258152398218,10.822817039796,0.00454740316317183,0.0518030548233283
"WDYHV1",0.584781322536426,1.98684606666206,10.8092792095233,0.00456727103310947,0.0519932036244798
"DUSP15",-0.966452554566719,1.52082756029394,10.8043726838862,0.00457449601822951,0.0520392632511585
"TXNL1",0.931188841423728,3.07612618215305,10.8011179536357,0.0045792958336014,0.0520487367201935
"LCMT1-AS1",-0.516855366145497,0.878998856948202,10.7988755365272,0.00458260608947589,0.0520487367201935
"CDCA2",1.48664809035174,2.35239930742206,10.7962135511118,0.00458653923090587,0.0520487367201935
"PNCK",-0.937882107418804,1.35974991129823,10.7932769926232,0.00459088249601123,0.0520487367201935
"UMPS",0.727195365098769,4.19348852562244,10.7930446216959,0.00459122637898347,0.0520487367201935
"SLC34A3",-1.46698962179772,3.63129209423915,10.7882993817658,0.00459825518825008,0.0520923442433591
"TMEM39B",0.733942199322998,2.7210792177286,10.7850014452171,0.00460314738175532,0.0521117030700792
"HSP90AB3P",0.858406067476715,1.54505647838599,10.7819878691225,0.00460762290725816,0.0521263213488709
"MAGOHB",0.680721771349387,4.95438482721466,10.7624875036783,0.00463670272720112,0.0524190771024049
"AL355974.2",-1.66384375913938,2.48666706334651,10.7589062158543,0.00464206586846821,0.0524434908673738
"TOP2A",2.593094168078,5.98861538421953,10.7544778098725,0.00464870732635515,0.0524517856746926
"AC013268.5",-0.557608191086522,0.42668443797569,10.7538211393357,0.00464969307748675,0.0524517856746926
"PKM",0.860183775873416,8.87308655024039,10.752010371909,0.00465241251066913,0.0524517856746926
"MRPS9",0.51601981982672,1.99906233708511,10.74506823484,0.00466285500494791,0.0525157258575812
"AC004264.2",-0.823314451307961,1.81561400831849,10.7438930642284,0.00466462534507719,0.0525157258575812
"FMNL3",0.874633063217888,2.42006442747318,10.7418479232126,0.00466770807103119,0.0525157258575812
"AC009812.4",1.14064192799367,2.04185774784759,10.7372592831296,0.00467463311964226,0.0525351376731613
"TMPRSS3",-1.93788451419268,2.164463642733,10.7364524985281,0.0046758518991934,0.0525351376731613
"RRS1",0.84880049592363,5.94319872095558,10.7306367138874,0.00468464824591931,0.0525492781883542
"EXOSC8",0.759956697270053,5.0973054057643,10.7290644927443,0.00468702944044162,0.0525492781883542
"AC005020.2",-1.06149598964442,1.38724160436249,10.7274521799254,0.00468947277946684,0.0525492781883542
"AC096733.2",-0.771378253507202,3.13802355844793,10.727136820853,0.00468995085114145,0.0525492781883542
"NUP50",0.766512273425941,4.99732236872943,10.7203661211213,0.00470022828799235,0.0526010248436691
"MYDGF",0.92002405614037,4.99821275796546,10.7198612392789,0.00470099568395161,0.0526010248436691
"THAP1",0.637088082384397,4.39013699833872,10.7150198192545,0.00470836161797853,0.0526472638680819
"HNRNPD",0.941268558360678,6.47462524436386,10.7129201089794,0.00471156026675259,0.0526472638680819
"PHRF1",0.67116651022819,3.86370436362524,10.7074909607476,0.00471984231908268,0.0527038327171784
"AC106881.1",-1.45586853193121,1.87248476955523,10.7031577385746,0.00472646439375749,0.0527241267626391
"ARF4P2",-0.726539987549382,0.88419856462852,10.7020876800204,0.00472810128818291,0.0527241267626391
"MEMO1P1",0.895997694635223,3.60256102595648,10.6979275342392,0.00473447126792471,0.0527549844694979
"ARHGAP27",-1.08691830394459,1.99484778650787,10.6960731507505,0.00473731381613696,0.0527549844694979
"MCTS1",0.605144853334975,3.88147246481013,10.692946595474,0.00474211083032723,0.0527656855585795
"B3GNT4",-0.832376055154592,1.39322905359973,10.6912466135874,0.00474472138926262,0.0527656855585795
"DLGAP5",2.06521568263349,3.22874655751628,10.6888784107442,0.00474836080855993,0.0527703098683816
"PSMD13",0.497258413558314,5.98952611839524,10.6814993113116,0.00475972119382936,0.0528154964326148
"GAPDHP1",0.889152351781283,2.78922508628074,10.680169040006,0.0047617724675542,0.0528154964326148
"TLR1",-0.873506344578279,1.20595699215027,10.679952900704,0.00476210584816979,0.0528154964326148
"AL136317.2",-1.34816533038928,1.6848743184672,10.6769388935035,0.00476675751161191,0.0528312934767008
"STIL",1.16519117139761,2.14824874330705,10.6747586910547,0.00477012553206366,0.0528328517996495
"CHKB-CPT1B",-0.486995607847211,0.757478294952968,10.6705408965642,0.00477664892063273,0.052855613617506
"MCM4",1.99598279187157,5.95540772586411,10.6692559640597,0.00477863825008607,0.052855613617506
"GGA1",-0.453366300973658,4.76116910679283,10.6666298288595,0.00478270694631318,0.0528648971716048
"C4orf47",-1.15186373387987,1.77529043931325,10.6605011548549,0.00479221743393421,0.0529168348701731
"PTCHD4",-1.02962759333882,1.20294066034966,10.6551651149621,0.00480051535995602,0.0529168348701731
"TERF1",0.739611834618827,2.87967198844998,10.654480739849,0.00480158078969032,0.0529168348701731
"SLC38A3",-1.14349090702653,1.7646684203863,10.6538093006085,0.00480262634129449,0.0529168348701731
"PRSS27",-0.952967966331695,2.364145985498,10.6532043900576,0.00480356851662048,0.0529168348701731
"ODC1",1.46716992413313,7.16139589501657,10.6439205324983,0.00481805484040418,0.0530407247729767
"C10orf88",0.496521499385383,3.20254597903592,10.6401232171021,0.00482399434282931,0.0530704216344864
"AC005592.1",-0.922425167068612,1.3275824868738,10.6282916595134,0.00484255371302706,0.0532388208745822
"GMFB",0.73341724051892,6.41300665626279,10.6211642729962,0.00485377300264143,0.0532817939891962
"GIPR",-1.29637318265451,2.4098472738663,10.6197892628086,0.00485594080658443,0.0532817939891962
"HEXB",0.68030369185981,4.41444244126601,10.6196077611048,0.00485622703921079,0.0532817939891962
"AC011712.1",0.752424144668756,0.797124736520279,10.6147305517463,0.00486392568003305,0.0533305180054528
"MT-ND4",-0.551861345967508,15.3630562129359,10.6115213754789,0.00486899888431543,0.0533504094620104
"UBFD1",0.708682851414483,5.50816289346333,10.603010375874,0.00488248249629126,0.0534623668657445
"GNL3",0.790786279652612,5.50752559083904,10.5934520241822,0.00489767584106072,0.0535928833677567
"VPREB3",-1.88763902427623,2.85334505075569,10.583677080858,0.00491326888862971,0.0536985548167248
"PRPF19",0.60951113548247,5.80267586536322,10.5825544001545,0.00491506339368156,0.0536985548167248
"HMGB1P40",0.67354177998228,0.782775424708717,10.5812347337613,0.00491717371229508,0.0536985548167248
"DPYSL4",1.57374681645542,2.74059582247535,10.5722990229866,0.00493149011723046,0.0538189954793751
"UQCR10",0.621353969028957,7.17243415457037,10.5584503446086,0.00495377127304713,0.0540261397333654
"C7orf26",-0.719004507425368,4.57330668001003,10.5556343134946,0.00495831593053336,0.0540397015864388
"AP002373.2",-1.02838943124158,1.1338592805914,10.5514199667861,0.00496512608988328,0.0540779202204853
"SNX3",0.829565477434427,4.73077596976058,10.5463793791266,0.00497328533254326,0.0541307718708333
"BNIP3P4",-1.83933216099233,2.23665912689196,10.5413823138823,0.00498138912363798,0.0541829501355174
"SLC35B4",0.526451202803172,4.7790736773657,10.5381706147594,0.00498660546633108,0.0542036729640371
"ZMAT3",-1.12702626470299,5.16801971671509,10.5331179230849,0.00499482442447192,0.0542303297538274
"COX6A1",1.05065703355478,5.2974587340013,10.530536377163,0.00499902961833459,0.0542303297538274
"CHD2",-0.597758727857407,3.5970839261638,10.53021663158,0.00499955074513302,0.0542303297538274
"DGUOK",0.572426420564777,2.83073636628091,10.5282104431916,0.00500282187015994,0.0542303297538274
"UBA3",0.49951330150075,4.03245177013992,10.5257085754456,0.00500690460723747,0.0542303297538274
"GSTO1",0.727272886084383,4.39022022670784,10.524465503235,0.00500893455026189,0.0542303297538274
"MNS1",0.446868033435193,0.702472296981873,10.5218555592846,0.00501319963655209,0.0542406332123977
"BIRC5",2.45177276284398,5.13310453305656,10.5162013544299,0.00502245367695,0.0543048657144462
"FEN1",0.833313529055544,1.02558670545172,10.5114832005913,0.00503019053103348,0.0543526197973717
"SEC11C",1.48427289540446,2.78346432647468,10.5000720329761,0.00504895851460063,0.0544741939473781
"ARHGAP1",0.631040145403301,5.03961251947363,10.4999360500583,0.00504918264401675,0.0544741939473781
"ERLIN2",0.757133910148027,5.8007257661574,10.4928512773028,0.0050608754994194,0.0544741939473781
"PMP22",1.10211146617212,4.26597525082018,10.4926273476039,0.00506124557751625,0.0544741939473781
"AC007386.1",-1.1617455371097,1.1911983548932,10.4901590729462,0.00506532681154626,0.0544741939473781
"NUDT8",0.859637087464148,3.63216577391759,10.489306495856,0.00506673739407043,0.0544741939473781
"RMND1",0.704584019596745,2.62476703459366,10.4880144495442,0.00506887592364878,0.0544741939473781
"DNMT3B",0.516828784987054,1.58809742350719,10.4870841697096,0.00507041630898565,0.0544741939473781
"SGO1",1.18644644593596,1.59790287994125,10.4864956597851,0.00507139105533318,0.0544741939473781
"BIRC7",-0.813767451970639,0.443040355994997,10.4842514029382,0.00507511015711905,0.0544783955882222
"RPL9P5",0.916003716467632,0.641441015294309,10.4810448205543,0.00508042935372623,0.0544824072437349
"AL365440.1",0.667320616046777,0.826800708854811,10.4785254996918,0.0050846129271893,0.0544824072437349
"NOL11",1.05446355590275,4.50558794208761,10.4780106081513,0.005085468434235,0.0544824072437349
"RUNDC3A-AS1",-0.471476381422531,0.990803183915117,10.4738039635543,0.00509246400773133,0.0545216715543243
"AC096536.1",1.62735963889212,1.73465484957754,10.4706025876312,0.00509779514486451,0.0545396128448253
"AL512274.1",-0.598068435654402,1.12442070811077,10.4687979493583,0.00510080313166936,0.0545396128448253
"SSR3",1.03485589747229,6.42440863404474,10.4666532561608,0.0051043805406553,0.0545422385447306
"SLC35B2",0.781800420189874,8.02967136382065,10.461244743022,0.00511341472554822,0.0546031305004725
"PSMD12",1.05540768148601,4.79367756901578,10.454604088129,0.00512453182561369,0.0546861707857211
"NDUFA12",0.617081478544061,2.15359483353656,10.4473498527297,0.00513670743149757,0.0547803913052868
"TMEM59L",-1.80140622763232,3.99695539424145,10.443579124007,0.00514304921915629,0.054812314920305
"TWF1",0.717093912326513,6.76945845411456,10.4338746450463,0.00515941150551673,0.0549509214998756
"AC092115.1",0.704648229965283,0.67631745891005,10.4305395121158,0.00516504833703649,0.054965499014126
"CEP57L1",0.588734522684459,2.04230586394277,10.4290928283442,0.00516749560065607,0.054965499014126
"ZBTB14",0.753404320656753,4.69329293809251,10.4245980404154,0.00517510753711372,0.0549865166798637
"TAZ",-0.603850916447839,4.69645289475938,10.4239597549146,0.00517618950541661,0.0549865166798637
"NIF3L1",0.648468132209591,4.11841816605307,10.4186879191535,0.00518513568996777,0.0550458308980366
"AL022334.2",-0.669052875224723,0.267621150089889,10.4114104341562,0.005197514218877,0.055141482672078
"NRDC",0.658812124366458,3.81720073885656,10.4049916482329,0.00520845995636375,0.0551472693500657
"SRP9",0.987683431384877,7.77734036832482,10.4031557519264,0.0052115954504983,0.0551472693500657
"PSPN",-0.807575698477402,4.28226445528077,10.4021194155496,0.00521336633517965,0.0551472693500657
"MPZL1",0.696494051476714,4.32861505233808,10.3999223402254,0.00521712293860041,0.0551472693500657
"ZNF425",-0.781659728671924,2.65583123308512,10.3993583108577,0.00521808782208742,0.0551472693500657
"THG1L",0.695680887993953,3.54007883820631,10.3985218583639,0.00521951911141948,0.0551472693500657
"CCDC34",1.25927827136689,2.84492761189016,10.3944768966985,0.00522644689779327,0.0551472693500657
"ORC1",1.41104399302599,1.9747160215897,10.3919153313966,0.00523083946715971,0.0551472693500657
"PLK1",1.47523442876066,4.58088086195222,10.3899597704617,0.00523419567710579,0.0551472693500657
"CDKN2AIPNL",0.75401460003411,4.90390987493606,10.3896239846664,0.00523477221124138,0.0551472693500657
"SNRPC",0.864697853552873,4.79709773420428,10.3894235025572,0.0052351164673184,0.0551472693500657
"AUP1",0.704449215515997,7.61897018878189,10.3840278306271,0.00524439124176646,0.0551987371497762
"TRAIP",0.976089336706236,1.90409938512214,10.3826595470461,0.00524674618234891,0.0551987371497762
"B4GALT4",0.715404920262017,2.74785884306506,10.3661143443933,0.00527531704517257,0.0554340236909632
"SOWAHC",1.00865386167764,5.1550927704744,10.3656000180954,0.00527620802417997,0.0554340236909632
"MAP4K4",0.729747427215049,3.8928384884013,10.3638334583243,0.00527926957447842,0.0554340236909632
"KRTCAP3",-0.815911101366131,2.58042735234473,10.3510869486919,0.00530141978117759,0.055588746459778
"THRAP3",0.645023517334207,4.26010064770456,10.3495621129573,0.00530407660617167,0.055588746459778
"TRAK2",0.889755573477697,3.45901443602725,10.347240037525,0.00530812541530924,0.055588746459778
"CFD",-1.84342244343647,2.43713606062208,10.3463736253751,0.00530963700305693,0.055588746459778
"AC113208.2",-1.12080338704089,0.920184390097325,10.3456020905019,0.00531098347361593,0.055588746459778
"XRCC3",0.554664968997967,0.717919103663758,10.3436060686807,0.00531446869554882,0.0555896821381049
"AC026979.3",1.22998693894246,1.46861717316601,10.3336314286551,0.0053319241442045,0.0557263577256477
"PGM1",0.884656240465861,2.80897320869693,10.3322518655034,0.00533434346707941,0.0557263577256477
"STAC3",-0.697576098204234,2.80367944800027,10.3261767522716,0.00534501213144734,0.0558021993570108
"GINS4",0.966265714882476,1.00027665257501,10.3181284143901,0.00535918328783443,0.0559128692028734
"LINC00601",-1.02583462114197,2.5159373055196,10.3162800711882,0.00536244377816196,0.0559128692028734
"SCARF1",-0.862035346937917,1.86817780724951,10.3108675179265,0.00537200449869898,0.0559769023830059
"PDE12",0.550556573557104,4.95481967617733,10.3072959253773,0.00537832393106254,0.0560043874840748
"PPP1R3F",-0.698378567201746,2.62870466768025,10.3055114224501,0.00538148451511605,0.0560043874840748
"AC012313.6",-0.624369611508353,1.58251190146769,10.299955441928,0.00539133835898285,0.0560712890321152
"SRFBP1",0.451855610067984,1.63898463575783,10.2974721182024,0.00539574928500124,0.0560815338383938
"CHAF1B",1.34654843417111,2.61037461173826,10.2943735997874,0.00540125866815012,0.0561031753791989
"RDH16",-0.540288722034957,1.10422526760003,10.2884674703536,0.00541177784944763,0.0561767935291425
"NEK2",2.33310569314199,3.9894406992878,10.2842386621671,0.00541932388320987,0.0562194752649846
"PEX11B",0.575527111262483,5.4492726219954,10.2755209654054,0.00543491771219262,0.0563012204685382
"COA7",0.648739079667928,4.00359711093548,10.2742567839066,0.00543718324348853,0.0563012204685382
"AL359955.1",-1.25267558705289,1.45871577422425,10.2687504499732,0.00544706360112597,0.0563012204685382
"KCNK15",-1.39604271939385,1.47229487574467,10.2686895175581,0.00544717304973614,0.0563012204685382
"AL356512.1",-1.11797204245728,2.16924598384259,10.2655393310636,0.00545283490529543,0.0563012204685382
"AC093635.1",1.10273379364082,1.72054161681507,10.2654938427303,0.00545291671068468,0.0563012204685382
"FAM187B2P",-0.660762221442882,0.496063496333648,10.2648025208,0.00545416014267573,0.0563012204685382
"PPIL4",0.769994112867356,3.20334495714608,10.2644923539421,0.00545471812236418,0.0563012204685382
"SLC16A1",0.582650058940957,5.40660189464833,10.2599400876852,0.0054629149434786,0.0563502946595745
"AMMECR1",0.539244269571726,1.18952777728664,10.2507387807638,0.00547952550387163,0.0564860406161075
"GP1BA",-1.70717509684339,3.77976424095122,10.2460367427718,0.00548803590487763,0.0565381672516342
"AL390955.2",0.951333077943945,1.59632091658075,10.2438807499139,0.00549194312910188,0.0565428358637721
"MCM5",1.45246335518328,4.4692319072107,10.2402047009085,0.00549861236721553,0.0565759173169819
"YME1L1",0.631867595305382,5.39048697581233,10.2322132494869,0.00551314247990983,0.0566897879372638
"AC139149.1",-0.598884435561283,0.782341620069052,10.216295673626,0.00554221379759356,0.0569322450455479
"GNB1",0.745401384361499,5.35052149245865,10.215496817832,0.00554367737340277,0.0569322450455479
"CHM",0.822466078480622,1.80550009514236,10.2080444008752,0.00555735200104388,0.0570368979668265
"MROH6",-1.34382996371813,4.18465540339274,10.2026895214506,0.00556720141328401,0.0570957373594768
"RPF1",0.81613936328782,4.05136525795141,10.2011370461207,0.00557006063305342,0.0570957373594768
"CKAP5",0.729198304379524,4.577365052525,10.1947664653373,0.0055818108813764,0.0571803780526481
"NDFIP2",0.67477529540794,3.19698328051204,10.1822935664595,0.00560489803606327,0.0573809761415608
"MATR3",0.659787473085228,6.09576537039772,10.1769189458641,0.00561487973859112,0.0574472383254604
"TCP11L2",-1.03633062240112,1.97235593312434,10.1714712146345,0.00562501779136973,0.0575150163927061
"WDR34",1.06276627474005,4.89392314489443,10.1672681074173,0.00563285382105056,0.0575468831101941
"GCK",-0.586671825229336,0.613895475119947,10.166029613468,0.00563516515733911,0.0575468831101941
"TNK1",-0.708785149773906,1.89121116022993,10.1582938581163,0.00564962634610938,0.0576394767096637
"YPEL3",-0.965818822504157,4.70011667252032,10.1574137451505,0.0056512742894936,0.0576394767096637
"AL359771.1",-1.102216025983,0.494630716238256,10.1496354026537,0.00566586234757114,0.0577522830820296
"RSPRY1",0.596401911384997,3.42998701647177,10.1449267061303,0.0056747141148769,0.0578065152834691
"ING3",0.563807491584276,3.08539504191816,10.1378976672209,0.00568795702435108,0.0579053833884497
"FANCL",0.88881965444599,2.5996966845575,10.1261830564883,0.00571010561362711,0.0580947351740682
"FP236315.1",-1.09139529516311,2.01832701354413,10.1238539853959,0.0057145207866502,0.0581035436505986
"THOC2",0.746891489896021,3.20665008454151,10.1109755979697,0.00573900406460872,0.0583052793532498
"GPATCH4",0.733738667713467,5.69038598842407,10.1095812953118,0.00574166191975064,0.0583052793532498
"PTBP1",0.741215635752377,7.47872697493516,10.1078066731343,0.00574504676828295,0.0583052793532498
"UAP1",0.839437540366456,4.08397550870091,10.0980959199195,0.00576360880694565,0.0584574201794921
"AC007663.3",-1.18547897062095,2.18735173311505,10.0944050312558,0.0057706817413958,0.0584929164747054
"SYTL4",0.919104911452657,1.85680735760468,10.0843375220681,0.00579002442255293,0.0586358888501334
"AC008875.1",-0.577628336073657,3.14023754103678,10.0817940133706,0.00579492288434194,0.0586358888501334
"RAB8A",0.510685830157867,1.90466556703396,10.0814776072349,0.00579553256930458,0.0586358888501334
"GAA",-0.884419240784929,6.82074922157632,10.0774866177409,0.00580322907938471,0.0586452522390236
"FAM91A1",0.758318099006143,4.33403432339229,10.0765146289696,0.00580510528659471,0.0586452522390236
"C11orf42",-0.925649459813982,2.50996976845808,10.0722722229673,0.00581330235959772,0.0586452522390236
