"","meanx","meany","tvalue","FC","logFC","pvalue","Contrast","adj.P.Val"
"AC008737.2",0,1.23197301348869,-3.1464933381859,Inf,Inf,0.0254793183143124,"QGBCbyPGBC",0.125367129788186
"AC012414.2",0,0.46104610545773,-1.57905578409646,Inf,Inf,0.175157017641952,"QGBCbyPGBC",0.359554561010606
"AC034105.2",0,0.528303828098884,-2.23118621817642,Inf,Inf,0.0760516260281354,"QGBCbyPGBC",0.228769775465009
"AC044860.2",0,3.67150107332531,-6.20954915350522,Inf,Inf,0.00158238428720339,"QGBCbyPGBC",0.0291423588926998
"AL022334.2",0,0.702613405559201,-2.75320085204057,Inf,Inf,0.0401573256247304,"QGBCbyPGBC",0.16041371900362
"AL683813.2",0,0.459669745946637,-1.57978031300225,Inf,Inf,0.17499367825003,"QGBCbyPGBC",0.359428671637766
"MIR1302-3",0,1.89718533174161,-4.35891193235278,Inf,Inf,0.00729772506623088,"QGBCbyPGBC",0.0635783711198507
"MIR193A",0,0.864019498462505,-1.58054754823914,Inf,Inf,0.174820874114961,"QGBCbyPGBC",0.359373871708815
"MIR30B",0,0.777894826930994,-1.57789709746913,Inf,Inf,0.175418545681935,"QGBCbyPGBC",0.359760818513849
"MIR320D1",0,1.5377941503977,-1.58110815109634,Inf,Inf,0.174694715701153,"QGBCbyPGBC",0.359373871708815
"MTRNR2L9",0,1.02618972593624,-1.56852928921567,Inf,Inf,0.177547078804702,"QGBCbyPGBC",0.361543186967654
"RF02110",0,0.923039717050388,-1.84286714030418,Inf,Inf,0.124687025695763,"QGBCbyPGBC",0.299461063767553
"RN7SL523P",0,0.855976957858064,-1.55325625022885,Inf,Inf,0.181071753427796,"QGBCbyPGBC",0.364776941518412
"RN7SL567P",0,1.01542007685462,-1.58025702401395,Inf,Inf,0.174886289065003,"QGBCbyPGBC",0.359373871708815
"RNA5SP137",0,0.530064417574632,-1.57286655067901,Inf,Inf,0.176558445082232,"QGBCbyPGBC",0.360516620431101
"RNA5SP379",0,1.02260535603221,-1.53169824371313,Inf,Inf,0.186163409427011,"QGBCbyPGBC",0.370066182431108
"RNA5SP41",0,1.23615798149007,-1.55859938416842,Inf,Inf,0.179830961769882,"QGBCbyPGBC",0.363351782911857
"RNA5SP441",0,0.777894826930994,-1.57789709746913,Inf,Inf,0.175418545681935,"QGBCbyPGBC",0.359760818513849
"RNA5SP64",0,0.97364210321609,-1.5198953483404,Inf,Inf,0.189009831450711,"QGBCbyPGBC",0.372897241411152
"RNU2-19P",0,5.99404683481088,-3.89798482018189,Inf,Inf,0.0114324876111737,"QGBCbyPGBC",0.0807028125031968
"RNU6-1096P",0,1.1710433633123,-1.54620308317282,Inf,Inf,0.182722465954444,"QGBCbyPGBC",0.366987445869744
"RNU6-1150P",0,0.83155155448869,-1.57619155520649,Inf,Inf,0.175804202442003,"QGBCbyPGBC",0.360034991034362
"RNU6-1273P",0,0.820492949649599,-1.57902132139307,Inf,Inf,0.175164790718362,"QGBCbyPGBC",0.359554561010606
"RNU6-1313P",0,0.754098733546446,-1.58009362154309,Inf,Inf,0.174923091617339,"QGBCbyPGBC",0.359373871708815
"RNU6-293P",0,0.645799478961582,-1.57754775652213,Inf,Inf,0.175497470878963,"QGBCbyPGBC",0.359774908625703
"RNU6-716P",0,0.738191416162137,-1.58049261504564,Inf,Inf,0.174833241127655,"QGBCbyPGBC",0.359373871708815
"RNU6-907P",0,0.701555846789953,-1.57400513438113,Inf,Inf,0.176299812518663,"QGBCbyPGBC",0.360343811671297
"RNU6-921P",0,1.44508605483217,-2.14293988028023,Inf,Inf,0.0850006022581371,"QGBCbyPGBC",0.242286267403464
"RNU6-947P",0,1.96565481215324,-1.53926436045593,Inf,Inf,0.184360717575575,"QGBCbyPGBC",0.368352719347134
"RNU6ATAC17P",0,1.09445263444091,-1.58061307428487,Inf,Inf,0.174806123475859,"QGBCbyPGBC",0.359373871708815
"RNU7-54P",0,1.15417252213831,-1.57575990674776,Inf,Inf,0.175901938550427,"QGBCbyPGBC",0.360112051930116
"SNORA3C",0,0.96330210271421,-1.56034173929314,Inf,Inf,0.179428149628801,"QGBCbyPGBC",0.363025436833948
"VN1R91P",0,0.400394547611599,-1.5775794861833,Inf,Inf,0.175490300885042,"QGBCbyPGBC",0.359774908625703
"AP003108.1",0.0166160770992736,0.812250195133314,-3.12474516505767,48.883391084459,5.61127246455785,0.0257571355787716,"QGBCbyPGBC",0.125826598368816
"AL359771.1",0.0406660689242789,1.85148583653991,-2.4251956964577,45.5290094547231,5.50871416680094,0.0591030764403723,"QGBCbyPGBC",0.19910573126125
"AC024592.2",0.089645710495777,3.92249327359403,-4.27462889831537,43.7555043281052,5.45139261051478,0.00742216548852915,"QGBCbyPGBC",0.0641021070262817
"RF00593",0.23749623797438,9.56777333677238,-6.01604082686226,40.2859995525677,5.33220664616149,0.000625637514341211,"QGBCbyPGBC",0.0207541894584322
"FUT3",0.118637444407774,4.50685369529462,-4.02374281376356,37.9884590214531,5.2474892860375,0.00925601294790978,"QGBCbyPGBC",0.072084173148089
"AC021755.3",0.135412736500853,4.6599912317837,-7.21584424728324,34.4132417097586,5.10489189449814,0.00041641265636132,"QGBCbyPGBC",0.0171578311239265
"AC018635.2",0.116964909757841,3.91271724812394,-6.93487897205909,33.4520605900064,5.06402317605072,0.000429978235269628,"QGBCbyPGBC",0.0172107700797446
"FUT5",0.0215489145848651,0.651670904633846,-3.37628204339899,30.2414723520018,4.918456475955,0.0191571119284551,"QGBCbyPGBC",0.106993783273114
"ENTHD1",0.0491228446871148,1.23052629486214,-3.15834110442227,25.0499803645311,4.64673756744937,0.0245428554173322,"QGBCbyPGBC",0.122939578696979
"AC131157.1",0.0352415405935208,0.827488840423477,-3.66938271635839,23.480495644836,4.55339095720244,0.0140107205042841,"QGBCbyPGBC",0.0895220509973188
"DEGS2",0.117675310698019,2.32740830774245,-7.69407662110472,19.7782210553503,4.30584076415724,0.00046597937990514,"QGBCbyPGBC",0.0181189606865728
"SIGLEC1",0.0659746352062517,1.28190874158807,-3.28889429340034,19.4303270882898,4.280238282207,0.0204524161190534,"QGBCbyPGBC",0.11119430483856
"AL358334.1",0.138184182601656,2.57987516124294,-5.19672711981058,18.6698297349991,4.22263686542991,0.00309243029739655,"QGBCbyPGBC",0.040990351391402
"RN7SKP55",0.123705693872888,2.30828925070734,-9.03252840430956,18.6595230861336,4.22184020808332,7.29389637409154e-06,"QGBCbyPGBC",0.00614648983623982
"LYPD2",0.0615774985130679,1.14088819131408,-2.46684456402676,18.5276800594938,4.21161034073178,0.0558909044805867,"QGBCbyPGBC",0.192942662662844
"LINC01300",0.0509473297117368,0.929764222586072,-5.57991459465945,18.2495182347483,4.18978647397516,0.0020756354219158,"QGBCbyPGBC",0.0331648326896942
"LST1",0.784835038062739,13.8772470082733,-5.34660400744075,17.6817373527658,4.14418813132917,0.00221754033054401,"QGBCbyPGBC",0.0343736034254228
"LRRC3C",0.0852909880160911,1.48245565714714,-5.38520792964292,17.3811523541908,4.11945182954625,0.00255199758943124,"QGBCbyPGBC",0.0371344004791017
"ARHGDIG",0.0751309624266169,1.26622502472634,-4.34881152581825,16.8535712019276,4.07498241979077,0.00712595985605102,"QGBCbyPGBC",0.0627425921983132
"AL139352.1",0.0526975476995979,0.794019867898651,-5.13635962652765,15.0674918010408,3.91336737463901,0.00301378477522261,"QGBCbyPGBC",0.0404734796415553
"AC026954.1",0.334709622596305,5.03919010587872,-5.52394980906585,15.0554085263229,3.91220995080141,0.0015941708475771,"QGBCbyPGBC",0.0291490634648213
"SLC25A47",0.101398242051708,1.50371217263161,-4.56469208083143,14.8297657060444,3.89042389986818,0.00545678724462051,"QGBCbyPGBC",0.0548887490700369
"AL365205.3",0.194759917235334,2.8336422195357,-3.39556554446723,14.5494117052418,3.86288891488767,0.0127791118713491,"QGBCbyPGBC",0.0855599432858833
"TEX44",0.0453158945499352,0.630284902815896,-2.82616763279288,13.9086938275347,3.79791503690854,0.0336117826664841,"QGBCbyPGBC",0.145878560386406
"CNN2P2",0.0915607833418174,1.26224512997091,-2.13165608390934,13.785870805175,3.78511849510659,0.0814258785384376,"QGBCbyPGBC",0.237136265288689
"AL590004.4",2.837320087952,38.8136671506919,-3.45726970686324,13.679692790216,3.77396392635324,0.0107299750577756,"QGBCbyPGBC",0.0780318488208736
"AL512353.2",0.0623150163822474,0.836450290116111,-3.5403959021241,13.4229330051882,3.74662803987608,0.0149905738948572,"QGBCbyPGBC",0.0929881374228163
"AL590004.3",0.0952346697267851,1.23796053114738,-3.74810311984161,12.9990531252843,3.70033463343276,0.0113239408585551,"QGBCbyPGBC",0.0801708215284008
"LINC01827",0.0380535418613198,0.494584711755312,-1.77530100025282,12.9970743211696,3.70011499988199,0.13280392455094,"QGBCbyPGBC",0.309686644572491
"HMGN1P26",0.0855717560289544,1.10475689782969,-3.4101492656339,12.9102983168404,3.69045043211293,0.0128530248745947,"QGBCbyPGBC",0.0858441522632049
"NLRP6",0.553318490052675,7.09944675160755,-5.3656481872692,12.8306696400688,3.6815245623684,0.00113133568620866,"QGBCbyPGBC",0.0256864981736973
"AC004832.2",0.121515269480809,1.53503436305972,-2.16162333922286,12.6324401008891,3.65906143404726,0.0795166013513622,"QGBCbyPGBC",0.234665001644456
"AL161785.3",0.115917520929024,1.43032169163602,-3.32113819869341,12.3391328607848,3.62516910676509,0.0191208376565379,"QGBCbyPGBC",0.106828707316562
"AC009163.6",0.406836839019141,5.01527002483242,-4.3112538267423,12.3274726962385,3.62380515234655,0.00384003461702163,"QGBCbyPGBC",0.0454857935460522
"S100A7",0.079414344435842,0.974148808215714,-4.06945545021528,12.2666605779604,3.61667064434943,0.00842680686875199,"QGBCbyPGBC",0.068698619741768
"NDUFA3P4",0.239900508736092,2.88728752640603,-5.46709461304712,12.0353539124098,3.58920666130893,0.000715261987965016,"QGBCbyPGBC",0.0220505437721042
"SLURP1",0.093042555937483,1.10640256772718,-2.60303252227173,11.8913604272715,3.57184187047587,0.0445064873422716,"QGBCbyPGBC",0.170005861748294
"AC004080.2",0.466462019268275,5.47779675671306,-2.92531005055118,11.7432856919539,3.55376421613607,0.0268917924843148,"QGBCbyPGBC",0.128869626161661
"PKD1L2",0.327936387346593,3.84622956286411,-6.44233103706766,11.7285842964388,3.55195697766825,0.00076242061853901,"QGBCbyPGBC",0.0225693047477099
"KCNQ4",0.0719384210000592,0.83798762674134,-2.48551023003826,11.6486797331936,3.54209454330234,0.0550667877544271,"QGBCbyPGBC",0.191277808418576
"AC009084.1",0.133346437497279,1.55209450757937,-4.67300712061726,11.6395648560993,3.54096521914024,0.00464947518697887,"QGBCbyPGBC",0.0503741891804106
"RNU6-912P",0.188981477583043,2.19617789312719,-2.31627800175558,11.6211277486818,3.53867817382634,0.0585680169063248,"QGBCbyPGBC",0.198208053026224
"AC005920.4",0.199319984845464,2.2423608986722,-3.56823345207594,11.2500555346256,3.49186021804801,0.0112003784347536,"QGBCbyPGBC",0.0795923372480238
"AC117498.3",0.869941712094299,9.7026377203604,-6.90395154885055,11.1532043876851,3.47938636019495,0.000202139358052036,"QGBCbyPGBC",0.012674794390522
"NAT16",3.55124459403136,39.1864008790919,-7.74559577718368,11.0345541799495,3.46395643765679,4.2798257228216e-06,"QGBCbyPGBC",0.00583937367664376
"PLA2G2F",3.06634148513351,33.4282019794516,-3.42060925985208,10.9016566294136,3.44647548029652,0.00789341667571266,"QGBCbyPGBC",0.0660948945181914
"MYOG",0.0690892162604175,0.752378691028812,-1.91254119633126,10.8899584009301,3.44492653793333,0.111182584588432,"QGBCbyPGBC",0.280377690133495
"AC021755.2",0.132966373605714,1.43374918019876,-4.32246073979074,10.7827952385185,3.43065931323802,0.00539855786265269,"QGBCbyPGBC",0.054524060936712
"CNN2P3",0.242574402511468,2.59485780774681,-3.27415792498601,10.6971625236679,3.41915626012026,0.0172391889658349,"QGBCbyPGBC",0.100448523222294
"AL355596.1",0.169356449692524,1.80915941843943,-2.28372498531236,10.6825539961665,3.4171847041886,0.0659051597899936,"QGBCbyPGBC",0.211791807177502
"BAALC-AS2",0.780869471482198,8.34075049896795,-1.72221241480099,10.6813632797503,3.41702388717659,0.136010143718057,"QGBCbyPGBC",0.314057256374675
"AC108156.1",0.216704678409319,2.27842221944451,-5.42764284854162,10.5139503040214,3.39423291578183,0.0015693630844809,"QGBCbyPGBC",0.0290287838338444
"AC127496.2",0.314195030583841,3.21103504972685,-8.19186919324759,10.2198785377352,3.35330614497421,1.51881899492605e-05,"QGBCbyPGBC",0.00670305073747246
"BIRC7",0.108275484719383,1.10405562964127,-2.79168968606126,10.1967276572592,3.35003433040807,0.0300211043052168,"QGBCbyPGBC",0.136903459377261
"AC138894.3",0.0848802759534967,0.862612743254546,-3.2711308396035,10.1626995619942,3.34521177725139,0.0165238478836582,"QGBCbyPGBC",0.0981478192509016
"GAL3ST1",0.386428379761502,3.88583458609668,-3.63218359956529,10.0557691660611,3.32995153253476,0.0106949035287618,"QGBCbyPGBC",0.0780318488208736
"EDN2",0.328512327793201,3.27078448414098,-2.96596768527971,9.95635234182122,3.31561728624539,0.0294745375011277,"QGBCbyPGBC",0.135685652107272
"GZMM",0.193368047075407,1.89097823290391,-8.54556290347828,9.7791660075384,3.28971143367517,4.43226939082316e-05,"QGBCbyPGBC",0.00743561993873154
"PURPL",9.70681794755415,93.0490386091506,-5.96575947620583,9.58594661112361,3.26092090489724,0.000157664291868257,"QGBCbyPGBC",0.0116259660265017
"AC122683.1",0.10248940328768,0.982022886552692,-3.46260971397753,9.58170166915914,3.26028189517298,0.0123850795994618,"QGBCbyPGBC",0.0843493263829602
"HMGB3P17",0.384524107125729,3.66497741059391,-5.23298919946053,9.53120322673439,3.25265835261036,0.00110683775370283,"QGBCbyPGBC",0.0255331157042602
"GDF15",102.00845765128,968.277462442495,-3.32189506750955,9.49212922866247,3.24673174194372,0.0120213371033777,"QGBCbyPGBC",0.0829284822512823
"VGF",18.3257751785223,172.842470594272,-4.56730353993921,9.43165944744549,3.23751162731349,0.000627570176049109,"QGBCbyPGBC",0.0207541894584322
"AL158151.1",0.166054893309385,1.55784643167768,-4.31079464240706,9.38151475473338,3.22982088145164,0.0069333326041097,"QGBCbyPGBC",0.0620460168922653
"LRRC75A",0.194878027583475,1.81272263944041,-6.9906156440842,9.30183182741802,3.21751485687572,0.000431140579288077,"QGBCbyPGBC",0.0172107700797446
"AL645929.1",0.09591062645963,0.849096457527757,-4.56037448106199,8.85299667899836,3.14616588029674,0.00513802212777736,"QGBCbyPGBC",0.0531224926550671
"AL021918.1",0.0911711279192566,0.805596459633022,-1.5931928493811,8.83609184199715,3.14340841408762,0.163452762202078,"QGBCbyPGBC",0.34758660915147
"MICF",0.8783575904065,7.71835721197728,-4.27407543486117,8.78726078795,3.13541351081554,0.00247864531175791,"QGBCbyPGBC",0.0365879067948648
"LINC02330",0.0785860820308701,0.673955877454373,-3.69283756419088,8.57602084284632,3.10030841207303,0.0123921887569346,"QGBCbyPGBC",0.0843493263829602
"IGKV1OR-2",0.338597148476115,2.8313076187055,-2.1408309874304,8.36187673596203,3.06382677649291,0.0769057855856969,"QGBCbyPGBC",0.230281271270872
"AC108134.1",0.101245565576999,0.842205518247506,-5.92956619690987,8.31844351352843,3.05631360704609,0.00119917141522213,"QGBCbyPGBC",0.0262790308797674
"MIR27A",7.04772782474239,57.6398500899443,-5.1516914215309,8.17850114580031,3.03183646814786,0.000208871694977817,"QGBCbyPGBC",0.0127587165915962
"AC009127.2",0.15738415078632,1.28715729779005,-4.57794796606695,8.17844294586955,3.03182620159061,0.0028796937685461,"QGBCbyPGBC",0.0396806287803869
"KRTAP5-AS1",0.25917139911488,2.11076144013244,-8.55588177502235,8.14426841596371,3.02578511003816,2.45055942437434e-05,"QGBCbyPGBC",0.00674328831897439
"AC016831.6",0.108507263843928,0.872237697180852,-2.74322807687026,8.03851895514978,3.00692971870708,0.0346202090462417,"QGBCbyPGBC",0.148204189876301
"GPR179",0.164674106586905,1.31485892756203,-3.88026972993731,7.98461248592303,2.99722239158099,0.0102855229769014,"QGBCbyPGBC",0.076325481020796
"AC096920.1",0.110214678269902,0.873966098688249,-3.4425228793932,7.92967064285227,2.98726094514849,0.0134232600552802,"QGBCbyPGBC",0.0875347635678221
"AC244452.1",0.148224602423725,1.16771069353731,-1.22726207921373,7.87798162007685,2.97782605103993,0.266493271509207,"QGBCbyPGBC",0.456375651700567
"RN7SKP145",0.0574254126474219,0.451846500131533,-1.27957474942227,7.86840667398876,2.97607152439133,0.250625854364142,"QGBCbyPGBC",0.43917204409559
"CHIT1",0.11349155183524,0.888076218039003,-3.38194297799118,7.8250425135455,2.96809859024521,0.0176714193762875,"QGBCbyPGBC",0.101902601198652
"AC110285.1",0.349427240561758,2.66755554662871,-4.13607595252775,7.63408010875227,2.93245432565397,0.00650123301275977,"QGBCbyPGBC",0.0599982951658011
"AC097359.3",0.240248202217157,1.82578923632527,-7.22054532112664,7.599595832459,2.92592269408096,0.000127303567893584,"QGBCbyPGBC",0.0106324459511121
"LTB",1.14599358297069,8.66429861492501,-3.61360885019409,7.56051233067563,2.91848400056818,0.0125433675115767,"QGBCbyPGBC",0.0848491430431862
"BAIAP3",3.67357904366032,27.7629196699305,-5.01833424689209,7.5574580919505,2.91790107375999,0.000404535440601928,"QGBCbyPGBC",0.0170162201932158
"REM2",1.92959379753972,14.5700918393859,-8.59551676173885,7.55085959436806,2.91664089105236,1.32961696852184e-05,"QGBCbyPGBC",0.00670305073747246
"AL591441.1",0.64794557141986,4.83198491067871,-3.02449583959901,7.45739321914071,2.89867141505877,0.0224100279318507,"QGBCbyPGBC",0.117018231975884
"ARID3C",0.814414411140465,6.06365283465483,-5.29895690770901,7.44541446186296,2.89635216115543,0.00058621039308364,"QGBCbyPGBC",0.0202880848515416
"HCRT",0.110511437563158,0.820292978049295,-2.42184006971635,7.42269756087907,2.89194358717555,0.0510885485993083,"QGBCbyPGBC",0.183272097111787
"TJP3",0.17122923696733,1.26116587569275,-5.75027237948284,7.36536527306592,2.88075707510135,0.00138455440275485,"QGBCbyPGBC",0.027725033112193
"COX6B2",1.39982682070185,10.296225065655,-6.56630914128492,7.35535632935838,2.87879523436194,9.64564508410444e-05,"QGBCbyPGBC",0.00948580923029587
"LEMD1-AS1",0.278123799447641,2.03606365523277,-1.43802528793304,7.32070991147265,2.87198355781263,0.202583891326393,"QGBCbyPGBC",0.387853508693004
"WNT8B",0.212626038532495,1.54330830658199,-4.62509680589233,7.25832225081,2.85963611018249,0.00396364594876765,"QGBCbyPGBC",0.0463463458438046
