"","PGBC_SRR5196886","PGBC_SRR5196887","PGBC_SRR5196888","PGBC_SRR5196889","PGBC_SRR5196890","PGBC_SRR5196891","PGBC_SRR5196892","PGBC_SRR5196893","PGBC_SRR5196898","QGBC_SRR5196894","QGBC_SRR5196895","QGBC_SRR5196896","QGBC_SRR5196897","QGBC_SRR5196899","QGBC_SRR5196900"
"","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  "
"","1st Qu.: 1.060  ","1st Qu.: 0.783  ","1st Qu.: 1.884  ","1st Qu.: 1.794  ","1st Qu.: 1.221  ","1st Qu.: 1.167  ","1st Qu.: 0.973  ","1st Qu.: 0.7115  ","1st Qu.: 1.017  ","1st Qu.: 0.6288  ","1st Qu.: 0.697  ","1st Qu.: 0.7125  ","1st Qu.: 0.6094  ","1st Qu.: 0.8521  ","1st Qu.: 0.7188  "
"","Median : 2.741  ","Median : 2.345  ","Median : 3.435  ","Median : 3.353  ","Median : 2.728  ","Median : 2.844  ","Median : 2.654  ","Median : 2.3272  ","Median : 2.792  ","Median : 2.0167  ","Median : 2.055  ","Median : 2.0929  ","Median : 1.9325  ","Median : 2.3304  ","Median : 2.3001  "
"","Mean   : 3.009  ","Mean   : 2.653  ","Mean   : 3.612  ","Mean   : 3.544  ","Mean   : 3.030  ","Mean   : 3.087  ","Mean   : 2.918  ","Mean   : 2.6492  ","Mean   : 3.015  ","Mean   : 2.3716  ","Mean   : 2.388  ","Mean   : 2.4377  ","Mean   : 2.3061  ","Mean   : 2.6401  ","Mean   : 2.6871  "
"","3rd Qu.: 4.608  ","3rd Qu.: 4.070  ","3rd Qu.: 5.062  ","3rd Qu.: 5.025  ","3rd Qu.: 4.509  ","3rd Qu.: 4.636  ","3rd Qu.: 4.475  ","3rd Qu.: 4.1198  ","3rd Qu.: 4.626  ","3rd Qu.: 3.7230  ","3rd Qu.: 3.705  ","3rd Qu.: 3.8076  ","3rd Qu.: 3.5929  ","3rd Qu.: 4.0415  ","3rd Qu.: 4.2416  "
"","Max.   :13.615  ","Max.   :13.797  ","Max.   :13.582  ","Max.   :13.449  ","Max.   :13.178  ","Max.   :14.291  ","Max.   :12.691  ","Max.   :12.6725  ","Max.   :12.622  ","Max.   :12.4353  ","Max.   :11.977  ","Max.   :12.1017  ","Max.   :13.8878  ","Max.   :12.3634  ","Max.   :12.1041  "
