"","PGBC_SRR5196886","PGBC_SRR5196887","PGBC_SRR5196888","PGBC_SRR5196889","PGBC_SRR5196890","PGBC_SRR5196891","PGBC_SRR5196892","PGBC_SRR5196893","PGBC_SRR5196898","QGBC_SRR5196894","QGBC_SRR5196895","QGBC_SRR5196896","QGBC_SRR5196897","QGBC_SRR5196899","QGBC_SRR5196900"
"AC004477.3",2.60903063171907,2.46262233672729,3.09575050852698,3.03481254957295,4.12450875666659,3.44465234931412,3.09276001049963,2.25301328954278,3.10282327795206,3.26736708016137,1.53650096305857,2.54278942736822,1.5343932106017,3.04164525452034,3.4307236158138
"AC004552.1",0,0.536050327887841,0.638266891398479,1.33621769432991,1.71175976243974,1.22719640154162,0.888488167023383,1.37659568041485,0,0,0,0,0,0,0.839828643932474
"AC004556.1",0.24324089067299,0.162105372135318,1.20318066178206,1.67245993712201,0.305970259852862,1.16378061253394,0.214970400830065,0.311611416595425,0.0492187555344732,0.144305691994778,0.191493766972449,0.16199306135232,0.165296450433382,0.0366426317492161,0.237452045573954
"AC004816.1",1.41373229627033,0.68025240656397,3.40224396640634,3.27439858282945,1.04700555282171,0.703439261670417,1.60938449990863,0.745729108125536,1.62858400072779,0.98494191101138,1.10467880163512,0.507297569927003,0.755971158204083,1.4016001018372,0.799219429184408
"AC004825.2",3.6991741754868,2.25879396471629,1.43423877258228,2.50211231224308,3.67221081790655,2.93871152611602,1.20295624451265,3.05772454007906,2.17486898907655,1.64674104127528,1.79281552173439,1.28952251307554,2.44013972200109,2.36994537097667,2.38644365598016
"AC004854.2",2.25865044080798,2.09092699122268,1.93435266073984,2.50197489726577,2.81662198226668,2.55045046840838,2.51807312342942,2.03016660741865,1.07725184191776,1.7464526328408,1.73764455865965,1.57357638486414,1.92434336960963,1.79424074346472,0.966227205950433
"AC004890.1",1.62219013145658,1.44910006038286,3.67453196195156,4.21652772473149,3.70396118289696,2.89651367231204,1.39869453890211,0,2.18106116713053,0,1.61609204675502,0,1.16124295909047,1.20794162799981,2.47398116979608
"AC005013.1",1.42246873474916,0.128648774457696,2.54697352485809,2.22876749255858,0,1.17047390905021,1.79495737380213,0.527284941888397,1.94785401433842,1.00771774268353,0.152286381259345,0.834216077460751,0.34095536239286,1.57396165553035,0.862775301929365
"AC005180.1",0.455871211832435,0.648190425203097,2.21240648538528,1.36321860826102,0.0911086858516517,1.20553650864798,0.134273889622645,0.383945570769202,0.507256159183108,0.309731174498456,0.635925123488907,0.10048842200449,0.198351577878987,0,0.124996288690987
"AC005180.2",0.66870537366909,0.79606559941063,2.72577817755443,1.25475070815995,0.389907365673766,1.67561425793962,0.301183802171135,0.787185261475979,0.586327255611363,0.250952325015308,0.197224434388444,0.754259323870624,1.15560606595164,0.455931253503281,0.516842670619679
"AC005224.1",1.91948293226411,2.07090036195118,2.63437906187437,2.54339411954962,1.1363546135682,1.28909757345325,2.51132341754281,2.55635552288993,2.20610173693096,1.22457851336337,1.50349072359086,1.43776886149854,1.45728005932787,1.54279165031841,1.60088211613811
"AC005225.4",0.420241943053716,0.0981252455943962,2.80843603549366,2.73215484142428,4.13340023831475,0.794227011523759,0.180322303507357,0,0.517359923969904,0.904317907717803,0.116377863624417,0.838102031634332,0.930006777667018,0.61622897558334,0.3185404613623
"AC005336.1",0,0.324199520220703,5.58642557905854,5.31649351846777,1.28301146073219,0,0,0,0,0,0,0,0,0,0
"AC005498.2",0.39056222089059,0.255961253777104,2.09788189682571,1.83117930408225,0.113445547374345,0.901375604748941,0.315934878711033,0.298173165304009,0.732019281472993,1.13890196493986,0.107340321550464,0.445846032684926,0.244843346796784,0.258181635946103,0.155205132991011
"AC005674.2",1.44178183388846,0.530683200274377,2.45337120231031,2.00478152348425,2.96074705305892,3.94802058978164,0.971736688492868,0.49890516903681,0.777064771592332,1.09138438210084,0.649489085513851,1.45033827557999,0.627281781319379,0.86195823202464,0.876667399777602
"AC005695.3",0,0.744157755350773,2.11727932074489,1.71691520919623,0,0,1.18704098103322,0,0,0,0.852556542990115,0,0,0,0
"AC005722.2",0.355101648072786,0.0655289897731019,6.58818688589847,6.38028204284169,0.16026702598422,0.0965918718280512,0.233647659493907,0.286670215338591,0,0.781886452860669,1.18632825101488,0.664551288969288,0.413656040318938,0.189952921030897,0.651621662349119
"AC005722.3",0,0,3.64043675847097,4.3873624057436,0,0,0,0,0,0.357910315015165,0,0.327050572896899,0,0.350956008657134,0
"AC005736.1",1.17643157549627,1.18270558809556,1.32319817871896,1.20777391118019,1.78379293663866,1.35804413038828,0.876273071253487,0.93677480505394,1.23488193167638,1.29467300987495,0.730404378513047,0.946347571634128,0.901555487680794,0.809422347199484,0.747117452701193
"AC005837.1",1.94421940028173,0.93512075684064,2.80270404311026,3.07339104117131,1.02696843287458,0.493364760745277,1.61839410819084,0.811501251706342,1.60856486344101,1.3522698668591,0.817261317519946,2.0222774913364,0.476166315339148,1.91152859905396,0.565841502646191
"AC005840.1",0.583934058976898,0.501191710478066,0.598035255161444,1.74242751252032,1.85825709040573,0,0,0.576518242188648,0,0,0.580930879291042,1.11251221994792,0,0,0
"AC006058.1",0,0,0.0541085471771128,0.143692029074958,6.85004238608387,1.9119687661415,0.233136712651221,0.101784992142828,0,0,0.0522629293600695,0.0610659277022092,0,0.0659827114065585,0.0762112729494044
"AC006058.3",0,0,0,0,3.16406863969706,1.06451050515342,0,0,0,0,0,0,0,0,0
"AC006058.4",0,0,0,0.277199606444568,6.17251898507368,1.42050746066265,0.235583866567035,0,0,0,0,0,0,0,0
"AC006065.1",1.11947217982943,2.29431621688707,0.975133298211603,0.287539595398351,1.31099559867164,0,0.798032066301481,1.91497328305117,0,0,1.51831241227447,0,0.877494264907468,1.12609007233269,0
"AC006157.1",0,0,3.24267314040877,2.65907189020488,2.08594456943474,0,0,0,0,0,0,0,0,0,0
"AC006466.1",1.84936640326851,0,0,0,0,0,1.60882506686387,0.714425354375557,2.11130536478902,0,0,0,0,0,0
"AC006963.1",1.38360479227433,2.14526809168716,3.79548522774152,4.12747110343818,1.09027635222581,0,0.883434610093068,1.36983404283384,1.77936192382208,1.25258649368017,1.94220249970847,0.700215618389075,1.31568628018898,0.927223432278855,0.606493505472973
"AC006970.1",0.569043727251458,1.14254750171686,0.996834749874522,1.49512513178737,0.593534586969987,1.76533480456281,0.816817810852414,0.561782501676973,0,0,0.566103058562475,0,0,0,0
"AC007250.1",0.638305632956817,0.549236368859233,1.71882676610943,2.96409050266911,0.665148687277246,0,0.907982496776818,0,0,0,1.07453750842869,1.19932399411799,0,0,0
"AC007318.1",0.714146136351623,0.774844929162963,1.06971650481428,1.6819320522198,1.08650816196053,0.843680507763028,0.74199364706815,0.506328466682127,0.787627379243319,0.350696651439458,0.277592235062676,0.582401607580775,0.817304692878591,0,0.699534418583317
