"","PGBC_SRR5196886","PGBC_SRR5196887","PGBC_SRR5196888","PGBC_SRR5196889","PGBC_SRR5196890","PGBC_SRR5196891","PGBC_SRR5196892","PGBC_SRR5196893","PGBC_SRR5196898","QGBC_SRR5196894","QGBC_SRR5196895","QGBC_SRR5196896","QGBC_SRR5196897","QGBC_SRR5196899","QGBC_SRR5196900"
"","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.000  "
"","1st Qu.: 0.7337  ","1st Qu.: 0.6675  ","1st Qu.: 0.6879  ","1st Qu.: 0.6365  ","1st Qu.: 0.2291  ","1st Qu.: 0.1452  ","1st Qu.: 0.8217  ","1st Qu.: 0.6627  ","1st Qu.: 0.8418  ","1st Qu.: 1.380  ","1st Qu.: 1.102  ","1st Qu.: 1.515  ","1st Qu.: 1.098  ","1st Qu.: 1.350  ","1st Qu.: 1.088  "
"","Median : 1.5969  ","Median : 1.4998  ","Median : 1.6046  ","Median : 1.5603  ","Median : 1.0336  ","Median : 0.8394  ","Median : 1.7437  ","Median : 1.5319  ","Median : 1.9075  ","Median : 2.365  ","Median : 1.981  ","Median : 2.569  ","Median : 2.066  ","Median : 2.328  ","Median : 2.172  "
"","Mean   : 2.1479  ","Mean   : 2.0186  ","Mean   : 2.1011  ","Mean   : 2.0659  ","Mean   : 1.6654  ","Mean   : 1.5586  ","Mean   : 2.2647  ","Mean   : 2.0671  ","Mean   : 2.3726  ","Mean   : 2.796  ","Mean   : 2.421  ","Mean   : 2.994  ","Mean   : 2.510  ","Mean   : 2.800  ","Mean   : 2.704  "
"","3rd Qu.: 3.1812  ","3rd Qu.: 2.9058  ","3rd Qu.: 3.0747  ","3rd Qu.: 2.9948  ","3rd Qu.: 2.4468  ","3rd Qu.: 2.3372  ","3rd Qu.: 3.3080  ","3rd Qu.: 2.9737  ","3rd Qu.: 3.4504  ","3rd Qu.: 3.829  ","3rd Qu.: 3.323  ","3rd Qu.: 4.043  ","3rd Qu.: 3.476  ","3rd Qu.: 3.847  ","3rd Qu.: 3.837  "
"","Max.   :15.6581  ","Max.   :15.9826  ","Max.   :14.9955  ","Max.   :15.2481  ","Max.   :15.4623  ","Max.   :15.4019  ","Max.   :15.8808  ","Max.   :16.0101  ","Max.   :15.5970  ","Max.   :16.182  ","Max.   :16.188  ","Max.   :16.122  ","Max.   :16.024  ","Max.   :15.853  ","Max.   :15.841  "
