"","PGBC","QGBC"
"A2M",4.70578114734519,5.75825413617998
"AAAS",4.82253806029728,5.27071439369376
"AASS",3.65704676294271,4.19644945328632
"AATK",0.718383149767723,1.14882257100691
"ABCA13",0.881229007796212,1.52900955238613
"ABCA2",6.18594598323615,6.52971858797568
"ABCA3",3.06115676515627,3.89025352804349
"ABCA5",2.4476020672026,2.78029077256088
"ABCA7",3.02699101509189,3.65240920859606
"ABCB4",0.394856168014888,0.98886211762995
"ABCC5",3.25343161569386,3.85648303396672
"ABCC8",1.1338579974921,2.16928136228045
"ABCD4",4.2981078283004,4.84816354327911
"ABCG1",1.18403564636096,1.97685654898287
"ABHD1",1.57465359578718,1.95911292854201
"ABI3BP",0.600343378880188,0.980132795204215
"ABLIM1",2.04508302956709,2.68758888153916
"ABR",3.25798894212232,3.88064783836035
"AC002064.1",0.574301100594053,1.26191260748027
"AC002310.4",1.17711737274009,2.14813025040144
"AC002310.5",0.773813559142552,1.249891095832
"AC002519.2",1.69653524338574,2.14251852808889
"AC003002.2",1.11982738750563,1.57575165779282
"AC003102.1",3.53990428218259,4.37234081648329
"AC004080.1",0.235451929354691,0.657038002876618
"AC004080.2",0.478694025507051,2.13321630120127
"AC004221.1",1.56837621564749,2.09292377224438
"AC004241.1",0.617139339853114,1.21751109278882
"AC004264.1",0.634309010741142,1.14024032060327
"AC004264.2",1.4862882277953,2.30960267910326
"AC004453.2",0.769596170272881,1.93781307238926
"AC004471.1",0.268695328592169,0.594200530419689
"AC004477.1",2.52665315368895,3.18387655218581
"AC004485.1",0.401648848386695,0.838539687819447
"AC004528.1",0.953635216579977,1.30332049025376
"AC004540.2",0.933028028729899,1.64094771664293
"AC004656.1",5.38662079028947,5.72523227410257
"AC004828.1",0.34803632534372,0.767083210325094
"AC004832.2",0.149345790103841,1.04344850732281
"AC004832.3",0.122453897427109,0.659276344447554
"AC004832.6",1.37470501985694,1.99897727868294
"AC004836.1",0.747409674602687,1.30008191272356
"AC004839.1",1.79837145750459,2.91473326890468
"AC004840.2",0.16050872791633,0.749570692100662
"AC004865.2",1.69490350016619,3.35444514599988
"AC004910.1",1.35674323788083,2.03532889947963
"AC004918.1",2.75516673874657,3.75293733127369
"AC004923.4",0.407595942773108,0.756890591475955
"AC004982.1",2.14785272519347,2.83194804628772
"AC005020.1",1.39038642541246,2.3926075393528
"AC005020.2",0.962643208504719,2.02413919814914
"AC005154.1",3.57818170331396,4.35083069164311
"AC005154.6",1.03794535042998,1.67625220012317
"AC005261.5",2.675465832348,3.048548186939
"AC005288.1",1.07610074223974,1.56517832437052
"AC005329.1",1.79306310777111,3.02187647078257
"AC005332.2",0.475003924095317,1.06635245830489
"AC005332.3",0.972520252204577,2.26508969884882
"AC005332.5",4.13515752670531,4.86203081116821
"AC005332.8",1.30042704132727,2.60810071908068
"AC005355.2",1.39746469420278,2.28913734895601
"AC005363.2",1.38031632263112,2.02836141623681
"AC005377.1",0.165443028085799,0.852984673301464
"AC005393.1",2.3766023129488,3.7531797208893
"AC005476.2",0.915255959007488,1.52977102863623
"AC005498.3",1.5858173006773,2.0083446930584
"AC005520.2",0.583065071339591,1.11662391394704
"AC005592.1",0.958612420046357,1.88103758711497
"AC005618.1",2.34696193655152,2.91776896772644
"AC005696.4",1.29533611930336,1.64962303085878
"AC005753.1",0.961038346041426,2.56945977000723
"AC005920.1",0.640975048558913,1.3355370071733
"AC005920.4",0.219559736889996,1.52768609164605
"AC006064.3",2.58220154593819,2.90479676912037
"AC006213.2",1.14818113345664,1.60865151973175
"AC006238.1",1.55245076654947,2.09928156495681
"AC006252.1",1.74954975820079,2.08454891820782
"AC006277.1",2.90503994921326,3.58153658698292
"AC006333.2",4.70383254587801,5.0555654862794
"AC006378.2",1.74682957364405,3.16702049316784
"AC006445.1",0.227483427491844,0.634777751712357
"AC006449.5",2.03586039247914,2.75775138851938
"AC006449.6",3.30067388710206,3.71537691300055
"AC006538.2",0.848804019497015,1.70914028142211
"AC006547.1",2.1625605190282,3.05863695449838
"AC006557.6",4.25513861676655,4.6280629693901
"AC006960.1",0.706399811729438,1.05087627556868
"AC006960.3",1.72654226079185,2.24357967271062
"AC006978.2",2.42648929232473,3.21426559688928
"AC007114.1",1.30559345322234,1.67735912158726
"AC007325.4",0.879322237741972,1.49897864474081
"AC007383.2",3.28481838112309,3.62544392838792
"AC007386.1",0.726500140049318,1.88824567715902
"AC007391.1",0.948692832471428,1.46963459670811
"AC007405.3",2.66428981693629,3.2250892549963
"AC007422.1",0.526859940946324,0.873023163911643
"AC007566.1",1.05330690616686,2.0173571257966
"AC007637.1",0.871768894347744,1.43690029924409
"AC007663.3",1.71316014486667,2.89863911548762
"AC007688.1",0.462387887678956,0.992101830508121
"AC007786.2",0.222919440306386,0.823766220535966
"AC007842.1",4.00708445102395,4.75590833544158
"AC007969.1",4.35355639804529,5.02387578860878
"AC008115.1",0.628860903710811,1.06861905479808
"AC008115.4",2.66580811370592,3.40778251964222
"AC008124.1",4.31341337861218,4.69851952503478
"AC008147.4",0.506616016681473,0.912397094811381
"AC008264.2",1.56799061624524,1.96996002001358
"AC008267.1",0.648067824655612,1.66646363548011
