"","No_data"
"A2M",5.1267703428791
"A4GALT",1.08386505716224
"AAAS",5.00180859365588
"AACS",2.48559964400867
"AADAT",3.43091499225619
"AAED1",3.07695606081983
"AAGAB",3.59833470595547
"AAK1",2.08083147926926
"AAMDC",0.528143937930352
"AAMP",6.92087116043724
"AAR2",3.69227579584729
"AARS",6.27399193045751
"AASDH",2.35187550206186
"AASDHPPT",2.08988712643097
"AASS",3.87280783908015
"AATBC",0.896482262772017
"AATF",2.71560277699004
"AATK",0.8905589182634
"ABAT",0.694790721114532
"ABCA1",1.62489201965998
"ABCA13",1.14034122563218
"ABCA2",6.32345502513196
"ABCA3",3.39279547031116
"ABCA5",2.58067754934591
"ABCA7",3.27715829249356
"ABCA8",1.72589114591028
"ABCB1",0.67748165362374
"ABCB10",2.89186009686581
"ABCB4",0.632458547860913
"ABCB7",2.02316807639324
"ABCB8",4.56995008992825
"ABCB9",2.159128830937
"ABCC1",1.98442443476326
"ABCC10",3.40996392149674
"ABCC2",0.963917276292715
"ABCC3",4.33726813139038
"ABCC4",1.31816944051908
"ABCC5",3.494652183003
"ABCC6",0.317792941862528
"ABCC6P2",0.2475876452254
"ABCC8",1.54802734340744
"ABCD1",2.01918562032315
"ABCD3",3.49361608996087
"ABCD4",4.51813011429189
"ABCE1",2.69600214116418
"ABCF1",5.05121253712814
"ABCF2",5.77603142659498
"ABCF3",6.59539677739664
"ABCG1",1.50116400740972
"ABHD1",1.72843732888911
"ABHD10",4.87862134997941
"ABHD11",6.36578631313309
"ABHD11-AS1",2.4848890898273
"ABHD12",3.01755521824798
"ABHD13",3.91018577286233
"ABHD17A",5.87920146575652
"ABHD17B",2.52655336445246
"ABHD17C",1.89241480931775
"ABHD18",1.93874362753377
"ABHD2",4.88843289489374
"ABHD3",3.06809572606177
"ABHD4",5.78973087367782
"ABHD5",2.69230631968684
"ABHD6",2.03028338610719
"ABHD8",1.61889011926921
"ABI1",2.72683350973661
"ABI2",1.21607679835696
"ABI3BP",0.752259145409799
"ABL1",3.05404480020647
"ABL2",2.97885682143881
"ABLIM1",2.30208537035592
"ABO",1.11825945246102
"ABR",3.50705250061753
"ABRACL",3.64296128914578
"ABRAXAS1",0.878044988953069
"ABRAXAS2",2.98870316355254
"ABT1",5.34240884551401
"ABTB1",3.88975140329954
"ABTB2",0.918591663067931
"AC000068.1",1.44025039997356
"AC000403.1",1.08415643323802
"AC002064.1",0.849345703348539
"AC002310.2",0.777501908631735
"AC002310.4",1.56552252380463
"AC002310.5",0.96424457381833
"AC002347.1",0.795256927887138
"AC002401.4",3.49771363285726
"AC002451.2",1.07734418769451
"AC002454.1",0.436918507788544
"AC002467.1",3.16112957543424
"AC002504.1",0.733615482753832
"AC002519.2",1.874928557267
"AC002524.1",5.41505411637624
"AC003002.2",1.30219709562051
"AC003005.2",0.949296133032186
"AC003035.1",0.635199945775359
"AC003035.2",0.583278667954651
"AC003043.2",0.696066145947208
"AC003092.2",0.602486706862499
"AC003101.2",0.630800546383385
"AC003102.1",3.87287889590287
"AC003682.1",1.00044496634027
"AC003965.1",1.05419236403979
"AC004012.1",0.345222677883345
"AC004069.1",1.11700987350621
"AC004076.1",1.47956243941659
"AC004080.1",0.404086358763461
"AC004080.2",1.14050293578474
"AC004080.4",0.793344218573209
"AC004112.1",1.76553460456422
"AC004130.1",2.16290025091627
"AC004156.1",1.24882870416717
"AC004221.1",1.77819523828625
"AC004233.3",1.35308872179208
"AC004233.4",0.945914311673985
"AC004241.1",0.857288041027396
"AC004257.1",2.33091786593329
"AC004264.1",0.836681534685993
"AC004264.2",1.81561400831849
"AC004383.1",2.44644891276182
"AC004449.1",2.15765033900986
"AC004453.2",1.23688293111943
