"","DEG_edgeRnames","DEG_Limmanames","DEG_Simplenames"
"DEG_edgeRnames",0,4.36871181867662e-24,6.07000553797991e-97
"DEG_Limmanames",4.36871181867664e-24,0,0.999999753819557
"DEG_Simplenames",6.07000553797998e-97,0.999999753819557,3.09439582855395e-142
