"","QNP_SRR3486449","QNP_SRR3486450","TAP_SRR3486455","TAP_SRR3486456"
"AABR07029613.1",1.10632954786934,3.91137980556901,2.00755315921771,0
"AABR07029651.1",1.39394950527948,5.09263291531376,1.53271323203851,4.68821833227336
"AABR07029661.1",1.94876347765659,6.20711897153287,1.65812280928387,3.08415029384003
"AABR07029742.1",3.73305976666462,8.65776158262387,3.42593830230496,4.37351191270107
"AABR07029933.1",1.56286426097746,2.06168798753685,0.268835791483136,0
"AABR07030019.1",2.30110186763561,8.00140524936958,4.00866187088379,0
"AABR07030039.1",0.894882723601933,3.42932083925414,1.05722876250113,0
"AABR07030156.2",2.75035557786875,0,1.58564056519593,0
"AABR07030335.1",0.964410454874549,1.68144695266692,1.64911886370528,0
"AABR07030363.1",1.06583079132356,2.79083444180305,0.818816062237084,0
"AABR07030375.1",1.58981890947074,2.91274673539058,0.50726139005371,0
"AABR07030383.1",0,4.83016303867343,1.87036458162277,0
"AABR07030521.1",1.06135139738488,4.30951105434834,0.932273268326817,1.61732020777375
"AABR07030544.1",1.56597376536776,5.23194473254806,1.74856241845175,0
"AABR07030603.2",2.91037481441539,7.82016419739468,4.24280342730598,0
"AABR07030630.1",0.830612046935536,5.50009117718826,1.78558595582363,0
"AABR07030642.1",0,1.89320486970419,1.09656571762155,0
"AABR07030919.1",1.37075789180045,4.4432408675089,1.46187484249219,0
"AABR07032751.1",4.98543060976652,0,3.84115228809469,0
"AABR07033020.1",0.581890203222268,3.18113727847763,2.3689183202426,0
"AABR07033023.1",4.9121233206789,9.31574079029948,4.71351423724275,0
"AABR07033287.1",1.44431639876032,4.85606947869277,2.20419593258272,0
"AABR07033564.1",1.48140272740706,5.65406658429429,1.65863458843302,0
"AABR07033570.2",1.01913078498894,3.98410576871968,0.563886521189191,0
"AABR07033607.2",0,1.81357688209859,1.20051195164591,0
"AABR07033657.1",0.401077703940089,3.09972667186771,0.573939977283819,2.71418597408907
"AABR07033887.1",2.33067965269818,6.55758479971658,2.16716890258285,0
"AABR07034111.1",0,3.31363395801079,1.44940262154614,0
"AABR07034639.1",0.510311542451868,3.88622069738408,2.44561508191165,0
"AABR07035218.1",3.59308939081519,7.59858428664177,4.09245170232578,1.95993634134455
"AABR07035273.1",2.25881288767196,1.33616213647982,2.15162719552308,0
"AABR07035412.2",2.51143627332695,0,1.64132866771966,0
"AABR07035541.2",3.00169263301068,0,2.30909719397315,0
"AABR07035780.6",1.0185399130873,2.93842136770894,1.55352334739539,0
"AABR07035818.1",4.41388449940143,0,4.06822946080338,0
"AABR07035835.1",0.651410582521525,1.34771876344325,1.11306512230858,0
"AABR07037112.1",2.1999266206354,0,1.52791123247422,0
"AABR07037489.1",2.32453463868302,0,1.78892733767302,0
"AABR07037536.1",1.70322364567937,0,1.37640247848328,0
"AABR07038926.1",3.64594988073598,0,2.50244137378755,0
"AABR07039104.1",2.9097998838319,0,2.51328879685524,0
"AABR07039210.2",4.01344290364462,0,3.21909316583651,0
"AABR07039328.2",4.47509328019661,4.68059312552081,4.45523727235815,0
"AABR07039483.1",4.66518590239226,0,1.47351404266582,0
"AABR07040792.1",1.82010971733287,0,1.53347680630887,0
"AABR07040840.1",2.3905514316725,0,1.75362244956517,0
"AABR07041586.1",2.1004047559306,2.66483405344816,1.53381553780141,0
"AABR07042859.1",2.20699524893656,2.66483405344816,2.6649107695504,0
"AABR07042903.1",4.06192379398044,2.93072599944724,3.5985443738106,0
"AABR07043115.1",0.49999660407158,2.12572949149283,1.18026925595891,0
"AABR07043523.1",2.13710861435553,0,1.62196588690251,0
"AABR07043748.1",2.96859554991338,0.786517074685755,2.273582864622,0
"AABR07043823.2",2.85573568528914,0,1.00428165976593,0
"AABR07044765.1",1.96712494965983,0,1.33621714152516,0
"AABR07045405.1",4.30759700419212,0,3.32653815023888,0
"AABR07046727.1",2.11353691147665,2.25432138770503,2.26660315464894,0
"AABR07047576.1",0.75507658323761,1.77760630148668,1.23115516208678,0
"AABR07048308.2",3.0091441822639,0,1.15810245652731,0
"AABR07048637.1",1.65950471700253,1.38886340974789,1.54336688122766,0
"AABR07049038.1",3.13584837395031,0,2.26605196690677,0
"AABR07049695.2",2.40022728344322,0,1.69700880989679,0
"AABR07051718.1",1.57105065867136,0,1.24933285413549,0
"AABR07052523.1",2.2113981806076,0,1.77478692519795,0
"AABR07052664.1",1.32582425206046,1.06199817279425,1.55096330446886,0
"AABR07053166.1",3.21502073667561,7.5825259413625,4.48209814601104,0
"AABR07053472.1",0.827976981928444,2.84949703607361,1.19006317366201,0
"AABR07053613.1",1.60800328497412,1.91560833718441,2.01480132094478,0
"AABR07054370.1",1.7210522754513,0,1.44963736382697,0
"AABR07054554.1",1.40598678167094,0,1.06501766562874,0
"AABR07054716.1",1.77666318730982,0,1.43045243222197,0
"AABR07054945.1",1.97568914498303,0,1.34317079205918,0
"AABR07055280.1",1.10269774859487,2.50087008834263,0.808758524719678,0
"AABR07057333.1",1.48983228437511,0,1.14158395640613,0
"AABR07058423.4",1.52908850719519,0,1.12830721703987,0
"AABR07059198.1",4.22811768072153,0,3.44846032831285,0
"AABR07059679.2",3.12401085738371,0,0.81739431102151,2.42261710011408
"AABR07059778.1",2.1780560208908,0,1.15810245652731,0
"AABR07063724.1",1.0823071940228,1.64868094028048,1.77026446679812,0
"AABR07064304.1",2.62630518694946,0,2.03525718121612,0
"AABR07064349.1",3.10764828988592,0,2.73058000742873,0
"AABR07064719.1",1.41761958199229,4.16292506530837,1.79373401636971,0
"AABR07064992.1",2.04394177714693,0,1.6069966008098,0
"AABR07065118.1",0.221633402018572,1.88650440065543,1.03154629271729,0
"AABR07065750.2",2.05447908328544,0,1.61634449824494,0
"AABR07067082.1",1.13411556609346,1.91560833718441,1.73364118578293,0
"AABR07067355.1",3.27012371960946,0,2.6348765156858,0
"AABR07068285.1",2.36822144683856,3.0436112644259,2.58170848433523,0
"AABR07068316.2",1.69526806322118,0,1.11968003308867,0
"AABR07070046.1",4.18147695681938,0,1.544192734203,2.24898729089615
"AABR07070161.3",1.43158604549687,0,1.22297363896709,0
"AABR07070357.1",7.04378932413367,0,6.3371486442762,0
"AABR07070599.1",2.77189521631744,0,2.34299325204408,0
"AABR07071208.2",2.48645460720025,0,1.2116326565638,0
"AABR07071659.2",2.6942817794357,0,1.15640375708411,0
"AABR07071842.1",1.51897736128966,0,1.30257195854614,0
"AABR07071891.2",9.45916133995536,12.6160242007378,8.89342680143711,0
"AABR07071891.3",1.14147816416497,4.54783876835823,1.25364697786386,3.58064520662127
"AABR07072017.1",1.25184207197988,4.72644772158889,0.911083697590832,2.19026872106522
"AABR07072078.2",1.72659606461212,5.28206958722386,0.81914745032558,0
"AABR07072169.1",0.898302109154589,3.594373734499,1.41567319405926,0
"AABR07072260.1",1.20173415608034,0,1.01578068738581,0
"AC094217.2",0.456918407545,2.81816825750594,1.56198369459846,0
"AC094643.2",6.21744481345926,0,4.34642431005332,0
"AC095693.1",0.749811609687776,4.3308151283755,0.831292173434456,2.30536973649623
"AC095947.4",1.25154386670891,4.85999881487336,1.29121901263862,0
"AC096809.1",1.05435145861982,3.81951989500445,0.645493494499553,0
"AC098008.1",1.05106694315415,2.76657266501103,0.458941466733998,0
"AC099089.1",9.30983639141808,14.728529604531,10.5711607571058,0
"AC099294.1",0.724050803507511,4.77980160769236,1.39092992095317,0
"AC099449.1",1.68635699217707,6.71395501123855,1.71845933568933,0.918897656927222
"AC103024.2",1.42878993873861,5.23462420731382,0.670102324285859,0
"AC103090.1",6.2863009639351,9.8593789676368,2.99302708203746,0
"AC103221.1",1.63559453659283,4.92310259571154,0.705744846801911,0
"AC105485.2",0.80692528798056,5.40577754937759,2.15582616383981,0
"AC105531.1",1.97242963966596,5.97427174585452,2.08427434968562,2.74439122329014
"AC105604.1",1.52278564179683,0,1.13990297552615,0
"AC106292.2",6.85095867498902,11.0758082370728,7.40242616762934,0
"AC107153.2",1.60260756328995,3.21287648794045,0.617025172978524,0
"AC108574.1",0.72891752497611,3.75701954099142,1.12956492314461,0
"AC109096.1",4.45037803530129,8.3463793148687,1.73382908340976,0
"AC109958.1",6.9714879341281,0,6.50656767763196,0
"AC110709.1",2.22516385930985,4.54783876835823,3.19947128512123,0
"AC110837.1",0.673740092165971,3.41529095744871,1.16840610966057,0
"AC113773.1",0.341844331095198,2.18700520928673,1.24833509161106,0
"AC114460.1",2.08147170644985,7.23860233986804,2.05164827971208,0
"AC115369.1",1.59568372793315,2.28241211838848,1.4239603802527,0
"AC117330.1",0.159423000517322,4.17645881329734,1.15352797746523,0
"AC118350.1",0,3.51712561944846,1.23162811504979,0
"AC118772.1",1.57694993942926,6.50783511722471,2.39924930503456,0
"AC118772.3",2.24527551354623,6.1863311031954,2.58268356296001,0
"AC119015.1",3.21190789117829,7.02762265157566,2.78210207386108,0
"AC119015.2",0,3.24550717523722,1.67336515684913,0
"AC119015.4",1.80146059075425,7.43135890981667,3.24290478460907,6.90250473862442
"AC119111.1",1.9085934717065,3.74724507196157,1.19095677530206,0
"AC119462.1",0.881039103735617,1.90092931056159,1.71967729512022,0
"AC119762.6",1.55661742256591,0,1.01255911048235,0
"AC120486.11",2.98114865181276,0,1.7694422122745,0
"AC120807.1",2.63214889262219,2.31008122371023,2.92579690105861,0
"AC122631.1",0.616277115983019,2.41369111929004,1.41986209633488,0
"AC123095.1",4.49616564582803,7.97294869359727,2.54689430248493,0
"AC123425.1",2.60141749372548,0,1.47031981341617,0
"AC126148.1",3.66359761192733,8.43775172142789,2.7563541715752,0
"AC126581.1",0.379098307582259,2.55626278076939,1.68024889361742,0
"AC127217.1",0.256041589058784,4.06805434183522,1.15133899022473,0
"AC127887.1",6.00524264078179,6.70845623818709,6.08384523557793,0
"AC128059.4",3.01649082543221,0,1.27827492312671,0
"AC128154.1",1.52389342020761,3.78127575778268,1.7287391520813,2.60385800223344
"AC128290.1",1.10632954786934,5.26521162670528,2.00755315921771,0
"AC128353.1",1.65896893493146,2.67645057672982,1.64268599837067,0
"AC128610.1",0.477231008649287,2.46771151545847,0.717239836672718,1.65951288006377
"AC128792.2",3.09568402114337,8.0430645577838,3.48179925876493,0
"AC128859.2",0.884992802440784,2.97771799707616,1.47244762710979,0
"AC128859.3",0.501512910256395,1.70082906959351,1.11224401928692,0
"AC129370.1",1.59806601498123,0,1.26576760210924,0
"AC129460.1",0,7.13534563172112,2.8082266607191,0
"AC130391.1",2.60221106514252,0,2.0135386170524,0
"AC131360.1",4.31500306089123,0,3.25320796421192,0
"AC131360.2",3.56200409873236,0,3.06017208888414,0
"AC133270.1",1.5193644298311,0,1.14476030337472,0
"AC134224.1",6.43069484075186,11.4733610613719,6.58380576684581,3.99028078283592
"AC134224.2",8.30611518872028,11.3998326299652,7.93355703256355,0
"AC134224.3",13.0729966983234,17.2970171134522,13.4266643054985,9.82561275069311
"AC141220.3",1.79520765236143,0,1.49190338169925,0
"AC141334.3",0.908621091664766,4.06442431782414,1.28972031957126,0
"AC141969.1",1.14916309875492,6.28177721397762,1.4864431517217,3.87541232883326
"AY172581.10",3.18392463581878,0,1.93565603957635,0
"AY172581.9",17.6433144030679,0,16.8710630627866,14.2107511100129
"Aarsd1",2.20018499821261,6.48588227646106,2.29714638069823,2.66482544564366
"Aatf",1.78208918043935,5.63697706206466,2.33781123051829,1.32317024949993
"Aatk",2.00298021736467,6.74737411605508,1.36389681408723,0
"Abca2",3.15285515321919,0,2.36087473719342,0
"Abca3",1.13914742767018,4.79151508881684,0.703507942671725,0.694906422739807
"Abca5",0.794398784897469,3.62337993802125,1.07524447795499,0
"Abca8a",2.74436671666609,7.69730888710157,2.56516107971615,1.31077683567068
"Abcc3",0.353858513669247,2.09366759762359,0.592405696909046,1.00777191592767
"Abhd11",3.41354840654485,0,2.75108148624463,0
"Abhd15",0.964932119780144,4.30579735506002,1.27818506351406,0
"Abhd17a",4.14604891365579,0,3.26369773927916,0
"Abhd17b",2.94187262288381,7.06894293143793,4.08238221224079,2.34669845021881
"Abhd17c",1.40431343293361,4.63908745589763,1.45672827415336,0
"Abhd2",2.03576517732494,5.22637515427609,1.60333367458138,1.36176561056469
"Abhd4",3.72447842221472,0,2.91918414207836,1.97737552120382
"Abhd8",2.92020428910764,0,2.49509460957658,0
"Abr",1.67260745964835,5.57129653084187,1.66889545662171,3.00241090558835
"Abraxas2",2.68234746800276,7.0945972732075,3.04311131492161,2.95964348808265
"Acaca",1.63615463702896,4.70719511865951,2.3534211450518,1.94962386450507
"Acadvl",4.74943610532028,9.64934977658979,4.01373893434111,5.10839420600597
"Acan",3.28839722992219,6.55947947421185,0.592366486550731,0
"Acbd4",1.86135010875313,5.473841440783,1.79099350429026,0
"Accs",1.81772331137942,0,1.48086513699909,0
"Ace",1.20864987439913,2.68081061436331,0.407804209735326,0
"Acer3",1.75902218232188,4.73452614959909,1.56749153839362,1.01652545980855
"Acly",4.38179851837941,9.05300176594452,4.83749549391692,3.59297781844268
"Acox1",3.89184182291922,8.13966536026093,3.28794311687664,2.71783629592914
"Acp4",1.06477228893552,4.6064158201784,1.70520150170087,2.60499569048797
"Acsf2",1.13674388422612,5.51362457870134,0.847655574023507,0
"Acsl5",1.4659009733812,4.81032169217952,1.83825867308723,3.85661293675573
"Acsl6",0.383279211978668,3.72442434492352,1.4200224363262,2.27392417856229
"Acsm3",0.957269235779986,3.81382940902471,1.51527757179863,0
"Acss2",3.2778849193343,0,2.74141549559186,0
"Actb",10.6328306849048,0,9.71690911602779,7.13992847401609
"Actn4",4.49437428978301,8.2274669679475,2.83085077799071,2.71238535344064
"Actr1a",4.11110939730187,8.61808624293364,3.79654337284815,0
"Acvr1",1.53044694316932,0,1.32655291416425,0
"Acy3",3.96490162437893,8.53144186682477,3.71207577503519,7.48101242946493
"Adam11",0.27863638214864,2.40183888365141,0.845961982358153,1.55423332535956
"Adam12",0.716204706375305,1.96449084176472,1.24554112909633,0.619541813373579
"Adam15",4.03383700999832,0,1.97540696299837,2.1102354030439
"Adam19",1.70427077837642,5.92884555625033,2.07979599909605,1.51207130496096
"Adamts4",3.04659731006663,0,2.0402451005125,0
"Adamtsl3",2.59877373676003,3.86825936688867,0.416952792060747,0
"Adck2",1.48890785984076,0,1.10306160122599,0
"Adcy5",0.948500780440379,4.64555798639004,1.16488103779099,0
"Adcy6",3.69948794706684,0,3.09683901856645,0
"Add1",3.09011452286606,0,2.46410515566037,1.12814466761258
"Add3",1.74192571429109,5.04475946187183,1.81774800512502,1.71102745299032
"Adipoq",1.93662665733047,3.16531735789108,2.11419395031542,0
"Adm",3.58163372063296,6.61976838650689,1.4694705551208,0
"Adprh",3.32482909319698,8.44705957965219,3.88327098238785,0
"Adprhl2",2.78099707088391,0,2.2373265013529,0
"Adprm",1.74476927406089,5.82661933669846,2.19110993014639,1.92151430422833
"Adrb1",3.26846132627232,6.5298070630684,1.15980642028986,0
"Aen",2.49540026305802,6.45091651933285,2.46286632673122,2.24386973719522
"Afap1l2",1.00485722362059,4.42755429959804,1.92641829651985,2.31873453189472
"Aff4",3.93425517185622,8.71521677728047,3.91866120695233,4.50169067076246
"Agpat2",2.52811525818022,0,1.62331773812668,0
"Agtrap",3.21831624879512,0,2.24006871320697,0
"Ahnak",6.66328688269113,10.9547456244169,3.40443496516546,2.16697082677992
"Aip",3.35689147250853,7.62202076120257,2.93636322325838,0
"Ak3",3.64384906859877,8.07641641901875,3.81108120062741,2.71248677777064
"Akap1",3.31472434735544,7.51051880816519,3.30578615319068,2.4836623562069
"Akap10",1.73407280942512,5.44043377661847,2.22214784310865,0
"Akap13",2.43369972007018,6.41800540807597,2.33960470665672,2.66640311933229
"Akna",1.84904257609823,0,1.56131123580719,0
"Akt1s1",4.11777159442898,9.09530677861367,3.65096644037101,5.29610978088834
"Akt2",2.20789181410819,6.21361893917088,2.22158447819424,3.57606316238745
"Alcam",2.36403941449694,5.58494999014984,2.02706783529185,0.893722417563652
"Aldh16a1",2.13998889120022,6.26832516690575,1.51189130129508,0
"Aldh1a3",4.85976115082647,7.24351861282921,2.15045259268738,0
"Aldh3a1",2.27114922742385,3.55071823252004,0.96230947204523,0
"Aldh3a2",2.56420046775819,7.03289933278645,2.46570712214649,0
"Aldoa",8.11853655151114,11.6261430621468,7.32430048800163,6.46695702394239
"Aldoc",7.55781685768342,13.2496196824903,7.18131446210555,3.41411184386342
"Alg1",1.07951885796583,5.23853942704675,1.03838773966336,2.97383428186579
"Alg8",1.63588669196197,5.10222779769032,1.64295243278721,0
"Alkbh5",2.93197287679136,7.79708412049071,3.11650617227853,3.02725567684167
"Amdhd2",1.37763973516047,5.1015454708321,0.583088983819187,2.35717618399794
"Amotl2",4.59007666117847,0,3.76155791443487,1.65287141060682
"Amz2",3.6114986676994,8.41370278020182,4.04922826327332,0
"Anapc11",2.64762691104973,6.84514826556289,2.71631631242269,6.1496473808664
"Anapc15",3.94783209787277,7.80956423887734,3.88722854176994,6.23769494025889
"Anapc2",4.19617831164386,0,3.38095085995383,0
"Ankfy1",2.90601883161896,7.47655071556135,3.5348943204166,3.96719275720379
"Ankrd13b",1.75017756407467,6.69722536487872,2.03250848650823,0
"Ankrd40",4.58069559630356,9.19431014221789,4.84982330933711,0
"Ankrd42",1.08569695713066,4.35717433642647,1.09160714330932,0.867209317999217
"Ankrd50",5.24832459725441,0,4.04664935005899,3.70943528325719
"Ankrd52",3.7706394108468,0,2.9343549067569,0
"Ankrd53",2.20853335812432,0,1.65214295937269,0
"Ankrd9",1.50937979913957,0,1.17784611233369,0
"Anks3",1.3863983008119,5.46386182818224,1.75937490181582,0
"Ano6",1.74270660536844,0,1.16552833255335,0.240372706605892
"Ano8",3.60166397567407,0,3.2821898296627,0
"Antxr1",2.6179567947035,0,1.12310461193217,0
"Anxa1",5.29664131340039,8.36236177577057,0.791081154814243,0
"Anxa2",4.93744056329344,0,2.10466197859389,0
"Anxa5",4.9195623351843,0,2.86585191875411,3.87707706615551
"Anxa6",0.302422702036379,2.10476368665763,1.0363463831637,0
"Anxa7",2.94604550760099,0,1.97315105621532,1.20565199412972
"Ap2a1",4.01527601128315,8.01386915674764,3.06937519855251,6.22558290022136
"Ap2a2",1.8268572097965,5.89363701040871,2.09744219239117,0.572257040652818
"Ap2b1",2.39706216536214,5.9052272641136,2.58974598069043,1.24824789993648
"Ap2s1",2.6238190323751,6.86176957555405,2.68812112060608,1.99213795522311
"Ap3b2",0.984953822512629,5.41288392839333,1.03177920566415,0
"Ap3d1",4.36019573562417,0,3.82708700411264,1.5754494518968
"Ap3s2",1.23225637001661,4.95901553169355,1.20028414599213,0
"Ap5b1",3.542699256667,7.32964645031312,2.68726643581247,0
"Apba1",0.83169199818702,4.17362379551086,1.0425503058866,0.429319079656617
"Apbb1",2.38212224462376,7.1185269659926,2.45566288230912,4.47752779299523
"Aph1a",4.68195565471614,0,4.2754753199696,0
"Aplp1",4.81963687215069,10.0488787247772,4.09867144665965,7.11121404957365
"Apobr",0.297496714321574,3.98916196145873,1.00005778840713,0
"Apoe",2.17724587420835,4.92259981441202,2.18706756204719,0
"Apom",2.10899526202744,0,1.26547669659735,0
"App",2.42553177466751,6.93328076259922,1.90593821313716,0.853546990909206
"Appbp2",3.23327754090928,7.59366999813104,3.59552537424,0
"Arap1",1.31604601872444,5.74142247078258,1.47139264611275,3.59813850137601
"Arf1",4.51755646434893,9.25295498569837,4.19269545307375,8.87313573151157
"Arf2",1.95593625697668,5.36978884859365,1.27548773610342,0
"Arfgap1",3.52068210376221,0,3.00675135617817,0
"Arfip2",3.90102050845772,8.13041028726803,3.52938590383482,4.94951881184803
"Arhgap17",1.81559124040717,5.68751820684108,1.65374785356917,4.78870244308043
"Arhgap23",1.82895744806458,5.42180224502983,1.46694766989162,1.97537212695277
"Arhgap29",1.69873384533805,0,1.47168235170135,0
"Arhgap31",2.36904203571185,5.78676552271531,2.5042131938023,1.91911144214145
"Arhgap33",0.835954156448198,4.2326594408365,1.30692757487837,3.37390091919293
"Arhgap35",3.41934258238201,7.42423103997074,3.42483238657892,2.10142283409161
"Arhgdia",8.51770106571963,12.7147816189562,7.81265171533773,6.48866307301279
"Arhgef1",1.77950191855039,6.180742542354,1.80135871803051,3.14396688620274
"Arhgef17",2.59947146012574,6.59156473495741,1.76345287746169,3.39012933563735
"Arhgef18",2.20189639512209,0,1.45391734247036,0.716644148953049
"Arhgef19",1.40327222555001,0,1.04104881969993,0
"Arhgef2",3.82873048537114,0,2.72981805938716,2.30562908331777
"Arhgef39",4.1183667408755,0,3.30529673308188,0
"Arid5a",4.07242740232294,0,1.99723665180266,0
"Arl2",2.30164748451171,6.64034041709249,2.47759232148638,1.97484948757973
"Arl4d",2.66774323416723,7.56040046710865,0.84934084956642,0
"Arl6",1.23096386926862,4.15942181986973,1.17476774016925,0
"Arl6ip1",4.86425598343531,9.18673400153385,5.69544196725536,3.06272895152053
"Arl6ip5",3.97626995906973,0,2.82041580442074,0
"Armc5",2.72398214856649,7.51348619916505,2.40236982029641,0
"Armc7",1.39759718132379,5.70373893485131,1.42128628430468,0
"Arnt2",0.763235294783307,3.96432713610432,1.29602048294167,0
"Arntl",1.64157749916812,5.00901254647654,1.4322679468519,2.57994615294272
"Arpc4",5.05446631539446,0,4.56142869024184,0
