"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Overlap_Number"
"1","lens","12/947",0.0240816794748323,1,0,0,1.90550293368056,7.10048304246774,"ABTB2;EXT2;CCDC34;PSMD13;CELF1;MRPL17;SLC39A13;PAX6;ELP4;CHRDL1;DKK3;ARFGAP2",12
