"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Overlap_Number"
"1","H3K9ac Muscle Satellite Cultured Cells","90/10073",3.7921776835868e-05,0.0145240405281374,0,0,1.34357535852935,13.6775770286985,"CARS;C11ORF74;MTCH2;CELF1;ARHGAP1;NAT10;LDLRAD3;RRP8;ALKBH3;ZNF408;MDK;SMPD1;TRIM68;TCP11L1;ARFIP2;FBXO3;ACP2;METTL15;HTATIP2;FNBP4;CCDC34;HARBI1;SLC35C1;PRMT3;TALDO1;ZDHHC13;SLC39A13;ATG13;CKAP5;ARFGAP2;IMMP1L;RCN1;DEPDC7;TRAF6;MADD;CRY2;CAT;ANKRD42;NDUFS3;FAR1;NUP98;TOX;FJX1;TSG101;ZNF195;PSMD13;CSTF3;CTR9;MRPL17;DNAJC24;LIN7C;SPTY2D1;PHF21A;NUP160;C4ORF33;STK33;COMMD9;C11ORF49;APBB1;ZBED5;QSER1;TRIM44;PEX16;ZNF143;KDM4D;API5;SAAL1;SCLT1;NR1H3;GTF2H1;HPS5;ELP4;BTBD10;HIPK3;FANCF;TTC17;UEVLD;ABTB2;EXT2;FAM160A2;EIF3M;PPFIBP2;PSMC3;CAPRIN1;MOB2;RBMX;NUCB2;LGR4;C11ORF58;MARK2P9",90
"2","H3K4me3 CD4+ CD25- CD45RO+ Memory Primary Cells","73/7670",7.64280694136482e-05,0.0146359752927136,0,0,1.43121820195861,13.5667470877694,"CARS;C11ORF74;MTCH2;ARHGAP1;NAT10;ALKBH3;ZNF408;MDK;SMPD1;TRIM68;TCP11L1;ARFIP2;FBXO3;ACP2;TEAD1;METTL15;HTATIP2;FNBP4;CCDC34;HARBI1;PRMT3;TALDO1;ZDHHC13;SLC39A13;ATG13;DGKZ;CKAP5;IMMP1L;RCN1;DEPDC7;TRAF6;CRY2;CAT;ANKRD42;NDUFS3;FAR1;TSG101;ZNF195;PSMD13;MRPL17;LIN7C;SPTY2D1;NUP160;C4ORF33;COMMD9;C11ORF49;ZBED5;QSER1;TRIM44;PEX16;ZNF143;RIC3;KDM4D;SAAL1;SCLT1;NR1H3;GTF2H1;HPS5;ELP4;BTBD10;HIPK3;FANCF;UEVLD;ABTB2;EXT2;FAM160A2;PPFIBP2;PSMC3;CAPRIN1;MOB2;NUCB2;LGR4;C11ORF58",73
"3","H3K27ac CD4 Naive Primary Cells","84/9467",0.000166474503516867,0.0212532449489867,0,0,1.33427473828757,11.6090820420637,"CARS;MTCH2;CELF1;ARHGAP1;NAT10;ALKBH3;ZNF408;MDK;SMPD1;TRIM3;TRIM68;TCP11L1;ARFIP2;FBXO3;ACP2;METTL15;HTATIP2;FNBP4;CCDC34;HARBI1;SLC35C1;PRMT3;TALDO1;ZDHHC13;SLC39A13;ATG13;DGKZ;CKAP5;ARFGAP2;IMMP1L;RCN1;TRAF6;MADD;CAT;ANKRD42;NDUFS3;FAR1;NUP98;TOX;PXK;TSG101;ZNF195;PSMD13;CSTF3;CTR9;MRPL17;DNAJC24;LIN7C;SPTY2D1;PHF21A;NUP160;C4ORF33;COMMD9;C11ORF49;APBB1;ZBED5;QSER1;TRIM44;PEX16;ZNF143;KDM4D;API5;SAAL1;SCLT1;NR1H3;GTF2H1;HPS5;ELP4;BTBD10;HIPK3;FANCF;TTC17;UEVLD;ABTB2;EXT2;FAM160A2;EIF3M;PPFIBP2;PSMC3;MOB2;DCHS1;RBMX;NUCB2;C11ORF58",84
"4","H3K27ac H9","60/6048",0.000201524950582805,0.0192960140183036,0,0,1.49182480009548,12.6948283804912,"CARS;MTCH2;CELF1;ARHGAP1;NAT10;CHRDL1;RRP8;ALKBH3;ZNF408;MDK;TRIM3;TCP11L1;ARFIP2;ACP2;TEAD1;METTL15;FNBP4;HARBI1;PRMT3;SLC39A13;ATG13;ARFGAP2;IMMP1L;RCN1;MADD;ANKRD42;NDUFS3;NUP98;TSG101;ZNF195;CSTF3;CTR9;MRPL17;LIN7C;SPTY2D1;PHF21A;NUP160;C4ORF33;COMMD9;CHRNA10;ZBED5;TRIM44;TUB;ZNF143;RIC3;SCLT1;NR1H3;GTF2H1;HPS5;ELP4;HIPK3;FANCF;TTC17;ABTB2;EIF3M;PSMC3;CAPRIN1;RBMX;LGR4;C11ORF58",60
"5","H3K9ac Colon Smooth Muscle","54/5415",0.000480402445477912,0.036798827323608,0,0,1.49959385999625,11.4582262962799,"CARS;C11ORF74;MTCH2;CELF1;LDLRAD3;TRIM68;FBXO3;HTATIP2;CCDC34;HARBI1;PRMT3;ATG13;CKAP5;IMMP1L;DEPDC7;TRAF6;CAT;NDUFS3;FAR1;TOX;ZNF195;PSMD13;CTR9;LRP4;DNAJC24;AMBRA1;LIN7C;SPTY2D1;C4ORF33;STK33;C11ORF49;ZBED5;QSER1;TRIM44;PEX16;ZNF143;KDM4D;SAAL1;SCLT1;NR1H3;GTF2H1;HPS5;ELP4;BTBD10;HIPK3;FANCF;UEVLD;ABTB2;EXT2;FAM160A2;EIF3M;PSMC3;DCHS1;NUCB2",54
"6","H3K9ac H9","83/9682",0.000780518424414017,0.0498230927584281,0,0,1.2891141300887,9.22432346556109,"CARS;C11ORF74;MTCH2;CELF1;ARHGAP1;NAT10;LDLRAD3;CHRDL1;ALKBH3;ZNF408;TRIM68;TCP11L1;ARFIP2;FBXO3;TEAD1;METTL15;HTATIP2;FNBP4;USP47;CCDC34;HARBI1;PRMT3;TALDO1;ZDHHC13;SLC39A13;ATG13;CKAP5;DKK3;ARFGAP2;IMMP1L;RCN1;DEPDC7;TRAF6;CRY2;ANKRD42;NDUFS3;FAR1;NUP98;TOX;TSG101;ZNF195;PSMD13;CSTF3;CTR9;MRPL17;DNAJC24;AMBRA1;LIN7C;SPTY2D1;PHF21A;NUP160;C4ORF33;STK33;COMMD9;C11ORF49;CHRNA10;ZBED5;QSER1;TRIM44;PEX16;ZNF143;RIC3;KDM4D;API5;SCLT1;NR1H3;GTF2H1;HPS5;ELP4;BTBD10;HIPK3;FANCF;TTC17;UEVLD;ABTB2;FAM160A2;EIF3M;PSMC3;MOB2;DCHS1;RBMX;NUCB2;C11ORF58",83
"7","H3K27ac CD8 Memory Primary Cells","66/7225",0.000945172862720808,0.0517144580602957,0,0,1.37367640554674,9.56647854438597,"CARS;MTCH2;CELF1;ARHGAP1;ALKBH3;ZNF408;MDK;SMPD1;TRIM3;TCP11L1;ARFIP2;FBXO3;ACP2;TEAD1;HTATIP2;FNBP4;CCDC34;HARBI1;PRMT3;ZDHHC13;SLC39A13;CKAP5;ARFGAP2;IMMP1L;DEPDC7;TRAF6;MADD;CAT;NDUFS3;FAR1;PXK;TSG101;ZNF195;PSMD13;MRPL17;DNAJC24;LIN7C;SPTY2D1;NUP160;COMMD9;C11ORF49;APBB1;ZBED5;QSER1;TRIM44;PEX16;ZNF143;KDM4D;API5;SAAL1;NR1H3;GTF2H1;HPS5;ELP4;BTBD10;FANCF;TTC17;UEVLD;ABTB2;EXT2;FAM160A2;PPFIBP2;PSMC3;NUCB2;LGR4;C11ORF58",66
"8","H3K4me3 CD4+ CD25+ CD127- Treg Primary Cells","84/9893",0.000980948794073035,0.0469629235162465,0,0,1.27681986731714,8.84451883248979,"CARS;C11ORF74;MTCH2;CELF1;ARHGAP1;NAT10;RRP8;ALKBH3;ZNF408;MDK;SMPD1;TCP11L1;ARFIP2;FBXO3;ACP2;TEAD1;METTL15;HTATIP2;FNBP4;CCDC34;HARBI1;PRMT3;TALDO1;ZDHHC13;SLC39A13;ATG13;DGKZ;CKAP5;MAPK8IP1;IMMP1L;RCN1;DEPDC7;TRAF6;MADD;CRY2;CAT;ANKRD42;NDUFS3;FAR1;PXK;TSG101;ZNF195;PSMD13;CSTF3;CTR9;MRPL17;LRP4;DNAJC24;LIN7C;SPTY2D1;NUP160;C4ORF33;STK33;COMMD9;C11ORF49;APBB1;ZBED5;QSER1;TRIM44;ZNF143;RIC3;KDM4D;API5;SAAL1;NR1H3;GTF2H1;HPS5;ELP4;BTBD10;MT3;HIPK3;FANCF;TTC17;UEVLD;ABTB2;EXT2;FAM160A2;PPFIBP2;PSMC3;DCHS1;RBMX;NUCB2;LGR4;C11ORF58",84
"9","H3K4me3 Pancreatic Islets","77/8861",0.00108316347995325,0.0460946236468994,0,0,1.30673144886819,8.92219163628936,"CARS;C11ORF74;MTCH2;CELF1;ARHGAP1;NAT10;LDLRAD3;RRP8;ALKBH3;ZNF408;TRIM3;TRIM68;TCP11L1;ARFIP2;FBXO3;ACP2;TEAD1;FNBP4;USP47;CCDC34;HARBI1;PRMT3;TALDO1;ZDHHC13;SLC39A13;ATG13;CKAP5;ARFGAP2;RCN1;TRAF6;MADD;CRY2;CAT;ANKRD42;NDUFS3;FAR1;NUP98;FJX1;ZNF195;PSMD13;CSTF3;CTR9;MRPL17;DNAJC24;LIN7C;SPTY2D1;NUP160;C4ORF33;STK33;COMMD9;C11ORF49;APBB1;PEX16;ZNF143;RIC3;KDM4D;SAAL1;SCLT1;NR1H3;GTF2H1;HPS5;BTBD10;HIPK3;FANCF;TTC17;UEVLD;EXT2;FAM160A2;EIF3M;PPFIBP2;PSMC3;CAPRIN1;RBMX;NUCB2;LGR4;C11ORF58;MARK2P9",77
"10","H3K56ac H1","69/7742",0.00134383176368534,0.0514687565491487,0,0,1.34021439545648,8.86180612764769,"CARS;MTCH2;CELF1;ARHGAP1;NAT10;RRP8;ZNF408;MDK;TRIM3;TRIM68;TCP11L1;ARFIP2;ACP2;TEAD1;METTL15;FNBP4;USP47;CCDC34;HARBI1;PRMT3;TALDO1;SLC39A13;ATG13;CKAP5;DKK3;ARFGAP2;IMMP1L;RCN1;TRAF6;MADD;NDUFS3;FAR1;NUP98;TOX;NLGN3;TSG101;PSMD13;CSTF3;CTR9;MRPL17;LIN7C;PRDM11;PHF21A;NUP160;STK33;APBB1;ZBED5;QSER1;TRIM44;PEX16;ZNF143;KDM4D;NR1H3;GTF2H1;HPS5;ELP4;BTBD10;HIPK3;FANCF;TTC17;UEVLD;ABTB2;FAM160A2;EIF3M;PSMC3;CAPRIN1;RBMX;LGR4;C11ORF58",69
