"","SRP027383","SRP091303","GSE67333","GSE64810","GSE100297","GSE53697"
"AL132801.1",0.0810954365283927,0.211634668739824,0,0.0273469009337959,0.563151085364624,0.0106453861806348
"AL132821.1",0.871366493137252,1.0250856812974,3.40903290621083,0.739155051498491,1.51494618903917,1.20711428956626
"AL132822.1",0.124970149128123,0.169322029406398,0.910258474316126,1.48962857485589,1.57819682124969,0.514579130923301
"AL132875.2",0.0552843006872588,0.0845911294727523,0,0.602358394698428,0.0237323940421415,0.284492357530149
"AL133163.1",0.108959587909846,0.113078495150481,0,0.00570032539808265,0.0276688601061666,0.0135164716922454
"AL133163.3",0.651611948956533,0.586464809581606,2.67730535254834,1.58826991825214,1.49595978774744,1.48369555225476
"AL133166.1",0.0345630872393289,0.0764339646674759,1.40456711174537,0.249078156729748,0.00189318910687832,0.816663024087799
"AL133173.1",0.0557624140652878,0.0214359530001014,0,0,0,0
"AL133215.2",1.29419765842244,1.71783165913362,1.86956884512402,0.621944951451573,0.503628227093743,0.0936318034927874
"AL133215.3",0.988902720050451,0.75216567704349,2.5923308447095,1.24337262990812,1.93967292081169,1.24581268300431
"AL133216.1",0.0599833909683015,0.121885073514716,0.269558419338135,0.0637476184861033,0.0341210138059328,0.0792089321252823
"AL133216.2",0.953473473852252,0.870108545765297,0.871849343025434,0.790983008967154,1.08770291037452,0.489222556279558
"AL133232.1",0.0298623025355488,0.0920727212133889,0.0364248838592153,0.00829141032456291,0,0
"AL133245.1",0.231813318071108,0.691469877734757,1.64830950856562,0.153840840739289,1.50906178718257,0.814982892449957
"AL133247.2",0.0602755806087569,0.033186970371695,0,0,0,0
"AL133264.2",0.273570438100874,0.388573766235308,0.153941224428993,0.0427034913317142,0.303182680988104,0.0244114424904801
"AL133270.1",0.0333650088354736,0.0374985944459241,0.39938976651731,0,0,0
"AL133271.1",0.042572839366392,0.0642185992519557,0,0,0,0
"AL133299.1",0.215163510441169,0.342947581574402,0.545734238925713,0.735426838401616,0.892222873146717,0.475567953047349
"AL133304.2",0.791677137578404,0.470093252957817,2.71639588216028,0.5060407940208,1.51332198639009,2.38239023785914
"AL133304.3",0.140894594589859,0.158298492642429,1.05043107788674,0.0726884217054216,0.486189186275544,0.620138247992145
"AL133319.1",0.022029709384479,0.0216174353378151,0.663077948812092,0.054155305210671,0.083138748082862,0.227438199678666
"AL133325.1",0.450361945616465,0.0912904201525889,0.909123144668903,0.470657955366813,1.07301421910073,1.79735067883191
"AL133325.2",0.392283706591284,0.294074187294537,1.71619734732167,0.0707174849002064,0.65777919898048,0.301449924203008
"AL133325.3",3.21537202387735,2.93667504566157,3.04665340901834,3.60546552561299,4.69601894614366,2.67454231757917
"AL133338.1",2.78414059405273,2.87699493409472,3.39596810576497,3.01473599578577,2.10732937190509,1.63762877490139
"AL133338.2",0.699453919327194,0.393643843586488,0,0.122087785838257,0.351318254687588,0.26215060915329
"AL133342.1",0.0694803664571488,0.220659364257234,0.0691989503131742,0.078082011470117,0.0935010396540246,0.0492616399392561
"AL133346.1",0.0359182194647633,0.101210845162802,1.59249670089302,0.0407222429938599,0.197484129063083,0.783118622388899
"AL133351.3",0.056763516238854,0.187119261289946,0,0.0560710078439531,0.035431667238859,0.0156914258371552
"AL133351.4",0.0441793769088813,0,0,0.157554207023734,0,0.468830317581756
"AL133352.1",0.11145520473771,0.0812264200519596,0.884794773493951,0.121412677969307,0.350639633957301,0.695023882222566
"AL133353.1",0.773670645065181,0.767243039221422,2.48794309369599,0.455288751983467,1.03483210324424,0.904895052263466
"AL133355.1",2.65620154915301,2.4351128806832,1.91099060309181,2.9488355975781,2.83121692551024,1.59617179102194
"AL133367.1",3.02838636904259,2.71610168993886,2.74416928799167,2.63491638082607,3.21079115057646,1.50246085638548
"AL133371.1",0.210363945734121,0.146940265623219,0.23030863552487,0.0295022826635205,0.0369983838661826,0.0436855415486877
"AL133371.2",2.04107281191058,2.25586251484812,1.99906960968546,0.618266826634549,1.65772844977684,0.883292481945402
"AL133371.3",0.221022247568978,0.242180270085339,0.282059152223781,0.0604277302353538,0.122567940908746,0.0465891712121477
"AL133373.1",0.361972661734748,0.148087918094128,1.86603262383597,1.17789040126028,0,0.783981604860998
"AL133373.2",0.253412110593935,0.245679450790146,0.629096907970181,0.159717041819124,0.776908527942552,0.14313575419478
"AL133383.1",0.0562584643626562,0.175564507616187,0.116000560131319,0.00283724762132704,0,0.00806516425134441
"AL133384.2",0.0293604889315033,0.0947069001340802,0.243318261953475,0.0467954803737219,0.0775625549714267,0.27799414902056
"AL133387.1",0.405322574975456,0.212497121144944,3.64458379738727,1.43728440544569,0.644654830224263,1.8843557618749
"AL133387.3",0.0366047052959358,0.0713215981129962,0.474777389471869,0.156011301813819,0.392750355096437,0.517115156551702
"AL133396.2",0.294989924962105,0.365986619310897,0,0.495571877989565,0.293838980402808,0.126186727944998
"AL133406.3",1.48212088474663,1.75447673272034,2.04192323870846,3.2818450844032,1.08694813583737,1.38716677777368
"AL133410.1",0.665912365381214,0.905183178364802,2.86909681179703,1.60262261866483,1.51088824217471,1.582696796418
"AL133412.1",0.121317691939433,0.00950715328004863,0.0846505394176588,0.00332242963747855,0.0569252664551495,0.0107899541411996
"AL133417.1",0.103096002535253,0.163081071531494,0.717360790079228,0.131190888753433,0.0998130582847196,0.372294968925811
"AL133445.1",0.0412717248345442,0.0401687892120494,1.85880053867609,0.15027697464945,0.270636996863856,0.695149534094645
"AL133457.1",0.0155054142217845,0.0665113167966626,0,0,0.59250374955394,0.0117941469231762
"AL133465.1",1.41222553961887,1.21847485254035,0.191708191166715,0.154052536480306,0.546674211415733,0.0134200452748693
"AL133466.1",0.0659588717269753,0.0252281891992492,0,0.0592756601141269,0,0
"AL133467.1",0.586874625415715,0.639032192661207,1.44776923073425,0.420193070757563,0.691107970990058,0.420895786803876
"AL133481.2",0.25149721680586,0.0256206442032907,0,0.131846466095238,0.0326964568308078,0.102200843973925
"AL133481.3",0.208538159409386,0.0827690346919772,0,0.415063808672096,0.0361791884842008,0.189776167641886
"AL133516.1",0.175038383636829,0.203384115305109,2.67215499737,0.494473759210621,0.286865288622731,0.81156126909123
"AL133523.1",0.180734921568471,0.292008445940348,0.535727666354179,0.113028682296072,0.236500943937591,0.344030940557616
"AL133551.1",0.883888578668305,0.921831153162431,1.74973257142816,0.697269442713632,1.94627858248355,0.532936993989756
"AL135744.1",1.28050204499007,1.74457764893559,0.695518325532611,1.30149441289938,1.31086723690343,0.649918612408745
"AL135786.1",2.17088267538446,1.70206849545299,3.06898492549468,1.5805845152748,1.67687228150776,1.85136017918882
"AL135786.2",0.891185151300509,0.376420590239648,0.812126098142014,1.08881309361009,0.848200879827199,0.436452181721342
"AL135790.1",0.00755070282694995,0.201492411911041,0,0.00524125691417169,0.357590508197989,0.101670196355099
"AL135791.1",1.45214187929724,1.16702352217677,1.6011387337468,1.12606423426343,1.60658052165097,1.04205061240923
"AL135818.2",0.393330874748204,0.372439283695118,1.93498423354354,1.8816794272665,0.93544621220968,1.10684580265899
"AL135901.1",0.0428940267528363,0.0862952524127088,0,0.127846071577454,0.0396313597611946,0.136456352843249
"AL135902.1",0.0121832758670737,0.0904375507617537,0.0603729772549275,0.0102804573391875,0.0248176380653459,0.0107056474710208
"AL135908.1",0.00731117620070868,0.0726142816934804,0.0129174845827999,0.00213311793390385,0.000781506504940808,0.00940393865032419
"AL135923.2",0.0208201919963155,0.173253190771173,0,0.00621859929057682,0,0.146885911025628
"AL135924.1",0.152820870439943,0.0409085556184701,0.440026760255235,0,0,0.084414620230659
"AL135924.2",0.0291540908037783,0.136048726807179,1.18933814192037,0.276205671658146,1.21624240906818,0.697802746049004
"AL135925.1",4.26585407166851,4.18583420148169,2.93034650257638,2.91552396649958,2.85299914264007,1.87795144096395
"AL135929.1",0.0634088951433736,0.0322275056311967,0,0.000560020422839145,0.0217217903717386,0
"AL135929.2",0.065157538741692,0.041328120810379,0,0,0,0
"AL135999.3",0.846758547370187,0.721038390431005,1.33143493845619,1.5634978239882,0.428572079727638,0.931901896856893
"AL136038.1",0.0711620131330981,0.144414708927207,0.912382278454085,0.149697666631347,0.48505313209319,0.373665467147083
"AL136038.3",0.87326317357977,1.10218024139241,0.859387541781137,1.05902296531913,1.02277684016529,0.592304427368446
"AL136038.4",0.795009583268378,0.560572677932009,2.66599971464876,0.283107791863504,1.24406698611384,1.32148880239815
"AL136038.5",0.986943016361821,0.608009260133003,1.53759492360589,0.945053317038527,1.12719169586826,0.845510836273075
"AL136040.1",2.13060705234044,2.18710702156563,0.891694068376138,1.34524660496585,1.89107816581562,0.646987957542997
"AL136088.1",0.0518234769287256,0.149349495387971,0.369207140498039,0.0655323417573034,0.0950256140790371,0.167346537633921
"AL136097.2",0.0504572239770203,0.281399458891631,0.715785739174305,0.022570034975334,0.16177227444282,0.536710836411091
"AL136099.1",0.0334218946486172,0.0981540899805855,0.0231780157207128,0.0321385669087406,0.0261185071431022,0.0216416996978462
"AL136115.2",0.0208056200823398,0.135439354471747,0.468951380985916,0.0187532226031547,0.0553673904517604,0.102139215442042
"AL136115.3",0.0125972040236076,0.161217904203504,0.0300899370202597,0.00791409941476169,0.338167707701996,0.00843224595550708
"AL136116.3",2.59439562125745,2.96844215593659,3.24956711556297,2.78424864409325,2.22467255819038,2.52538739742644
"AL136126.1",1.28204886435121,1.05850392198266,1.49825883017991,0.856963146529908,1.87079592358735,0.205212948471332
"AL136139.1",0.0707274985649805,0.054344009242758,0,0.00712797514112082,0.359711850066336,0.784759712692028
"AL136140.1",0.162713979033045,0.149144884531474,0,0.012775248962105,0.0432188847362815,0
"AL136141.1",1.4892054131696,1.72110074532035,0.919853145585285,1.82243202051373,2.68800757850679,1.12852109290933
"AL136162.1",1.16299179268232,1.0768637834657,0.375230236552405,0.943356580110566,0.828658297051068,0.166977168213411
"AL136172.1",0.241548865500144,0.338659108130036,0.609400778626822,0.0547001347713962,0.254735034403245,0.234406899285182
"AL136295.1",1.70201454652272,1.8650650960539,1.82522057164087,1.49904865844726,2.05412870961703,1.01178400630243
"AL136295.3",0.376155053265545,0.355865437006402,0.719293008052715,0.486728345412818,0.645244681798208,0.320864230074212
"AL136295.5",0.212507931219646,0.273976526467785,0.242262301076618,0.138163490712012,0.360637723515465,0.0719347497324238
"AL136298.2",0.0547618253742788,0.031585212400391,1.40813598346582,0.0107159774732856,0,0.462604247473067
"AL136298.3",0.573504817373872,0.337504783899899,0,0.0936194227517833,0.133834273801937,0.605256828297748
"AL136301.1",0.226381855743111,0.286978279845628,0,0.164868586011029,0.324935205786382,0.158569600594781
"AL136304.1",1.11279231402291,1.47332036015603,1.71687286683653,1.76424057481615,1.96767189988941,0.861609086330859
"AL136307.1",0.0533170657049886,0.111708143107473,1.48493172902874,0.130544516998638,0.25417480587842,0.762855281091524
"AL136309.1",0.219428379114869,0.137205097626775,2.05852112866568,0.0142667465491078,0.0813559870907662,0.929473755926199
"AL136309.3",0.118133160376083,0.1292560863129,1.79227606100329,0.0573423962725249,0.111092270413198,0.822151087019959
"AL136317.2",0.780099839562565,0.660533244366411,2.48952660078157,1.71299909532654,0.740165062013217,2.72943103859007
"AL136317.3",0.251902845576589,0.220221782213878,0.232896712843533,0.766403263248929,0,1.14336089192809
"AL136359.1",0.0446792477083093,0.14176314953431,0.233776771608846,0.196443744381372,0.0845397430795891,0.0464668362807227
"AL136361.1",0.0132643492897053,0.0945737125203022,0,0.00303488346642149,0,0.0241236432533
"AL136363.1",0,0.240871805271329,0,0,0.169333593010404,0.0552473990493317
"AL136368.1",0.456370312368824,0.47159146826716,0,0.0586330083840068,0.155269816431253,0.0174368450778289
"AL136372.1",0.0480311757054213,0.192631401888979,0,0,0,0
"AL136373.1",0.196354898357579,0.181533382989361,0.572373943733518,0.943175945601071,1.01222765733428,0.324074936005147
"AL136379.1",0.18163579295233,0.172423857671918,3.13397766495815,0.171371422425844,0.455970675187078,1.28732188897577
"AL136380.1",1.38101429500672,2.53094960984972,2.15197958021788,2.64562878986811,2.52953968651788,2.16300489574888
"AL136382.1",0.0573278872321678,0.149807473739597,1.2425228275106,0.274829151251204,0.378701133139845,0.754353853897255
"AL136418.1",0.0732563440792435,0.187835710493989,0.0762577472884595,0.0471972393188779,0.128805291117878,0.0508453721514466
"AL136452.1",0.202997511774831,0.222163896730071,3.83181751437488,0.178248235318991,0.123501166915179,2.6117425191253
"AL136455.1",0.121143513028702,0.034321710001238,0,0.00211761807728273,0,0
"AL136460.1",0.044456120763779,0.133342994876678,1.31660104345496,0.0609390231899198,0.304395707663897,0.959913359173593
"AL136529.1",0.0152290340836244,0.113461138665387,0,0.0048785038909716,0.00128988835535555,0.000278167086457824
"AL136961.1",0.0165364233197459,0.115024714489543,0.062235224942321,0.00154466585783502,0,0.00521244158190424
"AL136964.1",1.67416939068982,1.06113860094165,3.15819107910871,2.61966313576157,1.08257375878731,1.56178992455977
"AL136968.1",0.423830861085952,0.498296936978511,1.75838247259618,0.745613269615771,0.43316630962723,1.54037726876473
"AL136968.2",0.0726253900639954,0.0666227864954876,0.562199163300192,0.0437792332520388,0.726365588613134,1.45076004877459
"AL136982.5",0.097877916051313,0.0605870551076403,0,0,0.144443883758719,0
"AL136985.3",0.21652480626641,0.288012072774149,1.97874136901386,0.27514354578852,0.160122364620062,0.888288414583992
"AL137000.1",0.13525006767371,0.108622341947652,1.395324786757,0.0850576347226146,0.271849551493505,0.404853337474734
"AL137002.2",1.26291428716682,1.29564535765533,1.71228287808768,1.27410255844822,1.49324972249961,0.64332367984718
"AL137003.1",2.45678061668519,2.61711147495901,2.31490051473017,2.27402321481729,2.07340897182767,1.67254265718278
"AL137003.2",3.74661225403446,3.54216740647042,2.20023505299906,4.72815192946874,2.93038344323757,2.58739432983621
"AL137005.1",0.0202463811885924,0.0877044491168808,0.067292169178863,0.00334489878623945,0.00420711859473534,0.0116996010053382
"AL137013.1",1.53245163056694,1.72029452270283,1.50363351637773,2.49989967317084,2.02241266064522,1.81356301538947
"AL137014.1",0.0740273144826486,0.0515762011798987,0,0,0.0111009215464705,0
"AL137022.1",0.0890498706732112,0,0,0.00756447067420629,0,0.079575171400025
"AL137025.1",0.678152697855398,0.53475236060016,1.9673734328714,0.785634022575055,1.99054154481101,1.49397415679637
"AL137026.1",0.0875745201937082,0.196283189926316,0.269129521122721,0.31152870481882,0.327050493354857,0.0841801767110614
"AL137027.1",0.0338740789168022,0.137511108302316,0.466379009068858,0.0480885462245357,0.0307834328785075,0.0681283910951921
"AL137028.1",0.404937896727014,0.206302321649113,3.10715892577028,1.09815346295425,0.295403425575843,1.56390998118896
"AL137074.1",0.072129428815931,0.343767613417482,0.401816388826984,0.0409618596101518,0.368846237442417,0.203414901659603
"AL137077.2",2.37332966750819,2.36110581024478,3.72725559577364,3.53700453467886,2.64256561794358,1.82240977100787
"AL137127.1",0.561641359502309,0.726130551379296,1.63080071262537,0.999181640138763,0.562529463034688,0.754778866076014
"AL137141.1",2.39097471080319,1.92922603797876,3.87587347138393,3.84155079203862,3.94764334940376,3.16992276435362
"AL137145.1",1.32723971669573,1.29991487501897,2.59537494748522,0.73363400133904,2.15762588517882,2.00958914538015
"AL137145.2",0.488154829718941,0.603895963883831,1.43568372840255,0.229782759712607,1.21936411816576,0.995482746080025
"AL137159.1",1.49053988255968,1.37074352059817,1.19172793237615,2.5049470493521,1.10253423969367,1.62625276008379
"AL137186.2",0.195257689708899,0.341505841398161,0.537734769616771,0.118710484038998,0.490996138757289,0.144767609799902
"AL137190.1",0.0466955123180262,0,0,0,0,0.0543159509617012
"AL137224.1",0.0112200180728562,0.0880649282311207,0.0282491772961661,0.00406751969964074,0.00309954466308414,0.0058938558733043
"AL137246.2",0.18997827155874,0.340609338843422,1.74597784704252,2.30358961270707,0.636200868723623,0.732606203699584
"AL137247.1",0.458336752171592,0.378363123005367,2.37744181634037,1.00286362660163,1.62129545653109,1.55085021832689
"AL137783.1",0.0993595288163515,0.310785882857339,0.346066963142327,0.361808606601436,1.42673179771491,0.233570417947899
"AL137784.1",2.62961719929842,2.26656795441497,1.2168031542087,1.09134918367065,1.54725789141276,0.718654690619392
"AL137784.3",1.37737830746443,1.44259420736338,0.253998879087389,0.513005073010232,0.715884483212663,0.239573556525629
"AL137785.1",0.0575981655728516,0.130555681582173,0.228334029195078,0.18661056642594,0.124262072204529,0.0963319610023909
"AL137786.1",0.832950093473646,0.809832908828431,2.42655990584072,3.51093775732658,2.64896456573507,1.77618425471932
"AL137792.1",0.263843236261502,0.0657559830893381,1.16357060996734,0.0398732991551837,0.160011829170382,0.241881344397903
"AL137792.2",0.0395004670204658,0.149628585552018,0.817178084063595,0.0486920836371089,0.501592545718369,0.0791819564153791
"AL137793.1",0.245142612698729,0.116003304786706,1.05859206134715,0.236690952351501,0.655052473136974,0.363056578823716
"AL137796.1",0.738145255706307,0.469246888441788,2.59087580859239,0.620550505306256,0.965406359850541,0.935720615573003
"AL137798.1",0.495879070456864,0.723891182202856,0.607130677126997,0.489270124399588,1.11334990901823,1.03492317996611
"AL137802.1",0.55170556537542,0.502085528801632,0.443796834058735,0.349013012435111,0.215012732305999,0.0869217965512784
"AL137802.2",4.03472229692492,4.19560344420375,3.06947640801955,3.21161576936707,2.89390920710696,1.94935816037695
"AL137843.1",0.0407342644867341,0,0,0,0,0.0288165133528241
"AL137845.1",0.0441683310803988,0.191083253800571,0.292253662335811,0.0144106655543528,1.73954291799533,0.157006204512319
"AL137845.2",0.596358596356552,0.639064096242193,0.433444265716091,0.0172938823707027,0.268559566510495,0.158380000880489
"AL137847.3",0.0128564080366938,0.267007387503722,0,0,0,0
"AL137918.1",0.704162469925337,0.742511176404754,1.27865012577036,1.27619348095491,1.29480901750455,0.838871139960558
"AL138688.2",0.348771095451017,0.5146112416566,2.49569232549052,1.82660796195841,0.787837837952286,1.45265165965405
"AL138690.1",0.29019478845184,0.172519547613241,0.545096851824464,2.24549534022295,0.610200337967412,1.33123155650135
"AL138694.1",0.0358521096853096,0.137689475282578,0.435818822597654,0.0955564258710878,0.0432511246214609,0.356233663214686
"AL138720.1",0.0155938563560891,0.133944489526296,0.014952541114092,0.00320769914617727,0.0257332506241934,0.00558477794919051
"AL138724.1",1.51870188329697,1.84494699864583,0.953200156241519,0.943924565775015,0.63050590469436,0.398679325958492
"AL138725.1",0.0571971132607671,0.112278226976334,0.227369626220639,0.0120437711713006,0,0.38175272504003
"AL138726.1",0.0165821799206948,0.0195455995278257,0,0,0,0
"AL138729.1",0.0216313311805937,0.0867228780368402,0.0345393760229053,0.0247499320213998,0.0954808312808482,0.0209448716805855
"AL138733.1",0.0447266257931656,0.156726308538161,0.199527622530172,0.0915287639336492,0.11321013822033,0.123796431079098
"AL138749.1",0.0980246376176338,0.0794531192464566,0.0652252855544718,0.00345136624160574,0.185885230582337,0.0724480941237572
"AL138756.1",2.51481716431624,2.57256730292529,3.67618827482859,3.08709624198823,1.69662256811058,2.32202895989841
"AL138760.1",1.06860018367431,0.988097531625475,2.51267527574667,1.2044652348947,1.39091192157752,1.66204707612972
"AL138762.1",1.48554039502311,1.38524975993179,0.210662202033422,1.7573291249509,1.3421659109128,0.955898321967248
"AL138781.1",1.33593328631236,1.5456136284567,0.296036101133638,1.12344726415152,1.42141186516326,0.335600299556982
"AL138781.2",1.65734808215322,1.62838051558588,1.21635748806305,0.89929855157919,1.48644306161481,0.386349527196281
"AL138787.1",0.397625820836571,0.573026286667393,0.605200004248644,0.246506263408037,0.788834022272101,0.111347204388671
"AL138820.1",0.374944763474789,0.416086748885592,1.56944054391047,1.20418603389557,0.686748335482996,1.94569006138324
"AL138825.1",0.00443530115493077,0.0297070648308996,0,0.0473462272239809,0,0.489494487380828
"AL138827.1",0.0325863076804372,0.0451864886426939,0,0.173707254765202,0,0.29368422610457
"AL138831.1",0.934799541034226,1.03290755252563,1.29970292082069,0.722166839965845,0.872782737407376,0.703462621019719
"AL138831.2",0.214016835802863,0.249761960512026,0,0.0980378339296946,0.0975093260538528,0.171335785075713
"AL138831.3",1.75444737390174,1.87633371426751,1.98557575331639,2.56701789928311,2.98956340298969,1.62010756124178
"AL138878.1",0.115033526918543,0.26492744789233,0,0.00636051057823525,0,0
"AL138878.2",0.0938620423615072,0.0831121406994081,0,0.0010663664193581,0,0
"AL138881.1",0.339489241673721,0.277777198754173,1.45766688431203,0.610314554053239,2.00332573281856,1.51327200849824
"AL138889.1",0.107505289882252,0.132386191339169,0.852918521544181,0.092507773261045,0.590357708496959,0.282488684260638
"AL138895.1",0.366935822986128,0.443191083406702,1.46932180785938,0.110064661858868,0.799077671450033,0.265481192952367
"AL138899.1",0.0301792579003251,0.137434831975424,0.00911485094138622,0.00490371948232638,0.803926607100211,0.0118137124881867
"AL138899.2",0.142364959886787,0.322340046035917,0,0.00647731462333371,0.347724609117194,0.0749545440051708
"AL138900.1",0.0163500460966139,0.121231629564985,0,0.00130401317644238,0.0283607350668524,0
"AL138900.2",0.0648396547933021,0.0974052034348888,0,0,0,0
"AL138900.3",0.0355770005741288,0.124916399793808,0.0686399947399235,0.00789639053414242,0.0260666559335724,0
"AL138902.1",0.255118357060482,0.240838930453246,0.213161450343974,0.0327512450599563,0.251621239400808,0.0578488298817299
"AL138921.1",0.266396854156585,0.254419468355491,1.47272068444255,0.198875999464995,0.804525664967586,0.680365497847041
"AL138930.1",0.35813222435735,0.498655593563966,0.0940518827233888,0.0336120408023538,0.0630549497431292,0.0144642919857116
"AL138960.1",3.07531356406478,2.65578149336596,2.22018102478522,3.57386122681248,3.15413728977119,1.75154993537835
"AL138966.1",0.128324452623361,0.0518980175533571,0,0,0,0
"AL138966.2",0.295406415658309,0.445544832306562,0.182155124110565,0.171589299188446,0.513323322004841,0.153317641130001
"AL138976.1",0.0066739046158977,0.228098390970217,0,0,0,0
"AL138976.2",4.43287584031,4.36529679483141,1.77901415790595,4.69424982129824,2.59525256864396,2.75918994889346
"AL138995.1",1.46556922127327,0.955837403473405,0,1.23903873758536,1.8471342566133,0.262893672002874
"AL139005.1",0.285236781132978,0.333813249634453,0.232455689326087,0.504590390260334,0.729384084780921,0.267121530500642
"AL139008.1",0.037764034432852,0.0800423369738004,1.79128702719182,0.240867657044786,1.00855626638534,1.51487272079247
"AL139008.2",0.0288960609934097,0.209426445687887,0.408822316981867,0.207199799013373,0.197477301546298,0.19470430924074
"AL139010.1",0.0196268240639266,0.158928940842419,0.0234049543178518,0.000806388191907752,0.00867774725286167,0
"AL139011.2",0.411741222305753,0.418366884885156,0.992666900082475,0.524427205925724,0.661744873878958,0.422377012915704
"AL139020.1",0.0115264883427824,0.0716261474474572,0,0.00282083884138595,0.0751486844759633,0
"AL139021.2",0.103965911171979,0.214990858865546,0.852165436300699,0.135123371295117,0.345642064685521,0.424814259327627
"AL139082.1",0.277332710934197,0.378288704763063,1.29889408845427,0.33337223341281,0.395687695806399,0.490035425893922
"AL139089.1",3.3233372487454,3.0573862238015,1.52576420962524,3.40431163727836,2.35518519300883,1.81594964797748
"AL139094.1",1.14598971706364,1.14362875362178,1.61276914087693,1.75811298373368,0.944550220935933,1.26362136735099
"AL139100.1",0.241505435911446,0.246655723841202,0.182862078728221,0.0335925179629776,0.428823759228159,0.21168678946869
"AL139125.1",0.404813857262796,0.47579792266763,0.192384196978374,0.0637006173723683,0.31047165943464,0.25127321054839
"AL139125.2",2.94223110616263,3.34025463845688,1.45441780519047,1.15319376976123,1.85884521827862,0.464599444257901
"AL139130.1",0.350070285287648,0.490308564312645,0.514118858856374,0.122276358022172,0.702280411703148,0.343787837252889
"AL139142.1",0.653513063365935,0.742026173052372,1.05955583280963,0.715765835720726,1.07889314203779,0.360699339593882
"AL139148.1",0.0945500809213649,0,0,0.00375397490706298,0,0
"AL139158.2",0.101192944085472,0.230347007143141,2.18503791439218,0.283897795470611,0.388428360018355,0.714570203292998
"AL139158.3",0.0922670583438298,0.154576251253226,0.79707696766559,0.115797900028922,0.267273749987508,0.1118847334715
"AL139161.1",0.632986020967517,1.2262484459679,1.15065957345283,0.146213308089472,0.628483209839091,0.224733331374006
"AL139161.2",0.10894331254717,0.229843147325451,0.850197952454161,0.0114940642217045,0.397292262151479,0.0954328137005983
"AL139220.2",0.397570862557392,0.558053135337269,0.492692722280021,0.251077278686367,0.600451666900849,0.164967576298965
"AL139231.1",0.806008827011427,0.79052256566793,0.0828163763151741,0.00587450961210692,0.0139770377088775,0.00692986436105561
"AL139237.2",0.0214952596630205,0.151499210494609,0.0354057475689653,0.0408056237052833,0.127602995212954,0.0768160282560378
"AL139246.3",0.322101690170901,0.423649085864796,1.52777669744534,0.513185456207173,0.666722648660523,0.692656299082638
"AL139246.5",0.657845435966569,0.470742503596584,1.75336447457998,1.68244390395276,1.05181994065408,0.899852503997589
"AL139247.1",0.121875601176738,0.0746485084902953,0,0,0,0
"AL139260.1",0.138064990892027,0.142691637398313,0.544813242371744,0.23306286636254,0.566170542258889,0.379064457055473
"AL139274.2",1.03342494923394,0.857418572091698,0.910119454058235,0.284673146808539,0.853370813913074,1.22054976078407
"AL139276.1",0.0934223411673368,0.0888380167434948,0,0,0.0667860880914782,0
"AL139280.1",0.120967274163672,0.122199339962983,0.240498238403657,1.30712934624744,0.798490183302354,0.780260813969943
"AL139288.1",0.683480704553481,0.81330534233483,1.33679428459075,0.879867071194645,1.68947585767054,0.582952934771734
"AL139289.2",0.5435279553066,0.985040073858155,0.987122255349239,0.726804413460307,1.85713473802344,0.482616271961275
"AL139300.2",0.134417390339347,0.236150015927337,0.81556510696042,0.154898909466546,0.403993948090487,0.429136995718837
"AL139316.1",0.0817944255409177,0.0717821268253523,0.421258679021961,0.0687682191401006,1.56008799242096,0.141917121235569
"AL139317.1",0.079398048210788,0.296542907469263,0.842996058397075,0.127933725125616,1.19868767813762,0.380527571419572
"AL139327.1",0.160887057356149,0.104359336443664,0,0.00847680532804573,0.0147216620717419,0.0338024123472462
"AL139327.2",0.0298070834093662,0.164633511983375,1.17857722217502,0.223333754652412,0,1.33421144679232
"AL139327.3",0.0720527677684764,0.015065042174981,0,0,0,0
"AL139327.4",0.22408422529779,0.0438675673444274,0,0,0,0
"AL139351.1",0.382442369868122,0.386373289938537,0,0.423637032804741,0.152293212346349,0.0486588697955955
"AL139352.1",0.0870855563106127,0.160967887896135,1.55171063111202,0.306939341109991,0.677378073533839,0.757148743183823
"AL139354.1",0.0374711409516967,0.213859676119873,0.204860919002573,0.0290184180628904,0.0919716610010456,0.0979419815655619
"AL139383.1",0.0696474714697232,0.161716147460277,0.742780197404117,0.131594001672629,0.304259620495584,0.367654988525812
"AL139384.1",2.09887105526316,1.98806547611027,1.00977772391444,1.33241382211338,1.63048110853836,0.537100430690738
"AL139384.2",1.42646321318041,1.34991128527799,2.8292936583627,2.59143309215961,2.16480669557001,1.46227896907854
"AL139385.1",0.406364060626121,0.567121940004062,0.63158078532779,0.397837577651639,1.56642142605617,0.111418656762572
"AL139390.1",0.0247888198394168,0.207333351279043,0,0.00948737034007859,0.290478274731564,0.00612700032871688
"AL139393.1",0.135635564522108,0.155279596455018,1.54335820165701,0.235045304515392,0.253858957719886,1.18464235157351
"AL139393.2",5.01157086713888,5.1432377525458,2.09985022073937,3.80476880274322,2.58641408781609,1.81814202429608
"AL139397.2",0.110890255769211,0.282026569436756,0.951479975956677,0.163377505128166,0.172757226085611,0.150061942347718
"AL139398.1",0.528176247369848,0.909900420039679,0.480316587649135,0.333878990558021,0.690569419954209,0.210150814696211
"AL139412.1",0.676460382244245,0.974716856024989,0.792433657001763,0.303161835145897,0.876278445008893,0.347674078088171
"AL139413.1",0.301265753173908,0.220439696832275,0,0.0379039153981426,0.139182956499376,0
"AL139415.1",0.0708921571693884,0.0474656412011295,0.225009754635272,0.103425680435533,0.496244656529116,0.082378854531132
