"","F","M"
"ABCB1",0.826804538284183,0.826804538284184
"ABCB10",1.903665187355,1.903665187355
"ABCB10P1",0.140175908758181,0.140175908758181
"ABCB11",0.0618972166758583,0.0618972166758583
"ABCB4",0.478467447856261,0.47846744785626
"ABCB5",0.0507544054717662,0.0507544054717662
"ABCB7",1.38711733359117,1.38711733359117
"ABCB8",3.97634743178903,3.97634743178903
"ABCB9",1.38692510703918,1.38692510703918
"ABCC1",1.11929740100192,1.11929740100192
"ABCC10",3.01233442910869,3.01233442910869
"ABCC11",0.186312296086874,0.186312296086874
"ABCC12",0.21872574647048,0.21872574647048
"ABCC3",1.48020240475669,1.48020240475669
"ABCC4",0.62135892571134,0.621358925711339
"ABCC5",2.7375629699083,2.73756296990829
"ABCC6",0.34177593846072,0.34177593846072
"ABCC6P1",0.333102023193799,0.333102023193799
"ABCC6P2",0.580577677786336,0.580577677786336
"ABCC8",1.6235876867658,1.6235876867658
"ABCC9",0.96348905007319,0.963489050073191
"ABCD1",1.46406017740647,1.46406017740647
"ABCD2",1.0386629071846,1.0386629071846
"ABCD3",2.47548648037303,2.47548648037303
"ABCD4",3.71504897317044,3.71504897317044
"ABCE1",1.49745015302,1.49745015302
"ABCF1",4.39670729621704,4.39670729621703
"ABCF2",4.60646885450697,4.60646885450697
"ABCF2P1",0.250200700259266,0.250200700259266
"ABCF3",5.56377192247151,5.56377192247151
"ABCG1",1.8436877288799,1.8436877288799
"ABCG2",1.53164050512835,1.53164050512835
"ABCG4",1.50199201398157,1.50199201398157
"ABCG5",0.272363794737227,0.272363794737227
"ABHD1",1.43044043883343,1.43044043883343
"ABHD10",4.18091820127733,4.18091820127734
"ABHD11",5.16405729683731,5.16405729683731
"ABHD11-AS1",0.398691992714465,0.398691992714465
"ABHD12",2.91360105643538,2.91360105643538
"ABHD13",3.15930765732584,3.15930765732584
"ABHD17A",6.07986523454596,6.07986523454595
"ABHD17AP4",0.12997905700791,0.129979057007911
"ABHD17AP6",0.073506889359915,0.073506889359915
"ABHD17B",2.29651977757179,2.29651977757179
"ABHD17C",1.70836874282348,1.70836874282348
"ABHD18",1.20982003043969,1.20982003043969
"ABHD2",3.35114536021706,3.35114536021706
"ABHD3",1.63262390110172,1.63262390110172
"ABHD4",4.65405215500834,4.65405215500834
"ABHD5",2.65357014876121,2.65357014876121
"ABHD6",2.42123204063082,2.42123204063082
"ABHD8",1.71001771043916,1.71001771043916
"ABI1",2.7100773913331,2.71007739133309
"ABI2",0.682701476297357,0.682701476297357
"ABI3",2.63661649372044,2.63661649372044
"ABI3BP",0.872390766607843,0.872390766607843
"ABL1",2.57596142208005,2.57596142208005
"ABL2",1.93967863569315,1.93967863569315
"ABLIM1",2.64285080960448,2.64285080960448
"ABLIM2",0.801200948777846,0.801200948777847
"ABO",0.494976031800044,0.494976031800044
"ABR",3.17371239923263,3.17371239923263
"ABRA",0.261076296695803,0.261076296695803
"ABRACL",2.15713629638675,2.15713629638675
"ABRAXAS1",0.381949040231001,0.381949040231001
"ABRAXAS2",2.25888468700311,2.25888468700311
"ABT1",4.90585503119262,4.90585503119262
"ABTB1",4.63804456635592,4.63804456635592
"ABTB2",0.796210280500216,0.796210280500216
"AC000036.1",0.0960965988633295,0.0960965988633295
"AC000058.1",0.116710087163798,0.116710087163798
"AC000067.1",0.525807990189269,0.525807990189269
"AC000068.1",1.38282623864131,1.38282623864131
"AC000077.1",0.0596743619695494,0.0596743619695494
"AC000403.1",1.34359325589456,1.34359325589456
"AC002056.1",0.199315136086781,0.199315136086781
"AC002064.1",0.242439464043065,0.242439464043065
"AC002069.1",0.13877567227281,0.13877567227281
"AC002069.2",0.0409383172757835,0.0409383172757835
"AC002074.1",0.0745322174023902,0.0745322174023902
"AC002076.2",0.321992453711058,0.321992453711058
"AC002091.1",0.674466011869802,0.674466011869802
"AC002091.2",0.857114290420832,0.857114290420831
"AC002115.1",0.0463875788438845,0.0463875788438844
"AC002116.2",0.615534034985355,0.615534034985355
"AC002127.2",0.103598869021481,0.103598869021481
"AC002310.2",0.500495851979537,0.500495851979537
"AC002310.4",1.52056430928661,1.52056430928661
"AC002310.5",0.820301945038627,0.820301945038627
"AC002347.1",0.350832465717819,0.350832465717819
"AC002375.1",0.0290960512228703,0.0290960512228703
"AC002378.1",0.0297612733681996,0.0297612733681997
"AC002383.1",0.0361731158622405,0.0361731158622405
"AC002384.1",0.0990279656349047,0.0990279656349047
"AC002386.1",0.0255480406301924,0.0255480406301925
"AC002401.4",0.723051682788958,0.723051682788958
"AC002428.1",0.141309444021807,0.141309444021807
"AC002428.2",0.908981404827018,0.908981404827018
"AC002451.1",0.488811678225624,0.488811678225623
"AC002451.2",0.0472806646564764,0.0472806646564765
"AC002454.1",0.0901334686434678,0.0901334686434677
"AC002460.1",0.0315829548320029,0.0315829548320029
"AC002467.1",2.86079352166302,2.86079352166302
"AC002472.1",0.112628642756667,0.112628642756667
"AC002486.2",0.0405498932164703,0.0405498932164703
"AC002504.1",0.288642396135571,0.288642396135571
"AC002511.1",0.200834102568555,0.200834102568555
"AC002511.2",0.334354870847406,0.334354870847406
"AC002519.2",0.446568119667328,0.446568119667328
"AC002524.1",5.601828815929,5.601828815929
"AC002540.1",0.195030247023334,0.195030247023334
"AC002984.1",0.381585334835213,0.381585334835213
"AC002996.1",0.0738981831981929,0.0738981831981929
"AC003002.2",1.1074800479054,1.10748004790541
"AC003005.2",0.695045974698551,0.69504597469855
"AC003006.1",0.0858994265345329,0.085899426534533
"AC003035.1",0.253209862548918,0.253209862548918
"AC003035.2",0.184333775777511,0.184333775777511
"AC003043.1",0.0552246755546108,0.0552246755546109
"AC003043.2",0.0624295134475513,0.0624295134475513
"AC003070.2",0.112585195545577,0.112585195545577
"AC003084.1",0.0704732316376716,0.0704732316376717
"AC003087.1",0.028262398823268,0.028262398823268
"AC003092.1",0.0542326850207555,0.0542326850207555
"AC003092.2",0.0626200837737785,0.0626200837737785
"AC003101.1",0.143580132874731,0.143580132874731
"AC003101.2",0.408570136369177,0.408570136369177
"AC003102.1",3.10868866816882,3.10868866816882
"AC003682.1",0.469239381524318,0.469239381524318
"AC003684.1",0.0928235484554976,0.0928235484554977
"AC003685.1",0.0241928599535932,0.0241928599535932
"AC003685.2",0.357163243945902,0.357163243945901
"AC003686.1",0.0718523055006043,0.0718523055006044
"AC003965.1",0.852947721735842,0.852947721735842
"AC003973.2",0.0351205850153644,0.0351205850153644
"AC003982.1",0.036637117240899,0.036637117240899
"AC003985.2",0.166122766864923,0.166122766864923
"AC003986.1",0.132650331731889,0.132650331731889
"AC003986.3",0.445407357970383,0.445407357970382
"AC004006.1",0.302662141553791,0.302662141553791
"AC004009.2",0.030140345726787,0.030140345726787
"AC004012.1",0.18578979135871,0.18578979135871
"AC004014.2",0.117330807447646,0.117330807447646
"AC004022.1",0.159742726032206,0.159742726032206
"AC004022.2",0.0916088901342449,0.0916088901342448
"AC004023.1",0.502455751375154,0.502455751375153
"AC004052.1",0.0390333673117125,0.0390333673117125
"AC004066.1",0.0994734742371991,0.0994734742371991
"AC004066.2",0.0746657763976526,0.0746657763976526
"AC004069.1",0.845038603373147,0.845038603373148
"AC004076.1",1.34474028663436,1.34474028663436
"AC004080.1",0.306904492898207,0.306904492898207
"AC004080.2",0.164032644665588,0.164032644665587
"AC004080.4",0.119925481776316,0.119925481776316
"AC004112.1",1.5480648632608,1.5480648632608
"AC004130.1",1.62349119641564,1.62349119641564
"AC004148.1",0.0616404075802589,0.0616404075802589
"AC004149.1",0.0542391603552992,0.0542391603552993
"AC004156.1",0.527000730314545,0.527000730314545
"AC004160.1",0.0670966828375369,0.067096682837537
"AC004221.1",1.98164177041268,1.98164177041268
"AC004231.1",0.0246871403229808,0.0246871403229808
"AC004231.3",0.114542115750703,0.114542115750703
"AC004233.1",0.493406667086848,0.493406667086848
"AC004233.2",0.315123300982839,0.315123300982838
"AC004233.3",2.77794868458235,2.77794868458235
"AC004233.4",0.788330521387855,0.788330521387855
"AC004257.1",0.291674850946964,0.291674850946964
"AC004264.2",1.05250512614397,1.05250512614397
"AC004383.1",1.6511160511582,1.6511160511582
"AC004386.1",0.046952014622966,0.046952014622966
"AC004386.2",0.0249875348526201,0.02498753485262
"AC004408.1",0.0527117106778833,0.0527117106778833
"AC004408.2",0.0851282453779921,0.0851282453779921
"AC004448.2",0.339472652584678,0.339472652584678
"AC004449.1",1.61627214329367,1.61627214329367
"AC004453.2",1.43627035460991,1.43627035460991
"AC004471.1",0.554677000440839,0.554677000440839
"AC004471.2",0.287419846198215,0.287419846198215
"AC004477.1",1.5311750414662,1.5311750414662
"AC004477.3",2.60183290231712,2.60183290231712
"AC004486.1",0.142078531754912,0.142078531754912
"AC004522.1",0.237227229763202,0.237227229763202
"AC004522.2",0.294700414591022,0.294700414591022
"AC004528.1",0.0297173255753063,0.0297173255753063
"AC004540.1",0.624498006728962,0.624498006728962
"AC004540.2",1.48719373283798,1.48719373283798
"AC004543.1",0.114076850031657,0.114076850031657
"AC004551.1",0.265315128218193,0.265315128218193
"AC004552.1",0.413481274155171,0.413481274155171
"AC004556.1",0.825471469268757,0.825471469268756
"AC004585.1",0.0991427125983242,0.0991427125983243
"AC004590.1",0.580357753014645,0.580357753014644
"AC004656.1",4.93862115541411,4.93862115541411
"AC004674.2",0.0407285710211931,0.0407285710211931
"AC004690.2",0.334891458399905,0.334891458399905
"AC004704.1",0.014971702637235,0.014971702637235
"AC004771.3",2.52400043354127,2.52400043354127
"AC004775.1",0.218307100886419,0.21830710088642
"AC004797.1",0.0621375369317289,0.0621375369317289
"AC004801.6",1.18887894998833,1.18887894998833
"AC004801.7",0.0431491991724554,0.0431491991724555
"AC004805.1",0.0719351868101005,0.0719351868101006
"AC004812.2",3.9087499719825,3.9087499719825
"AC004816.1",1.36333171894022,1.36333171894022
"AC004816.2",0.323073118557578,0.323073118557579
"AC004817.1",0.342611042024781,0.342611042024782
"AC004817.2",0.141024042589558,0.141024042589558
"AC004817.3",0.214705451353047,0.214705451353047
"AC004817.4",0.819793745294393,0.819793745294393
"AC004825.2",2.85194329861797,2.85194329861797
"AC004832.2",0.110927004685531,0.110927004685532
"AC004832.6",0.397021791916612,0.397021791916612
"AC004836.1",1.82944689930715,1.82944689930715
"AC004839.1",1.17689349480708,1.17689349480708
"AC004840.1",0.187991588273039,0.187991588273039
"AC004840.2",0.438076971241964,0.438076971241963
"AC004847.1",0.742274387791161,0.742274387791161
"AC004852.2",0.258835416978896,0.258835416978896
"AC004854.1",0.340420504906287,0.340420504906287
"AC004854.2",1.9281798902208,1.9281798902208
"AC004865.2",1.66725388126429,1.66725388126429
"AC004888.1",0.0984685405303474,0.0984685405303475
"AC004890.1",1.61314576596396,1.61314576596396
"AC004895.1",0.150038316547709,0.150038316547709
"AC004899.1",0.268007305704056,0.268007305704056
"AC004910.1",0.0745512202531508,0.0745512202531508
"AC004911.1",0.171085524760399,0.171085524760399
"AC004918.1",2.33660921853478,2.33660921853478
"AC004921.1",0.203349353114721,0.203349353114721
"AC004923.1",0.149844629042796,0.149844629042796
"AC004923.4",0.195371863081174,0.195371863081174
"AC004925.1",3.02789218185025,3.02789218185025
"AC004936.1",0.0279512853765972,0.0279512853765975
"AC004941.1",0.0927086479310151,0.0927086479310151
"AC004941.2",0.169005203106714,0.169005203106714
"AC004943.2",0.0944958050279522,0.0944958050279522
"AC004947.1",0.239616798459779,0.239616798459779
"AC004947.2",2.93706548727811,2.93706548727811
"AC004948.1",0.917900297283773,0.917900297283773
"AC004975.2",0.2250000319285,0.2250000319285
"AC004980.1",0.653008267002426,0.653008267002426
"AC004980.2",1.71636954264874,1.71636954264874
"AC004980.3",0.190616998495778,0.190616998495778
"AC004980.4",0.0243286908256919,0.024328690825692
"AC004982.1",2.74460181690163,2.74460181690164
"AC004982.2",1.5182815656333,1.5182815656333
"AC004987.3",0.0252684500903001,0.0252684500903001
"AC004990.1",0.113493538658997,0.113493538658997
"AC005000.1",0.557120101455805,0.557120101455805
"AC005000.2",0.126040640912916,0.126040640912916
"AC005002.2",0.0273981413781172,0.0273981413781172
"AC005005.1",0.0866686004475292,0.0866686004475293
"AC005005.4",0.0431512667999982,0.0431512667999983
"AC005013.1",1.33936317485668,1.33936317485668
"AC005014.1",0.436871472858499,0.436871472858498
"AC005014.2",2.04140243485506,2.04140243485506
"AC005019.1",0.0423037978267831,0.0423037978267831
"AC005019.2",0.0535437906326245,0.0535437906326245
"AC005020.1",0.66342228396671,0.663422283966709
"AC005034.1",0.0349536331220628,0.0349536331220627
"AC005034.4",1.88799404051595,1.88799404051596
"AC005037.1",0.219828791244248,0.219828791244248
"AC005040.1",0.0323251145520044,0.0323251145520044
"AC005041.1",0.590483343252931,0.590483343252931
"AC005052.1",0.22771647298101,0.22771647298101
"AC005062.1",0.0637204424681282,0.0637204424681282
"AC005064.1",0.0438015427158181,0.043801542715818
"AC005076.1",3.09947564514034,3.09947564514034
"AC005077.2",0.0561631046863109,0.0561631046863109
"AC005077.4",0.385122546107396,0.385122546107396
"AC005082.1",1.05256248399945,1.05256248399945
"AC005083.1",0.344835073455434,0.344835073455434
"AC005090.1",0.0250732372554455,0.0250732372554455
"AC005091.1",0.1007945673851,0.1007945673851
"AC005094.1",0.0440062226638633,0.0440062226638633
"AC005102.1",0.189840728160854,0.189840728160854
"AC005144.1",0.0612166895481125,0.0612166895481125
"AC005150.1",0.0674794811780763,0.0674794811780763
"AC005154.1",2.32773035215302,2.32773035215302
"AC005154.6",0.530980066560226,0.530980066560226
"AC005156.1",0.0788012430071348,0.0788012430071348
"AC005162.3",0.128675670595615,0.128675670595615
"AC005176.2",0.017688953311382,0.017688953311382
"AC005178.1",0.0342668810918399,0.0342668810918398
"AC005180.1",0.354087180961047,0.354087180961046
"AC005180.2",0.720404143711087,0.720404143711087
"AC005186.1",0.0908243604056721,0.0908243604056722
"AC005224.1",0.919095697999887,0.919095697999886
"AC005224.2",0.0550865826186373,0.0550865826186373
"AC005225.2",0.105606244793319,0.105606244793319
"AC005225.4",3.04880289132962,3.04880289132962
"AC005229.1",0.178391498926123,0.178391498926123
"AC005229.2",0.0565421625005124,0.0565421625005125
"AC005229.3",0.022461010917618,0.0224610109176179
"AC005229.4",2.85637211666945,2.85637211666944
"AC005244.2",0.0309536213423654,0.0309536213423654
"AC005252.3",0.0729809464885209,0.0729809464885209
"AC005258.1",0.81756310606967,0.817563106069671
"AC005261.1",5.19799999179794,5.19799999179793
"AC005261.2",0.467944656144868,0.467944656144868
"AC005261.3",3.71525048418456,3.71525048418456
"AC005261.4",0.164240568860127,0.164240568860127
"AC005261.5",1.72097728848415,1.72097728848415
"AC005262.1",0.135689306949935,0.135689306949935
"AC005280.1",0.0852002878929489,0.0852002878929489
"AC005281.1",0.117296453575227,0.117296453575227
"AC005288.1",0.271283242937858,0.271283242937858
"AC005294.1",0.0206989968000852,0.0206989968000855
"AC005296.1",0.0402097078235682,0.0402097078235682
"AC005297.3",0.0366553205922479,0.036655320592248
"AC005303.1",0.0232216221984515,0.0232216221984515
"AC005307.1",0.0297641298923422,0.0297641298923422
"AC005329.1",1.0567035825644,1.0567035825644
"AC005330.1",3.66380701034862,3.66380701034862
"AC005332.1",1.71192051882229,1.71192051882229
"AC005332.2",0.515872431017128,0.515872431017128
"AC005332.3",1.39600771486782,1.39600771486782
"AC005332.5",5.55387623537817,5.55387623537817
"AC005332.8",1.92797449477523,1.92797449477523
"AC005336.1",2.31623295179232,2.31623295179232
"AC005336.2",0.164286638515665,0.164286638515665
"AC005336.3",0.0976891940616006,0.0976891940616006
"AC005341.1",0.0487060550129224,0.0487060550129222
"AC005342.2",0.277988724174278,0.277988724174278
"AC005345.1",0.0104909956095299,0.0104909956095299
"AC005355.1",0.0276089400303302,0.0276089400303302
"AC005355.2",0.614300193076897,0.614300193076896
"AC005358.2",0.0156798247401318,0.0156798247401318
"AC005363.2",1.19908787029971,1.19908787029971
"AC005377.1",0.0921303037270796,0.0921303037270797
"AC005392.2",0.121390957231146,0.121390957231146
"AC005392.3",0.0703770151404025,0.0703770151404025
"AC005393.1",2.75659960657376,2.75659960657376
"AC005410.1",0.784463818553417,0.784463818553417
"AC005412.1",0.590632081059305,0.590632081059305
"AC005476.2",0.381287173032592,0.381287173032592
"AC005479.1",0.549212320874976,0.549212320874977
"AC005479.2",0.709521355247117,0.709521355247117
"AC005482.1",0.0420317936252968,0.0420317936252969
"AC005487.1",0.170983109624901,0.170983109624901
"AC005498.1",1.03513178990296,1.03513178990296
"AC005498.2",1.04037711866808,1.04037711866808
"AC005498.3",0.866948106784406,0.866948106784406
"AC005515.1",0.361697051490952,0.361697051490952
"AC005515.2",0.0881830153948645,0.0881830153948645
"AC005520.2",0.463394144950495,0.463394144950495
"AC005520.4",0.0823809470649319,0.0823809470649321
"AC005523.1",0.244268970365404,0.244268970365404
"AC005531.1",0.121174341511351,0.121174341511351
"AC005532.1",0.259163104439625,0.259163104439625
"AC005537.1",0.0620893079240493,0.0620893079240493
"AC005551.1",0.0538824460363002,0.0538824460363002
"AC005552.1",0.0824306939918319,0.082430693991832
"AC005562.1",0.339283565388945,0.339283565388945
"AC005578.1",0.295588871864778,0.295588871864779
"AC005580.1",0.0207230470486571,0.0207230470486571
"AC005586.1",0.335467701620181,0.335467701620181
"AC005586.2",0.204668428668283,0.204668428668284
"AC005587.1",0.0358617549159504,0.0358617549159503
"AC005592.1",0.308469273482267,0.308469273482267
"AC005593.1",0.791454502767839,0.791454502767838
"AC005597.1",0.0733101667536948,0.0733101667536949
"AC005606.2",0.0949872372320173,0.0949872372320172
"AC005614.1",0.329880031461881,0.329880031461881
"AC005614.2",0.728264776524659,0.72826477652466
"AC005618.1",2.87769982570911,2.87769982570911
"AC005622.1",0.10260756788601,0.10260756788601
"AC005632.1",0.062864049617534,0.062864049617534
"AC005632.4",0.129668792633789,0.129668792633789
"AC005670.1",0.754667623632665,0.754667623632666
"AC005674.2",2.08052790896512,2.08052790896512
"AC005682.1",0.239570252124057,0.239570252124057
"AC005695.3",0.607588236979183,0.607588236979183
"AC005696.1",1.66340231556642,1.66340231556642
"AC005696.3",0.815925047732929,0.81592504773293
"AC005696.4",3.8635236415621,3.8635236415621
"AC005697.1",0.0928875724793432,0.0928875724793432
"AC005702.3",0.377144875230305,0.377144875230305
"AC005703.1",0.144336442152478,0.144336442152477
"AC005703.4",0.102124505135249,0.102124505135249
"AC005703.5",0.0864096282120982,0.0864096282120982
"AC005722.1",0.339372087194518,0.339372087194518
"AC005722.2",0.491820691555049,0.491820691555049
"AC005722.3",0.0426940405789018,0.0426940405789017
"AC005730.2",2.75133612835931,2.75133612835931
"AC005736.1",0.614783870736015,0.614783870736015
"AC005736.2",0.1464086823123,0.146408682312301
"AC005740.1",1.31329766741617,1.31329766741617
"AC005740.2",0.220575686604334,0.220575686604334
"AC005741.1",0.0176973924497772,0.0176973924497772
"AC005753.1",1.27594605763018,1.27594605763018
"AC005771.1",0.0229894038863168,0.0229894038863168
"AC005772.1",0.0221551552014815,0.0221551552014815
"AC005776.1",0.95369954038127,0.953699540381269
"AC005776.2",1.16418337350028,1.16418337350028
"AC005777.1",0.277293978970787,0.277293978970787
"AC005785.1",0.020216751005778,0.0202167510057779
"AC005796.1",0.0787690754541751,0.0787690754541751
"AC005798.1",0.0796734780939009,0.0796734780939011
"AC005808.1",0.0321486510321264,0.0321486510321264
"AC005822.1",0.785006224427165,0.785006224427165
"AC005828.4",0.207048343310322,0.207048343310323
"AC005828.5",0.386039740056706,0.386039740056706
"AC005829.1",0.979880714703728,0.979880714703728
"AC005829.2",0.286102339391184,0.286102339391184
"AC005833.2",0.353881737610324,0.353881737610324
"AC005837.1",0.795038901136134,0.795038901136134
"AC005840.1",0.0892461419556687,0.0892461419556686
"AC005840.2",0.572446660196121,0.572446660196122
"AC005840.3",0.474750569442561,0.474750569442561
"AC005842.1",0.16064555883319,0.16064555883319
"AC005845.1",0.362480529446381,0.362480529446381
"AC005863.1",0.0689816038887953,0.0689816038887955
"AC005865.2",0.268070195049961,0.268070195049961
"AC005871.1",0.0663961648254074,0.0663961648254075
"AC005899.5",0.40885060146308,0.40885060146308
"AC005899.6",1.90462852518973,1.90462852518973
"AC005899.7",1.76662437060936,1.76662437060936
"AC005899.8",0.549641987865912,0.549641987865913
"AC005906.1",0.0640657160755805,0.0640657160755805
"AC005906.2",0.173481043865736,0.173481043865737
"AC005920.1",0.160153533397335,0.160153533397335
"AC005920.4",1.05420939008322,1.05420939008323
"AC005921.1",0.196237181549431,0.196237181549431
"AC005943.1",0.450395134647154,0.450395134647154
"AC005951.1",0.0217436657279373,0.0217436657279373
"AC005972.2",0.122590788185081,0.122590788185081
"AC005972.3",0.141837510865941,0.141837510865941
"AC005972.4",0.190661413233174,0.190661413233174
"AC005999.1",0.123407362078479,0.123407362078479
"AC006001.3",1.26956468849381,1.26956468849381
"AC006006.1",0.0310639706507922,0.0310639706507922
"AC006011.2",0.357339233039721,0.357339233039721
"AC006012.1",1.32974602549268,1.32974602549268
"AC006015.1",0.0261716472096662,0.0261716472096662
"AC006020.1",0.340404410500157,0.340404410500157
"AC006023.1",0.309782081843555,0.309782081843555
"AC006023.2",0.816461856355125,0.816461856355126
"AC006026.1",0.10839237730855,0.10839237730855
"AC006026.2",0.0368872946942338,0.0368872946942337
"AC006033.1",0.524542150666913,0.524542150666913
"AC006033.2",0.784867773184543,0.784867773184543
"AC006041.1",0.142981162604225,0.142981162604225
"AC006058.1",3.71983514182271,3.71983514182271
"AC006058.2",0.380045281093747,0.380045281093747
"AC006058.3",1.86792134919692,1.86792134919692
"AC006058.4",2.81661794087341,2.81661794087341
"AC006059.1",0.368209117332204,0.368209117332204
"AC006064.3",1.68345923760426,1.68345923760426
"AC006064.6",0.196192443281219,0.196192443281219
"AC006065.1",0.345029324459475,0.345029324459475
"AC006070.1",0.330744391670076,0.330744391670076
"AC006077.1",0.0575810422947778,0.057581042294778
"AC006115.1",0.123487068105409,0.12348706810541
"AC006133.1",0.040981596264976,0.0409815962649761
"AC006144.1",0.135406180454043,0.135406180454043
"AC006148.1",0.138272933789266,0.138272933789266
"AC006157.1",1.70526939642091,1.70526939642091
"AC006158.1",0.00608852065411142,0.0060885206541114
"AC006160.2",0.0176724025948457,0.0176724025948457
"AC006206.2",0.0301875470794047,0.0301875470794047
"AC006210.1",0.0456961445007647,0.0456961445007646
"AC006213.1",0.841941717484441,0.841941717484441
"AC006213.2",0.76677073438304,0.76677073438304
"AC006213.3",1.23704857206412,1.23704857206412
"AC006238.1",0.738170912984452,0.738170912984452
"AC006252.1",0.780667982230182,0.780667982230182
"AC006262.1",0.930141515967472,0.930141515967472
"AC006262.3",0.0679884032839649,0.0679884032839649
"AC006262.4",0.126571815713358,0.126571815713358
"AC006273.1",0.234598314527421,0.234598314527421
"AC006277.1",1.95448617782114,1.95448617782113
"AC006299.1",0.0520844314933592,0.0520844314933593
"AC006326.1",0.0350098626209387,0.0350098626209387
"AC006329.1",0.899503451479738,0.899503451479737
"AC006329.2",0.519305600937347,0.519305600937347
"AC006333.2",4.57613827055686,4.57613827055686
"AC006357.1",0.0337867763771419,0.033786776377142
"AC006363.1",0.0316520859311633,0.0316520859311634
"AC006369.2",0.0334098068238345,0.0334098068238345
"AC006372.2",0.260968943477936,0.260968943477936
"AC006372.3",0.10475560296126,0.10475560296126
"AC006372.4",0.43411073319895,0.43411073319895
"AC006378.2",0.902356285541421,0.902356285541422
"AC006380.1",0.103077528500655,0.103077528500654
"AC006390.1",0.0292409041966537,0.0292409041966537
"AC006441.4",0.211679513353579,0.211679513353579
"AC006441.5",0.0381107618585784,0.0381107618585783
"AC006445.1",0.0759596505403372,0.0759596505403372
"AC006445.2",0.419068164836344,0.419068164836344
"AC006449.2",0.312993637009054,0.312993637009054
"AC006449.5",1.9778100054206,1.9778100054206
"AC006449.6",2.63695787524497,2.63695787524497
"AC006453.1",0.0245504451408685,0.0245504451408685
"AC006453.2",0.609829421367195,0.609829421367195
"AC006453.5",0.0261995487951199,0.0261995487951199
"AC006455.7",0.15434409821131,0.15434409821131
"AC006457.1",0.144500865505782,0.144500865505782
"AC006458.1",0.0397631356660296,0.0397631356660297
"AC006460.2",0.539111839802732,0.539111839802732
"AC006466.1",3.1204054683738,3.1204054683738
"AC006480.2",2.03895933977292,2.03895933977292
"AC006487.1",0.0799227181101401,0.0799227181101399
"AC006487.2",0.26163437648202,0.26163437648202
"AC006499.1",0.0207957143993491,0.0207957143993491
"AC006499.2",0.0137620897157516,0.0137620897157516
"AC006499.5",0.0219885320626004,0.0219885320626004
"AC006499.6",0.0180311071493363,0.0180311071493363
"AC006499.8",0.0149664879938328,0.0149664879938328
"AC006511.1",0.249460267308312,0.249460267308313
"AC006511.4",0.141577907299441,0.141577907299441
"AC006511.5",0.0652389781736635,0.0652389781736634
"AC006530.1",0.12275303478876,0.12275303478876
"AC006538.2",0.800763914958871,0.80076391495887
"AC006539.3",0.0953253091698822,0.0953253091698821
"AC006547.1",1.85153321071711,1.85153321071711
"AC006548.1",0.0528966282178724,0.0528966282178724
"AC006557.5",0.518895223231333,0.518895223231333
"AC006557.6",4.25711604418246,4.25711604418246
"AC006581.2",0.121754583599165,0.121754583599165
"AC006924.1",0.0202701628728708,0.0202701628728708
"AC006927.1",0.147192183080718,0.147192183080719
"AC006927.3",0.0703050044407125,0.0703050044407124
"AC006946.2",1.30049481609947,1.30049481609947
"AC006946.3",0.818844512352488,0.818844512352489
"AC006960.1",1.41255037732473,1.41255037732473
"AC006960.2",0.074301237419181,0.074301237419181
"AC006960.3",2.01651243517557,2.01651243517557
"AC006963.1",0.893450446738132,0.893450446738131
"AC006967.2",0.0394283023634886,0.0394283023634886
