"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Overlap_Number"
"1","Cytarabine-487_mg/kg_in_Saline-Rat-Bone_marrow-5d-up","115/307",3.10288756738299e-06,0.0244383424807084,0,0,1.45841087746242,18.4972838906817,"OTUD4;TXN1;MDC1;RPL32;RGD1565641;UBE2L6;BZW2;PHB2;BZW1;RPL6;TOMM22;RPS15;CHCHD3;STMN1;RPS10;FBXO7;AP2M1;BNIP3L;SMARCC1;ENTPD4;RPS8;IFRD2;BOLA1;RPSA;PCOLCE;ATG12;NUP93;AFG3L2;COL4A1;FANCD2;SUB1;PSME4;VDAC3;UBE2V2;OPTN;TTYH3;CDCA4;CTBP1;CDCA8;NEDD4L;UQCRH;RACGAP1;PRKAR2A;ESD;SNX5;PCK2;MPST;CNOT10;EIF2S2;LSM5;EIF2S1;CLK3;NET1;COPS4;GCLC;ARL2BP;ANP32E;RPS20;HBS1L;NXT1;USP33;HP1BP3;KIF15;ALAD;TUBA1B;XPO1;CASP2;MYBL2;DLAT;BCAS2;YWHAH;GRIPAP1;RBM17;NCBP1;NSUN2;ACTL6A;DYNLL1;REXO2;CKAP5;PSMA5;ESPL1;KIFC1;TCP1;MCM4;GARS;MCM5;DNAJC9;LUC7L2;USP14;PRPS1;SF3B3;PCNA;MRPS35;MRPS36;DOT1L;ANKMY2;FIP1L1;RBBP7;DUT;CDKN2C;CHURC1;NDUFA5;ATAD2;XPO7;IMMT;DEK;HIPK1;HSPE1;PSMC1;SERBP1;RGS12;TARDBP;YPEL4;RAN;TPT1",115
