"","DEG_edgeRnames","DEG_Limmanames","DEG_Simplenames"
"DEG_edgeRnames",0,0.999780782379592,2.27912482426567e-320
"DEG_Limmanames",0.999780782379592,0,0.968747200408696
"DEG_Simplenames",2.28505361201577e-320,0.968747200408696,0
