"","Grade_3","Grade_2","Grade_4","CON"
"AC003006.1",0.05425539578232,0.0458389801389458,0.128404497869089,0.093842284096688
"AC003035.1",0.219435125196988,0.170890132871551,0.311870279761066,0.298020946573505
"AC003035.2",0.110860960554461,0.0422533816557785,0.356363050934735,0.123797261121271
"AC003043.1",0.0338761936235314,0.0204070761070118,0.104942264663878,0.027540981722664
"AC003043.2",0.0314022257903371,0.0288096029088113,0.0851186017307631,0.102297789921181
"AC003070.2",0.064826555481912,0.0324965271014157,0.190453109294006,0.127059549564119
"AC003084.1",0.0547134509539555,0.0267663040228341,0.0643345412467057,0.173241879145913
"AC003087.1",0.0118864881249522,0.00458095947445496,0.0583182153556936,0.0196609575903902
"AC003092.1",0.0453365109918744,0.00619659525379009,0.118134894832659,0.00384692898688621
"AC003092.2",0.069355188128829,0.00761083090776577,0.127161220704288,0.0053042857561774
"AC003101.1",0.164868600792276,0.114067428536288,0.153734963197492,0.146941034637602
"AC003101.2",0.346541665452795,0.235490022893007,0.56667590669652,0.417123944668338
"AC003102.1",3.09926112361816,2.95027142326164,3.33310048670049,2.89097595656231
"AC003682.1",0.428712154069884,0.3679864176821,0.431441779393242,0.763139201863653
"AC003684.1",0.0418618276727584,0.0565052196793914,0.0565862166774868,0.287461692531049
"AC003685.1",0.019814075967121,0.00642273772854802,0.0504244396599057,0.00108480376945557
"AC003685.2",0.591055206901883,0.445330479282513,0.337179383639709,0
"AC003686.1",0.130484788982033,0.0771872448280571,0.070939152203592,0.00107119758264372
"AC003965.1",0.870421645062165,0.925204777356436,0.821495834830379,0.783173936466853
"AC003973.2",0.0284556080268464,0.0257811414337968,0.0472835203507476,0.0312783881255008
"AC003982.1",0.0166084677782458,0.00814663120664708,0.0815235568319111,0.00760497236118319
"AC003985.2",0.119137784115931,0.114986675783043,0.19251792456464,0.244241705911792
"AC003986.1",0.133897713691519,0.0638326136553116,0.100280852937469,0.315567372878104
"AC003986.3",0.579150376201701,0.113490186475984,0.795600049514102,0.0836153397573337
"AC004006.1",0.54673033108,0.322180949768251,0.293717025625527,0.023686943862988
"AC004009.2",0.00792216623579642,0.00901873969652533,0.0700834773899307,0.00211236119886489
"AC004012.1",0.163819602216948,0.134657072571911,0.238803832057698,0.178536732348313
"AC004014.2",0.0903458275431376,0.0734973504430842,0.169857891203907,0.104556039352498
"AC004022.1",0.197969106273795,0.192690378021858,0.123353016274124,0.14302340422762
"AC004022.2",0.0795053882310039,0.153426820334471,0.0513865092017284,0.090477384065928
"AC004023.1",0.410068321556809,0.357463966914034,0.332684344085209,1.21310851051053
"AC004052.1",0.0145556576062111,0.0102142078335271,0.0363866662564961,0.119106222370341
"AC004066.1",0.14025451648704,0.113830933216033,0.104484992232757,0.0203392823880818
"AC004066.2",0.0856410429745636,0.138772823994077,0.0381329760591858,0.0365269259005515
"AC004069.1",0.813548051781678,0.621668393190075,0.838218692333955,1.26317102480018
"AC004076.1",1.25805618003686,1.20056968002006,1.43636441879131,1.47749751035222
"AC004080.1",0.37846108702315,0.261065479122082,0.443060533648577,0.00747885436106496
"AC004080.2",0.2074794388079,0.0933630064815355,0.270632526362651,0.000766560111616961
"AC004080.4",0.176194458332629,0.0234952774600174,0.219749146746168,0
"AC004112.1",1.71152627586785,1.51459205204174,1.77474300835453,0.930453678740688
"AC004130.1",1.7712179456119,1.69549118936347,1.74751504762226,1.07282816994295
"AC004148.1",0.0147894702904663,0.0319784085689422,0.0997370343247865,0.078617848881571
"AC004149.1",0.042786698035876,0.0331715926679039,0.0723591362788462,0.0619916699300542
"AC004156.1",0.498414223388903,0.443421532171256,0.528922179967771,0.692026068893335
"AC004160.1",0.0580601003438657,0.0392735803305667,0.0645460532754004,0.128470058136806
"AC004221.1",1.92051529270937,1.83928495939233,2.00401859856629,2.23460746043899
"AC004231.1",0.0123076896094803,0.00835597710154564,0.0404825454973686,0.0307004569502025
"AC004231.3",0.113723046738074,0.0966849404064799,0.124939373448567,0.122242115340662
"AC004233.1",0.41745890574935,0.520145766885077,0.384848374477491,0.768953198511698
"AC004233.2",0.450526977745525,0.13122946258541,0.43914933906099,0.200511394545754
"AC004233.3",2.68233846764797,3.01897299358759,2.43232152415516,3.23829106396446
"AC004233.4",0.619654797137144,0.610603225035413,0.599745559548027,1.67731782371214
"AC004257.1",0.193567974408808,0.0672662381349021,0.490873140218198,0.334700309313696
"AC004264.2",1.10736317293639,1.3912562012135,0.891627954081064,0.784212190165552
"AC004383.1",1.434762283571,1.29123225877622,1.61202781694168,2.56677529908383
"AC004386.1",0.0114446267078116,0.0161135328644805,0.0985210029151471,0.0241034104940563
"AC004386.2",0.0170656564574161,0.0342658968066203,0.0262230429172501,0.0156105747035584
"AC004408.1",0.0208530801223143,0.0311495062420866,0.0232621839295817,0.187330400606038
"AC004408.2",0.0752744950038833,0.0892365241433201,0.0812641327527053,0.0975236977955131
"AC004448.2",0.339958384232896,0.259098134084276,0.316813259883314,0.52112117359784
"AC004449.1",1.68039624435883,1.38614556742691,1.73419022770411,1.66910028477369
"AC004453.2",1.27934832534056,1.2653440827322,1.56666790009431,1.60524161509947
"AC004471.1",0.531096814981085,0.666152911618804,0.499769020658083,0.516095911401762
"AC004471.2",0.265609225470762,0.316795152762307,0.255488913722824,0.332366975794382
"AC004477.1",1.625172303506,1.42977819855791,1.61452706256613,1.41423204103815
"AC004477.3",2.59684064990405,2.32426405298928,2.578606589119,3.11636374854447
"AC004486.1",0.116054663155438,0.0482411346495578,0.130626379923399,0.350428602775876
"AC004522.1",0.351147906539271,0.292588325488118,0.240234311684131,0.0149595334221914
"AC004522.2",0.249428452134382,0.288418579408354,0.230860757487976,0.493749080570224
"AC004528.1",0.00900835749003441,0.00693449059633376,0.0142774448313474,0.123622136817392
"AC004540.1",0.698645201726715,0.702265417891658,0.636310217092186,0.389404004473259
"AC004540.2",1.7663238120747,1.90222312594251,1.44679087568572,0.585412549148411
"AC004543.1",0.0552782537957486,0.0391247776066857,0.081407177097526,0.373284542847145
"AC004551.1",0.327772505772965,0.179714511500432,0.371967836480864,0.105853704710129
"AC004552.1",0.314440071246915,0.306880276518614,0.554410575237461,0.390097274093494
"AC004556.1",0.810906913201588,0.884932814701049,0.953299716313855,0.464260769423639
"AC004585.1",0.0709848835155,0.0500820582567727,0.143293741994656,0.114555239630457
"AC004590.1",0.430421270595899,0.459012302034657,0.432549980384928,1.26681836134264
"AC004656.1",4.62127262718377,4.30963691539991,5.08447711199296,6.00536537430471
"AC004674.2",0.0230127547347414,0.00545458974137311,0.0341918633300371,0.132572338288638
"AC004690.2",0.226082181563097,0.300008726430997,0.201557044924274,0.802113295632512
"AC004704.1",0.00813053409885279,0.0023973445153703,0.0329962588671337,0.00387523404543746
"AC004771.3",2.69349328695226,2.60839778191496,2.81477121716772,1.56530665686651
"AC004775.1",0.19156753633847,0.086487735600277,0.196703795239703,0.512313699019284
"AC004797.1",0.0320406102525293,0.023768036668929,0.105451564663265,0.0638350256621285
"AC004801.6",1.20012476901968,0.826633984682188,1.66824998846739,0.728963384944837
"AC004801.7",0.0188534335280329,0.0106991617321326,0.0571889725331854,0.0926131664974328
"AC004805.1",0.0231126708079451,0.0111126174135375,0.0882375324838214,0.190076754073203
"AC004812.2",4.12142432200426,3.85184169532903,4.17063886636391,3.19933251990281
"AC004816.1",1.15971276242362,1.22127591491312,1.00651945444191,2.59856828857514
"AC004816.2",0.364331741100872,0.178665104374308,0.438255879170143,0.265247894234095
"AC004817.1",0.0918057059872241,0.219857728273292,0.125131873757751,1.29344582420764
"AC004817.2",0.0918427093539932,0.0338258420271072,0.251866229506143,0.129878359836221
"AC004817.3",0.12440707260667,0.0514511017902107,0.372865979402851,0.237752289730572
"AC004817.4",0.343810406132036,0.57746268147304,0.314167567776666,2.84244610800302
"AC004825.2",2.82170937585532,2.51588960469675,3.10063628248634,2.89732065315246
"AC004832.2",0.154355779121205,0.0980380340179735,0.148185350201797,0.00354555451966839
"AC004832.6",0.421285381063683,0.237026463022083,0.592598968296516,0.208073292404617
"AC004836.1",1.66900867464369,1.43395473310104,1.6129407816266,3.13000870594705
"AC004839.1",1.13083700665639,0.915638799737017,1.31847629091508,1.34969510495762
"AC004840.1",0.131379042657607,0.110981725721323,0.305795483959665,0.119907002266584
"AC004840.2",0.620263829568732,0.435415197007804,0.491449297751521,0.127274919342262
"AC004847.1",0.694562483156423,0.325628955227459,1.21807048536352,0.444319406468806
"AC004852.2",0.272465205926816,0.158307247526188,0.381040227489004,0.143361673837069
"AC004854.1",0.244808492119724,0.242376011299868,0.505272315838484,0.246969807171376
"AC004854.2",1.68867612211562,1.41618571469653,2.46608708591961,1.86140716681308
"AC004865.2",1.49006936464936,1.48411285285601,1.58556009595049,2.34124725062739
"AC004888.1",0.0688781612274322,0.102155091751426,0.0699508488273227,0.186880977378043
"AC004890.1",1.79355041155374,1.44368273333188,1.91492191530842,1.0377907745826
"AC004895.1",0.109275234540247,0.101798548208559,0.237540238204717,0.0832625579855176
"AC004899.1",0.376624781404104,0.41191208557068,0.213621570494006,0.0305143756189298
"AC004910.1",0.00442597069447006,0.00822119705206199,0.116215675057718,0.169692265787787
"AC004911.1",0.284255382317701,0.120930185602414,0.218331438747132,0.0273778067301746
"AC004918.1",2.29701406762025,2.32985472739932,2.30322555527468,2.46379615655093
"AC004921.1",0.18299690311045,0.118352317222332,0.346002902179475,0.0546818114064384
"AC004923.1",0.115307674770795,0.126877543772137,0.135954215494734,0.255758152573203
"AC004923.4",0.195246245426305,0.172151134369815,0.238630473965354,0.139475862071579
"AC004925.1",2.85196645242799,3.03434822276823,2.56863416804048,4.21116639468281
"AC004936.1",0.0233094401084038,0.00576460313250415,0.0565449249640671,0.00727063572993785
"AC004941.1",0.0386022866815072,0.0339961288312691,0.109359449536893,0.212369362485416
"AC004941.2",0.221943006302565,0.171490034232113,0.183593848334497,0.0753213646889773
"AC004943.2",0.0929222714213317,0.050366652836196,0.137788586553,0.0746353727396374
"AC004947.1",0.276631763041679,0.201062173628784,0.254150989655476,0.231199421558282
"AC004947.2",2.91251378766042,3.18410362914855,2.22753735213831,4.10392331104671
"AC004948.1",0.949376035375918,0.619959025758217,1.03697330386772,1.11582200191352
"AC004975.2",0.223210592580628,0.137936297715104,0.354841564454695,0.0874486073608423
"AC004980.1",0.552029507460797,0.452685808321661,0.696828417365824,0.998394888682292
"AC004980.2",1.57076767413258,1.23800478104026,2.22928110073112,1.54615483332488
"AC004980.3",0.192485691066562,0.139635989368119,0.25187127695831,0.13912863533235
"AC004980.4",0.0182715369792386,0.0104221466227332,0.0348070576799187,0.0310414721599116
"AC004982.1",2.76023997590438,2.67629768059886,2.6563943402935,3.03279999933158
"AC004982.2",1.48203532109029,1.41053691505694,1.67963914618639,1.38371194321322
"AC004987.3",0.014243367640758,0.00815783176220149,0.0483637380540958,0.0151645389894394
"AC004990.1",0.0602414040801004,0.0494073669219483,0.14735811875073,0.203539703443989
"AC005000.1",0.506193792888982,0.532060275355504,0.540573194959317,0.690165098383656
"AC005000.2",0.0883500326582204,0.0774171793542417,0.203480616878608,0.0785001040216142
"AC005002.2",0.0111656867570467,0.00779995252036829,0.0629065903306689,0
"AC005005.1",0.131720244198163,0.0762528552491306,0.102939237006023,0.0192235430559646
"AC005005.4",0.00966202603090339,0.0149752196486079,0.056216419627444,0.0977123647958192
"AC005013.1",1.43517590264323,1.56823803620849,1.36005152423077,0.811711680949921
"AC005014.1",0.495893418356845,0.350675127049134,0.413462660300256,0.565912239914964
"AC005014.2",1.83810023127751,1.75282025694558,1.82160826560313,3.21933541094591
"AC005019.1",0.0362602456485715,0.0118657485697374,0.0755139885919345,0.0267070653368955
"AC005019.2",0.0394255879278877,0.0215354314065327,0.0883091320169268,0.0459561026181625
"AC005020.1",0.801574105299358,0.699858203423854,0.621289133561081,0.544463606718696
"AC005034.1",0.0370868141057177,0.0363282996595541,0.0488669116126629,0
"AC005034.4",2.09004672341611,1.99213617020732,1.8453337152526,1.58865770010311
"AC005037.1",0.186198669771669,0.18483701972749,0.21678936387206,0.320937115228302
"AC005040.1",0.0175625944585531,0.0120877885080554,0.0153845854966836,0.118813086816931
"AC005041.1",0.339970851187107,0.373028993240399,0.288836919824764,1.88103650315841
"AC005052.1",0.282537969337314,0.171796499114674,0.236313000712605,0.241507827835964
"AC005062.1",0.0494099878595982,0.0260744455283951,0.10238617027026,0.0571431939035533
"AC005064.1",0.0315845217327093,0.0218991960441881,0.031436915321447,0.120278628212499
"AC005076.1",3.15729144057856,2.99103154726791,3.41425770164838,2.52870372482797
"AC005077.2",0.0266483607117732,0.0156372467644685,0.0721946461589924,0.120312166922393
"AC005077.4",0.305627894580782,0.269972493426563,0.338147145099715,0.764507824853351
"AC005082.1",1.15362459567893,0.969173294697827,1.10908270054891,0.956714581118111
"AC005083.1",0.396600751550772,0.134421028874585,0.603437807189378,0.0716412610124073
"AC005090.1",0.0181488323261072,0.00271984404710316,0.0514445253637101,0.0120067452407724
"AC005091.1",0.103177560626912,0.0832197995790195,0.114351690179855,0.0976407567033978
"AC005094.1",0.0221582215161811,0.00303301137283289,0.106114186616436,0
"AC005102.1",0.252751627926659,0.170152728498849,0.253310206377441,0.0152468238704322
"AC005144.1",0.0593155557432456,0.0308689002222244,0.102929443462411,0.022400842681646
"AC005150.1",0.0196424394859716,0.0556596503721296,0.017092054528686,0.249122178105227
"AC005154.1",2.29938426754824,2.11820459176508,2.49949560940781,2.32992776017027
"AC005154.6",0.484700845064799,0.44307401232707,0.476565873390494,0.84536654649244
"AC005156.1",0.0569066269241927,0.0293102891936289,0.10194637526636,0.133922868436158
"AC005162.3",0.0766681883153431,0.0673839074776222,0.129423474037895,0.285003810116104
"AC005176.2",0.0191376209469287,0,0.0306341449297199,0.0170781085862396
"AC005178.1",0.024209461602092,0.0452127394279603,0.0446805118510137,0.00444071162674427
"AC005180.1",0.335071599342745,0.115625691295972,0.624771902523551,0.178069368006654
"AC005180.2",0.649410378306061,0.324921763616906,1.10672117373937,0.608123510610414
"AC005186.1",0.090434411359799,0.0330410825518914,0.123638638586784,0.115084929485746
"AC005224.1",0.95791270788761,0.67495824433643,1.02087230405271,1.05788852323919
"AC005224.2",0.0476350267150223,0.0132452350149019,0.0936141921309279,0.0482569332867826
"AC005225.2",0.0342440859716984,0.0273386280062767,0.0864767339609721,0.354453142138807
"AC005225.4",2.96586141223512,3.22906209292809,2.69457660282598,3.61444105898258
"AC005229.1",0.261255336911672,0.193163924790109,0.162979962077788,0.0972228709265202
"AC005229.2",0.0714042064392979,0.0441140697039067,0.0464667694848991,0.0828368828866611
"AC005229.3",0.0284908212711811,0.00748520603608438,0.0288839918157489,0.0266020281494324
"AC005229.4",2.97820097561271,2.72367498630847,3.23726869149875,2.11157215591202
"AC005244.2",0.0105588945662922,0.00502627009263118,0.0644635994560568,0.0229091480958011
"AC005252.3",0.0401856332208726,0.034589479149116,0.0191258547069725,0.289663760303805
"AC005258.1",0.844994095451087,0.764165710118953,0.879858246653982,0.739908328479148
"AC005261.1",4.99832464789488,4.66695099002418,5.34136628227132,5.98006393310387
