"","Grade_3","Grade_2","Grade_4","CON","F","M","18","21","23","24","25","26","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","67","68","77","85","10","12","19","20","22","27","66","70","71","74","75","8","81","83","90","106","69","72","73","76","78","79","80","82","86","87","88","89","91","93","97","brain_tumor","hippocampus","prefrontal_cortex","optic_chiasm","Grade_3","Grade_2","Grade_4","CON","F","M","18","21","23","24","25","26","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","67","68","77","85","10","12","19","20","22","27","66","70","71","74","75","8","81","83","90","106","69","72","73","76","78","79","80","82","86","87","88","89","91","93","97","brain_tumor","hippocampus","prefrontal_cortex","optic_chiasm"
"Grade_3",1,0.999659023796184,0.999638819634499,0.999804468903667,0.999804468903667,0.999804468903668,0.996082666700897,0.983116765040971,0.99409538308146,0.995307829472826,0.997178040553549,0.992813880269276,0.994712281146232,0.9973025598093,0.997647473382157,0.995099481979718,0.995973187252027,0.996928668261749,0.998095988990065,0.996791944640965,0.998733234280805,0.998716976133583,0.99887334184946,0.997853466420996,0.998853613259676,0.997451997928506,0.998909160220031,0.998937864719558,0.998460695314884,0.998141642765831,0.998767798443578,0.99391284944613,0.996669792518435,0.997549127396851,0.996920532220619,0.998426491839718,0.99608932536894,0.993927942349777,0.998001725204778,0.997491363664398,0.996096406705043,0.999049995100802,0.997128624949352,0.997167114638857,0.997742267300075,0.998362845715959,0.998146160597248,0.995983801496302,0.995516559674843,0.994131311622471,0.987532854391963,0.994495167080653,0.981957627116379,0.993880401768718,0.984510960223619,0.985125189079993,0.972687166325937,0.975608631793214,0.980325281175869,0.994606464543268,0.994986746575976,0.99605814938671,0.968322313922526,0.992826529611659,0.9837850117806,0.977160463035291,0.989140564191898,0.980649246001264,0.994168202559349,0.990509572674545,0.996919604276101,0.991887482081847,0.996656646227288,0.995875582410918,0.991674847120527,0.997214086151836,0.995172843098331,0.993641517998588,0.992315311140931,0.992084441015619,0.994026841438675,0.989114158839492,0.99440642140266,0.994199394962924,0.989794290220555,0.999804468903667,0.999804468903667,0.999804468903667,0.999804468903666,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grade_2",0.999659023796184,1,0.999878443507757,0.999949460666238,0.999949460666238,0.999949460666237,0.995878996894812,0.983578730167773,0.99438214223014,0.99514159508281,0.997573101794075,0.992843848764211,0.994942121939436,0.997369573614877,0.997814168534483,0.995046990956086,0.996128223585958,0.997116295864567,0.998201842274533,0.996782204842122,0.998930855597416,0.998892620914189,0.999048171426252,0.998093953408916,0.999053164314727,0.997642199695977,0.999007976993697,0.999093643643843,0.998644482816659,0.998280785783378,0.998916974813956,0.994269598311645,0.996823626528555,0.997670043321146,0.996946548078209,0.998587007986999,0.99624888488776,0.994051185735439,0.998254218754318,0.997824957582717,0.996039892694274,0.999243116465591,0.997342410029193,0.997354057962565,0.997928419238178,0.998598939492076,0.998181156726906,0.996220453335994,0.995599903713929,0.994145396625088,0.987169005612909,0.994417880407097,0.982059878416787,0.993964505134128,0.984619693253619,0.985345722356084,0.972793632887879,0.974491748843052,0.980704723895117,0.994658158474451,0.995355864597232,0.996095862320323,0.968198510393091,0.992855594645125,0.983227595740226,0.977781737105442,0.989525755718622,0.980836124519431,0.994291075077172,0.990703417205053,0.996928086879398,0.992005743408035,0.99668406590907,0.995917660689926,0.991760088185862,0.997262219727518,0.995379855418925,0.993668541212412,0.992667626133027,0.992238985092216,0.994064809108272,0.989194157218679,0.994434138830953,0.99431671109159,0.989852561235605,0.999949460666238,0.999949460666238,0.999949460666237,0.999949460666237,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grade_4",0.999638819634499,0.999878443507757,1,0.999958051389286,0.999958051389286,0.999958051389286,0.995937105836111,0.983538079001233,0.994385432128847,0.995199824106791,0.997458250068635,0.992858297866828,0.994895202184055,0.997465871883768,0.997864427448059,0.994988243569232,0.996038282765677,0.997182044123196,0.998081451697463,0.996739503497588,0.998840305953793,0.998937947463562,0.999022299716996,0.998182134290196,0.999080184167131,0.997667973290495,0.999094576679243,0.999129691536274,0.998655037176912,0.998315487284827,0.998934139110096,0.994288360847384,0.996790744603554,0.99775458369954,0.997088553100727,0.998589947863592,0.996193125504575,0.993901223030736,0.998281378239973,0.997863226495842,0.996067012656703,0.999192879393554,0.997348281232671,0.99734022695081,0.997979148099859,0.998629330211731,0.998250369543171,0.996231109150036,0.995629880646841,0.993935230536129,0.98720290790856,0.994362503875673,0.982022218744939,0.993978735203257,0.984491350526699,0.985391783012866,0.972941337740327,0.974557274117199,0.980477220805233,0.994673728943061,0.995240441209416,0.996175043092666,0.967951191340446,0.99272689987934,0.983250829171012,0.978067114093636,0.989469011296549,0.980871298024866,0.994301702105658,0.990818754297348,0.996932863952986,0.992038920833257,0.996659845916715,0.995974236796747,0.991782946578447,0.997332157407091,0.995452093419759,0.993718450082944,0.992629611251992,0.992273188321708,0.994117493289608,0.989110335540555,0.994516516581879,0.994314864848693,0.989819328338212,0.999958051389286,0.999958051389286,0.999958051389286,0.999958051389286,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CON",0.999804468903667,0.999949460666238,0.999958051389286,1,1,1,0.996028410891745,0.983535926863339,0.994398480273268,0.995282708876558,0.997513356650516,0.992921910740328,0.994948873849765,0.997476042653988,0.997878189137316,0.995111072907751,0.996132586615067,0.997182484780405,0.998203778069522,0.996844058828918,0.998925733626026,0.998952558416379,0.999076761218579,0.998158444002233,0.999099707319593,0.997690151026076,0.999103231643837,0.99915388862022,0.99868719244246,0.998344056524881,0.998970303527606,0.994277272921382,0.996853587743098,0.997759383277462,0.997082316369185,0.998631496542018,0.996267397423983,0.994035840379819,0.998289029178798,0.997846684718213,0.99614298337896,0.999256874606281,0.997376295234137,0.997385163877602,0.997988345644574,0.998638842525347,0.998282785733996,0.996251302622517,0.995673234445604,0.994127576980025,0.987342502972025,0.994488900443642,0.982097988859974,0.994030562816717,0.984616396981254,0.985394969917256,0.972912194419876,0.974845118707547,0.980597205067312,0.994732046201331,0.995301440053214,0.996201140631803,0.968192740226101,0.992870445435586,0.98343894818565,0.977847605149268,0.989493304286214,0.980887650944977,0.994346971595197,0.990789690470749,0.997006947301676,0.992072471234857,0.996745865240703,0.996011943839005,0.991829542235519,0.997361186271949,0.995444486901821,0.9937630294399,0.99265100466821,0.992298145915707,0.99415813288095,0.989217311666005,0.994542917226003,0.994368315239078,0.989902992813995,1,1,1,1,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F",0.999804468903667,0.999949460666238,0.999958051389286,1,1,1,0.996028410891746,0.983535926863339,0.994398480273268,0.995282708876558,0.997513356650516,0.992921910740328,0.994948873849765,0.997476042653989,0.997878189137317,0.995111072907751,0.996132586615067,0.997182484780404,0.998203778069522,0.996844058828918,0.998925733626027,0.998952558416379,0.999076761218579,0.998158444002233,0.999099707319594,0.997690151026076,0.999103231643837,0.99915388862022,0.99868719244246,0.998344056524881,0.998970303527606,0.994277272921382,0.996853587743098,0.997759383277463,0.997082316369185,0.998631496542018,0.996267397423983,0.994035840379818,0.998289029178799,0.997846684718213,0.99614298337896,0.999256874606282,0.997376295234137,0.997385163877603,0.997988345644574,0.998638842525347,0.998282785733996,0.996251302622517,0.995673234445604,0.994127576980025,0.987342502972025,0.994488900443643,0.982097988859973,0.994030562816717,0.984616396981254,0.985394969917257,0.972912194419876,0.974845118707547,0.980597205067312,0.994732046201331,0.995301440053214,0.996201140631803,0.968192740226101,0.992870445435586,0.98343894818565,0.977847605149269,0.989493304286213,0.980887650944977,0.994346971595197,0.990789690470748,0.997006947301676,0.992072471234857,0.996745865240702,0.996011943839006,0.99182954223552,0.99736118627195,0.995444486901821,0.993763029439899,0.99265100466821,0.992298145915707,0.994158132880951,0.989217311666005,0.994542917226002,0.994368315239077,0.989902992813995,1,1,1,1,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"M",0.999804468903668,0.999949460666237,0.999958051389286,1,1,1,0.996028410891745,0.983535926863339,0.994398480273267,0.995282708876559,0.997513356650516,0.992921910740328,0.994948873849765,0.997476042653987,0.997878189137316,0.995111072907751,0.996132586615067,0.997182484780405,0.998203778069521,0.996844058828918,0.998925733626026,0.998952558416379,0.999076761218579,0.998158444002234,0.999099707319593,0.997690151026076,0.999103231643837,0.99915388862022,0.99868719244246,0.998344056524881,0.998970303527606,0.994277272921383,0.996853587743098,0.997759383277463,0.997082316369185,0.998631496542018,0.996267397423983,0.994035840379819,0.998289029178798,0.997846684718213,0.99614298337896,0.999256874606281,0.997376295234137,0.997385163877603,0.997988345644574,0.998638842525347,0.998282785733996,0.996251302622517,0.995673234445604,0.994127576980026,0.987342502972025,0.994488900443642,0.982097988859973,0.994030562816717,0.984616396981254,0.985394969917256,0.972912194419876,0.974845118707547,0.980597205067312,0.994732046201331,0.995301440053214,0.996201140631803,0.968192740226101,0.992870445435586,0.98343894818565,0.977847605149268,0.989493304286213,0.980887650944976,0.994346971595197,0.990789690470748,0.997006947301676,0.992072471234857,0.996745865240702,0.996011943839005,0.991829542235519,0.99736118627195,0.995444486901821,0.9937630294399,0.99265100466821,0.992298145915707,0.99415813288095,0.989217311666005,0.994542917226002,0.994368315239078,0.989902992813995,1,0.999999999999999,1,0.999999999999999,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",0.996082666700897,0.995878996894812,0.995937105836111,0.996028410891745,0.996028410891746,0.996028410891745,1,0.978678314434021,0.990124923868679,0.991084031258646,0.993284454925644,0.989297427857404,0.990433588817648,0.993329879266689,0.993837805720317,0.991119473831887,0.992067936017998,0.992837575180318,0.993953960828465,0.993185704237678,0.994415258525361,0.994615745257798,0.994968340003967,0.99385129473997,0.994799481714142,0.993505694706668,0.994929485265861,0.994923691428741,0.99484049290251,0.994379250736899,0.994526987911182,0.990457722397074,0.993093303927015,0.993855575237206,0.993411752452701,0.994867175373021,0.991466036047908,0.990111033853923,0.994078289400534,0.992851330482184,0.992264267172714,0.995161867051235,0.993735942105022,0.993218399083993,0.994188797272152,0.99464144155833,0.994461038518082,0.993106442942443,0.991428186983192,0.99031472088387,0.983678179926267,0.990826751468086,0.977957017217905,0.989975520711977,0.981011449797539,0.980150445373316,0.968082281173724,0.972311959420264,0.976876257724374,0.990268790182033,0.989505710094174,0.992527252604967,0.962440969933054,0.990102463546953,0.979875428023606,0.973640072235329,0.986014639001382,0.977199490414153,0.990671122105472,0.987626726590834,0.994100336122804,0.988264507430078,0.993881339140037,0.992493030784081,0.988846268538751,0.994225855767143,0.991394015240512,0.9907036720943,0.988503253299633,0.988478850188633,0.991110294500972,0.98637706208452,0.992288360213343,0.991560661446054,0.987429182331363,0.996028410891746,0.996028410891746,0.996028410891746,0.996028410891745,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",0.983116765040971,0.983578730167773,0.983538079001233,0.983535926863339,0.983535926863339,0.983535926863339,0.978678314434021,1,0.977022851833698,0.978384310050025,0.981102277664147,0.976029666000239,0.978558091468899,0.980623539379821,0.980837776391947,0.978676681124985,0.979327350518321,0.981070037525656,0.981241839602992,0.980687529959169,0.982704095512405,0.982413064816126,0.98244082059335,0.981017300934729,0.982502294628012,0.981684177091873,0.98241054289716,0.982291109221217,0.982538881054374,0.981865526130255,0.982252347686258,0.97767566943472,0.980332984807484,0.981351525456193,0.981339387868354,0.982459160441343,0.979473745005661,0.977368485269532,0.982248559027652,0.9810935168574,0.979807363257794,0.982693401532588,0.980962802954685,0.98022709830562,0.981675095301286,0.982750542037877,0.981634723671097,0.980147369698735,0.979477747960616,0.979372379024417,0.970423183735267,0.978137006159251,0.965667378247071,0.977721117058017,0.968995480894082,0.969053307074877,0.954937555738235,0.957861362494774,0.963588694303645,0.978259328925671,0.978377180971644,0.979621081822559,0.9529122716701,0.97667185731164,0.96766031139335,0.960174024467031,0.972922036810022,0.964931355451767,0.978220073184908,0.974606450144743,0.980440718046023,0.97584584273664,0.980480258950315,0.979929895407941,0.975583977052383,0.981194001764893,0.979455499475912,0.977580897215451,0.976517403102979,0.975968946067587,0.97817791626449,0.971778210457178,0.978260153635414,0.97841383072438,0.973427705717038,0.983535926863339,0.983535926863339,0.983535926863339,0.983535926863339,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",0.99409538308146,0.99438214223014,0.994385432128847,0.994398480273268,0.994398480273268,0.994398480273267,0.990124923868679,0.977022851833698,1,0.988615595480267,0.991677463935543,0.986822657038462,0.989675194467457,0.992283263349625,0.992334902051593,0.989722151669547,0.991098749062045,0.991560580251366,0.992588463793535,0.990815947413721,0.9929134210782,0.993434695022447,0.993732153956966,0.992539353966096,0.993339792530404,0.99262543891473,0.993413018259681,0.993435704753315,0.993444191378747,0.99220659859124,0.992962010667995,0.988620971320736,0.991146806466637,0.991826442531917,0.991375862936324,0.993087411404777,0.990529695153294,0.987542871230864,0.992764020965452,0.991968385922792,0.990060275836816,0.993651055992156,0.991708361484938,0.99171280479065,0.992824082412389,0.993011083870584,0.992657208124792,0.990936220280408,0.989529122533392,0.989186689456436,0.98301432365243,0.988819181459876,0.976168253285776,0.988669578914157,0.977948838630962,0.980369910642153,0.967262119894232,0.968821176181273,0.975413070577901,0.988513821428551,0.989777198710833,0.990995598064032,0.963795579976617,0.987111097251993,0.977800275066326,0.971686078360424,0.985344267672606,0.975676959887548,0.988882067303395,0.98573757862733,0.991611769199243,0.986370987340335,0.991039158775233,0.990905792824918,0.986054317010774,0.991972469029551,0.989629655895482,0.988455912959486,0.987519010030151,0.986585854553596,0.988240074460803,0.983062677918694,0.989663551941708,0.988671377491353,0.983802831482121,0.994398480273268,0.994398480273267,0.994398480273267,0.994398480273267,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
