"","Grade_3","Grade_2","Grade_4","CON"
"A1BG",0.439997671220609,0.395869707390632,0.39965919477529,0.407324783018783
"A2M",6.27253408413661,6.18946501180445,6.18379763067071,6.2053569204957
"A2M-AS1",1.27459469713822,1.27217710462123,1.22741130828223,1.2528780030471
"A2ML1",0.484068183969643,0.400215107630344,0.429487766992344,0.431761828998213
"A2ML1-AS1",0.03198394131297,0.0312480965075317,0.0301904944974976,0.0309425153892137
"A2MP1",0.294183628689775,0.309184765079602,0.313611018055133,0.30782260695163
"A4GALT",1.12488330677233,1.09582446590848,1.0890426004518,1.09925722872828
"A4GNT",0.303066981926969,0.291723038373191,0.282664682668405,0.290222609802061
"AAAS",4.09075676435666,4.05384356673872,4.06176532994376,4.06553121021569
"AACS",1.76902423984649,1.73109048767739,1.72472360990201,1.73667325615899
"AACSP1",0.0607786365445887,0.0632793122064514,0.0620393082341286,0.0621758992228558
"AADACL2",0.0625887263194749,0.0559499292582696,0.0593484586867123,0.0589264881078159
"AADACL2-AS1",0.0188895549515549,0.0191790817044642,0.0199792875611731,0.0194694931418692
"AADACL3",0.13185933653437,0.124006638528991,0.133037798954983,0.129747811937392
"AADACL4",0.126719946548423,0.135282699601092,0.140318745463489,0.135617076168455
"AADAT",2.32814556440848,2.29803911802244,2.30467664201889,2.30764978754639
"AAED1",2.54318843799057,2.49053449225492,2.46252007343731,2.48978682389563
"AAGAB",2.46987163261885,2.49141809325893,2.52243084546733,2.50038575834178
"AAK1",1.76712719283541,1.79088375085229,1.79255629143378,1.78636182367235
"AAMDC",0.365850048714937,0.344529396119123,0.35379508301193,0.353358152732855
"AAMP",6.67292436515258,6.63162927669123,6.64422430039088,6.64635829140497
"AANAT",0.531484417052786,0.579283095916894,0.561910493503589,0.560996450914642
"AAR2",2.94453320834891,2.9226806391105,2.94082236835287,2.93556000525224
"AARD",0.393059728339833,0.333894460312329,0.358482777515801,0.357896358697807
"AARS",5.35850413572627,5.32530455045586,5.29949284570683,5.32122296478081
"AASDH",1.91540554683193,1.92676035684317,1.94166655333162,1.9308494213771
"AASDHPPT",1.46707789169608,1.4786003014429,1.4586490093413,1.46720768739859
"AASS",2.19263798078377,2.22841569898579,2.19983995509417,2.20782830565983
"AATBC",0.840875003521532,0.843736295760939,0.869883260713221,0.854687526259066
"AATF",1.96981043989974,1.98552387945205,1.98581554952234,1.98217198050545
"AATK",3.45892135359664,3.40651428402489,3.40127169770147,3.41580159657441
"ABAT",2.42499676974971,2.43037798022356,2.45571492946615,2.44041205264454
"ABBA01006766.1",0.0834396912901645,0.0305002010287684,0.0403429088552192,0.0465894109543975
"ABCA1",2.65954404499424,2.57382537171974,2.6441353501596,2.62396808363083
"ABCA10",0.327809476387912,0.318026366598052,0.324224417085329,0.322939914828938
"ABCA13",0.121458402461021,0.131665796127257,0.130281433450253,0.128791086682772
"ABCA17P",0.449673035130594,0.449748847581116,0.441828099297376,0.446222551429436
"ABCA2",6.61021094542456,6.58968600322394,6.56647493131415,6.58394877701912
"ABCA3",4.07081508629271,4.0424500358284,3.99116827214753,4.02601221940805
"ABCA4",0.179173359087448,0.155418757505811,0.15452744039909,0.160286393353534
"ABCA5",1.30617647600349,1.28419652980944,1.26845045158201,1.28208920938243
"ABCA6",0.559507436923473,0.491605168366964,0.493076730095791,0.507300147520871
"ABCA7",2.21867293891622,2.25480616955199,2.26176679215829,2.24988536047363
"ABCA8",1.98894142459213,1.9500277029873,1.9622698899387,1.96407281953053
"ABCB1",0.845992328041465,0.824188587141323,0.819190773090069,0.826804538284183
"ABCB10",1.92844194022623,1.89970617140154,1.89427356605082,1.903665187355
"ABCB10P1",0.139865641849061,0.136653709068422,0.142997151700127,0.140175908758181
"ABCB11",0.0730854918895543,0.0588097031530084,0.0586401552772786,0.0618972166758583
"ABCB4",0.448691969363182,0.497941919284517,0.478614094146689,0.478467447856261
"ABCB5",0.0541087321121439,0.0494797913184361,0.0500420542537508,0.0507544054717662
"ABCB7",1.35817586417448,1.40011511894593,1.39174946688515,1.38711733359117
"ABCB8",3.97673090534383,3.98625988961152,3.96865251513213,3.97634743178904
"ABCB9",1.39138483968315,1.36586345079801,1.40063774439975,1.38692510703918
"ABCC1",1.11927443838722,1.12535892577815,1.11472064480504,1.11929740100192
"ABCC10",3.03212490218862,3.02150652069568,2.995496428798,3.01233442910869
"ABCC11",0.192260516645803,0.181785703274771,0.186764565088794,0.186312296086874
"ABCC12",0.254243260536691,0.206928640732952,0.20989674308592,0.218725746470479
"ABCC3",1.42694691491793,1.51990672670797,1.47677618375462,1.48020240475669
"ABCC4",0.614591927976779,0.625816420028992,0.62136834901873,0.62135892571134
"ABCC5",2.75257086916102,2.71999494020538,2.74335704276539,2.73756296990829
"ABCC6",0.350110405557189,0.341723080146194,0.33764871572001,0.34177593846072
"ABCC6P1",0.332988677204556,0.330068143845846,0.335455174305968,0.333102023193799
"ABCC6P2",0.572070282877692,0.577169588586673,0.587411109426513,0.580577677786335
"ABCC8",1.61621125946926,1.65267423070525,1.60525900257101,1.6235876867658
"ABCC9",1.02624696848723,0.942290881296969,0.948155926953729,0.963489050073189
"ABCD1",1.47015286776116,1.43372060598263,1.48397920226523,1.46406017740647
"ABCD2",1.08966938409606,1.00877894929334,1.03578016463266,1.0386629071846
"ABCD3",2.43956054286886,2.48443670837514,2.48667462376241,2.47548648037303
"ABCD4",3.73489460149902,3.72822926253395,3.69514941219628,3.71504897317044
"ABCE1",1.52582144741335,1.48645942594762,1.49158387562117,1.49745015302
"ABCF1",4.37071414142856,4.40384001595811,4.40430480102948,4.39670729621703
"ABCF2",4.60983327092028,4.60859582493817,4.60317664784892,4.60646885450697
"ABCF2P1",0.238918154914665,0.247470661030308,0.257908460959042,0.250200700259266
"ABCF3",5.57747900915084,5.56185211829145,5.55837156424037,5.56377192247151
"ABCG1",1.84525388694294,1.80454206260556,1.87253574445882,1.8436877288799
"ABCG2",1.5392848603169,1.52066538126133,1.5361258865723,1.53164050512834
"ABCG4",1.51903474387808,1.48708078964253,1.50475761745662,1.50199201398157
"ABCG5",0.292155174774577,0.269463985051552,0.26466309955007,0.272363794737227
"ABHD1",1.38008149187474,1.40150276147433,1.47752412642488,1.43044043883343
"ABHD10",4.13234968287749,4.17967454619308,4.20614383828409,4.18091820127733
"ABHD11",5.13468430480546,5.18542258529929,5.16257145644798,5.16405729683731
"ABHD11-AS1",0.378657757747835,0.430413296505126,0.384697845522903,0.398691992714465
"ABHD12",2.92158061781192,2.91511060285017,2.90846863297479,2.91360105643538
"ABHD13",3.10410499568892,3.18458115286526,3.16777835610405,3.15930765732584
"ABHD17A",6.07864469175217,6.0885100178659,6.07393188523539,6.07986523454595
"ABHD17AP4",0.187907620800811,0.132999866068229,0.0987281904755261,0.129979057007909
"ABHD17AP6",0.0742292779064314,0.0745914464322532,0.0723247456360676,0.073506889359915
"ABHD17B",2.31574515055722,2.29334437420969,2.28931069501289,2.29651977757179
"ABHD17C",1.71729211255991,1.71452077313306,1.69925031279038,1.70836874282348
"ABHD18",1.22606569019405,1.21480045128126,1.19792729867549,1.20982003043969
"ABHD2",3.33850711911516,3.3559707966844,3.35381189344205,3.35114536021706
"ABHD3",1.64797602002665,1.63632237269153,1.62214830411642,1.63262390110172
"ABHD4",4.67338546419796,4.67256613027869,4.63037144968805,4.65405215500834
"ABHD5",2.67205396519045,2.64427532304827,2.65136390723208,2.65357014876121
"ABHD6",2.42999774108046,2.40167110011177,2.43165573566001,2.42123204063082
"ABHD8",1.72727653106571,1.70636309087468,1.70415464410178,1.71001771043916
"ABI1",2.7141164596608,2.71113924268227,2.70725409468966,2.71007739133309
"ABI2",0.688336336279282,0.681364908872033,0.68089575359362,0.682701476297357
"ABI3",2.63383861346217,2.63515088199919,2.63911482049968,2.63661649372044
"ABI3BP",0.85823044080142,0.894662813833334,0.862612227097316,0.872390766607844
"ABL1",2.60163730770583,2.5747458958755,2.56404356507476,2.57596142208005
"ABL2",1.95402638159604,1.93680976508092,1.93467633841347,1.93967863569315
"ABLIM1",2.66755225454279,2.62818757027865,2.64159934468057,2.64285080960448
"ABLIM2",0.779286681690821,0.797930707942839,0.814633472953413,0.801200948777846
"ABO",0.51071485582677,0.469471057904801,0.506412468082384,0.494976031800043
"ABR",3.13645469140169,3.17669854260181,3.19008090851449,3.17371239923263
"ABRA",0.267392451445745,0.261753012549571,0.257405983014855,0.261076296695803
"ABRACL",2.15458335907011,2.16619110185014,2.15155878035404,2.15713629638675
"ABRAXAS1",0.398268379704717,0.388720260157891,0.368663933188372,0.381949040231001
"ABRAXAS2",2.25350032944777,2.26450362388056,2.25732364272771,2.25888468700311
"ABT1",4.89571564543353,4.91985040508046,4.90033100355983,4.90585503119262
"ABTB1",4.59456379283368,4.64760683277335,4.65254684867606,4.63804456635592
