"","brain_tumor","hippocampus","prefrontal_cortex","optic_chiasm"
"AARS",5.32122296478082,5.32122296478081,5.32122296478081,5.32122296478081
"AASDH",1.9308494213771,1.9308494213771,1.9308494213771,1.9308494213771
"AASDHPPT",1.46720768739859,1.46720768739859,1.46720768739859,1.46720768739859
"AASS",2.20782830565983,2.20782830565983,2.20782830565983,2.20782830565983
"AATBC",0.854687526259066,0.854687526259066,0.854687526259066,0.854687526259068
"AATF",1.98217198050545,1.98217198050545,1.98217198050545,1.98217198050545
"AATK",3.41580159657441,3.41580159657441,3.41580159657441,3.41580159657441
"ABAT",2.44041205264453,2.44041205264454,2.44041205264454,2.44041205264454
"ABBA01006766.1",0.0465894109543974,0.0465894109543974,0.0465894109543974,0.0465894109543994
"ABCA1",2.62396808363083,2.62396808363083,2.62396808363083,2.62396808363083
"ABCA10",0.322939914828938,0.322939914828938,0.322939914828938,0.322939914828936
"ABCA13",0.128791086682772,0.128791086682772,0.128791086682772,0.128791086682771
"ABCA17P",0.446222551429436,0.446222551429436,0.446222551429436,0.446222551429435
"ABCA2",6.58394877701912,6.58394877701912,6.58394877701912,6.58394877701913
"ABCA3",4.02601221940805,4.02601221940805,4.02601221940805,4.02601221940804
"ABCA4",0.160286393353534,0.160286393353534,0.160286393353534,0.160286393353535
"ABCA5",1.28208920938243,1.28208920938243,1.28208920938243,1.28208920938242
"ABCA6",0.507300147520871,0.507300147520871,0.507300147520871,0.507300147520872
"ABCA7",2.24988536047363,2.24988536047363,2.24988536047363,2.24988536047363
"ABCA8",1.96407281953053,1.96407281953053,1.96407281953053,1.96407281953052
"ABCB1",0.826804538284184,0.826804538284183,0.826804538284183,0.826804538284178
"ABCB10",1.903665187355,1.903665187355,1.903665187355,1.903665187355
"ABCB10P1",0.140175908758181,0.140175908758181,0.140175908758181,0.140175908758182
"ABCB11",0.0618972166758583,0.0618972166758583,0.0618972166758583,0.0618972166758584
"ABCB4",0.47846744785626,0.478467447856261,0.478467447856261,0.478467447856264
"ABCB5",0.0507544054717662,0.0507544054717662,0.0507544054717662,0.0507544054717658
"ABCB7",1.38711733359117,1.38711733359117,1.38711733359117,1.38711733359117
"ABCB8",3.97634743178903,3.97634743178903,3.97634743178904,3.97634743178904
"ABCB9",1.38692510703918,1.38692510703918,1.38692510703918,1.38692510703917
"ABCC1",1.11929740100192,1.11929740100192,1.11929740100192,1.11929740100192
"ABCC10",3.01233442910869,3.01233442910869,3.01233442910869,3.01233442910868
"ABCC11",0.186312296086874,0.186312296086874,0.186312296086874,0.186312296086875
"ABCC12",0.21872574647048,0.21872574647048,0.21872574647048,0.218725746470469
"ABCC3",1.48020240475669,1.48020240475669,1.48020240475669,1.4802024047567
"ABCC4",0.62135892571134,0.62135892571134,0.62135892571134,0.621358925711339
"ABCC5",2.7375629699083,2.73756296990829,2.7375629699083,2.73756296990829
"ABCC6",0.34177593846072,0.34177593846072,0.34177593846072,0.341775938460722
"ABCC6P1",0.333102023193799,0.333102023193799,0.333102023193799,0.3331020231938
"ABCC6P2",0.580577677786336,0.580577677786335,0.580577677786336,0.580577677786334
"ABCC8",1.6235876867658,1.6235876867658,1.6235876867658,1.62358768676581
"ABCC9",0.963489050073191,0.96348905007319,0.96348905007319,0.963489050073187
"ABCD1",1.46406017740647,1.46406017740647,1.46406017740647,1.46406017740647
"ABCD2",1.0386629071846,1.0386629071846,1.0386629071846,1.0386629071846
"ABCD3",2.47548648037303,2.47548648037303,2.47548648037303,2.47548648037302
"ABCD4",3.71504897317045,3.71504897317044,3.71504897317044,3.71504897317044
"ABCE1",1.49745015302,1.49745015302,1.49745015302,1.49745015302
"ABCF1",4.39670729621703,4.39670729621703,4.39670729621703,4.39670729621703
"ABCF2",4.60646885450697,4.60646885450697,4.60646885450697,4.60646885450697
"ABCF2P1",0.250200700259266,0.250200700259266,0.250200700259266,0.250200700259263
"ABCF3",5.56377192247151,5.56377192247151,5.56377192247151,5.56377192247151
"ABCG1",1.8436877288799,1.8436877288799,1.8436877288799,1.8436877288799
"ABCG2",1.53164050512835,1.53164050512835,1.53164050512835,1.53164050512834
"ABCG4",1.50199201398157,1.50199201398157,1.50199201398157,1.50199201398157
"ABCG5",0.272363794737227,0.272363794737227,0.272363794737227,0.272363794737227
"ABHD1",1.43044043883343,1.43044043883343,1.43044043883343,1.43044043883344
"ABHD10",4.18091820127733,4.18091820127733,4.18091820127733,4.18091820127735
"ABHD11",5.16405729683731,5.16405729683731,5.16405729683731,5.16405729683732
"ABHD11-AS1",0.398691992714464,0.398691992714464,0.398691992714465,0.398691992714467
"ABHD12",2.91360105643538,2.91360105643538,2.91360105643538,2.91360105643538
"ABHD13",3.15930765732584,3.15930765732584,3.15930765732584,3.15930765732584
"ABHD17A",6.07986523454596,6.07986523454595,6.07986523454596,6.07986523454595
"ABHD17AP4",0.129979057007911,0.12997905700791,0.129979057007911,0.129979057007888
"ABHD17AP6",0.073506889359915,0.073506889359915,0.073506889359915,0.0735068893599151
"ABHD17B",2.29651977757179,2.29651977757179,2.29651977757179,2.29651977757179
"ABHD17C",1.70836874282348,1.70836874282348,1.70836874282348,1.70836874282349
"ABHD18",1.20982003043969,1.20982003043969,1.20982003043969,1.20982003043969
"ABHD2",3.35114536021706,3.35114536021706,3.35114536021706,3.35114536021707
"ABHD3",1.63262390110172,1.63262390110172,1.63262390110172,1.63262390110172
"ABHD4",4.65405215500834,4.65405215500834,4.65405215500834,4.65405215500834
"ABHD5",2.65357014876121,2.65357014876121,2.65357014876121,2.6535701487612
"ABHD6",2.42123204063082,2.42123204063082,2.42123204063082,2.42123204063082
"ABHD8",1.71001771043916,1.71001771043916,1.71001771043916,1.71001771043916
"ABI1",2.7100773913331,2.71007739133309,2.71007739133309,2.71007739133309
"ABI2",0.682701476297358,0.682701476297357,0.682701476297357,0.682701476297358
"ABI3",2.63661649372044,2.63661649372044,2.63661649372044,2.63661649372043
"ABI3BP",0.872390766607843,0.872390766607843,0.872390766607843,0.872390766607849
"ABL1",2.57596142208005,2.57596142208005,2.57596142208005,2.57596142208004
"ABL2",1.93967863569315,1.93967863569315,1.93967863569315,1.93967863569315
"ABLIM1",2.64285080960448,2.64285080960448,2.64285080960448,2.64285080960448
"ABLIM2",0.801200948777846,0.801200948777846,0.801200948777846,0.801200948777845
"ABO",0.494976031800044,0.494976031800043,0.494976031800043,0.494976031800042
"ABR",3.17371239923263,3.17371239923263,3.17371239923263,3.17371239923263
"ABRA",0.261076296695803,0.261076296695803,0.261076296695803,0.261076296695806
"ABRACL",2.15713629638675,2.15713629638675,2.15713629638675,2.15713629638676
"ABRAXAS1",0.381949040231001,0.381949040231001,0.381949040231001,0.381949040231
"ABRAXAS2",2.25888468700311,2.25888468700311,2.25888468700311,2.25888468700311
"ABT1",4.90585503119262,4.90585503119262,4.90585503119262,4.90585503119261
"ABTB1",4.63804456635592,4.63804456635592,4.63804456635592,4.63804456635594
"ABTB2",0.796210280500217,0.796210280500216,0.796210280500216,0.796210280500216
"AC000036.1",0.0960965988633295,0.0960965988633295,0.0960965988633294,0.096096598863329
"AC000058.1",0.116710087163798,0.116710087163798,0.116710087163798,0.116710087163798
"AC000067.1",0.525807990189269,0.525807990189269,0.525807990189269,0.525807990189274
"AC000068.1",1.38282623864131,1.38282623864131,1.3828262386413,1.38282623864131
"AC000077.1",0.0596743619695494,0.0596743619695494,0.0596743619695494,0.0596743619695485
"AC000403.1",1.34359325589456,1.34359325589456,1.34359325589456,1.34359325589456
"AC002056.1",0.199315136086781,0.199315136086781,0.199315136086781,0.199315136086783
"AC002064.1",0.242439464043065,0.242439464043065,0.242439464043065,0.242439464043064
"AC002069.1",0.13877567227281,0.13877567227281,0.13877567227281,0.138775672272808
"AC002069.2",0.0409383172757835,0.0409383172757838,0.0409383172757835,0.0409383172757834
"AC002074.1",0.0745322174023903,0.0745322174023903,0.0745322174023902,0.07453221740239
"AC002076.2",0.321992453711058,0.321992453711058,0.321992453711058,0.321992453711065
"AC002091.1",0.674466011869803,0.674466011869802,0.674466011869802,0.674466011869803
"AC002091.2",0.857114290420831,0.857114290420831,0.857114290420831,0.857114290420832
"AC002115.1",0.0463875788438844,0.0463875788438844,0.0463875788438844,0.0463875788438842
"AC002116.2",0.615534034985355,0.615534034985355,0.615534034985355,0.615534034985356
"AC002127.2",0.103598869021481,0.103598869021481,0.103598869021481,0.103598869021482
"AC002310.2",0.500495851979537,0.500495851979537,0.500495851979537,0.500495851979538
"AC002310.4",1.52056430928661,1.52056430928661,1.52056430928661,1.5205643092866
"AC002310.5",0.820301945038627,0.820301945038627,0.820301945038627,0.820301945038629
"AC002347.1",0.350832465717819,0.350832465717819,0.350832465717819,0.350832465717817
"AC002375.1",0.0290960512228703,0.0290960512228702,0.0290960512228703,0.0290960512228705
"AC002378.1",0.0297612733681997,0.0297612733681997,0.0297612733681997,0.0297612733681991
"AC002383.1",0.0361731158622405,0.0361731158622405,0.0361731158622405,0.0361731158622403
"AC002384.1",0.0990279656349048,0.0990279656349048,0.0990279656349047,0.0990279656349035
"AC002386.1",0.0255480406301925,0.0255480406301925,0.0255480406301925,0.0255480406301915
"AC002401.4",0.723051682788958,0.723051682788959,0.723051682788958,0.723051682788951
"AC002428.1",0.141309444021807,0.141309444021807,0.141309444021807,0.141309444021807
"AC002428.2",0.908981404827019,0.908981404827019,0.908981404827018,0.90898140482702
"AC002451.1",0.488811678225623,0.488811678225624,0.488811678225623,0.488811678225626
"AC002451.2",0.0472806646564764,0.0472806646564764,0.0472806646564764,0.0472806646564761
"AC002454.1",0.0901334686434678,0.0901334686434677,0.0901334686434678,0.090133468643469
"AC002460.1",0.0315829548320029,0.0315829548320029,0.0315829548320029,0.0315829548320023
"AC002467.1",2.86079352166303,2.86079352166302,2.86079352166302,2.86079352166302
"AC002472.1",0.112628642756667,0.112628642756667,0.112628642756667,0.112628642756666
"AC002486.2",0.0405498932164702,0.0405498932164702,0.0405498932164703,0.0405498932164713
"AC002504.1",0.288642396135571,0.288642396135571,0.288642396135571,0.288642396135565
"AC002511.1",0.200834102568555,0.200834102568555,0.200834102568555,0.200834102568555
"AC002511.2",0.334354870847406,0.334354870847407,0.334354870847406,0.334354870847406
"AC002519.2",0.446568119667329,0.446568119667328,0.446568119667328,0.446568119667324
"AC002524.1",5.60182881592901,5.60182881592901,5.60182881592901,5.601828815929
"AC002540.1",0.195030247023334,0.195030247023334,0.195030247023334,0.195030247023334
"AC002984.1",0.381585334835213,0.381585334835213,0.381585334835213,0.381585334835209
"AC002996.1",0.073898183198193,0.073898183198193,0.073898183198193,0.0738981831981927
"AC003002.2",1.10748004790541,1.1074800479054,1.1074800479054,1.10748004790541
"AC003005.2",0.695045974698551,0.695045974698551,0.695045974698551,0.695045974698557
"AC003006.1",0.0858994265345329,0.0858994265345329,0.085899426534533,0.0858994265345332
"AC003035.1",0.253209862548918,0.253209862548918,0.253209862548918,0.253209862548918
"AC003035.2",0.184333775777511,0.184333775777511,0.184333775777511,0.184333775777513
"AC003043.1",0.0552246755546108,0.0552246755546108,0.0552246755546108,0.05522467555461
"AC003043.2",0.0624295134475514,0.0624295134475513,0.0624295134475513,0.0624295134475514
"AC003070.2",0.112585195545577,0.112585195545577,0.112585195545577,0.112585195545577
"AC003084.1",0.0704732316376716,0.0704732316376716,0.0704732316376716,0.0704732316376703
"AC003087.1",0.028262398823268,0.028262398823268,0.028262398823268,0.0282623988232673
"AC003092.1",0.0542326850207556,0.0542326850207555,0.0542326850207555,0.0542326850207549
"AC003092.2",0.0626200837737785,0.0626200837737785,0.0626200837737785,0.0626200837737781
"AC003101.1",0.143580132874731,0.143580132874731,0.143580132874731,0.143580132874734
"AC003101.2",0.408570136369177,0.408570136369177,0.408570136369177,0.408570136369181
"AC003102.1",3.10868866816882,3.10868866816882,3.10868866816882,3.10868866816883
"AC003682.1",0.469239381524318,0.469239381524319,0.469239381524319,0.46923938152432
"AC003684.1",0.0928235484554976,0.0928235484554976,0.0928235484554977,0.0928235484554974
"AC003685.1",0.0241928599535932,0.0241928599535931,0.0241928599535932,0.0241928599535935
"AC003685.2",0.357163243945902,0.357163243945902,0.357163243945902,0.357163243945907
"AC003686.1",0.0718523055006045,0.0718523055006043,0.0718523055006043,0.071852305500602
"AC003965.1",0.852947721735842,0.852947721735842,0.852947721735842,0.852947721735847
"AC003973.2",0.0351205850153644,0.0351205850153645,0.0351205850153644,0.035120585015364
"AC003982.1",0.036637117240899,0.036637117240899,0.036637117240899,0.0366371172408985
"AC003985.2",0.166122766864923,0.166122766864923,0.166122766864923,0.166122766864924
"AC003986.1",0.132650331731889,0.132650331731889,0.132650331731889,0.13265033173189
"AC003986.3",0.445407357970382,0.445407357970382,0.445407357970382,0.445407357970391
"AC004006.1",0.302662141553791,0.302662141553791,0.302662141553791,0.302662141553785
"AC004009.2",0.030140345726787,0.030140345726787,0.030140345726787,0.0301403457267872
"AC004012.1",0.18578979135871,0.18578979135871,0.18578979135871,0.185789791358712
"AC004014.2",0.117330807447646,0.117330807447646,0.117330807447646,0.117330807447645
"AC004022.1",0.159742726032206,0.159742726032206,0.159742726032206,0.159742726032199
"AC004022.2",0.0916088901342448,0.0916088901342449,0.0916088901342449,0.0916088901342464
"AC004023.1",0.502455751375153,0.502455751375154,0.502455751375154,0.502455751375155
"AC004052.1",0.0390333673117125,0.0390333673117125,0.0390333673117125,0.0390333673117124
"AC004066.1",0.0994734742371991,0.0994734742371991,0.0994734742371991,0.0994734742371989
"AC004066.2",0.0746657763976526,0.0746657763976526,0.0746657763976526,0.074665776397652
"AC004069.1",0.845038603373147,0.845038603373147,0.845038603373147,0.845038603373147
"AC004076.1",1.34474028663436,1.34474028663436,1.34474028663436,1.34474028663436
"AC004080.1",0.306904492898207,0.306904492898207,0.306904492898207,0.306904492898209
"AC004080.2",0.164032644665587,0.164032644665588,0.164032644665587,0.164032644665595
"AC004080.4",0.119925481776316,0.119925481776316,0.119925481776316,0.119925481776321
"AC004112.1",1.5480648632608,1.5480648632608,1.5480648632608,1.5480648632608
"AC004130.1",1.62349119641564,1.62349119641564,1.62349119641564,1.62349119641565
"AC004148.1",0.0616404075802589,0.0616404075802589,0.0616404075802588,0.0616404075802593
"AC004149.1",0.0542391603552992,0.0542391603552992,0.0542391603552993,0.054239160355299
"AC004156.1",0.527000730314545,0.527000730314545,0.527000730314545,0.527000730314545
"AC004160.1",0.067096682837537,0.0670966828375369,0.067096682837537,0.0670966828375364
"AC004221.1",1.98164177041268,1.98164177041268,1.98164177041268,1.98164177041269
"AC004231.1",0.0246871403229808,0.0246871403229808,0.0246871403229808,0.0246871403229806
"AC004231.3",0.114542115750703,0.114542115750703,0.114542115750703,0.114542115750703
"AC004233.1",0.493406667086847,0.493406667086848,0.493406667086847,0.493406667086843
"AC004233.2",0.315123300982838,0.315123300982838,0.315123300982838,0.315123300982848
"AC004233.3",2.77794868458235,2.77794868458235,2.77794868458235,2.77794868458236
"AC004233.4",0.788330521387855,0.788330521387855,0.788330521387855,0.788330521387849
"AC004257.1",0.291674850946964,0.291674850946964,0.291674850946964,0.291674850946964
"AC004264.2",1.05250512614397,1.05250512614397,1.05250512614397,1.05250512614397
"AC004383.1",1.6511160511582,1.6511160511582,1.6511160511582,1.6511160511582
"AC004386.1",0.046952014622966,0.046952014622966,0.046952014622966,0.0469520146229659
"AC004386.2",0.0249875348526201,0.0249875348526201,0.0249875348526201,0.0249875348526202
"AC004408.1",0.0527117106778833,0.0527117106778833,0.0527117106778833,0.0527117106778827
"AC004408.2",0.0851282453779921,0.0851282453779923,0.0851282453779921,0.0851282453779911
"AC004448.2",0.339472652584678,0.339472652584679,0.339472652584678,0.339472652584678
"AC004449.1",1.61627214329367,1.61627214329367,1.61627214329367,1.61627214329367
"AC004453.2",1.43627035460991,1.43627035460991,1.43627035460991,1.43627035460992
"AC004471.1",0.554677000440839,0.554677000440839,0.554677000440839,0.55467700044084
"AC004471.2",0.287419846198215,0.287419846198215,0.287419846198215,0.287419846198215
"AC004477.1",1.5311750414662,1.5311750414662,1.5311750414662,1.53117504146621
"AC004477.3",2.60183290231712,2.60183290231712,2.60183290231712,2.60183290231711
"AC004486.1",0.142078531754912,0.142078531754912,0.142078531754912,0.142078531754913
"AC004522.1",0.237227229763202,0.237227229763202,0.237227229763202,0.237227229763205
"AC004522.2",0.294700414591022,0.294700414591022,0.294700414591022,0.294700414591022
"AC004528.1",0.0297173255753063,0.0297173255753062,0.0297173255753063,0.0297173255753069
"AC004540.1",0.624498006728962,0.624498006728962,0.624498006728961,0.624498006728965
"AC004540.2",1.48719373283798,1.48719373283798,1.48719373283798,1.487193732838
"AC004543.1",0.114076850031657,0.114076850031657,0.114076850031657,0.114076850031657
"AC004551.1",0.265315128218193,0.265315128218193,0.265315128218193,0.265315128218195
"AC004552.1",0.413481274155171,0.413481274155171,0.413481274155171,0.413481274155173
"AC004556.1",0.825471469268757,0.825471469268758,0.825471469268757,0.825471469268763
"AC004585.1",0.0991427125983242,0.0991427125983242,0.0991427125983242,0.0991427125983246
"AC004590.1",0.580357753014645,0.580357753014644,0.580357753014644,0.580357753014648
"AC004656.1",4.93862115541411,4.93862115541411,4.93862115541411,4.93862115541411
"AC004674.2",0.0407285710211931,0.0407285710211932,0.0407285710211931,0.0407285710211924
"AC004690.2",0.334891458399905,0.334891458399905,0.334891458399905,0.334891458399905
"AC004704.1",0.014971702637235,0.014971702637235,0.014971702637235,0.0149717026372349
"AC004771.3",2.52400043354127,2.52400043354127,2.52400043354127,2.52400043354127
"AC004775.1",0.218307100886419,0.21830710088642,0.218307100886419,0.218307100886418
"AC004797.1",0.0621375369317288,0.0621375369317288,0.0621375369317289,0.0621375369317288
"AC004801.6",1.18887894998833,1.18887894998833,1.18887894998833,1.18887894998833
"AC004801.7",0.0431491991724555,0.0431491991724554,0.0431491991724555,0.0431491991724551
"AC004805.1",0.0719351868101006,0.0719351868101006,0.0719351868101006,0.0719351868101002
"AC004812.2",3.9087499719825,3.9087499719825,3.9087499719825,3.90874997198251
"AC004816.1",1.36333171894022,1.36333171894022,1.36333171894022,1.36333171894022
"AC004816.2",0.323073118557578,0.323073118557578,0.323073118557579,0.323073118557578
"AC004817.1",0.342611042024781,0.342611042024781,0.342611042024782,0.342611042024782
"AC004817.2",0.141024042589558,0.141024042589559,0.141024042589558,0.141024042589557
"AC004817.3",0.214705451353047,0.214705451353047,0.214705451353047,0.214705451353047
"AC004817.4",0.819793745294392,0.819793745294392,0.819793745294393,0.819793745294392
"AC004825.2",2.85194329861797,2.85194329861797,2.85194329861797,2.85194329861797
"AC004832.2",0.110927004685532,0.110927004685532,0.110927004685532,0.110927004685529
"AC004832.6",0.397021791916612,0.397021791916612,0.397021791916612,0.397021791916608
"AC004836.1",1.82944689930715,1.82944689930715,1.82944689930715,1.82944689930713
"AC004839.1",1.17689349480708,1.17689349480708,1.17689349480708,1.17689349480708
"AC004840.1",0.187991588273039,0.187991588273039,0.187991588273039,0.187991588273039
"AC004840.2",0.438076971241963,0.438076971241963,0.438076971241963,0.438076971241977
"AC004847.1",0.742274387791161,0.742274387791161,0.742274387791161,0.742274387791156
"AC004852.2",0.258835416978896,0.258835416978896,0.258835416978896,0.258835416978899
"AC004854.1",0.340420504906287,0.340420504906287,0.340420504906287,0.340420504906286
"AC004854.2",1.9281798902208,1.9281798902208,1.9281798902208,1.9281798902208
"AC004865.2",1.66725388126429,1.66725388126429,1.66725388126429,1.66725388126429
"AC004888.1",0.0984685405303475,0.0984685405303475,0.0984685405303475,0.0984685405303473
"AC004890.1",1.61314576596396,1.61314576596396,1.61314576596396,1.61314576596396
"AC004895.1",0.150038316547709,0.150038316547709,0.150038316547709,0.150038316547709
"AC004899.1",0.268007305704056,0.268007305704056,0.268007305704056,0.268007305704055
"AC004910.1",0.0745512202531507,0.0745512202531507,0.0745512202531508,0.0745512202531519
"AC004911.1",0.171085524760399,0.171085524760399,0.171085524760399,0.171085524760399
"AC004918.1",2.33660921853478,2.33660921853478,2.33660921853478,2.33660921853477
"AC004921.1",0.203349353114721,0.203349353114721,0.203349353114721,0.203349353114721
"AC004923.1",0.149844629042796,0.149844629042796,0.149844629042796,0.149844629042796
"AC004923.4",0.195371863081174,0.195371863081174,0.195371863081174,0.195371863081177
"AC004925.1",3.02789218185025,3.02789218185025,3.02789218185025,3.02789218185027
"AC004936.1",0.0279512853765975,0.0279512853765974,0.0279512853765974,0.0279512853765888
"AC004941.1",0.0927086479310151,0.0927086479310155,0.0927086479310151,0.0927086479310148
"AC004941.2",0.169005203106714,0.169005203106713,0.169005203106714,0.169005203106715
"AC004943.2",0.0944958050279522,0.0944958050279522,0.0944958050279522,0.0944958050279519
"AC004947.1",0.239616798459778,0.239616798459778,0.239616798459779,0.239616798459781
"AC004947.2",2.93706548727811,2.93706548727811,2.93706548727811,2.93706548727812
"AC004948.1",0.917900297283774,0.917900297283772,0.917900297283773,0.917900297283762
"AC004975.2",0.2250000319285,0.2250000319285,0.2250000319285,0.2250000319285
"AC004980.1",0.653008267002426,0.653008267002426,0.653008267002425,0.653008267002428
"AC004980.2",1.71636954264874,1.71636954264874,1.71636954264874,1.71636954264874
"AC004980.3",0.190616998495778,0.190616998495778,0.190616998495778,0.190616998495776
"AC004980.4",0.024328690825692,0.0243286908256919,0.024328690825692,0.0243286908256912
"AC004982.1",2.74460181690163,2.74460181690164,2.74460181690163,2.74460181690165
"AC004982.2",1.5182815656333,1.5182815656333,1.5182815656333,1.5182815656333
"AC004987.3",0.0252684500903001,0.0252684500903001,0.0252684500903001,0.0252684500902998
"AC004990.1",0.113493538658997,0.113493538658997,0.113493538658997,0.113493538658997
"AC005000.1",0.557120101455805,0.557120101455805,0.557120101455805,0.557120101455811
"AC005000.2",0.126040640912916,0.126040640912916,0.126040640912916,0.126040640912918
"AC005002.2",0.0273981413781172,0.0273981413781172,0.0273981413781172,0.027398141378117
"AC005005.1",0.0866686004475292,0.0866686004475292,0.0866686004475292,0.086668600447529
"AC005005.4",0.0431512667999983,0.0431512667999982,0.0431512667999982,0.0431512667999982
"AC005013.1",1.33936317485668,1.33936317485668,1.33936317485668,1.33936317485669
"AC005014.1",0.436871472858499,0.436871472858499,0.436871472858499,0.436871472858503
"AC005014.2",2.04140243485506,2.04140243485506,2.04140243485506,2.04140243485505
"AC005019.1",0.0423037978267831,0.0423037978267831,0.0423037978267831,0.042303797826784
"AC005019.2",0.0535437906326245,0.0535437906326245,0.0535437906326245,0.0535437906326239
"AC005020.1",0.66342228396671,0.66342228396671,0.66342228396671,0.66342228396671
"AC005034.1",0.0349536331220627,0.0349536331220627,0.0349536331220627,0.0349536331220646
"AC005034.4",1.88799404051595,1.88799404051595,1.88799404051595,1.88799404051596
"AC005037.1",0.219828791244248,0.219828791244248,0.219828791244248,0.219828791244248
"AC005040.1",0.0323251145520044,0.0323251145520045,0.0323251145520044,0.0323251145520048
"AC005041.1",0.590483343252931,0.590483343252931,0.590483343252931,0.59048334325293
"AC005052.1",0.22771647298101,0.22771647298101,0.22771647298101,0.227716472981011
"AC005062.1",0.0637204424681281,0.0637204424681282,0.0637204424681281,0.0637204424681287
"AC005064.1",0.043801542715818,0.0438015427158181,0.043801542715818,0.0438015427158183
"AC005076.1",3.09947564514034,3.09947564514034,3.09947564514034,3.09947564514034
"AC005077.2",0.056163104686311,0.0561631046863107,0.0561631046863109,0.0561631046863105
"AC005077.4",0.385122546107396,0.385122546107396,0.385122546107396,0.385122546107397
"AC005082.1",1.05256248399945,1.05256248399945,1.05256248399945,1.05256248399944
"AC005083.1",0.344835073455434,0.344835073455434,0.344835073455434,0.344835073455437
"AC005090.1",0.0250732372554455,0.0250732372554455,0.0250732372554455,0.0250732372554454
"AC005091.1",0.1007945673851,0.1007945673851,0.1007945673851,0.100794567385101
"AC005094.1",0.0440062226638633,0.0440062226638633,0.0440062226638633,0.0440062226638621
"AC005102.1",0.189840728160854,0.189840728160854,0.189840728160854,0.189840728160858
"AC005144.1",0.0612166895481124,0.0612166895481125,0.0612166895481124,0.0612166895481123
"AC005150.1",0.0674794811780763,0.0674794811780763,0.0674794811780763,0.0674794811780775
"AC005154.1",2.32773035215302,2.32773035215302,2.32773035215302,2.32773035215302
"AC005154.6",0.530980066560225,0.530980066560226,0.530980066560226,0.530980066560226
"AC005156.1",0.0788012430071349,0.0788012430071348,0.0788012430071348,0.0788012430071343
"AC005162.3",0.128675670595615,0.128675670595614,0.128675670595614,0.128675670595614
"AC005176.2",0.017688953311382,0.017688953311382,0.017688953311382,0.0176889533113813
"AC005178.1",0.0342668810918398,0.0342668810918399,0.0342668810918399,0.0342668810918419
"AC005180.1",0.354087180961047,0.354087180961046,0.354087180961047,0.354087180961045
"AC005180.2",0.720404143711088,0.720404143711088,0.720404143711088,0.720404143711084
"AC005186.1",0.0908243604056722,0.0908243604056721,0.0908243604056721,0.090824360405673
"AC005224.1",0.919095697999886,0.919095697999886,0.919095697999886,0.919095697999891
"AC005224.2",0.0550865826186373,0.0550865826186373,0.0550865826186373,0.0550865826186384
"AC005225.2",0.105606244793319,0.105606244793319,0.105606244793319,0.105606244793318
"AC005225.4",3.04880289132962,3.04880289132962,3.04880289132962,3.04880289132962
"AC005229.1",0.178391498926123,0.178391498926123,0.178391498926123,0.178391498926133
"AC005229.2",0.0565421625005125,0.0565421625005124,0.0565421625005125,0.0565421625005093
"AC005229.3",0.0224610109176179,0.0224610109176179,0.0224610109176179,0.0224610109176179
"AC005229.4",2.85637211666945,2.85637211666944,2.85637211666944,2.85637211666945
"AC005244.2",0.0309536213423654,0.0309536213423655,0.0309536213423654,0.0309536213423652
"AC005252.3",0.0729809464885209,0.0729809464885209,0.0729809464885209,0.0729809464885203
"AC005258.1",0.817563106069671,0.817563106069671,0.817563106069671,0.817563106069672
