GSM2652126	GSM2652127	GSM2652129	GSM2652134	GSM2652135	GSM2652136
1447674_at	5	5	5	5	5	5
1447675_x_at	5	5	5	5	5	5
1447676_x_at	4254	3822	2860	1550	1459	821
1447677_x_at	4	5	5	4	4	5
1447678_at	4	4	4	4	4	4
1447679_s_at	469	208	24	488	1505	1671
1447680_at	4	4	4	4	4	4
1447681_x_at	4	4	22	7	7	5
1447682_x_at	6	6	6	6	6	8
1447683_x_at	5	8	5	136	178	274
1447684_at	4	4	4	4	4	4
1447685_x_at	4	4	4	4	4	4
1447686_at	8	8	8	8	7	8
1447687_x_at	5	6	5	5	5	6
1447688_at	4	5	5	4	4	5
1447689_at	17	26	19	29	24	30
1447690_at	5	5	5	5	5	5
1447691_x_at	5	265	5	5	6	5
1447692_x_at	5	5	5	5	5	5
1447693_s_at	4237	3834	2386	1129	1374	197
1447694_x_at	4	4	4	4	4	4
1447695_at	26	8	21	5	5	8
1447696_x_at	5	5	5	5	5	5
1447697_at	5	6	5	7	5	5
1447698_x_at	6	9	8	7	6	10
1447699_at	12	20	14	12	32	14
1447700_x_at	4	4	4	4	4	4
1447701_x_at	4	4	4	4	4	4
1447702_x_at	6	6	6	6	5	6
1447703_x_at	28	30	33	70	50	48
1447704_s_at	279	6	8	6	668	7
1447705_at	4	4	4	4	4	4
1447706_at	6	7	7	6	10	7
1447707_s_at	1086	40	7	7	6	15
1447708_x_at	4	4	4	4	4	4
1447709_at	6	17	6	6	6	6
1447710_at	5	6	6	6	5	6
1447711_x_at	5	6	6	6	6	6
1447712_x_at	5	6	6	6	6	24
1447713_at	5	5	5	5	5	5
1447714_x_at	5	5	5	5	5	5
1447715_x_at	5	5	5	5	5	5
1447716_x_at	5	5	5	5	5	5
1447717_x_at	4	4	4	4	4	4
1447718_at	5	5	5	5	5	5
1447719_at	4	4	4	4	4	4
1447720_x_at	384	435	377	186	327	1104
1447721_at	5	6	6	6	5	6
1447722_at	6	7	6	6	6	6
1447723_at	271	6	5	49	5	5
1447724_x_at	415	117	221	252	370	49
1447725_at	44	6	6	5	5	5
1447726_at	5	6	6	6	5	8
1447727_at	5	5	5	5	5	6
1447728_x_at	4	4	4	4	4	4
1447729_s_at	20	30	27	23	20	49
1447730_at	5	5	5	5	5	5
1447731_at	5	5	5	5	5	5
1447732_x_at	5	5	5	5	5	5
1447733_x_at	6	7	7	6	6	7
1447734_x_at	125	198	139	122	112	155
1447735_x_at	5	5	5	5	5	5
1447736_at	5	5	5	5	5	5
1447737_at	5	5	5	5	5	5
1447738_s_at	614	431	64	47	85	58
1447739_x_at	46	19	8	8	7	28
1447740_at	5	5	5	5	5	5
1447741_x_at	4	4	4	4	4	4
1447742_at	4	4	4	4	4	4
1447743_x_at	5	5	5	6	5	5
1447744_s_at	845	192	120	60	16	3106
1447745_at	3968	4096	2755	83	174	109
1447746_at	5	6	5	5	5	6
1447747_x_at	5	5	5	5	5	5
1447748_x_at	19	13	5	8	6	6
1447749_at	9	13	29	8	11	52
1447750_x_at	20	5	152	127	75	20
1447751_x_at	4	4	4	4	4	4
1447752_x_at	7	13	8	10	13	16
1447753_at	4	4	4	4	4	4
1447754_x_at	9	5	20	25	388	484
1447755_at	115	111	709	115	281	15
1447756_x_at	5	6	6	6	5	6
1447757_x_at	45	143	62	26	81	283
1447758_x_at	7	10	10	8	8	12
1447759_x_at	4	4	4	4	4	4
1447760_x_at	5	5	5	5	5	5
1447761_x_at	5	5	5	5	5	5
1447762_x_at	5	6	5	5	5	6
1447763_at	6242	123	75	230	700	455
1447764_at	5	5	5	5	5	5
1447765_at	43	6	24	47	6	6
1447766_x_at	4	5	4	4	4	5
1447767_at	4	4	4	4	4	4
1447768_at	4	4	4	4	4	5
1447769_x_at	5	6	6	5	5	5
1447770_at	4	4	4	4	4	4
1447771_at	5	5	5	5	5	5
1447772_at	5	5	5	5	5	5
1447773_x_at	4	4	4	4	4	4
1447774_x_at	36	37	16	5	5	5
1447775_x_at	37	33	159	44	54	166
1447776_x_at	999	1090	432	749	653	369
1447777_x_at	5	5	5	5	5	5
1447778_x_at	349	12	82	42	42	272
1447779_x_at	15	15	9	40	33	47
1447780_x_at	125	54	31	158	175	109
1447781_s_at	45	50	59	758	46	50
1447782_x_at	5	5	5	5	5	5
1447783_x_at	48	145	14	68	102	109
1447784_x_at	5	6	5	5	8	5
1447785_x_at	6	6	6	5	6	6
1447786_at	6	8	7	7	6	8
1447787_x_at	5	5	5	104	316	438
1447788_s_at	228	923	278	5	5	5
1447789_x_at	4	4	4	4	4	4
1447790_at	6	6	6	6	6	6
1447791_s_at	6	6	6	6	7	6
1447792_x_at	5	5	5	5	5	5
1447793_x_at	5	5	5	5	5	5
1447794_x_at	6	7	6	6	6	7
1447795_at	4	4	4	4	4	5
1447796_at	4	4	4	4	4	4
1447797_x_at	4	4	4	4	4	4
1447798_at	6	6	6	6	6	6
1447799_x_at	6	9	7	6	6	9
1447800_x_at	8254	8841	4381	444	67	39
1447801_x_at	5	7	6	7	7	7
1447802_x_at	8	11	17	9	7	386
1447803_x_at	5	5	5	5	5	5
1447804_x_at	5	5	5	5	5	5
1447805_s_at	114	521	308	286	217	91
1447806_s_at	49	4	4	4	4	4
1447807_s_at	1819	2297	2231	499	180	166
1447808_s_at	1851	1124	908	11	78	15
1447809_x_at	109	274	114	111	107	110
1447810_x_at	4	4	4	4	4	4
1447811_s_at	653	1709	490	398	139	327
1447812_x_at	21	21	8	23	21	21
1447813_x_at	5	6	6	6	5	6
1447814_x_at	5	5	6	5	5	5
1447815_x_at	7	8	8	7	6	8
1447816_x_at	59	188	26	52	57	953
1447817_at	7	7	7	7	6	9
1447818_x_at	6	277	6	6	6	105
1447819_x_at	4	4	4	4	4	4
1447820_x_at	7	8	7	7	7	7
1447821_at	93	102	129	95	91	72
1447822_x_at	13	5	5	5	10	9
1447823_x_at	5	5	5	5	5	5
1447824_x_at	6	9	7	6	6	6
1447825_x_at	14	8	18	15	7	15
1447826_x_at	4	5	4	4	4	5
1447827_x_at	37	270	97	373	232	285
1447828_x_at	5	5	5	5	5	5
1447829_x_at	5	5	5	5	5	5
1447830_s_at	215	330	63	6	117	21
1447831_s_at	5	5	18	5	5	6
1447832_x_at	6	7	6	6	6	7
1447833_x_at	4	4	5	6	5	21
1447834_at	4	4	4	4	4	4
1447835_at	5	6	12	5	5	6
1447836_x_at	5	5	5	5	5	5
1447837_x_at	80	198	1328	190	1031	382
1447838_x_at	4	4	4	4	4	5
1447839_x_at	6	5	6	12	5	81
1447840_x_at	5	5	5	5	5	5
1447841_x_at	4	4	4	4	4	4
1447842_x_at	1733	2610	897	143	30	73
1447843_at	4	4	4	4	4	4
1447844_at	5	5	5	5	5	163
1447845_s_at	5	6	27	294	190	140
1447846_x_at	14	15	26	15	6	26
1447847_x_at	5	6	6	5	5	6
1447848_at	4	4	4	4	4	4
1447849_s_at	5	5	5	5	5	5
1447850_x_at	7	8	8	7	7	8
1447851_x_at	6	7	6	6	6	6
1447852_x_at	1267	7	8	250	294	32
1447853_x_at	139	5	31	99	100	238
1447854_s_at	641	810	985	472	1317	2219
1447855_x_at	6	6	6	6	6	6
1447856_x_at	106	13	107	170	106	107
1447857_at	5	5	6	6	5	348
1447858_x_at	4	4	4	4	4	4
1447859_at	5	6	6	5	5	6
1447860_x_at	83	6	6	9	7	6
1447861_x_at	22	30	16	23	29	57
1447862_x_at	5	5	5	5	5	5
1447863_s_at	8	23	14	8	114	9
1447864_s_at	308	325	8	839	869	342
1447865_x_at	7	4	7	6	26	9
1447866_x_at	5	6	6	5	5	6
1447867_x_at	6	7	7	7	6	8
1447868_x_at	74	77	53	63	157	224
1447869_x_at	111	123	6	884	662	97
1447870_x_at	5	5	5	5	5	5
1447871_at	31	5	5	5	9	5
1447872_at	115	6	31	6	6	6
1447873_x_at	5	5	5	5	5	5
1447874_x_at	4	4	4	4	4	4
1447875_x_at	105	20	12	10	24	31
1447876_x_at	5	6	5	5	5	6
1447877_x_at	7	106	4	477	902	1025
1447878_s_at	4482	2088	3017	242	1053	16
1447879_x_at	5	6	5	5	5	6
1447880_x_at	4	4	5	4	4	4
1447881_x_at	62	37	5	25	21	24
1447882_x_at	13	28	27	28	22	31
1447883_x_at	1631	486	1961	1149	412	408
1447884_x_at	5	5	5	5	5	5
1447885_x_at	4	4	4	4	4	4
1447886_at	4	71	4	4	4	4
1447887_x_at	6	6	18	7	93	6
1447888_x_at	5	5	5	5	6	6
1447889_x_at	20	116	38	24	25	26
1447890_at	4	4	4	4	4	4
1447891_at	5	5	5	5	5	5
1447892_at	6	6	6	6	5	6
1447893_x_at	6	7	7	22	6	10
1447894_x_at	9	6	5	49	184	301
1447895_x_at	351	1169	678	579	343	590
1447896_s_at	1413	2539	750	9065	8937	8771
1447897_x_at	5	6	6	5	5	6
1447898_s_at	40	244	12	166	491	291
1447899_x_at	5	5	5	5	5	5
1447900_x_at	4	5	4	4	4	4
1447901_x_at	5	5	5	5	5	5
1447902_at	35	63	108	63	63	63
1447903_x_at	469	399	146	441	53	28
1447904_s_at	4622	4296	1253	1090	1358	3184
1447905_x_at	589	90	273	2670	4275	4632
1447906_at	5	5	5	7	5	5
1447907_x_at	5	6	6	6	6	6
1447908_x_at	4	4	4	5	6	4
1447909_s_at	1317	6503	2211	260	1328	689
1447910_x_at	228	965	246	53	245	247
1447911_at	5	6	173	5	9	77
1447912_x_at	45	42	8	43	30	73
1447913_x_at	337	247	196	693	287	578
1447914_x_at	8	5	5	5	5	5
1447915_x_at	5	6	5	5	5	5
1447916_at	5	5	5	5	5	5
1447917_x_at	177	178	65	136	166	349
1447918_x_at	5	5	5	5	5	5
1447919_x_at	912	282	466	695	881	763
1447920_at	5	5	5	5	5	5
1447921_at	5	5	5	5	5	6
1447922_at	236	177	345	302	282	358
1447923_at	458	95	1472	781	776	284
1447924_at	67	126	39	328	364	139
1447925_at	15	7	7	8	9	7
1447926_at	10	100	34	163	116	54
1447927_at	5	5	5	94	7	5
1447928_at	6	6	6	26	6	6
1447929_at	5	5	5	5	5	5
1447930_at	5	5	5	192	243	181
1447931_at	74	82	48	81	89	198
1447932_at	6	10	7	7	10	7
1447933_at	6	5	5	6	15	9
1447934_at	9	9	9	21	27	75
1447935_at	6	6	5	35	107	5
1447936_at	49	29	300	841	1148	501
1447937_a_at	95	53	74	52	51	71
1447938_at	7	7	7	5	6	29
1447939_a_at	5	5	5	5	5	5
1447940_a_at	5	259	14	5	13	35
1447941_x_at	6	23	18	6	10	10
1447942_x_at	5	5	5	5	5	5
1447943_x_at	6	15	15	162	161	93
1447944_at	209	386	173	815	634	413
1447945_at	6	6	6	6	6	6
1447946_at	687	802	1364	13	128	193
1447947_at	6	6	6	6	6	10
1447948_at	5	5	5	5	5	5
1447949_at	6	6	6	6	6	6
1447950_at	4	4	4	12	5	4
1447951_at	187	53	69	149	597	73
1447952_at	4	103	4	4	8	90
1447953_at	50	57	63	17	56	49
1447954_at	6	7	17	7	7	7
1447955_at	6	6	6	35	25	6
1447956_at	5	5	5	5	5	5
1447957_at	5	5	5	5	5	5
1447958_at	5	6	9	6	6	104
1447959_at	76	741	373	400	257	120
1447960_at	11	61	5	9	5	5
1447961_s_at	60	103	244	60	35	94
1447962_at	5	5	42	5	5	5
1447963_at	5	5	5	5	5	5
1447964_at	6	6	6	10	6	6
1447965_at	6	5	107	13	8	5
1447966_a_at	17	27	179	12	73	15
1447967_at	10	9	6	29	10	18
1447968_at	5	5	5	5	5	5
1447969_at	92	23	268	234	321	385
1447970_at	5	7	5	5	37	5
1447971_at	13	7	67	7	6	7
1447972_at	5	5	5	5	5	5
1447973_at	6	67	165	17	124	14
1447974_s_at	5	5	5	5	5	5
1447975_a_at	6	6	6	6	6	6
1447976_at	6	6	8	6	11	66
1447977_x_at	179	84	222	234	293	956
1447978_at	7	6	6	11	6	6
1447979_at	5	5	5	5	5	5
1447980_s_at	4	4	13	4	4	4
1447981_at	5	15	36	5	10	5
1447982_at	34	38	38	37	36	38
1447983_at	5	5	17	5	5	5
1447984_at	5	5	5	21	5	24
1447985_s_at	43	115	36	533	33	13
1447986_at	7	7	7	7	6	7
1447987_at	31	8	7	8	8	8
1447988_at	5	5	5	5	5	5
1447989_at	6	7	7	7	6	7
1447990_at	5	6	6	6	5	6
1447991_at	72	23	7	6	6	7
1447992_s_at	98	6	5	5	5	5
1447993_a_at	38	6	6	555	164	873
1447994_at	6	6	6	6	6	7
1447995_x_at	10	5	9	36	22	59
1447996_at	5	5	5	5	5	5
1447997_s_at	6	8	8	6	6	6
1447998_at	6	8	8	7	7	8
1447999_x_at	11	13	12	11	10	12
1448000_at	4	4	4	4	4	4
1448001_x_at	4	4	4	4	4	4
1448002_x_at	5	5	5	5	5	5
1448003_at	4	4	5	5	4	4
1448005_at	3292	3831	3099	421	600	214
1448006_at	15	5	44	15	71	13
1448007_at	223	134	409	1366	1062	485
1448008_at	1269	246	1502	1525	1565	1083
1448009_at	138	249	85	476	489	1967
1448010_at	6	6	6	7	6	6
1448011_at	13	13	696	52	38	43
1448012_at	6	6	6	6	6	92
1448013_at	382	186	194	125	177	291
1448014_s_at	299	340	66	468	293	1197
1448015_at	175	1373	8	1380	964	540
1448016_at	5	6	10	8	10	5
1448017_at	5	5	5	5	5	5
1448018_at	21	1294	1174	215	179	58
1448019_at	7	6	6	5	8	49
1448020_at	34	38	58	35	22	1413
1448021_at	5	5	5	47	5	5
1448022_at	6	6	6	6	6	6
1448023_at	5	5	5	5	5	5
1448024_at	5	5	5	5	5	5
1448025_at	5	5	5	5	5	5
1448026_at	111	331	241	2778	2226	2707
1448027_at	41	49	188	173	45	8
1448028_at	12	10	39	10	314	1681
1448029_at	6	13	5	17	77	5
1448030_at	6	6	6	6	13	6
1448031_at	3368	5331	6539	719	1052	1305
1448032_at	4	5	77	4	4	5
1448033_at	433	16	475	1059	593	907
1448034_at	44	4	5	4	4	5
1448037_at	6	6	7	6	6	7
1448038_at	8	6	6	5	5	6
1448039_at	297	650	389	55	481	749
1448040_at	147	6	115	5	5	5
1448041_at	6	6	6	6	6	6
1448042_s_at	4	4	4	4	4	15
1448043_x_at	5	5	5	5	5	5
1448044_a_at	5	5	5	5	5	5
1448045_at	5	5	5	5	16	5
1448046_at	5	145	5	324	242	176
1448047_at	5	5	5	152	5	5
1448048_at	5	5	5	5	10	5
1448049_at	78	14	203	492	13	12
1448050_s_at	125	951	254	3254	1443	2204
1448051_at	7	7	7	7	6	7
1448052_at	17	28	27	27	26	49
1448053_at	5	5	5	5	7	5
1448054_at	10	5	5	5	5	5
1448055_at	5	5	5	5	5	5
1448056_at	5	52	10	5	5	5
1448057_at	193	142	212	355	334	247
1448058_s_at	53	5	5	5	5	5
1448059_at	5	5	5	5	5	6
1448060_at	1839	741	1054	171	80	44
1448061_at	6	6	6	6	5	6
1448062_at	6	6	6	6	6	6
1448063_at	62	7	19	6	6	6
1448064_at	4	5	7	13	5	5
1448065_at	77	6	6	6	27	6
1448066_at	5	5	5	5	5	5
1448067_at	5	5	5	5	5	5
1448068_at	979	1202	941	238	484	994
1448069_at	5	5	5	5	5	5
1448070_at	5	6	147	6	60	5
1448071_at	5	5	5	5	5	5
1448072_at	8	18	18	17	15	18
1448073_at	6	7	6	6	6	7
1448074_at	5	5	5	5	5	5
1448075_at	5	5	5	5	6	5
1448076_at	11	22	5	5	58	5
1448078_at	40	92	54	55	22	14
1448079_at	104	11	22	9	10	10
1448080_at	5	5	5	5	5	5
1448081_at	5	5	5	5	5	5
1448082_at	5	5	5	5	5	5
1448083_at	61	9	18	12	13	14
1448085_at	5	5	5	5	5	5
1448086_at	5	5	9	5	6	5
1448088_at	5	5	5	5	5	5
1448089_at	6	8	7	6	6	7
1448090_at	5	7	7	6	6	7
1448091_at	5	6	6	6	5	6
1448092_x_at	5	5	5	5	5	5
1448093_s_at	6	6	6	6	5	6
1448094_at	7	5	5	11	5	428
1448095_at	6	19	10	10	19	9
1448096_at	5	5	5	5	5	5
1448097_at	5	5	6	5	10	8
1448098_at	6	7	7	6	6	8
1448099_at	5	5	5	5	5	5
1448100_at	1041	1254	860	878	703	257
1448101_s_at	6	8	5	23	260	6
1448102_a_at	679	238	458	1342	1722	918
1448103_s_at	665	2182	479	4089	3748	3280
1448104_at	2368	3724	1785	333	173	143
1448105_at	18	18	22	18	17	22
1448106_at	1784	637	954	1912	665	1613
1448107_x_at	5	5	5	5	5	5
1448108_at	4869	6057	3778	963	980	1194
1448109_a_at	1726	822	3465	6751	7228	5439
1448110_at	770	312	255	65	9	5
1448111_at	111	6	10	288	69	623
1448112_at	8990	5854	7188	8765	8136	7476
1448113_at	1405	2142	1908	11400	9745	7935
1448114_a_at	247	32	45	237	220	212
1448115_at	71	22	16	64	196	47
1448116_at	1240	732	875	1516	1295	957
1448117_at	87	7	5	13	278	292
1448118_a_at	4205	1895	3786	1246	605	531
1448119_at	73	1910	379	20	155	305
1448120_at	4	4	4	5	4	4
1448121_at	1174	1611	2669	732	714	2053
1448122_at	2763	5367	3982	8485	9041	7927
1448123_s_at	5	5	5	5	5	5
1448124_at	16	5	10	5	7	5
1448125_at	19	56	5	5	5	5
1448126_at	11	5	16	547	998	659
1448127_at	70	141	54	2906	3675	2670
1448128_at	1468	617	617	347	262	47
1448129_at	416	229	412	332	226	202
1448130_at	1333	2740	1765	723	775	875
1448131_at	217	139	172	241	103	415
1448132_at	11	10	17	16	7	7
1448133_at	246	642	862	467	1053	183
1448134_at	15	5	5	5	5	5
1448135_at	470	190	195	891	1766	1621
1448136_at	3338	4810	2524	161	72	74
1448137_at	284	127	2164	171	174	45
1448138_at	117	88	360	219	195	143
1448139_at	8208	8886	6133	2693	2250	576
1448140_at	15	13	10	150	66	7
1448141_at	159	81	116	65	124	41
1448142_x_at	1176	509	1361	4881	6730	6173
1448143_at	2059	1085	1833	1283	423	2244
1448144_at	16	333	7	1891	456	473
1448145_at	20	22	16	14	15	11
1448146_at	162	21	37	87	36	18
1448147_at	1167	1388	1415	2689	2550	2247
1448148_at	1617	1058	1204	712	372	525
1448149_at	2276	1947	792	1363	1787	1241
1448150_at	5	5	5	5	5	5
1448151_at	510	1085	2322	1674	2581	1855
1448152_at	5	5	5	5	5	124
1448153_at	3190	1544	5100	5118	5400	5781
1448154_at	14211	12350	16174	7463	5416	4441
1448155_at	39	21	60	13	190	115
1448156_at	5	5	5	5	5	5
1448157_s_at	4714	6013	2894	10377	11325	11535
1448158_at	5	5	5	5	5	5
1448159_at	2017	2113	1707	1938	1236	1868
1448160_at	81	5	5	5	5	9
1448161_a_at	404	898	501	290	84	95
1448162_at	4844	5055	4303	536	465	362
1448163_at	14	13	15	13	13	223
1448164_at	83	223	205	98	84	43
1448165_at	5	7	7	62	163	18
1448166_a_at	306	1455	607	1326	894	809
1448167_at	85	192	256	32	23	23
1448168_a_at	5	6	6	6	5	6
1448169_at	5	5	5	5	5	5
1448170_at	75	676	101	279	58	7
1448171_at	5	5	5	5	5	5
1448172_at	2337	1422	1592	1340	1421	1157
1448173_a_at	13	13	20	12	19	34
1448174_at	392	110	1316	396	682	1066
1448175_at	239	29	174	22	379	204
1448176_a_at	4777	4648	4387	6634	6491	6518
1448177_at	5	5	5	5	5	5
1448178_a_at	5745	987	554	4734	5710	2477
1448179_at	5767	4563	3908	4320	4550	5452
1448180_a_at	9	7	48	1117	2575	1443
1448181_at	1078	217	1464	234	152	64
1448182_a_at	5	5	5	1642	2303	810
1448183_a_at	1361	492	399	706	1039	451
1448184_at	1772	457	604	2034	2176	1277
1448185_at	241	203	22	74	158	454
1448186_at	5	5	5	5	5	5
1448187_at	5	5	5	59	29	33
1448188_at	68	6	588	75	21	8
1448189_a_at	449	190	467	109	75	146
1448190_at	913	797	596	1191	1286	1716
1448191_at	5	5	5	68	269	122
1448192_s_at	19	69	60	605	331	510
1448193_at	103	260	255	40	120	181
1448194_a_at	5	5	5	60	83	5
1448195_at	18	26	25	69	39	28
1448196_at	67	559	90	869	191	98
1448197_at	5	6	5	5	5	6
1448198_a_at	2745	2893	2432	1330	1876	2297
1448199_at	79	155	356	113	305	266
1448200_at	2113	1480	907	212	23	6
1448201_at	5	5	5	5	118	5
1448202_x_at	1092	219	927	1820	1057	920
1448203_at	3046	676	1647	1678	2189	2065
1448204_at	33	141	20	94	30	186
1448205_at	5	5	5	570	763	753
1448206_at	2286	1805	1189	2060	2413	2443
1448207_at	591	160	286	99	206	40
1448208_at	1188	179	225	2241	927	2524
1448209_a_at	1666	1207	1197	257	84	170
1448210_at	779	293	418	1115	705	1830
1448211_at	789	890	852	511	697	279
1448212_at	17	11	260	184	325	248
1448213_at	5	5	5	39	5	5
1448214_at	19	34	20	85	32	21
1448215_a_at	24	5	7	8	13	35
1448216_at	5	5	5	5	5	5
1448217_a_at	5552	4908	3448	10298	12443	9825
1448218_s_at	7348	1845	6497	9958	10472	9130
1448219_a_at	5942	2806	2523	6105	6513	8007
1448220_at	5	5	5	5	5	5
1448221_at	925	156	151	2121	2612	3204
1448222_x_at	1529	1121	1823	1727	1743	1044
1448223_at	282	235	352	415	496	305
1448224_at	100	58	50	202	109	56
1448225_at	17	12	12	12	20	12
1448226_at	27	257	14	4032	4884	4270
1448227_at	4	5	5	4	4	5
1448228_at	4	4	4	4	4	4
1448229_s_at	260	223	200	7891	7347	8430
1448230_at	129	64	341	76	410	360
1448231_at	5	5	5	26	62	15
1448232_x_at	6	25	9	106	161	141
1448233_at	10186	12792	9448	1278	1311	768
1448234_at	844	1717	338	1306	2005	1578
1448235_s_at	483	1713	4461	11816	11988	11888
1448236_at	616	1870	1395	4006	2403	1082
1448237_x_at	12046	9206	9320	4535	4366	3675
1448238_at	1377	1086	318	3312	2995	2402
1448239_at	116	37	22	7	7	18
1448240_at	176	157	55	309	247	223
1448241_at	6105	2262	4087	2168	1101	734
1448242_at	1063	592	478	1731	910	336
1448243_at	201	236	90	88	58	66
1448244_at	43	63	44	20	77	69
1448245_at	7346	2047	6572	16536	18219	18804
1448246_at	317	96	799	1174	1057	809
1448247_at	158	239	76	33	121	132
1448248_at	1251	751	706	1202	1164	2070
1448249_at	85	22	43	46	589	476
1448250_at	8	8	8	8	8	8
1448251_at	4	4	4	4	4	4
1448252_a_at	1262	1028	2244	5345	5511	4601
1448253_at	4068	2970	3173	916	873	2256
1448254_at	13142	13200	11519	6012	5201	5814
1448255_a_at	914	209	761	95	188	55
1448256_at	19	13	94	96	31	20
1448257_at	45	86	15	83	6	21
1448258_a_at	1676	1828	3091	1972	647	2490
1448259_at	2008	569	784	1985	1179	1109
1448260_at	542	5	6	143	142	151
1448261_at	5	6	5	5	5	6
1448262_at	2184	1318	1280	5879	4474	3696
1448263_a_at	2842	802	1377	130	1587	2099
1448264_a_at	6593	1604	2540	8274	8019	8562
1448265_x_at	5	6	6	6	5	6
1448266_at	557	701	764	857	551	937
1448267_at	5	35	8	8	11	50
1448268_at	657	475	610	639	826	553
1448269_a_at	1026	4143	578	502	1778	1587
1448270_at	28	204	41	714	952	1555
1448271_a_at	123	127	124	532	505	269
1448272_at	9	4	5	536	495	518
1448273_at	6	6	6	6	6	6
1448274_at	912	655	1461	2333	3579	2961
1448275_at	66	19	19	19	19	25
1448276_at	71	14	12	13	17	18
1448277_at	39	10	10	392	273	181
1448278_at	308	512	173	13	841	45
1448279_at	204	94	60	609	835	407
1448280_at	2288	357	35	197	214	142
1448281_a_at	5	5	5	5	5	5
1448282_at	147	507	105	227	881	1344
1448283_a_at	644	317	348	1745	1494	730
1448284_a_at	9295	4362	4397	8459	7217	4124
1448285_at	104	72	6	5	5	14
1448286_at	228	496	269	287	204	86
1448287_at	103	107	27	131	405	364
1448288_at	728	2055	572	2594	2314	1135
1448289_at	47	173	12	254	418	208
1448290_at	5	5	5	5	5	5
1448291_at	5	5	5	5	5	5
1448292_at	1988	1728	1628	1265	1069	944
1448293_at	121	6	6	6	5	6
1448294_at	5	5	5	5	5	5
1448295_at	79	101	133	577	680	467
1448296_x_at	5	6	6	6	6	19
1448297_a_at	988	1953	894	1208	746	5
1448298_at	48	18	12	12	13	12
1448299_at	204	5	5	5	5	5
1448300_at	15	14	10	7	11	121
1448301_s_at	6	23	64	6	6	9
1448302_at	38	12	11	173	403	10
1448303_at	5	5	5	5	5	5
1448304_a_at	1502	651	977	1137	823	553
1448305_at	1135	833	698	729	1012	1443
1448306_at	6	24	22	10	10	6
1448307_at	22	6	29	60	148	52
1448308_at	89	101	145	34	137	5
1448309_at	172	828	1805	347	526	479
1448310_at	17	25	13	189	479	78
1448311_at	33	17	101	31	44	46
1448312_at	103	5	5	8	17	5
1448313_at	3689	3226	3714	992	410	743
1448314_at	5	8	7	346	769	664
1448315_a_at	152	749	307	526	468	859
1448316_at	174	216	76	170	8	9
1448317_at	223	794	666	483	161	82
1448318_at	574	225	90	109	77	159
1448319_at	63	32	198	242	690	160
1448320_at	6	6	88	5	4	5
1448321_at	100	34	130	106	12	8
1448322_a_at	5087	2861	4941	4300	3241	3838
1448323_a_at	32	5	16	34	37	55
1448324_at	252	402	446	4590	1052	1145
1448325_at	114	7	72	77	68	7
1448326_a_at	5	5	7	5	5	5
1448327_at	4	21	5	5	5	5
1448328_at	7	7	25	18	10	7
1448329_at	5	5	5	5	5	5
1448330_at	5701	7081	7560	2433	1527	985
1448331_at	688	242	1111	706	775	775
1448332_at	70	212	287	436	53	9
1448333_at	425	517	21	611	353	179
1448334_a_at	841	930	917	820	1273	1539
1448335_s_at	330	782	143	681	864	569
1448336_at	113	854	56	313	354	99
1448337_at	94	111	116	227	72	98
1448338_at	7	7	7	7	6	7
1448339_at	1257	1816	2208	747	1196	656
1448340_at	275	246	209	5	28	31
1448341_a_at	5	8	5	5	5	5
1448342_at	248	15	87	5	15	5
1448343_a_at	2297	312	1159	1448	1407	1019
1448344_at	793	537	388	3840	4062	2761
1448345_at	343	75	119	396	1050	540
1448346_at	1584	645	1496	3341	3296	2862
1448347_a_at	1653	2010	582	6090	7336	6718
1448348_at	953	1267	892	5388	5443	4017
1448349_at	5	7	5	5	5	12
1448350_at	9	6	6	6	6	6
1448351_at	327	141	58	444	239	6
1448352_at	213	245	333	333	511	576
1448353_x_at	1462	3672	1887	1579	933	174
1448354_at	923	582	335	3278	1082	2395
1448355_at	5	5	5	5	5	5
1448356_at	1124	499	511	1085	2250	1043
1448357_at	517	1245	259	7518	5991	4669
1448358_s_at	4853	2412	1589	21570	16314	14815
1448359_a_at	37	43	29	1954	271	520
1448360_s_at	218	219	78	710	420	115
1448361_at	5812	4608	2414	2953	3474	1404
1448362_at	847	779	1422	3707	1128	950
1448363_at	540	463	672	183	398	249
1448364_at	11	8	5	283	85	229
1448365_at	34	53	85	254	169	837
1448366_at	5	5	6	5	5	5
1448367_at	22	19	10	9	10	11
1448368_at	378	136	194	486	838	864
1448369_at	11	12	12	71	122	89
1448370_at	29	149	229	114	223	205
1448371_at	33	6	6	6	6	6
1448372_a_at	615	508	1148	1394	1064	862
1448373_at	800	439	513	2362	2215	2416
1448374_at	5	5	5	5	5	5
1448375_at	403	981	233	247	148	2125
1448376_at	901	838	833	429	697	34
1448377_at	5	5	5	5	5	5
1448378_at	138	162	156	1387	1506	917
1448379_at	69	97	6	56	152	97
1448380_at	2181	29	188	90	63	5
1448381_at	17	108	10	16	19	5
1448382_at	6	6	6	6	6	6
1448383_at	1711	2081	2242	1959	1340	965
1448384_at	86	87	46	41	126	166
1448385_at	87	10	66	167	19	5
1448386_a_at	5	5	5	5	5	5
1448387_at	308	1360	568	953	2103	1769
1448388_a_at	1517	2088	1745	3370	1845	2233
1448389_at	7	5	81	364	50	16
1448390_a_at	708	266	706	9	12	16
1448391_at	2072	1076	1975	846	813	457
1448392_at	7942	4976	4194	2620	579	1550
