"","meanx","meany","tvalue","FC","logFC","pvalue","Contrast","adj.P.Val"
"AABR07001555.1",0,6.89038711220746,2.6508752161429,Inf,Inf,0.229646398596096,"QNPbyTAP",0.999972914253848
"AABR07003030.1",0,12.0657752281381,1.76384998107704,Inf,Inf,0.328341180597576,"QNPbyTAP",0.999972914253848
"AABR07004269.4",0,3.27288164783899,7.78837149887085,Inf,Inf,0.0812949928544524,"QNPbyTAP",0.999972914253848
"AABR07006627.2",0,3.43253016748085,3.80929061531035,Inf,Inf,0.16343516954261,"QNPbyTAP",0.999972914253848
"Bloc1s3",0,66.7734778378371,1.55018542986078,Inf,Inf,0.364726883808502,"QNPbyTAP",0.999972914253848
"Mir497",0,25.5643347931175,3.75304879865154,Inf,Inf,0.165775874923581,"QNPbyTAP",0.999972914253848
"Mir6326",0,20.8460066508302,10.8366273264453,Inf,Inf,0.0585811321640499,"QNPbyTAP",0.999972914253848
"Olr1404",0,2.24745167975014,4.02979289911178,Inf,Inf,0.154850337430556,"QNPbyTAP",0.999972914253848
"RF01225",0,117.040735098323,1.3893953892846,Inf,Inf,0.397155352695597,"QNPbyTAP",0.999972914253848
"NEWGENE_1307313",0.066946129399411,88.7240597056947,2.35256174158109,1325.3052939977,10.3721090182267,0.255190842297521,"QNPbyTAP",0.999972914253848
"Nptx1",0.0880345435859378,79.3136537398316,3.21206901422824,900.937864946242,9.81528380078022,0.190211837512954,"QNPbyTAP",0.999972914253848
"Nog",0.41306748760263,344.477857122115,4.83823176592575,833.950546728825,9.70381802415876,0.102109998587314,"QNPbyTAP",0.999972914253848
"Ngfr",0.437750136816734,320.869480732517,5.42468105918716,732.996871379278,9.51766323035041,0.0811525955500835,"QNPbyTAP",0.999972914253848
"Sox9",0.373192847694732,193.920653737145,3.3327451598553,519.625858145519,9.02132941519115,0.167904855476639,"QNPbyTAP",0.999972914253848
"Anxa1",0.365185357822486,183.200173653394,4.06422844723333,501.66352436958,8.97057623426686,0.130800627487137,"QNPbyTAP",0.999972914253848
