"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Overlap_Number"
"1","Heart","79/415",0.0990290728565975,1,0,0,1.1484853440913,2.65569067557115,"LGALS3BP;SLC25A3;CUEDC2;PLEKHF1;RNPEPL1;COX4I1;HFE;ICA1;HSPB1;DOC2B;ECSIT;MRPL41;VMO1;PSMD4;C19ORF53;PPP2R1A;HCFC1R1;TIMM17B;UQCRFS1;HOMER3;TRAPPC2L;TIMM22;NDUFC1;ETV2;NUDT16L1;COX6B1;THAP4;THAP3;PTP4A3;NDUFS8;NDUFS7;IVD;PEX6;RARA;NDUFS3;FAM96B;MASP1;AURKAIP1;ALDOA;SLC25A11;SF3B5;NDUFB9;NDUFB7;TSSC4;NDUFB10;NDUFB11;NDUFB4;NDUFB2;UQCR10;COX5B;NOL3;COX5A;RNF5;EXOSC4;GNG5;ASNA1;BNIP1;CYC1;POLR2I;POLR2L;ESRRA;GADD45GIP1;TIMM8B;NDUFA8;SRPK3;NDUFA6;MDH2;IDH3G;BAD;NDUFA3;NDUFA2;IDH2;MRPL24;WDR13;GNL3L;UQCRQ;NDUFAB1;CDK16;CD320",79
"2","Lymphoma_burkitts(Raji)","56/355",0.680500748394544,1,0,0,0.951713296369469,0.366339532193847,"HFE;SNX11;RPL8;PHB2;CCDC28B;SEPT9;RPS18;C1QBP;RUVBL1;RPL36;RPLP2;TXNL4A;BCAS4;EIF5A;MAP2K2;PRMT1;ITPK1;LSS;NIPSNAP1;DUSP22;THAP3;FAM189B;CLPP;DDIT4;PPIF;PABPC3;GLCCI1;TKT;PFDN4;RPL28;SLC25A6;TMEM161A;SSNA1;MRPS34;TIMM13;RASAL1;MRPL10;SRM;CD79A;FCHO1;RPL13;RPS2;TRAP1;MARCKSL1;PCGF5;MDH2;NAP1L1;EEF2;NLE1;NFATC4;GGCT;GRHPR;TNIP1;RPL27A;NFKBIE;EIF3B",56
"3","Wholebrain","37/240",0.712190846202305,1,0,0,0.930115635997989,0.315689953733568,"MAGEH1;DCTN3;ARHGDIG;TMEM160;FAIM2;COX6A1;ACTR3B;LIN7B;HSPBP1;SCAMP5;ATCAY;CHCHD6;HCFC1R1;CRYM;MAP2K5;UBL4A;ACOT7;MDH2;BAD;KCNJ9;PCDH8;CASK;ATP2B3;TIMM22;OR1L3;FBXL15;DYNLL1;RUNDC3A;MT3;RAB33A;EHD3;PRKAR1B;CDK5;PIN1;MAPT;APBA2;RNF165",37
"4","Pituitary","12/84",0.756757781176055,1,0,0,0.861883214824391,0.240217236606771,"ZCCHC12;C1GALT1C1;RPS28;GAL;TCEAL5;PEG10;SIX2;LHB;ZNF428;SIX1;OCRL;HTATSF1",12
"5","Thalamus","11/79",0.780373530113709,1,0,0,0.840063386600989,0.208321093672911,"MRPL41;PPP1R3G;OPRD1;TMPRSS9;RAB3A;ACOT7;PARD6A;ADAM23;COL20A1;NEFM;PNMA3",11
"6","CingulateCortex","4/33",0.820256588422485,1,0,0,0.731294848941908,0.144897353597851,"EPHA4;C20ORF96;KIF5C;KLHL35",4
"7","Leukemia_chronicMyelogenousK-562","17/124",0.836890281606559,1,0,0,0.827129859387924,0.147280647131442,"MCTS1;TBX1;SDF2L1;CISH;HMGCS1;COX5B;UQCRH;BYSL;HIST3H2A;DNMT3B;HOXA1;HIST1H2BH;GNB1L;PRAME;KPNA5;PIM2;PITX1",17
"8","FetalThyroid","8/66",0.876080662081036,1,0,0,0.731294848941908,0.0967481967429346,"SDC2;RPL27A;RPL37A;RPL38;PBXIP1;KLHL35;COX5B;CD24",8
"9","Leukemia_promyelocytic-HL-60","7/62",0.90747866149569,1,0,0,0.681165766554761,0.066131132813764,"EIF5A;NDUFAF4;MRTO4;PDCD2;AP3S1;FAM136A;NIPSNAP1",7
"10","Ovary","4/41",0.925991620951765,1,0,0,0.588603171099584,0.0452577525807149,"ADAMTS4;CHST7;CFH;ALDH7A1",4
