"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Overlap_Number"
"1","mmu-miR-5105","18/117",0.673626123020286,1,0,0,0.928181923657037,0.366706147441795,"HES7;TFAP2B;PPP1R14B;OSR1;ELAC2;ARHGAP39;NRARP;ESPN;POU3F1;BARX1;ZNRF1;NFIA;H1FX;KAT14;HMX2;RNF165;CBLN1;SPSB4",18
"2","hsa-miR-3124-5p","18/132",0.848726562668279,1,0,0,0.822706705059646,0.134938884764028,"CUTA;FAM78A;BAD;GPR88;OTP;BARX1;RSG1;KBTBD11;NKD2;FRAT1;TUBB2B;NUAK2;PQLC1;GPRIN1;GSC;L2HGDH;PITX1;NKX2-3",18
"3","mmu-miR-2137","17/130",0.886490382299534,1,0,0,0.788954635108481,0.0950572012596651,"ESRRA;PCYT1B;ACSL1;OSR1;ARL3;RPL22;LYSMD2;POU3F1;MT3;BBC3;SLC8A3;RAP2B;GPRIN1;LRFN1;PITX1;HMX2;CBLN1",17
"4","mmu-miR-1901","17/133",0.906334515320623,1,0,0,0.771158665895508,0.0758410016400312,"RNF44;ELOF1;RPS19BP1;NCAN;AMMECR1;ARHGAP39;MRPL15;KCNAB2;PML;GPR162;DNAJB1;NKIRAS2;PDK3;ZNF503;CIAPIN1;PPARGC1B;CDK5R1",17
"5","mmu-miR-701","21/166",0.933419107819983,1,0,0,0.763233931199913,0.0525875616112308,"TMPRSS5;OSR1;ARX;ARID4A;DPY30;ATP1A2;GFRA3;EPOP;ELAVL3;RIMS4;BCL7A;TFDP2;BDH1;LYRM7;RARA;JTB;SLC29A4;CCDC32;GPD1L;BORCS6;RNF165",21
"6","mmu-miR-1843b-3p","5/55",0.962292353016341,1,0,0,0.548471136706431,0.0210815703939001,"NXPE3;RPL22;GSR;PPP1R9A;CAMKK1",5
"7","hsa-miR-2277-5p","47/379",0.990558617978917,1,0,0,0.748178305216952,0.00709739477918663,"BRSK2;SLC43A2;ICA1L;RRP1;ARX;SPATC1L;PRKX;OTP;HOXB13;BARX1;AGER;TSPAN33;MRPL10;CAMKK1;TMEM191C;NYNRIN;SHF;C1QTNF4;NKAIN1;STK11;SEPT6;FAM110B;ZNF503;H1FX;OTX1;SLC25A45;PITX1;SOX4;MNX1;CMKLR1;TSPYL2;KDM6B;TRAPPC2L;PTGES2;USP2;LDOC1;POU3F1;THAP3;PRKAR1B;BDH1;GPRIN1;RPS6KB2;HNRNPC;CD24;ALDOA;HMX2;EIF3B",47
"8","mmu-miR-700","10/109",0.990868728979481,1,0,0,0.553502981997316,0.00507740275112775,"NKAIN1;TCOF1;SIX2;DPT;SPATC1L;NRARP;HOXB13;KAT14;RNF165;CBLN1",10
"9","hsa-miR-3960","60/471",0.991693686222633,1,0,0,0.768558280735126,0.00641054725625895,"EMC10;MSI1;NRARP;SPATC1L;OTP;VMO1;ALKBH5;STK11;SEPT6;DPYSL5;SPATA24;COTL1;PITX1;MNX1;PRKCG;TSPYL2;OSR2;G6PD;SLC32A1;SLC11A1;USP2;POU3F1;CBFA2T3;MRPL43;PRKAR1B;TFDP2;NDUFS7;GPRIN1;SLC29A4;CES3;HMX2;RNF165;BRSK2;CTDP1;SLC43A2;GPR88;TRMT2B;HOXB13;TSPAN33;MVB12B;CSK;PCBD1;FAM43B;KDM4B;SLC35E2;WSCD1;MID1IP1;OTUD6A;LBX1;REXO1L1P;HIST3H2A;SBK1;NFIA;LRFN1;RPL27A;RTL8A;ZNF579;RTL8B;SPSB4;CBLN1",60
"10","mmu-miR-5126","22/203",0.992110626356868,1,0,0,0.653842438832297,0.0051788632658491,"SLC25A1;KDM6B;TBX1;LAG3;MID1IP1;SPATC1L;OTP;LBX1;POU3F1;DLL1;BBC3;SHF;SLC25A38;GPRIN1;ANXA6;PDK3;RPL28;PTMA;RAB11FIP4;NKX2-3;COPS9;CBLN1",22
"11","hsa-miR-4783-5p","30/262",0.992344841748261,1,0,0,0.690822424095886,0.00530870047593853,"MTCH2;NOTCH1;ASB13;OTP;NRARP;ZNF48;C1QTNF4;ATCAY;PUF60;GSC;MVB12B;FDXR;H1FX;SMCO4;OTX1;PITX1;SOX4;MNX1;HES7;SLC11A1;PTCH2;PNMA8A;TBCC;FOXL1;POU3F1;GPRIN1;INSM1;NFKBIE;CES3;TMEM35A",30
"12","hsa-miR-1469","11/120",0.993211085411833,1,0,0,0.553041729512318,0.00376735571234167,"STAT5A;TBX1;RIPPLY3;BCL11A;SOX8;H1FX;NRARP;TMEM173;PITX1;PRKCZ;ANAPC11",11
"13","hsa-miR-523","7/88",0.994133277146673,1,0,0,0.479912244618127,0.00282380349242237,"DHRSX;SLC43A2;KIF5C;STC2;SLC29A4;TTLL12;ASCL1",7
"14","hsa-miR-4665-3p","42/356",0.995531252407486,1,0,0,0.711779958310031,0.00318789323720664,"CDKN1C;RTN4R;SCARB1;BRSK2;CRABP2;EPB41;ARHGAP39;NRARP;CTSV;GATA2;KCNA7;PPP1R9A;CCND2;HCAR1;FAM241A;COTL1;PDK3;METTL7A;TP53I11;PITX1;TSPOAP1;CACNG4;SREBF1;TFAP2B;CLUH;FAM78A;VBP1;C5ORF38;FAM229B;DDX54;TIMM22;TRERF1;GRIP2;PRKAR1B;BDH1;KCNQ2;SPRY3;PIN1;MASP1;RPL28;METTL26;CBLN1",42
"15","hsa-miR-1181","9/108",0.995780682728796,1,0,0,0.502765208647562,0.00212581383014062,"ATCAY;MAP2K2;C5ORF38;COTL1;FAM3A;ID3;ARHGAP39;H1FX;PARK7",9
"16","hsa-miR-3939","11/128",0.997031708055366,1,0,0,0.518476621417798,0.00154127859458941,"NYNRIN;UBL4A;FAM89B;MID1IP1;SHROOM2;RARA;HMGB3;SPATC1L;CBFA2T3;HMX2;RNF165",11
"17","hsa-miR-3195","33/298",0.997236693857025,1,0,0,0.668104102766558,0.00184873165510779,"GPI;PRR7;ICA1L;CCDC124;OTP;ARHGAP39;ECSIT;HOXB13;BBC3;SHF;NKAIN1;SEPT9;GRPEL1;CASP6;MVB12B;PITX1;SOX4;MNX1;LMO1;KDM6B;TBX1;SLC35E2;SLC11A1;USP2;PTCH2;GOT2;POU3F1;THAP3;BDH1;TTLL12;RTL8B;RPS23;HMX1",33
"18","hsa-miR-487b","28/262",0.997434669716187,1,0,0,0.644767595822827,0.00165616705676388,"CXCR4;NRARP;TMEM53;LAPTM4B;KCNT2;LIPG;FAM241A;PDK3;PROM1;RAB11FIP4;LAIR1;UBQLN2;MCTS1;NXPE3;EIF5AL1;PARP16;FOXL1;TRERF1;ARMCX1;GNL3L;RPL27A;CCNG1;ZNF879;PDCD2;GLCCI1;L2HGDH;MATN2;RNF165",28
"19","hsa-miR-1471","29/274",0.99820189518016,1,0,0,0.638548513172815,0.00114921066977233,"NOTCH1;RRP1;MRM1;TSPAN33;ELAVL3;ZNRF1;NEU4;STK11;GSC;LIPG;SMCO4;HBQ1;OTX1;PITX1;RAB11FIP4;NKX2-3;ATP6AP1;SLC11A1;ARHGEF39;ITPK1;DDX54;KCNAB2;FOXL1;EEF2;DUSP9;AGT;RNF222;SAPCD2;CES3",29
"20","mmu-miR-341","3/63",0.999012281259139,1,0,0,0.287294404941464,0.00028390630078497,"TBX1;MYCL;ZNF106",3
"21","mmu-miR-5122","8/112",0.99903509863666,1,0,0,0.430941607412196,0.000416016884434122,"TFAP2B;TCOF1;GPRIN1;MGST3;RTL8A;OTP;HOXB13;RTL8B",8
"22","hsa-miR-4479","36/337",0.999216911469945,1,0,0,0.644494273399842,0.000504893787263483,"NOTCH1;RPS19BP1;RRP1;KDM8;PRKX;OTP;MSI1;HOXB13;AGER;MRPL10;SHF;FRAT1;STK11;ANXA6;COTL1;H1FX;OTX1;SLC25A45;PITX1;MNX1;NKX2-3;TSPYL2;KDM6B;TRAPPC2L;SLC35E2;SLC32A1;PTGES2;SLC11A1;REXO1L1P;GRIN2D;RAP2B;GPRIN1;PDCD2;FSCN2;CCNQ;RPL28",36
"23","mmu-miR-99a","26/262",0.999260947993262,1,0,0,0.598712767549768,0.000442643460741018,"CRABP2;PTPRO;ZNRF2;KIF5C;NKIRAS2;BAG1;HOXA1;CCDC32;TP53I11;SLC39A4;STRA6;GRIA4;MAP2K6;KDM6B;AMMECR1;GRHL1;NT5C3B;PDP2;C1ORF115;TFDP2;CLNS1A;DOLPP1;TXNIP;TBC1D25;INSM1;FMOD",26
"24","mmu-miR-99b","26/262",0.999260947993262,1,0,0,0.598712767549768,0.000442643460741018,"CRABP2;PTPRO;ZNRF2;KIF5C;NKIRAS2;BAG1;HOXA1;CCDC32;TP53I11;SLC39A4;STRA6;GRIA4;MAP2K6;KDM6B;AMMECR1;GRHL1;NT5C3B;PDP2;C1ORF115;TFDP2;CLNS1A;DOLPP1;TXNIP;TBC1D25;INSM1;FMOD",26
