"","TAPbyQNP","AveExpr","F","P.Value","adj.P.Val"
"Ylpm1",1.77376690704922,2.08826102214048,0.727259285350389,0.393773005846205,0.999980049953172
"Rubcn",-1.77375598885196,3.27339755986511,0.72725033227333,0.393775917352359,0.999980049953172
"Pstpip2",1.77311727798786,1.07142189479632,0.726726676190084,0.393946262164216,0.999980049953172
"Tnnt2",1.77176796083695,1.660206250722,0.725621039608895,0.394306272991688,0.999980049953172
"Slf2",-1.7710559140702,3.71733555125842,0.725037924545972,0.394496334153437,0.999980049953172
"Lsr",-1.77105504711333,2.52451056994679,0.725037214713555,0.394496565597333,0.999980049953172
"Glmn",1.77083261386997,1.55204669508379,0.724855106029696,0.39455594937032,0.999980049953172
"Pdp2",1.7705056325886,2.58602808947263,0.724587444176855,0.39464325451133,0.999980049953172
"Eml2",-1.77015256782322,1.84902279124543,0.724298486284245,0.394737537152449,0.999980049953172
"Amdhd2",-1.76946001908772,2.35486259345242,0.723731852780002,0.394922515374351,0.999980049953172
"Ttc16",1.76902727551226,1.36921087949636,0.723377900716703,0.395038126821344,0.999980049953172
"AABR07027870.2",1.7688799968424,1.39882777437347,0.723257457463356,0.395077478346219,0.999980049953172
"Nqo1",-1.76826840506034,1.78412088640819,0.722757410146792,0.395240915476026,0.999980049953172
"Trmt10a",1.76822599723927,2.2150862850695,0.722722743238424,0.395252249734076,0.999980049953172
"AABR07034833.2",1.76791471487056,2.34586187324592,0.722468306253999,0.395335451596921,0.999980049953172
"Trappc13",1.76725577635708,2.47748957121676,0.721929848749661,0.395511612492903,0.999980049953172
"Ptrh2",-1.76725007803934,5.29962299373378,0.721925193193761,0.395513136090374,0.999980049953172
"Apba1",-1.76672320407733,1.61929629481027,0.721494799224911,0.395654025242629,0.999980049953172
"Sbno1",1.76613495219496,2.68251201756443,0.72101441835395,0.395811363027683,0.999980049953172
"Commd3",1.76575142226862,3.81783206000392,0.720701304589866,0.395913964859323,0.999980049953172
"Adamts20",1.76568384045583,1.55723797828053,0.720646137856945,0.395932045993859,0.999980049953172
"Ywhah",1.76523523846492,3.62216129652437,0.720279999574461,0.396052079580246,0.999980049953172
"Lamtor5",1.76475738096855,2.70618088052326,0.719890085978025,0.396179965307202,0.999980049953172
"Suv39h2",1.76462539223054,1.8066216319578,0.719782406778907,0.396215292942852,0.999980049953172
"Sfxn1",1.76460782978418,2.35794290019943,0.719768079571489,0.39621999378809,0.999980049953172
"Nr6a1",1.76435899493003,1.32709078354396,0.719565098768601,0.396286601689229,0.999980049953172
"Abhd16a",1.7630777491669,2.13368398605409,0.718520407763293,0.396629671467458,0.999980049953172
"Def8",1.76294113820528,1.82852470535646,0.718409063880648,0.396666261354127,0.999980049953172
"Aasdh",1.76257592562156,1.62445847187592,0.718111442084792,0.396764089912404,0.999980049953172
"Tmub1",1.76146622195848,2.73108676310746,0.717207492327913,0.397061432701776,0.999980049953172
"Mtrf1l",1.76128739243513,4.15529494659518,0.717061873454472,0.397109362273947,0.999980049953172
"Coro7",-1.76104351775713,2.31414626792529,0.716863312870395,0.397174730757714,0.999980049953172
"Cntrl",1.76085366199046,1.8064421543351,0.716708753035755,0.397225624435366,0.999980049953172
"Gpr155",1.76028308002626,1.24816133054402,0.716244347797725,0.397378601135369,0.999980049953172
"Cltc",-1.75983029518226,6.5205349818496,0.715875926514004,0.397500020946054,0.999980049953172
"Gnpda2",1.75972236722851,2.17851408707965,0.715788121849109,0.397528966452,0.999980049953172
"Clstn1",1.75949303677408,2.01647913020678,0.715601568194952,0.397590475459889,0.999980049953172
"Eif3el1",1.75824057005084,2.68522948764205,0.714583151939948,0.397926502349193,0.999980049953172
"Utp23",1.75821221398811,2.82878795235917,0.714560103215407,0.397934112036685,0.999980049953172
"Mif4gd",-1.75800558562095,3.2180048337374,0.714392160221684,0.39798956587022,0.999980049953172
"Mrps6",-1.75798978605691,5.39221511781617,0.71437931949574,0.397993806265692,0.999980049953172
"Pcmt1",1.75751155057221,4.57073645221074,0.713990699409858,0.398122171271976,0.999980049953172
"Ufsp2",1.75674390573628,2.72382221925675,0.713367122767492,0.398328269891946,0.999980049953172
"Alms1",1.75666337886597,2.05754818203339,0.713301724612428,0.39834989360997,0.999980049953172
"RGD1305464",1.75660529293884,2.50787151391696,0.713254553244842,0.398365491745755,0.999980049953172
"Pqbp1",1.75637127951448,1.43349225953595,0.713064527604776,0.398428336393556,0.999980049953172
"Asic1",1.75624474880492,1.3755719000803,0.712961791569683,0.398462318887967,0.999980049953172
"Ube2o",-1.7562368186665,2.58067516963316,0.712955352976276,0.398464448752256,0.999980049953172
"Anp32a",1.75616065779812,2.81228904126733,0.712893518352542,0.39848490426942,0.999980049953172
"Prdm9",1.75614447939949,2.61097939978367,0.712880383537863,0.398489249594261,0.999980049953172
"Hspb9",-1.75527914593023,1.44300382301732,0.712178018464558,0.398721709421591,0.999980049953172
"Rffl",-1.75522156971588,2.28944652587425,0.712131297871041,0.398737179369037,0.999980049953172
"AABR07001599.1",1.75393902975486,3.59066088504225,0.711090969771999,0.39908187412857,0.999980049953172
"Vim",1.75391977573901,5.87633913254242,0.711075357733703,0.399087050193656,0.999980049953172
"Zbtb47",1.75382767732861,2.27808738457678,0.711000682493009,0.39911180960648,0.999980049953172
"Lsm14b",1.75356108636506,2.68629482596417,0.710784547289462,0.399183484194621,0.999980049953172
"Rp9",1.75325671329095,1.57889700040127,0.710537820895357,0.399265326200898,0.999980049953172
"Fam214b",1.75190029913425,1.7376909792344,0.709438825255635,0.399630171269097,0.999980049953172
"AABR07005779.4",-1.74992387570076,1.77103025566664,0.7078390075102,0.40016214379576,0.999980049953172
"Ghitm",1.74927095979876,3.24994500143543,0.707310900965566,0.400337975608193,0.999980049953172
"Phf5a",1.74911566961301,2.78856371181053,0.707185324575961,0.400379802460633,0.999980049953172
"Tmem161b",1.74851685749976,2.02196592043238,0.706701195758111,0.400541114935219,0.999980049953172
"Nelfe",1.74804760279415,2.83771997453297,0.706321927624846,0.400667553557036,0.999980049953172
"Taf6l",-1.74774286352522,3.6290637917842,0.706075681166078,0.400749677057248,0.999980049953172
"AC105662.2",1.74769580476251,2.28348504095342,0.706037658867369,0.400762359718634,0.999980049953172
"Capza2",1.74761171795723,2.65585709047679,0.705969721389023,0.400785022293412,0.999980049953172
"Itsn1",-1.74756509724939,2.17678152279072,0.705932055849497,0.400797587560553,0.999980049953172
"Ppfia3",-1.74743663332383,2.06058696850396,0.705828273197841,0.400832212530871,0.999980049953172
"Enoph1",1.74672110378868,1.6239867745973,0.705250355159424,0.401025102572214,0.999980049953172
"Msl1",-1.746061802782,5.78324816153009,0.704718061233318,0.40120288405287,0.999980049953172
"Tpcn2",-1.74596014661128,2.42268717041255,0.704636005885664,0.401230299998089,0.999980049953172
"LOC100362453",-1.74553249452372,8.89882082928968,0.704290863810381,0.401345647039091,0.999980049953172
"Hgs",-1.74460654986891,3.90940773511132,0.703543858073786,0.401595462594156,0.999980049953172
"Ripk1",1.74423523510432,2.37013017022672,0.703244411276628,0.40169566779785,0.999980049953172
"AABR07016141.1",1.74273039203041,1.23858144231876,0.702031483172965,0.402101927268759,0.999980049953172
"Ralgapb",1.7424823892982,2.44677645480822,0.70183168940281,0.402168903716456,0.999980049953172
"Ftsj3",-1.74242255781164,6.77206232204054,0.701783492746567,0.4021850630097,0.999980049953172
"Ankrd42",-1.7420274161243,1.85042193871642,0.701465231864181,0.402291792689919,0.999980049953172
"Ace",-1.74082813951356,1.07431617462444,0.700499734692532,0.402615827090415,0.999980049953172
"Rrp36",1.74044416878025,1.94421175515671,0.700190753320409,0.402719605793315,0.999980049953172
"Slc38a4",1.73998091441422,1.02919218743043,0.699818063106026,0.402844834428807,0.999980049953172
"Dnpep",1.73873923769975,2.87883939248339,0.69881961796335,0.403180604164048,0.999980049953172
"LOC691995",-1.73859766827697,1.62684619552484,0.698705825785357,0.403218897501182,0.999980049953172
"Lmo4",1.73840512219282,3.47901485502336,0.698551073914297,0.403270983092817,0.999980049953172
"Pcm1",1.73795829158968,2.69470158360165,0.698192016202084,0.40339187065201,0.999980049953172
"Pbdc1",1.73787188727078,3.50348281242055,0.698122595311707,0.403415249368771,0.999980049953172
"Ywhag",1.7378203003653,3.22308885993422,0.698081149851793,0.403429207803888,0.999980049953172
"Zbtb41",1.73600287184677,2.24438812096637,0.69662179392869,0.40392115396805,0.999980049953172
"Prpf39",1.73555482598774,2.57209714507402,0.696262257389057,0.404042487309104,0.999980049953172
"Smc1a",1.73546127227468,2.62713402819996,0.696187196477285,0.404067824933933,0.999980049953172
"Zfp13",-1.73531853719716,3.39802216648836,0.696072683697734,0.404106484428386,0.999980049953172
"Hsp90ab1",1.73514231889423,5.17829313622622,0.695931321156589,0.404154215837001,0.999980049953172
"Zfp358",1.73467120378099,3.60269250215734,0.69555346252237,0.404281841099706,0.999980049953172
"Myo19",-1.73441170335045,3.30375552538024,0.695345373609845,0.404352150162998,0.999980049953172
"Slc25a3",1.73364686292035,4.12974753166896,0.694732242378256,0.404559418629853,0.999980049953172
"AABR07011951.1",-1.73359174560081,3.64506743925512,0.69468806824901,0.404574357640824,0.999980049953172
"Mfsd10",1.73332032338725,2.70781092659385,0.694470555662093,0.404647928793175,0.999980049953172
"Gdpd5",-1.73286632188984,1.7646511646352,0.694106803646345,0.404771007398749,0.999980049953172
"Iscu",1.73272604252225,3.04334235104078,0.693994429228174,0.404809041291188,0.999980049953172
"Lnpk",1.73247034508018,1.99380838196778,0.693789619578279,0.404878373940632,0.999980049953172
"Gigyf1",1.73212896247305,2.21378527637542,0.693516224568166,0.404970951286296,0.999980049953172
"Samd11",1.73167886463578,3.19172433711793,0.693155847710471,0.405093029754698,0.999980049953172
"Pim3",1.73165113737782,2.86007352363541,0.693133650572741,0.405100550841552,0.999980049953172
"Slc25a28",-1.73158730569607,3.82050304072296,0.69308255128353,0.40511786565935,0.999980049953172
"Csnk1g1",1.73140939404925,1.41866489416355,0.692940137299467,0.405166127849849,0.999980049953172
"Mir365b",-1.73075747397898,1.7120681206733,0.692418416049248,0.405343003933427,0.999980049953172
"Otud4",1.73068443328339,2.13318576124128,0.692359974983598,0.405362823887688,0.999980049953172
"Neto2",1.73064094050381,1.53825535372637,0.692325176864621,0.405374626143797,0.999980049953172
"Zdhhc14",1.7294345851156,2.05225018650644,0.691360333030905,0.405702066112527,0.999980049953172
"Adprm",-1.72938218819231,2.92100321128352,0.691318441182683,0.40571629174213,0.999980049953172
"Spsb3",-1.72889519456568,4.88567389731244,0.690929145774926,0.405848523510583,0.999980049953172
"Mir195",-1.7284040081871,1.70514087819242,0.690536609805014,0.405981919793916,0.999980049953172
"Otud5",1.72675426318463,1.93920622974547,0.689219017814386,0.406430148781007,0.999980049953172
"Plekha5",1.72673555935339,1.78824265935331,0.689204086950555,0.406435232228468,0.999980049953172
"Tkt",1.7267348870589,3.09367206419996,0.689203550275427,0.406435414949689,0.999980049953172
"Rcl1",-1.7266760815039,1.46083315991278,0.68915660814498,0.406451397752868,0.999980049953172
"Acaa1a",1.72656539049009,1.78096120751516,0.689068252257834,0.406481483559037,0.999980049953172
"AABR07004232.1",-1.72654320143488,3.32881689386875,0.689050541170459,0.406487514701883,0.999980049953172
"Atp5f1b",1.72601753842087,4.94064932729296,0.688631028649685,0.406630409263006,0.999980049953172
"C2cd2",-1.72584205502572,1.91093580608328,0.688491010179205,0.406678118783743,0.999980049953172
"Gnai2",1.72579344100863,3.8230353127511,0.688452223498544,0.406691336302886,0.999980049953172
"Ttyh2",-1.72549324520362,2.52777317566343,0.688212736559111,0.406772961317496,0.999980049953172
"Gin1",1.72532878026181,1.39690709741038,0.688081549173946,0.406817684451911,0.999980049953172
"Camsap2",1.72523847524973,2.41177861462296,0.688009521642529,0.406842242441809,0.999980049953172
"Bet1l",-1.72506446493354,4.94736872816601,0.687870741156816,0.406889566158513,0.999980049953172
"RF00413",-1.72502813661794,2.31369307404854,0.687841769576028,0.406899446394659,0.999980049953172
"Xrcc6",1.72487231497823,2.78237975486156,0.687717509815492,0.406941826933101,0.999980049953172
"Mbtd1",-1.72486647987688,2.13873964745498,0.687712856839675,0.406943414021438,0.999980049953172
"Vom1r36",1.72478493252705,2.04083311496432,0.687647831707721,0.406965594459193,0.999980049953172
"Lss",1.72463098601117,3.40282663196085,0.687525084504273,0.407007469043927,0.999980049953172
"Fam171a1",1.72425028443787,1.30884716966493,0.687221584225631,0.407111033708047,0.999980049953172
"Hs3st1",1.72420071543088,1.58005353608888,0.687182072094281,0.407124519435823,0.999980049953172
"Hnrnpa3",1.72361579334069,7.05309891086335,0.686715908507354,0.407283673267933,0.999980049953172
"Ccnf",-1.72352388735972,2.04259494635727,0.686642676854671,0.407308683712531,0.999980049953172
"Phf20l1",1.72201028975356,1.53516649206884,0.685437188073258,0.407720711902354,0.999980049953172
"AABR07001926.3",1.72198811734654,6.50871208882491,0.685419536965632,0.40772674947147,0.999980049953172
"Inpp5a",-1.7216158293508,1.78016431087914,0.685123198240332,0.407828131831899,0.999980049953172
"Abhd14b",1.72153875205007,2.67679048616215,0.685061853236666,0.407849123584352,0.999980049953172
"Brca1",-1.72152369299171,2.6983680236386,0.685049868213041,0.407853224945161,0.999980049953172
"Hmgn3",1.72149537247749,2.45050467523177,0.68502732910419,0.407860938153176,0.999980049953172
"Plxnb2",1.72141880537942,3.59902206904927,0.684966394420191,0.407881791951047,0.999980049953172
"Ncoa6",1.72077374592402,2.56550689340627,0.684453141906779,0.408057505424606,0.999980049953172
"Park7",1.72034870560077,2.33067451772438,0.684115056489155,0.408173310576862,0.999980049953172
"Gab2",-1.72017088298971,2.706824824046,0.683973637673278,0.408221765375316,0.999980049953172
"Timm21",1.71950061598781,2.81867600882345,0.683440718941573,0.408404436905841,0.999980049953172
"Gng3",-1.71854148655093,4.94929524814581,0.682678491483069,0.408665918348692,0.999980049953172
"Rnf6",1.71833740689311,3.28467646780462,0.682516362699157,0.408721568163161,0.999980049953172
"Akap8",1.7174035181105,2.65197565858808,0.681774690934682,0.408976284793313,0.999980049953172
"Ptprcap",-1.71730912569054,1.41313622002342,0.681699749205801,0.409002035426646,0.999980049953172
"B4galnt4",-1.71705493465597,1.73915119554118,0.681497957766411,0.409071384565064,0.999980049953172
"Zcchc17",1.71684628132524,1.95000253702128,0.681332339094402,0.409128315203435,0.999980049953172
"Mettl3",1.71667960641693,2.35150341749612,0.681200055273749,0.409173795501366,0.999980049953172
"Cpsf4",1.71656359085889,2.20287228631518,0.681107985520274,0.409205454244425,0.999980049953172
"Rpe",1.71580617653901,2.31731997253201,0.680507055696249,0.409412176004644,0.999980049953172
"Arnt2",-1.71577097397298,1.50589572845732,0.680479132555338,0.409421785382588,0.999980049953172
"Frs2",1.7154489091272,2.14459536694648,0.680223693057578,0.409509706873283,0.999980049953172
"Rnf169",-1.71543332217851,1.86033744997359,0.680211331787505,0.409513962288091,0.999980049953172
"Rptor",-1.71518723817526,1.71534993977286,0.680016189115173,0.409581149513726,0.999980049953172
"Dcaf11",1.71493493353687,2.63181594188866,0.679816142594561,0.409650041937879,0.999980049953172
"Wasf2",1.71486188368471,1.84086540004866,0.679758228547718,0.409669989672436,0.999980049953172
"Glo1",1.71481344824624,2.81235528889879,0.679719830209982,0.409683216263663,0.999980049953172
"Pja2",1.71476083155509,2.18613144566929,0.679678118314482,0.409697584945471,0.999980049953172
"Ppp1r9a",1.71373446591294,1.53129979652623,0.678864722670364,0.409977927065535,0.999980049953172
"Hhex",-1.7137059748146,1.48961834298511,0.678842150397732,0.409985710767378,0.999980049953172
"AABR07034262.1",1.71347581424999,7.21882048893427,0.678659817835705,0.410048593319899,0.999980049953172
"Asap1",1.71346820935161,2.09049704098176,0.678653793674229,0.410050671164734,0.999980049953172
"Dnajc24",1.71337760935819,1.42409437301809,0.678582027646287,0.410075425787361,0.999980049953172
"Mmgt1",1.71221856500847,2.87117243797051,0.677664260730743,0.410392189664674,0.999980049953172
"Hectd2",-1.71167958547047,3.1062176638675,0.677237691727703,0.41053954091371,0.999980049953172
"Atp6v0e1",-1.71130004827937,4.12859380199216,0.676937392072885,0.4106433211846,0.999980049953172
"AABR07001610.1",1.71086214170301,1.68424936037958,0.676590991792606,0.410763081282761,0.999980049953172
"RF00108",-1.71017287737694,1.6353091489697,0.676045937831647,0.41095162552264,0.999980049953172
"Klhdc2",1.70922075967505,2.32775766676882,0.675293386865527,0.411212156277448,0.999980049953172
"Chtop",1.70894512745504,3.30742034577474,0.675075606211653,0.411287596625635,0.999980049953172
"Tmem68",1.70816149272583,1.9299497584787,0.674456637946017,0.411502121783822,0.999980049953172
"Enah",1.7070920069393,2.10838603550052,0.673612343094558,0.411795007674612,0.999980049953172
"Olr1425",-1.70702299565265,1.19615569393732,0.673557880986279,0.411813911126958,0.999980049953172
"AABR07029661.1",-1.70680467303278,3.22453888807834,0.673385600334185,0.411873717071703,0.999980049953172
"Golga2",1.70645012938012,2.79604032279723,0.67310587319526,0.411970849537247,0.999980049953172
"Prdm8",1.70623832573621,1.79577648864054,0.672938792509331,0.412028882752964,0.999980049953172
"Fam192a",1.70567649467442,2.1246299955227,0.672495694187417,0.412182845342601,0.999980049953172
"Crtc2",1.70519993316651,2.60554375771277,0.672119959642585,0.412313467642125,0.999980049953172
"Ticam2",1.70458906882345,1.31477769947341,0.671638490498276,0.412480937329881,0.999980049953172
"Prr14l",1.70407785782741,2.06945683834481,0.671235698409165,0.412621117837424,0.999980049953172
"AABR07056730.1",1.70384373273668,1.43662575882992,0.671051267489713,0.41268532731768,0.999980049953172
"LOC102554913",1.70363706316677,1.0304940722646,0.670888485582954,0.412742011962479,0.999980049953172
"Exosc10",1.70347696859198,2.80675176871651,0.670762401732614,0.412785925343081,0.999980049953172
"Ints4",-1.70344978747296,3.32798390105811,0.670740996186717,0.412793381303645,0.999980049953172
"Ube2d2",1.70257308664517,2.56864048167634,0.670050764082182,0.413033908927161,0.999980049953172
"Zfp445",1.70252994144132,2.23173836663996,0.670016804764101,0.413045748190713,0.999980049953172
"Csnk1g3",1.70246690571497,1.87417132753635,0.669967191288229,0.413063045876289,0.999980049953172
"LOC257650",-1.70233091987766,3.06306596816168,0.669860167286067,0.4131003633232,0.999980049953172
"Golga4",1.70223326488481,2.38502958475393,0.669783315819885,0.413127163191536,0.999980049953172
"AABR07008608.1",1.70128981426031,1.91718916343485,0.669041076333072,0.413386131324437,0.999980049953172
"Zfp143",-1.70121907320424,2.75121362159396,0.668985438912667,0.413405552937922,0.999980049953172
"Shprh",1.70102677183006,5.53324750168289,0.668834206716552,0.4134583510771,0.999980049953172
"Kat6a",1.70059945427718,2.71290801004295,0.668498211184298,0.413575689396362,0.999980049953172
"Hpf1",1.7000921998684,2.22890648462419,0.668099471679943,0.413715003387584,0.999980049953172
"Bcat1",1.69968387204046,2.31246571708639,0.667778582206791,0.413827168039886,0.999980049953172
"Tacc2",-1.69959084415636,1.44080645628096,0.667705485874554,0.413852724632711,0.999980049953172
"Arpc5l",1.69880754659367,3.13624386309637,0.667090171241522,0.414067948948476,0.999980049953172
"AABR07036331.2",1.69880141245847,1.90679793425187,0.667085353728292,0.414069634667655,0.999980049953172
"Vom1r22",1.6985700746262,1.95767300978235,0.666903682614795,0.414133211486538,0.999980049953172
"Ociad1",1.69735572368955,2.89296282894443,0.665950450680795,0.414467037042233,0.999980049953172
"Fbxo30",1.69722347782096,5.53401090894354,0.665846682491612,0.4145034010907,0.999980049953172
"AABR07042903.1",-1.69705270980854,2.64779854180957,0.665712699435476,0.414550360481247,0.999980049953172
"Armh4",1.69702413437219,1.07331792022743,0.665690280720248,0.414558218730137,0.999980049953172
"Magohb",1.69667664012832,1.95307868670359,0.665417686061903,0.414653786743039,0.999980049953172
"Nmral1",-1.69636106434116,1.43697139098789,0.665170178462119,0.41474058781415,0.999980049953172
"Bcl7b",1.69553937438474,2.19093146669829,0.664525939103969,0.414966649111341,0.999980049953172
"Pabpn1",1.69541148095955,3.12872300766091,0.664425693371612,0.41500184138122,0.999980049953172
"Echdc1",1.69509795628343,5.71358446129132,0.664179977695629,0.4150881210267,0.999980049953172
"Ier3",-1.69469731868933,2.18171976639379,0.663866055988152,0.415198388922148,0.999980049953172
"LOC102555635",-1.69428021366276,3.31137002294936,0.663539309978909,0.415313207554619,0.999980049953172
"AABR07002010.1",-1.69317673291583,1.64642419443914,0.662675268238367,0.415617058789923,0.999980049953172
"AABR07028615.1",1.69226977003698,1.37298958524153,0.661965524374783,0.415866895714655,0.999980049953172
"Taar1",1.69213984341063,2.06812869757877,0.661863881424936,0.415902693269351,0.999980049953172
"Clic1",1.69128192466024,3.22787873059178,0.661192918570533,0.41613911383491,0.999980049953172
"Mesp2",-1.69103364612182,2.09581235540469,0.660998807866961,0.416207547876424,0.999980049953172
"Zbtb10",1.69095738395915,1.43140017656044,0.660939189819682,0.416228569665462,0.999980049953172
"Cetn2",1.69094649047355,2.73032274356099,0.660930674042261,0.416231572523613,0.999980049953172
"AABR07001662.1",1.69047438172948,4.91769733725473,0.660561664623008,0.416361724566695,0.999980049953172
"Ebag9",1.69033324722801,2.46517083969458,0.660451371145017,0.416400637518539,0.999980049953172
"Kdm3a",1.69016338374254,2.34326911715949,0.660318638815229,0.416447474338514,0.999980049953172
"Senp6",1.68902663571274,2.55505085689678,0.659430720523769,0.416760992287483,0.999980049953172
"Tbx6",-1.68868287321277,1.03072663891269,0.659162323945842,0.416855830253349,0.999980049953172
"Pik3r1",1.6884697078816,2.13089980417192,0.658995920071129,0.416914645173487,0.999980049953172
"Smarcad1",1.68834776439504,2.04872539259103,0.658900736417095,0.416948293072171,0.999980049953172
"Ssh2",-1.68768965741384,1.64866581039482,0.658387166083818,0.417129912346754,0.999980049953172
"Ncaph",1.68766846281697,1.9510897422131,0.658370629675136,0.417135762242823,0.999980049953172
"Mpi",1.68757621717477,2.59316225783242,0.658298660371782,0.417161223418758,0.999980049953172
"Oas1f",1.68677294066354,1.57601350716837,0.657672116818977,0.417382978466415,0.999980049953172
"Tm2d3",-1.68667618120988,1.44210852415336,0.657596666036026,0.41740969487427,0.999980049953172
"Ap1b1",1.68552297770933,2.01998342935559,0.656697757827071,0.417728185323697,0.999980049953172
"Irf3",-1.68497891214503,6.30434790030164,0.656273878737791,0.417878494435612,0.999980049953172
"Eps8l1",1.68483926210629,2.51787118002797,0.656165100077077,0.417917080719928,0.999980049953172
"LOC108350501",1.6847333274115,5.92993964234683,0.656082589577801,0.417946352618256,0.999980049953172
"Hnrnph1",-1.68392437376133,8.26284709267923,0.655452682191317,0.418169922689014,0.999980049953172
"Rnf11l1",1.68368482599808,1.79184724801548,0.655266211755424,0.418236139883395,0.999980049953172
"Sdhaf2",-1.68363440068379,4.33731860691805,0.655226962711457,0.418250079530397,0.999980049953172
"Immt",1.68341223323877,2.46402813574767,0.655054050473918,0.418311499078745,0.999980049953172
"Mir344a-2",-1.68317907500104,1.58318344370134,0.654872608675988,0.418375962809429,0.999980049953172
"AABR07001942.1",1.68312952409436,1.58719916811616,0.654834051811343,0.41838966342759,0.999980049953172
"Cep295",1.68281904685368,2.12644117788642,0.654592487136987,0.418475515096466,0.999980049953172
"Nars",1.68275778340427,3.39512465048174,0.654544826797242,0.41849245659486,0.999980049953172
"Birc2",1.68232289291407,1.8964515543575,0.65420655049824,0.418612730715026,0.999980049953172
"Fem1b",1.68196909053175,5.17807542616486,0.653931412475221,0.418710593964126,0.999980049953172
"Cct5",1.6812749853851,4.04090034723627,0.653391802674193,0.418902625522455,0.999980049953172
"Llgl1",-1.68075147030582,4.00156937288642,0.652984959999441,0.419047495800832,0.999980049953172
"Slc5a6",1.68034220608238,1.78313782702155,0.65266699407728,0.419160770410586,0.999980049953172
"Polr3c",1.68017050143226,2.10708681233542,0.652533616207267,0.419208299539228,0.999980049953172
"AC098008.1",-1.67934907071559,1.06914526872479,0.651895728411513,0.419435721542431,0.999980049953172
"Caap1",1.67924641732901,1.66267348002733,0.651816034129836,0.419464147344415,0.999980049953172
"E2f5",1.67912693708148,3.70489936400724,0.651723282560202,0.419497234107492,0.999980049953172
"AC108574.1",-1.67818607141146,1.40387549727803,0.650993126600486,0.41975783454837,0.999980049953172
"Efna1",1.67801209315263,2.53875705749408,0.650858156132289,0.419806033370392,0.999980049953172
"Elovl7",1.67794996925247,1.05037155511811,0.650809964466929,0.419823244922794,0.999980049953172
"AABR07029933.1",-1.67785822851559,0.973347009999362,0.650738801256321,0.419848662638239,0.999980049953172
"Actl6a",1.67725983008475,2.32970046832617,0.650274719569178,0.420014477270696,0.999980049953172
"Rhoc",1.67702104280341,3.35122901019994,0.650089576782835,0.420080655338489,0.999980049953172
"Bcan",1.67692584757936,2.52417349582024,0.650015774886629,0.420107039674324,0.999980049953172
"Blmh",-1.67670768642987,2.94615612836758,0.649846657135227,0.420167508953864,0.999980049953172
"Plpp3",1.67670027920175,1.46918090191708,0.649840915464402,0.420169562157789,0.999980049953172
"AC094053.1",1.67464084849775,2.05507567207139,0.648245543344196,0.420740642793988,0.999980049953172
"Usp5",1.67416340964634,2.96514676408639,0.647875967397026,0.420873101743061,0.999980049953172
"Tjp1",-1.67331082911094,5.36615253748047,0.647216263825011,0.421109699552792,0.999980049953172
"Tbc1d9b",-1.67301267943908,3.7940808303344,0.646985643043847,0.421192456850455,0.999980049953172
"Zfc3h1",1.67294984995545,2.49617213885255,0.646937049257237,0.421209897625078,0.999980049953172
"Setmar",1.67270573651726,1.53280757216387,0.646748263556014,0.421277664856133,0.999980049953172
"Parp9",-1.67237986741272,4.48249429417488,0.646496294852011,0.421368137877802,0.999980049953172
"Zfp426",1.67232621915956,2.24054971297531,0.646454817623946,0.421383033661351,0.999980049953172
"Depdc1",1.67181060182101,2.16533813307155,0.646056244758139,0.421526213893125,0.999980049953172
"Nisch",1.67179879169326,2.98950060135494,0.646047116954038,0.421529493746327,0.999980049953172
"Cdk10",1.67178389386714,2.48618609750026,0.646035602823536,0.421533631121968,0.999980049953172
"Kifap3",1.67172236269357,1.68392597858252,0.645988048115756,0.421550719610989,0.999980049953172
"Abca5",-1.67126712248186,1.37325580021843,0.645636267580026,0.421677161926835,0.999980049953172
"Scamp4",1.67114347836121,2.2383938475325,0.645540739851964,0.421711507744411,0.999980049953172
"Spice1",-1.67112748133578,1.63931270007653,0.64552838103019,0.421715951512002,0.999980049953172
"AABR07015729.1",1.67065950601086,1.39654463114837,0.645166889690892,0.421845961180018,0.999980049953172
"AABR07011857.1",1.67005813148732,2.29555241455725,0.644702501706211,0.422013065389757,0.999980049953172
"Gpn2",1.67000863855314,2.0741888376076,0.644664290167252,0.422026819741671,0.999980049953172
"Eif3m",1.66948548988802,3.605058989115,0.644260457000651,0.422172221630779,0.999980049953172
"Gpr162",1.6687290234899,1.92887535411801,0.643676743065669,0.422382522851714,0.999980049953172
"Tatdn2",1.6686637178553,2.0845004805752,0.643626363531232,0.422400681003664,0.999980049953172
"Brf1",1.66856426293047,1.71042163210646,0.64354964357464,0.422428335202755,0.999980049953172
"Sgsm2",-1.66845771675394,2.86014666563924,0.64346745846945,0.422457962355329,0.999980049953172
"Bag6",1.66750917792701,3.29486940215791,0.642736028040926,0.422721774937241,0.999980049953172
"Tex2",-1.66682303521811,2.61048823547552,0.642207193882013,0.422912668670375,0.999980049953172
"Ecpas",1.66677708171997,2.36561331435958,0.642171783691906,0.422925455328456,0.999980049953172
"Ttc9b",-1.66668546928637,1.4932223472002,0.642101193204728,0.422950947357469,0.999980049953172
"RT1-N3",1.66662780311583,2.05726879503562,0.642056761454368,0.422966993978072,0.999980049953172
"Tcn2",1.666567780852,3.50884059706384,0.642010515968356,0.422983696601475,0.999980049953172
"Psmb10",1.66640808888669,3.33866388589556,0.641887485857905,0.423028136572026,0.999980049953172
