"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Contrast","FC"
"Mt-atp6",8.178436387183,12.1151096555749,3.93204400374313,8.45096414759426e-05,0.618973971845441,-2.75372781182691,"TAPbyQNP",289.704119096709
"Mt-atp8",7.9869902750589,12.4078054157928,3.84000018245753,0.000123412216497945,0.618973971845441,-2.84581420867149,"TAPbyQNP",253.701858032422
"Ngfr",-7.37022799621956,4.13875173485331,-3.54347205587752,0.000395792270476819,0.698463026257904,-3.12764738726737,"TAPbyQNP",0.0060442204825419
"Nog",-7.36055331126319,4.11467335725833,-3.53882064267702,0.000402827430590575,0.698463026257904,-3.13188795858129,"TAPbyQNP",0.00608488911697243
"Mt-nd1",7.3308939388692,10.3193172288485,3.5245609539229,0.000425129785485493,0.698463026257904,-3.14485342947236,"TAPbyQNP",160.997440076353
"Snrpe",7.225804179668,8.80381137550845,3.47403570215601,0.000513774582845599,0.698463026257904,-3.19037162425176,"TAPbyQNP",149.686902270552
"Sparc",-7.16466605410225,5.8212675070053,-3.444641599341,0.000572985957535308,0.698463026257904,-3.21655037164506,"TAPbyQNP",0.00696980469744789
"Mt-co1",7.05667521056175,11.74190081755,3.39272155879779,0.00069335633877042,0.698463026257904,-3.26224753573844,"TAPbyQNP",133.128459945666
"Rps25",7.02463217432461,6.96450254787318,3.37731584766511,0.000733359850822099,0.698463026257904,-3.27567328083348,"TAPbyQNP",130.204199841812
"Hist1h2bl",7.01450171143419,5.52493828840603,3.37244530469361,0.000746446464988728,0.698463026257904,-3.27990514152936,"TAPbyQNP",129.293121233649
"Mt-co3",6.97707923359665,11.2335535728181,3.35445325552674,0.000796692778051455,0.698463026257904,-3.29548491312961,"TAPbyQNP",125.982473656335
"AC128960.1",6.94960185765105,10.2063264788733,3.34124263112245,0.000835565378835095,0.698463026257904,-3.30687126613709,"TAPbyQNP",123.605733766594
"Tnfrsf12a",-6.86101075134771,4.60233527320754,-3.29864963267706,0.000973201796831677,0.750937478770658,-3.34327658387922,"TAPbyQNP",0.00860260462600044
"RF00069",6.80371517313502,6.66643034032604,3.271102956994,0.00107309663015265,0.768873735504371,-3.36657271432283,"TAPbyQNP",111.71779338583
"AC099089.1",-6.73360261942164,8.65238168826372,-3.23739411176194,0.00120822588256759,0.775996836907182,-3.39481437088404,"TAPbyQNP",0.00939687895725237
"AY172581.9",6.7192498848658,12.1812821439669,3.23049357709054,0.00123775788959375,0.775996836907182,-3.40055964548488,"TAPbyQNP",105.36485254424
"Etfrf1",6.67833884651007,6.0141104406341,3.2108242912469,0.00132563334944356,0.782201654604018,-3.41686870441014,"TAPbyQNP",102.418948791916
"RF00612",6.63456318969397,7.14227476675033,3.18977774876068,0.00142601168392555,0.787644932599575,-3.43420942596474,"TAPbyQNP",99.3579284647567
"AABR07071891.2",-6.59087936962802,7.74215308553257,-3.16877535971966,0.00153312379670223,0.787644932599575,-3.45140008714368,"TAPbyQNP",0.0103740326842156
"AC103090.1",-6.57632642476722,4.78467675340234,-3.16177856756188,0.00157042155836821,0.787644932599575,-3.45710181211252,"TAPbyQNP",0.0104792085836375
"Anxa1",-6.43396096717836,3.6125210609963,-3.09333183552766,0.00198194521739421,0.946709165508632,-3.51221471363104,"TAPbyQNP",0.0115660418113239
"Mt-cyb",6.3023619834054,9.9099385701016,3.03006142899199,0.00244815332907565,0.999980050201775,-3.56208689402432,"TAPbyQNP",78.9223485766506
"Ppp1r15a",-6.26362490772366,4.99580875088972,-3.01143734500503,0.00260337758044426,0.999980050201775,-3.57657078315752,"TAPbyQNP",0.0130155049353343
"Sox9",-6.26051009268796,3.53244115554564,-3.00993979838315,0.00261624187016042,0.999980050201775,-3.57773154135709,"TAPbyQNP",0.0130436360962768
"Hexim1",-6.2512882225879,5.9391654009268,-3.00550609035956,0.00265467000015944,0.999980050201775,-3.58116475233857,"TAPbyQNP",0.0131272795399009
"Gabarap",-6.23191154093487,6.4139780746878,-2.99619013296878,0.00273710007067877,0.999980050201775,-3.58836201051845,"TAPbyQNP",0.0133047799431669
"Mir378b",6.17131551454301,3.08565775727151,2.96705666161255,0.00301020115964171,0.999980050201775,-3.61072555293607,"TAPbyQNP",72.0694292305611
"LOC690468",6.13516086264056,7.65528504344597,2.94967416017948,0.00318476424747825,0.999980050201775,-3.62396468957029,"TAPbyQNP",70.285776613991
"AABR07058976.1",6.04471179722733,7.00187559725931,2.90618788866435,0.00366261803672209,0.999980050201775,-3.65674466237933,"TAPbyQNP",66.01453463645
"Ahnak",-6.02331335758132,5.79735957476335,-2.89589990666923,0.00378481148153252,0.999980050201775,-3.66442853347158,"TAPbyQNP",0.015374535587504
"LOC100361854",5.978475595955,8.3929484049701,2.87434272343793,0.00405294780845477,0.999980050201775,-3.68044075783536,"TAPbyQNP",63.0522345928647
"Smpd1",-5.91279102826917,5.06301726755667,-2.84276277364309,0.00447694971884958,0.999980050201775,-3.70368167272245,"TAPbyQNP",0.0165986413976359
"AC134224.2",-5.88619539306096,6.90987621281226,-2.82997607420626,0.00465977209180395,0.999980050201775,-3.71301887626642,"TAPbyQNP",0.016907470033005
"Trmt112",-5.88338098717014,7.04912820333999,-2.82862295885716,0.00467950904265081,0.999980050201775,-3.71400449584135,"TAPbyQNP",0.0169404852759716
"AY172581.24",5.87836017823275,11.5494685292546,2.82620904490814,0.00471490717252196,0.999980050201775,-3.71576163869391,"TAPbyQNP",58.8251087819061
"Mt-nd4",5.8542772396973,9.78505810960305,2.81463040449599,0.00488809188822333,0.999980050201775,-3.72416913885417,"TAPbyQNP",57.8512906058252
"Mrpl43",-5.81614946529814,5.0060778402612,-2.79629926152382,0.00517406796841034,0.999980050201775,-3.73740919870023,"TAPbyQNP",0.0177486183844383
"Hspe1",5.80715563605716,4.86847803289017,2.79197519141268,0.00524369252108332,0.999980050201775,-3.74051974043631,"TAPbyQNP",55.9922650006051
"AABR07061378.1",5.78253346328588,6.24857298005469,2.78013729695205,0.005438653455041,0.999980050201775,-3.74901076148984,"TAPbyQNP",55.0447651811608
"Mt-co2",5.7780166526092,10.530693930282,2.77796569623322,0.0054751203321926,0.999980050201775,-3.75056447930537,"TAPbyQNP",54.8726997205427
"Srsf5",5.75636457336384,6.06529285698394,2.76755576891524,0.00565301387831654,0.999980050201775,-3.75799562312642,"TAPbyQNP",54.0553150095421
"RF00287",5.74606996120507,5.65920635361879,2.76260630595027,0.00573940962938709,0.999980050201775,-3.76151901961498,"TAPbyQNP",53.670966429404
"Mt-nd2",5.6907379791076,9.65178187244725,2.73600369169474,0.00622450168333178,0.999980050201775,-3.7803486941395,"TAPbyQNP",51.6514870227459
"Mesd",-5.67843188989437,5.15869598910106,-2.73008714701436,0.00633728335532032,0.999980050201775,-3.78451173402705,"TAPbyQNP",0.0195263771228835
"Uba52",5.65613094374696,7.32344054971689,2.71936525624877,0.00654636085111405,0.999980050201775,-3.79203298049827,"TAPbyQNP",50.4272254402922
"Hmgcs1",5.63625387182594,6.31124561441647,2.70980872028531,0.00673792114925394,0.999980050201775,-3.79871180198878,"TAPbyQNP",49.7372167170547
"Uqcc3",-5.58768121756413,5.64482624838565,-2.68645586835932,0.00722739601201357,0.999980050201775,-3.81493359068672,"TAPbyQNP",0.0207941104913755
"Naa38",-5.53428007394784,5.36494455532892,-2.66078156625451,0.00780215496730268,0.999980050201775,-3.8326059158784,"TAPbyQNP",0.0215782238117794
"AC109096.1",-5.53146413338011,3.63264660839494,-2.65942771306057,0.00783356966362823,0.999980050201775,-3.83353309975094,"TAPbyQNP",0.0216203826417171
"RGD1566359",5.51981735399546,5.83592769351771,2.65382815259763,0.00796470844901145,0.999980050201775,-3.83736293637111,"TAPbyQNP",45.8807590388803
"Ifitm2",-5.51254375974227,4.17749874933378,-2.65033114029419,0.0080476006806836,0.999980050201775,-3.83975063382971,"TAPbyQNP",0.0219057928206452
"Ppp1ca",-5.51222035652998,5.74627521317588,-2.65017565389049,0.00805130415934614,0.999980050201775,-3.8398567240602,"TAPbyQNP",0.0219107039055703
"Tpp1",-5.49481838055799,4.99694568467269,-2.64180909920515,0.00825284852436295,0.999980050201775,-3.84555614609344,"TAPbyQNP",0.0221765940542518
"Cbx5",5.46555438184085,5.08549745658135,2.62773949894983,0.00860197230024816,0.999980050201775,-3.8550999333831,"TAPbyQNP",44.1871317567512
"Ubl5",5.46549160742829,5.34041271264844,2.62770931814988,0.00860273518851307,0.999980050201775,-3.85512035105103,"TAPbyQNP",44.185209132209
"AABR07059891.1",5.43728915313189,5.27173450907611,2.61415008921453,0.00895165574761607,0.999980050201775,-3.86426961044609,"TAPbyQNP",43.3298444729085
"Eif1",-5.4348445639509,6.18645848808655,-2.61297477503763,0.00898248746947372,0.999980050201775,-3.86506043915712,"TAPbyQNP",0.0231179204239572
"AABR07006333.1",5.42663819487128,5.41719793233199,2.60902930150157,0.00908668282355394,0.999980050201775,-3.86771261258747,"TAPbyQNP",43.0111319477009
"Gstp1",-5.41600028743493,6.19204151682414,-2.60391478838839,0.00922335667620239,0.999980050201775,-3.87114465733947,"TAPbyQNP",0.0234218641109817
"Kazald1",-5.40417719265175,4.13653648561373,-2.59823045867707,0.00937740783092318,0.999980050201775,-3.87495117030242,"TAPbyQNP",0.0236145983429921
"Nptx1",-5.39912506170047,2.81654893712472,-2.59580148567139,0.00944393258286864,0.999980050201775,-3.87657519594895,"TAPbyQNP",0.0236974385673644
"Trappc1",-5.39779147607406,5.97895944640537,-2.59516032186971,0.0094615628685993,0.999980050201775,-3.87700362844846,"TAPbyQNP",0.0237193539225228
"Tax1bp3",-5.38216097553573,4.13265485181884,-2.58764546046985,0.00967040059293764,0.999980050201775,-3.8820172493059,"TAPbyQNP",0.0239777321716554
"AABR07027753.4",5.37826457713231,5.26887471362214,2.58577214272877,0.00972309573024867,0.999980050201775,-3.88326478954124,"TAPbyQNP",41.5928770540643
"Zfp36",-5.36513512039224,3.68599469026409,-2.57945973786272,0.00990254868792878,0.999980050201775,-3.88746189853586,"TAPbyQNP",0.0242623798636548
"Nr1d1",-5.3616410720954,4.19103386782805,-2.57777986276142,0.00995079969400494,0.999980050201775,-3.88857711681874,"TAPbyQNP",0.0243212118857456
"Hist1h2bk",5.35741577022183,7.57417213567073,2.57574841419235,0.0100094286460451,0.999980050201775,-3.88992476358533,"TAPbyQNP",40.9961285328011
"Ndufb10",-5.34569207278413,5.47479176246501,-2.57011187292343,0.0101737174358376,0.999980050201775,-3.89365843642476,"TAPbyQNP",0.0245915746553787
"Fam89b",-5.33149688490672,5.00793193250232,-2.56328708383992,0.0103758506973888,0.999980050201775,-3.89816826289121,"TAPbyQNP",0.0248347341796424
"AABR07018857.1",5.32916352094948,4.73779069331554,2.56216524473496,0.0104094166480446,0.999980050201775,-3.89890842756212,"TAPbyQNP",40.201112496689
"Slc25a11",-5.31655261437596,4.74516696035684,-2.55610214939171,0.0105925050209039,0.999980050201775,-3.90290311632023,"TAPbyQNP",0.0250933237331231
"Rela",-5.31134681542308,4.6076817764085,-2.55359929559567,0.010668915630204,0.999980050201775,-3.9045493693424,"TAPbyQNP",0.0251840336624828
"Chmp2b",-5.2911366354275,3.98747680999749,-2.5438826073066,0.0109702262152694,0.999980050201775,-3.91092524064372,"TAPbyQNP",0.025539310111951
"Mt-nd6",5.28409252214715,8.68372502063503,2.5404959252962,0.0110770094507322,0.999980050201775,-3.91314179239707,"TAPbyQNP",38.9646113747172
"Sat1",5.28157858857247,5.65907865182234,2.53928727159149,0.0111153417153521,0.999980050201775,-3.91393212999637,"TAPbyQNP",38.8967736491733
"Vamp2",-5.2770984045042,4.77719451186229,-2.53713328028223,0.0111839474364562,0.999980050201775,-3.91533969065275,"TAPbyQNP",0.0257890349167837
"AC106292.2",-5.26217037221624,6.33229826992279,-2.52995615288688,0.0114152649450024,0.999980050201775,-3.92002108044027,"TAPbyQNP",0.0260572677563491
"Gtf2b",5.25310690507411,4.70408309140718,2.52559860213486,0.0115577712260789,0.999980050201775,-3.9228568886218,"TAPbyQNP",38.1366682450425
"Plekhg2",-5.25182187313465,3.42286412577193,-2.52498078206597,0.0115781032519986,0.999980050201775,-3.92325855806285,"TAPbyQNP",0.0262448493570597
"Txndc17",-5.21901722693496,5.20146709068378,-2.50920890266533,0.0121080064405731,0.999980050201775,-3.93347921007108,"TAPbyQNP",0.0268484529981404
"LOC691427",-5.21188954495133,5.51117672295399,-2.50578204233684,0.0122259454498073,0.999980050201775,-3.93569144953694,"TAPbyQNP",0.0269814268677355
"LOC100911372",5.19370237302144,4.77941582800585,2.49703797966442,0.0125315063036865,0.999980050201775,-3.94132255575908,"TAPbyQNP",36.5982401723015
"Pus3",5.1905908941066,4.87695892120782,2.49554203698899,0.0125844540293164,0.999980050201775,-3.94228395896157,"TAPbyQNP",36.5193933334606
