"","No_data"
"1700092M07Rik",2.70395350840905
"AABR07000276.1",1.20145207192952
"AABR07000534.1",1.48344779085854
"AABR07000629.3",2.10595290317441
"AABR07001048.1",1.84205305035072
"AABR07001555.1",1.32841054140174
"AABR07002010.1",1.64642419443914
"AABR07002065.2",2.14428507152216
"AABR07002493.1",1.5637499221338
"AABR07002774.1",2.46326013782331
"AABR07002774.3",2.27667422179282
"AABR07002784.2",2.50594833781425
"AABR07002868.1",2.30721537812207
"AABR07002928.2",0.945577561994972
"AABR07002945.1",1.58771628641142
"AABR07003030.1",1.45786233591851
"AABR07003030.2",2.07908326887983
"AABR07003176.1",4.32060062962861
"AABR07004229.1",1.72332509712996
"AABR07004232.1",3.32881689386875
"AABR07004259.1",1.97096604513995
"AABR07004269.3",4.02972430601498
"AABR07004269.4",1.0354225282077
"AABR07004292.1",1.24754858900723
"AABR07004304.1",1.44693337655624
"AABR07004404.1",0.961070471634683
"AABR07004812.1",1.98865421445422
"AABR07005506.1",1.26224096499622
"AABR07005535.1",2.85005732718652
"AABR07005564.1",0.974035333963764
"AABR07005588.1",7.49157100238892
"AABR07005618.1",5.22817971101652
"AABR07005633.1",3.13510411983986
"AABR07005752.1",1.28348261001846
"AABR07005779.2",2.44731643956549
"AABR07005779.3",2.4499413540166
"AABR07005779.4",1.77103025566664
"AABR07005779.6",0.813034754131036
"AABR07005794.1",1.2349707149652
"AABR07005838.1",3.01871924710378
"AABR07005985.2",1.29631342193506
"AABR07006097.1",0.829900742825981
"AABR07006160.1",3.22718162405921
"AABR07006258.2",3.43797963115822
"AABR07006310.1",0.679363848099687
"AABR07006451.1",0.890174818288636
"AABR07006458.1",3.64928931310192
"AABR07006480.1",1.68827153187201
"AABR07006627.2",1.02500125899989
"AABR07006860.1",2.88209036147336
"AABR07006860.2",3.94222583248549
"AABR07006873.1",1.75920596996923
"AABR07006894.1",1.37419978490451
"AABR07006957.1",1.82954885261421
"AABR07007000.1",4.73284952081394
"AABR07007032.1",1.63570051198982
"AABR07007055.1",2.16620660521902
"AABR07007068.1",1.81448002276141
"AABR07007121.1",4.08481086140743
"AABR07007130.2",1.22120485223385
"AABR07007592.1",1.17555003250603
"AABR07008293.4",1.64695266473442
"AABR07010370.1",1.47406423415599
"AABR07011700.1",2.09680426984632
"AABR07011951.1",3.64506743925512
"AABR07013255.1",1.1639647398142
"AABR07013425.1",2.40628282247927
"AABR07013654.1",1.48781119172086
"AABR07014756.1",1.99009446045861
"AABR07017716.1",0.990203157152887
"AABR07018556.1",4.04284182385266
