"","QNP","TAP","No_data","No_data","HCN_cells_in_iQNP_electroporated_with_empty_vector","HCN_cells_in_TAP_electroporated_with_empty_vector","QNP","TAP","No_data","No_data","HCN_cells_in_iQNP_electroporated_with_empty_vector","HCN_cells_in_TAP_electroporated_with_empty_vector"
"QNP",1,0.725677133467588,0.94871323124845,0.94871323124845,1,0.725677133467588,NA,0,0,0,0,0
"TAP",0.725677133467588,1,0.905973597422725,0.905973597422725,0.725677133467588,1,0,NA,0,0,0,0
"No_data",0.94871323124845,0.905973597422725,1,1,0.94871323124845,0.905973597422725,0,0,NA,0,0,0
"No_data",0.94871323124845,0.905973597422725,1,1,0.94871323124845,0.905973597422725,0,0,0,NA,0,0
"HCN_cells_in_iQNP_electroporated_with_empty_vector",1,0.725677133467588,0.94871323124845,0.94871323124845,1,0.725677133467588,0,0,0,0,NA,0
"HCN_cells_in_TAP_electroporated_with_empty_vector",0.725677133467588,1,0.905973597422725,0.905973597422725,0.725677133467588,1,0,0,0,0,0,NA
