"","QNP","TAP","No_data","No_data","HCN_cells_in_iQNP_electroporated_with_empty_vector","HCN_cells_in_TAP_electroporated_with_empty_vector","QNP","TAP","No_data","No_data","HCN_cells_in_iQNP_electroporated_with_empty_vector","HCN_cells_in_TAP_electroporated_with_empty_vector"
"QNP",1,0.724390832749994,0.948070817266219,0.948070817266219,1,0.724390832749994,NA,0,0,0,0,0
"TAP",0.724390832749994,1,0.906040567283123,0.906040567283123,0.724390832749994,1,0,NA,0,0,0,0
"No_data",0.948070817266219,0.906040567283123,1,1,0.948070817266219,0.906040567283123,0,0,NA,0,0,0
"No_data",0.948070817266219,0.906040567283123,1,1,0.948070817266219,0.906040567283123,0,0,0,NA,0,0
"HCN_cells_in_iQNP_electroporated_with_empty_vector",1,0.724390832749994,0.948070817266219,0.948070817266219,1,0.724390832749994,0,0,0,0,NA,0
"HCN_cells_in_TAP_electroporated_with_empty_vector",0.724390832749994,1,0.906040567283123,0.906040567283123,0.724390832749994,1,0,0,0,0,0,NA
