"","QNP","TAP","No_data","No_data","HCN_cells_in_iQNP_electroporated_with_empty_vector","HCN_cells_in_TAP_electroporated_with_empty_vector"
"AABR07006160.1",5.22477360825798,1.22958963986045,3.22718162405921,3.22718162405921,5.22477360825798,1.22958963986045
"AABR07006258.2",5.27702860261599,1.59893065970045,3.43797963115822,3.43797963115822,5.27702860261599,1.59893065970045
"AABR07006310.1",0.851644078174683,0.50708361802469,0.679363848099687,0.679363848099687,0.851644078174683,0.50708361802469
"AABR07006451.1",1.11224106581469,0.66810857076258,0.890174818288636,0.890174818288636,1.11224106581469,0.66810857076258
"AABR07006458.1",4.09689017837203,3.20168844783181,3.64928931310192,3.64928931310192,4.09689017837203,3.20168844783181
"AABR07006480.1",2.12844701324006,1.24809605050397,1.68827153187201,1.68827153187201,2.12844701324006,1.24809605050397
"AABR07006627.2",2.05000251799977,0,1.02500125899989,1.02500125899989,2.05000251799977,0
"AABR07006860.1",3.90229949880383,1.86188122414289,2.88209036147336,2.88209036147336,3.90229949880383,1.86188122414289
"AABR07006860.2",5.80635945713743,2.07809220783355,3.94222583248549,3.94222583248549,5.80635945713743,2.07809220783355
"AABR07006873.1",2.54419595159299,0.974215988345467,1.75920596996923,1.75920596996923,2.54419595159299,0.974215988345467
"AABR07006894.1",2.37387550277488,0.374524067034134,1.37419978490451,1.37419978490451,2.37387550277488,0.374524067034134
"AABR07006957.1",2.42681634354188,1.23228136168655,1.82954885261421,1.82954885261421,2.42681634354188,1.23228136168655
"AABR07007000.1",7.27258786229946,2.19311117932843,4.73284952081394,4.73284952081394,7.27258786229946,2.19311117932843
"AABR07007032.1",2.52770313515364,0.743697888825998,1.63570051198982,1.63570051198982,2.52770313515364,0.743697888825998
"AABR07007055.1",3.64798327056447,0.684429939873565,2.16620660521902,2.16620660521902,3.64798327056447,0.684429939873565
"AABR07007068.1",3.17410177346089,0.454858272061936,1.81448002276141,1.81448002276141,3.17410177346089,0.454858272061936
"AABR07007121.1",5.74345223884345,2.42616948397142,4.08481086140743,4.08481086140743,5.74345223884345,2.42616948397142
"AABR07007130.2",1.55026856652377,0.89214113794392,1.22120485223385,1.22120485223385,1.55026856652377,0.89214113794392
"AABR07007592.1",1.70629288604683,0.64480717896523,1.17555003250603,1.17555003250603,1.70629288604683,0.64480717896523
"AABR07008293.4",2.06677958510221,1.22712574436663,1.64695266473442,1.64695266473442,2.06677958510221,1.22712574436663
"AABR07010370.1",2.18122069941128,0.766907768900705,1.47406423415599,1.47406423415599,2.18122069941128,0.766907768900705
"AABR07011700.1",2.48395623057575,1.7096523091169,2.09680426984632,2.09680426984632,2.48395623057575,1.7096523091169
"AABR07011951.1",4.51186331205553,2.77827156645472,3.64506743925512,3.64506743925512,4.51186331205553,2.77827156645472
"AABR07013255.1",1.38334305108632,0.94458642854207,1.1639647398142,1.1639647398142,1.38334305108632,0.94458642854207
"AABR07013425.1",3.22357761175502,1.58898803320352,2.40628282247927,2.40628282247927,3.22357761175502,1.58898803320352
"AABR07013654.1",1.79690940785663,1.17871297558509,1.48781119172086,1.48781119172086,1.79690940785663,1.17871297558509
"AABR07014756.1",3.21158298704146,0.768605933875745,1.99009446045861,1.99009446045861,3.21158298704146,0.768605933875745
"AABR07017716.1",1.15130540872345,0.82910090558232,0.990203157152887,0.990203157152887,1.15130540872345,0.82910090558232
"AABR07018556.1",5.33481196361577,2.75087168408955,4.04284182385266,4.04284182385266,5.33481196361577,2.75087168408955
"AABR07021823.1",7.06257569092101,5.22550357002568,6.14403963047334,6.14403963047334,7.06257569092101,5.22550357002568
"AABR07024593.2",3.72832767639773,3.19794475639682,3.46313621639727,3.46313621639727,3.72832767639773,3.19794475639682
"AABR07024795.1",1.21548862536599,0.720607488100435,0.968048056733211,0.968048056733211,1.21548862536599,0.720607488100435
"AABR07025900.1",2.83953631061874,1.21603752613682,2.02778691837778,2.02778691837778,2.83953631061874,1.21603752613682
"AABR07026361.2",1.39472175144693,0.80817224912247,1.1014470002847,1.1014470002847,1.39472175144693,0.80817224912247
"AABR07026424.1",3.87030254264904,3.40915346698328,3.63972800481616,3.63972800481616,3.87030254264904,3.40915346698328
"AABR07028997.1",2.77629086264594,0.208906567069629,1.49259871485778,1.49259871485778,2.77629086264594,0.208906567069629
"AABR07029002.2",1.97085204916958,1.31168084816763,1.64126644866861,1.64126644866861,1.97085204916958,1.31168084816763
"AABR07029198.1",10.0654016047023,9.35744680250211,9.71142420360222,9.71142420360222,10.0654016047023,9.35744680250211
"AABR07029269.1",1.89798318148138,0.366692717546232,1.1323379495138,1.1323379495138,1.89798318148138,0.366692717546232
"AABR07029275.1",8.62719266651012,6.56203460359261,7.59461363505137,7.59461363505137,8.62719266651012,6.56203460359261
"AABR07029467.2",1.67338225962609,0.69080455360923,1.18209340661766,1.18209340661766,1.67338225962609,0.69080455360923
"AABR07029605.1",5.0312388067535,2.96075364763654,3.99599622719502,3.99599622719502,5.0312388067535,2.96075364763654
"AABR07029613.1",2.50885467671917,1.00377657960885,1.75631562816401,1.75631562816401,2.50885467671917,1.00377657960885
"AABR07029661.1",4.07794122459473,2.37113655156195,3.22453888807834,3.22453888807834,4.07794122459473,2.37113655156195
"AABR07029742.1",6.19541067464425,3.89972510750302,5.04756789107363,5.04756789107363,6.19541067464425,3.89972510750302
"AABR07029933.1",1.81227612425716,0.134417895741568,0.973347009999362,0.973347009999362,1.81227612425716,0.134417895741568
"AABR07030019.1",5.15125355850259,2.0043309354419,3.57779224697224,3.57779224697224,5.15125355850259,2.0043309354419
"AABR07030039.1",2.16210178142804,0.528614381250565,1.3453580813393,1.3453580813393,2.16210178142804,0.528614381250565
"AABR07030156.2",1.37517778893438,0.792820282597965,1.08399903576617,1.08399903576617,1.37517778893438,0.792820282597965
"AABR07030335.1",1.32292870377073,0.82455943185264,1.07374406781169,1.07374406781169,1.32292870377073,0.82455943185264
"AABR07030363.1",1.92833261656331,0.409408031118542,1.16887032384092,1.16887032384092,1.92833261656331,0.409408031118542
"AABR07030375.1",2.25128282243066,0.253630695026855,1.25245675872876,1.25245675872876,2.25128282243066,0.253630695026855
"AABR07030383.1",2.41508151933672,0.935182290811385,1.67513190507405,1.67513190507405,2.41508151933672,0.935182290811385
"AABR07030521.1",2.68543122586661,1.27479673805028,1.98011398195845,1.98011398195845,2.68543122586661,1.27479673805028
"AABR07030544.1",3.39895924895791,0.874281209225875,2.13662022909189,2.13662022909189,3.39895924895791,0.874281209225875
"AABR07030603.2",5.36526950590503,2.12140171365299,3.74333560977901,3.74333560977901,5.36526950590503,2.12140171365299
"AABR07030630.1",3.1653516120619,0.892792977911815,2.02907229498686,2.02907229498686,3.1653516120619,0.892792977911815
"AABR07030642.1",0.946602434852095,0.548282858810775,0.747442646831435,0.747442646831435,0.946602434852095,0.548282858810775
"AABR07030919.1",2.90699937965467,0.730937421246095,1.81896840045038,1.81896840045038,2.90699937965467,0.730937421246095
"AABR07032751.1",2.49271530488326,1.92057614404735,2.2066457244653,2.2066457244653,2.49271530488326,1.92057614404735
"AABR07033020.1",1.88151374084995,1.1844591601213,1.53298645048562,1.53298645048562,1.88151374084995,1.1844591601213
"AABR07033023.1",7.11393205548919,2.35675711862137,4.73534458705528,4.73534458705528,7.11393205548919,2.35675711862137
"AABR07033287.1",3.15019293872655,1.10209796629136,2.12614545250895,2.12614545250895,3.15019293872655,1.10209796629136
"AABR07033564.1",3.56773465585067,0.82931729421651,2.19852597503359,2.19852597503359,3.56773465585067,0.82931729421651
"AABR07033570.2",2.50161827685431,0.281943260594596,1.39178076872445,1.39178076872445,2.50161827685431,0.281943260594596
"AABR07033887.1",4.44413222620738,1.08358445129142,2.7638583387494,2.7638583387494,4.44413222620738,1.08358445129142
"AABR07034111.1",1.6568169790054,0.72470131077307,1.19075914488923,1.19075914488923,1.6568169790054,0.72470131077307
"AABR07034639.1",2.19826611991797,1.22280754095583,1.7105368304369,1.7105368304369,2.19826611991797,1.22280754095583
"AABR07035218.1",5.59583683872848,3.02619402183517,4.31101543028182,4.31101543028182,5.59583683872848,3.02619402183517
"AABR07035273.1",1.79748751207589,1.07581359776154,1.43665055491871,1.43665055491871,1.79748751207589,1.07581359776154
"AABR07035412.2",1.25571813666348,0.82066433385983,1.03819123526165,1.03819123526165,1.25571813666348,0.82066433385983
"AABR07035539.1",5.59102654571659,3.40444848516895,4.49773751544277,4.49773751544277,5.59102654571659,3.40444848516895
"AABR07035541.2",1.50084631650534,1.15454859698657,1.32769745674596,1.32769745674596,1.50084631650534,1.15454859698657
"AABR07035780.6",1.97848064039812,0.776761673697695,1.37762115704791,1.37762115704791,1.97848064039812,0.776761673697695
"AABR07035835.1",0.999564672982387,0.55653256115429,0.778048617068339,0.778048617068339,0.999564672982387,0.55653256115429
"AABR07037112.1",1.0999633103177,0.76395561623711,0.931959463277405,0.931959463277405,1.0999633103177,0.76395561623711
"AABR07038926.1",1.82297494036799,1.25122068689377,1.53709781363088,1.53709781363088,1.82297494036799,1.25122068689377
"AABR07039210.2",2.00672145182231,1.60954658291825,1.80813401737028,1.80813401737028,2.00672145182231,1.60954658291825
"AABR07039328.2",4.57784320285871,2.22761863617907,3.40273091951889,3.40273091951889,4.57784320285871,2.22761863617907
"AABR07039483.1",2.33259295119613,0.73675702133291,1.53467498626452,1.53467498626452,2.33259295119613,0.73675702133291
"AABR07041586.1",2.38261940468938,0.766907768900705,1.57476358679504,1.57476358679504,2.38261940468938,0.766907768900705
"AABR07042859.1",2.43591465119236,1.3324553847752,1.88418501798378,1.88418501798378,2.43591465119236,1.3324553847752
"AABR07042903.1",3.49632489671384,1.7992721869053,2.64779854180957,2.64779854180957,3.49632489671384,1.7992721869053
"AABR07043115.1",1.3128630477822,0.590134627979455,0.95149883788083,0.95149883788083,1.3128630477822,0.590134627979455
"AABR07043748.1",1.87755631229957,1.136791432311,1.50717387230528,1.50717387230528,1.87755631229957,1.136791432311
"AABR07043823.2",1.42786784264457,0.502140829882965,0.965004336263767,0.965004336263767,1.42786784264457,0.502140829882965
"AABR07043951.1",3.03689369870214,2.20374811810056,2.62032090840135,2.62032090840135,3.03689369870214,2.20374811810056
"AABR07045405.1",2.15379850209606,1.66326907511944,1.90853378860775,1.90853378860775,2.15379850209606,1.66326907511944
"AABR07046727.1",2.18392914959084,1.13330157732447,1.65861536345766,1.65861536345766,2.18392914959084,1.13330157732447
"AABR07047576.1",1.26634144236215,0.61557758104339,0.940959511702768,0.940959511702768,1.26634144236215,0.61557758104339
"AABR07048308.2",1.50457209113195,0.579051228263655,1.0418116596978,1.0418116596978,1.50457209113195,0.579051228263655
"AABR07048637.1",1.52418406337521,0.77168344061383,1.14793375199452,1.14793375199452,1.52418406337521,0.77168344061383
"AABR07049038.1",1.56792418697516,1.13302598345338,1.35047508521427,1.35047508521427,1.56792418697516,1.13302598345338
"AABR07049695.2",1.20011364172161,0.848504404948395,1.024309023335,1.024309023335,1.20011364172161,0.848504404948395
"AABR07052664.1",1.19391121242735,0.77548165223443,0.984696432330892,0.984696432330892,1.19391121242735,0.77548165223443
"AABR07053166.1",5.39877333901905,2.24104907300552,3.81991120601229,3.81991120601229,5.39877333901905,2.24104907300552
"AABR07053472.1",1.83873700900103,0.595031586831005,1.21688429791602,1.21688429791602,1.83873700900103,0.595031586831005
"AABR07053613.1",1.76180581107926,1.00740066047239,1.38460323577583,1.38460323577583,1.76180581107926,1.00740066047239
"AABR07055280.1",1.80178391846875,0.404379262359839,1.10308159041429,1.10308159041429,1.80178391846875,0.404379262359839
"AABR07059198.1",2.11405884036076,1.72423016415643,1.91914450225859,1.91914450225859,2.11405884036076,1.72423016415643
"AABR07059778.1",1.0890280104454,0.579051228263655,0.834039619354527,0.834039619354527,1.0890280104454,0.579051228263655
"AABR07063724.1",1.36549406715164,0.88513223339906,1.12531315027535,1.12531315027535,1.36549406715164,0.88513223339906
"AABR07064719.1",2.79027232365033,0.896867008184855,1.84356966591759,1.84356966591759,2.79027232365033,0.896867008184855
"AABR07065118.1",1.054068901337,0.515773146358645,0.784921023847823,0.784921023847823,1.054068901337,0.515773146358645
"AABR07067082.1",1.52486195163894,0.866820592891465,1.1958412722652,1.1958412722652,1.52486195163894,0.866820592891465
"AABR07067267.1",2.7145528915493,1.72708528934991,2.2208190904496,2.2208190904496,2.7145528915493,1.72708528934991
"AABR07068285.1",2.70591635563223,1.29085424216762,1.99838529889992,1.99838529889992,2.70591635563223,1.29085424216762
"AABR07070357.1",3.52189466206684,3.1685743221381,3.34523449210247,3.34523449210247,3.52189466206684,3.1685743221381
"AABR07071208.2",1.24322730360012,0.6058163282819,0.924521815941012,0.924521815941012,1.24322730360012,0.6058163282819
"AABR07071659.2",1.34714088971785,0.578201878542055,0.962671384129953,0.962671384129953,1.34714088971785,0.578201878542055
"AABR07071891.2",11.0375927703466,4.44671340071856,7.74215308553257,7.74215308553257,11.0375927703466,4.44671340071856
"AABR07071891.3",2.8446584662616,2.41714609224256,2.63090227925208,2.63090227925208,2.8446584662616,2.41714609224256
"AABR07072017.1",2.98914489678438,1.55067620932803,2.26991055305621,2.26991055305621,2.98914489678438,1.55067620932803
"AABR07072078.2",3.50433282591799,0.40957372516279,1.95695327554039,1.95695327554039,3.50433282591799,0.40957372516279
"AABR07072169.1",2.24633792182679,0.70783659702963,1.47708725942821,1.47708725942821,2.24633792182679,0.70783659702963
"AC094217.2",1.63754333252547,0.78099184729923,1.20926758991235,1.20926758991235,1.63754333252547,0.78099184729923
"AC094643.2",3.10872240672963,2.17321215502666,2.64096728087815,2.64096728087815,3.10872240672963,2.17321215502666
"AC095693.1",2.54031336903164,1.56833095496534,2.05432216199849,2.05432216199849,2.54031336903164,1.56833095496534
"AC095947.4",3.05577134079113,0.64560950631931,1.85069042355522,1.85069042355522,3.05577134079113,0.64560950631931
"AC096809.1",2.43693567681214,0.322746747249776,1.37984121203096,1.37984121203096,2.43693567681214,0.322746747249776
"AC098008.1",1.90881980408259,0.229470733366999,1.06914526872479,1.06914526872479,1.90881980408259,0.229470733366999
"AC099089.1",12.0191829979745,5.2855803785529,8.65238168826372,8.65238168826372,12.0191829979745,5.2855803785529
"AC099294.1",2.75192620559994,0.695464960476585,1.72369558303826,1.72369558303826,2.75192620559994,0.695464960476585
"AC099449.1",4.20015600170781,1.31867849630828,2.75941724900804,2.75941724900804,4.20015600170781,1.31867849630828
"AC103024.2",3.33170707302622,0.33505116214293,1.83337911758457,1.83337911758457,3.33170707302622,0.33505116214293
"AC103090.1",8.07283996578595,1.49651354101873,4.78467675340234,4.78467675340234,8.07283996578595,1.49651354101873
"AC103221.1",3.27934856615218,0.352872423400955,1.81611049477657,1.81611049477657,3.27934856615218,0.352872423400955
"AC105485.2",3.10635141867908,1.0779130819199,2.09213225029949,2.09213225029949,3.10635141867908,1.0779130819199
"AC105531.1",3.97335069276024,2.41433278648788,3.19384173962406,3.19384173962406,3.97335069276024,2.41433278648788
"AC106292.2",8.96338345603091,3.70121308381467,6.33229826992279,6.33229826992279,8.96338345603091,3.70121308381467
"AC107153.2",2.4077420256152,0.308512586489262,1.35812730605223,1.35812730605223,2.4077420256152,0.308512586489262
"AC108574.1",2.24296853298376,0.564782461572305,1.40387549727803,1.40387549727803,2.24296853298376,0.564782461572305
"AC109096.1",6.398378675085,0.86691454170488,3.63264660839494,3.63264660839494,6.398378675085,0.86691454170488
"AC110709.1",3.38650131383404,1.59973564256062,2.49311847819733,2.49311847819733,3.38650131383404,1.59973564256062
"AC110837.1",2.04451552480734,0.584203054830285,1.31435928981881,1.31435928981881,2.04451552480734,0.584203054830285
"AC113773.1",1.26442477019096,0.62416754580553,0.944296157998247,0.944296157998247,1.26442477019096,0.62416754580553
"AC114460.1",4.66003702315894,1.02582413985604,2.84293058150749,2.84293058150749,4.66003702315894,1.02582413985604
"AC115369.1",1.93904792316081,0.71198019012635,1.32551405664358,1.32551405664358,1.93904792316081,0.71198019012635
"AC117330.1",2.16794090690733,0.576763988732615,1.37235244781997,1.37235244781997,2.16794090690733,0.576763988732615
"AC118350.1",1.75856280972423,0.615814057524895,1.18718843362456,1.18718843362456,1.75856280972423,0.615814057524895
"AC118772.1",4.04239252832699,1.19962465251728,2.62100859042213,2.62100859042213,4.04239252832699,1.19962465251728
"AC118772.3",4.21580330837081,1.29134178148001,2.75357254492541,2.75357254492541,4.21580330837081,1.29134178148001
"AC119015.1",5.11976527137698,1.39105103693054,3.25540815415376,3.25540815415376,5.11976527137698,1.39105103693054
"AC119015.2",1.62275358761861,0.836682578424565,1.22971808302159,1.22971808302159,1.62275358761861,0.836682578424565
"AC119111.1",2.82791927183403,0.59547838765103,1.71169882974253,1.71169882974253,2.82791927183403,0.59547838765103
"AC119462.1",1.3909842071486,0.85983864756011,1.12541142735436,1.12541142735436,1.3909842071486,0.85983864756011
"AC120486.11",1.49057432590638,0.88472110613725,1.18764771602181,1.18764771602181,1.49057432590638,0.88472110613725
"AC120807.1",2.47111505816621,1.46289845052931,1.96700675434776,1.96700675434776,2.47111505816621,1.46289845052931
"AC122631.1",1.51498411763653,0.70993104816744,1.11245758290198,1.11245758290198,1.51498411763653,0.70993104816744
"AC123095.1",6.23455716971265,1.27344715124246,3.75400216047756,3.75400216047756,6.23455716971265,1.27344715124246
"AC123425.1",1.30070874686274,0.735159906708085,1.01793432678541,1.01793432678541,1.30070874686274,0.735159906708085
"AC126148.1",6.05067466667761,1.3781770857876,3.71442587623261,3.71442587623261,6.05067466667761,1.3781770857876
"AC126581.1",1.46768054417582,0.84012444680871,1.15390249549227,1.15390249549227,1.46768054417582,0.84012444680871
"AC127217.1",2.162047965447,0.575669495112365,1.36885873027968,1.36885873027968,2.162047965447,0.575669495112365
"AC127887.1",6.35684943948444,3.04192261778896,4.6993860286367,4.6993860286367,6.35684943948444,3.04192261778896
"AC128059.4",1.5082454127161,0.639137461563355,1.07369143713973,1.07369143713973,1.5082454127161,0.639137461563355
"AC128154.1",2.65258458899515,2.16629857715737,2.40944158307626,2.40944158307626,2.65258458899515,2.16629857715737
"AC128290.1",3.18577058728731,1.00377657960885,2.09477358344808,2.09477358344808,3.18577058728731,1.00377657960885
"AC128353.1",2.16770975583064,0.821342999185335,1.49452637750799,1.49452637750799,2.16770975583064,0.821342999185335
"AC128792.2",5.56937428946359,1.74089962938247,3.65513695942303,3.65513695942303,5.56937428946359,1.74089962938247
"AC128859.2",1.93135539975847,0.736223813554895,1.33378960665668,1.33378960665668,1.93135539975847,0.736223813554895
"AC128859.3",1.10117098992495,0.55612200964346,0.828646499784206,0.828646499784206,1.10117098992495,0.55612200964346
"AC129460.1",3.56767281586056,1.40411333035955,2.48589307311005,2.48589307311005,3.56767281586056,1.40411333035955
"AC131360.1",2.15750153044561,1.62660398210596,1.89205275627579,1.89205275627579,2.15750153044561,1.62660398210596
"AC134224.1",8.95202795106188,5.28704327484087,7.11953561295137,7.11953561295137,8.95202795106188,5.28704327484087
"AC134224.2",9.85297390934274,3.96677851628177,6.90987621281226,6.90987621281226,9.85297390934274,3.96677851628177
"AC134224.3",15.1850069058878,11.6261385280958,13.4055727169918,13.4055727169918,15.1850069058878,11.6261385280958
"AC141334.3",2.48652270474445,0.64486015978563,1.56569143226504,1.56569143226504,2.48652270474445,0.64486015978563
"AC141969.1",3.71547015636627,2.68092774027748,3.19819894832187,3.19819894832187,3.71547015636627,2.68092774027748
"AY172581.10",1.59196231790939,0.967828019788175,1.27989516884878,1.27989516884878,1.59196231790939,0.967828019788175
"Aarsd1",4.34303363733684,2.48098591317095,3.41200977525389,3.41200977525389,4.34303363733684,2.48098591317095
"Aatf",3.709533121252,1.83049074000911,2.77001193063056,2.77001193063056,3.709533121252,1.83049074000911
"Aatk",4.37517716670988,0.681948407043615,2.52856278687675,2.52856278687675,4.37517716670988,0.681948407043615
"Abca2",1.57642757660959,1.18043736859671,1.37843247260315,1.37843247260315,1.57642757660959,1.18043736859671
"Abca3",2.96533125824351,0.699207182705766,1.83226922047464,1.83226922047464,2.96533125824351,0.699207182705766
"Abca5",2.20888936145936,0.537622238977495,1.37325580021843,1.37325580021843,2.20888936145936,0.537622238977495
"Abca8a",5.22083780188383,1.93796895769341,3.57940337978862,3.57940337978862,5.22083780188383,1.93796895769341
"Abcc3",1.22376305564642,0.800088806418358,1.01192593103239,1.01192593103239,1.22376305564642,0.800088806418358
"Abhd11",1.70677420327242,1.37554074312232,1.54115747319737,1.54115747319737,1.70677420327242,1.37554074312232
"Abhd15",2.63536473742008,0.63909253175703,1.63722863458856,1.63722863458856,2.63536473742008,0.63909253175703
"Abhd17a",2.07302445682789,1.63184886963958,1.85243666323374,1.85243666323374,2.07302445682789,1.63184886963958
"Abhd17b",5.00540777716087,3.2145403312298,4.10997405419533,4.10997405419533,5.00540777716087,3.2145403312298
"Abhd17c",3.02170044441562,0.72836413707668,1.87503229074615,1.87503229074615,3.02170044441562,0.72836413707668
"Abhd2",3.63107016580051,1.48254964257303,2.55680990418678,2.55680990418678,3.63107016580051,1.48254964257303
"Abr",3.62195199524511,2.33565318110503,2.97880258817507,2.97880258817507,3.62195199524511,2.33565318110503
"Abraxas2",4.88847237060513,3.00137740150213,3.94492488605363,3.94492488605363,4.88847237060513,3.00137740150213
"Acaca",3.17167487784423,2.15152250477843,2.66159869131133,2.66159869131133,3.17167487784423,2.15152250477843
"Acadvl",7.19939294095504,4.56106657017354,5.88022975556429,5.88022975556429,7.19939294095504,4.56106657017354
"Acan",4.92393835206702,0.296183243275365,2.61006079767119,2.61006079767119,4.92393835206702,0.296183243275365
"Acbd4",3.66759577476806,0.89549675214513,2.2815462634566,2.2815462634566,3.66759577476806,0.89549675214513
"Ace",1.94473024438122,0.203902104867663,1.07431617462444,1.07431617462444,1.94473024438122,0.203902104867663
"Acer3",3.24677416596049,1.29200849910108,2.26939133253079,2.26939133253079,3.24677416596049,1.29200849910108
"Acly",6.71740014216197,4.2152366561798,5.46631839917088,5.46631839917088,6.71740014216197,4.2152366561798
"Acox1",6.01575359159007,3.00288970640289,4.50932164899648,4.50932164899648,6.01575359159007,3.00288970640289
"Acp4",2.83559405455696,2.15509859609442,2.49534632532569,2.49534632532569,2.83559405455696,2.15509859609442
"Acsf2",3.32518423146373,0.423827787011753,1.87450600923774,1.87450600923774,3.32518423146373,0.423827787011753
"Acsm3",2.38554932240235,0.757638785899315,1.57159405415083,1.57159405415083,2.38554932240235,0.757638785899315
"Actn4",6.36092062886526,2.77161806571567,4.56626934729046,4.56626934729046,6.36092062886526,2.77161806571567
"Actr1a",6.36459782011775,1.89827168642407,4.13143475327091,4.13143475327091,6.36459782011775,1.89827168642407
"Acy3",6.24817174560185,5.59654410225006,5.92235792392595,5.92235792392595,6.24817174560185,5.59654410225006
"Adam12",1.34034777407001,0.932541471234955,1.13644462265248,1.13644462265248,1.34034777407001,0.932541471234955
