"","M"
"Olig3",2.58496250072116
"Fert2",4.67149856038921
"Fen1",4.16063802258131
"Glrp1",2.58496250072116
"Tpst1",5.79983982821675
"Cxcr2",2.58496250072116
"St8sia5",6.15211609504453
"Vmn1r56",2.58496250072116
"Alx4",2.62202790427723
"Matk",2.77990876814424
"Gnas",2.58496250072116
"Cyp3a16",2.73322411494545
"Pcbp2",11.6759749006863
"Tnfsf4",2.58496250072116
"Plag1",2.58496250072116
"Fbxo17",2.58496250072116
"Esrrg",2.74882996029733
"Tubd1",3.03823661470507
"Vbp1",11.3181902447543
"Psmd14",10.4167254331506
"Serpinb5",2.58496250072116
"Lhx3",2.58496250072116
"AY036118",14.3375151857939
"Gpr132",2.58496250072116
"Gpr19",8.76918041308898
"Htr6",3.42578479192261
"Nat1",5.57166200432712
"Foxk1",6.26493278749067
"Ptcra",2.58496250072116
"Barx2",2.58496250072116
"Kcnj5",2.58496250072116
"Bmp10",2.58496250072116
"Vmn1r172",2.58496250072116
"Pax5",2.36576716252633
"Uchl4",2.8715699480384
"Homer1",6.74883911938577
"Lmx1b",2.58496250072116
"Tlx2",2.32192809488736
"Ipp",5.14300628631563
"Cox7a2l",10.2691874877496
"Etv2",2.32192809488736
"Vax1",4.29432194145042
"Fcer1a",2.58496250072116
"Olfr74",2.32192809488736
"Olfr73",2.58496250072116
"Vmn1r49",2.58496250072116
"Rit2",2.58496250072116
"Cabp5",2.83557558934223
"Upk2",3.79534890320861
"Smr2",2.58496250072116
"Kcnip2",2.58496250072116
"Efna4",2.62202790427723
"Uevld",6.13010804123673
"Ppp3r1",5.47733980716245
"Arf3",8.06557868992343
"Kcnab3",2.36576716252633
"Ang3",2.8073549220576
"Fgf11",2.75162916738783
"Klrc3",2.58496250072116
"Klrc2",2.58496250072116
"Efna5",4.25645318657852
"Snx12",6.55187220753525
"Msgn1",2.32192809488736
"Uts2",2.58496250072116
"Phxr1",2.58496250072116
"Ear1",2.9036774610288
"Scgb1b2",2.58496250072116
"Defb3",2.80239703149193
"Defb6",2.58496250072116
"Defb5",2.58496250072116
"Dgcr2",5.74007948297221
"Pald1",2.69615871138938
"Tapbp",8.69851555048803
"Msn",7.83610123981256
"Epdr1",9.03470879852478
"Gsr",5.24230956483631
"Bcl6",6.86794298070033
"Set",11.2872690126923
"Nf2",7.7295600331894
"Ldlr",9.53322989421831
"Ppp2cb",3.80413691494928
"Bace1",6.0066451733376
"Dll4",2.58496250072116
"Kpna3",7.74489446732332
"Ak4",7.72918716652554
"Twsg1",7.33720381757844
"Pip5k1b",2.70779009974886
"Map7",4.65722333818743
"Rps18",3.27376930678085
"Abca1",8.86249377751773
"Fgfr3",9.7198576715171
"Adat3",5.40739304521581
"Il1rap",3.79791621492653
"Wsb2",4.31448516919124
"Slc22a5",4.61626011923398
"Stag2",8.23275272576441
"Map1b",9.19127258084846
"Kcnk5",2.58496250072116
"Fgl2",2.73322411494545
"S100a3",2.58496250072116
"Adam17",5.42879824942715
"Clstn1",9.29736788077637
"Vamp1",3.08810461776961
"Dbil5",2.58496250072116
"Nr3c1",6.36484354991613
"Pnlip",2.58496250072116
"Trim44",7.34123969333468
"Sh3bgrl",10.6598353269357
"Rab24",6.43854436420504
"Mrps23",5.13090580255375
"Mapk9",8.19313056898974
"Mtmr1",4.63317894466714
"Elavl2",4.92730278052011
"Sos1",6.70475484813858
"Aplp2",10.1947247143352
"St3gal2",2.65909330783331
"Tpp2",5.51897878376593
"Eif2s3x",10.1832980752996
"Elk1",6.13652887705782
"Mr1",2.77995000096154
"Eif2ak1",7.44342864297754
"Med29",2.58496250072116
"Tgs1",8.11423344379541
"Med1",6.2309701462642
"Tcf12",8.62869609804004
"Tcf20",6.52215534920437
"Stat2",4.64887514282102
"Slc23a1",2.80239703149193
"Mrpl19",3.80514156675672
"St3gal3",3.3348874508911
"Pdgfra",2.45344529780426
"Anp32a",8.43450059148722
"Ccr9",3.08244468532279
"Serpina3m",2.58496250072116
"Sh3bp5",2.79851018578616
"Slc2a3",3.35604169922177
"Mapk11",3.60150581104498
"Tbl2",4.53231549498952
"Epha4",5.84482529343169
"Icos",2.40960623016529
"Cbx5",9.0235468921252
"Rps20",4.22000435541
"Dapp1",6.4322272666143
"Serhl",5.73536857586318
"Stag1",7.19948985171479
"Camk4",2.89184620971798
"Tgfa",2.8982570306256
"Asgr1",2.58496250072116
"Rpf2",7.96552545328148
"Crp",2.58496250072116
"Gng12",9.86045488667623
"Cep89",6.14343012891851
"Pfdn2",10.2573544388829
"Lhx1",2.58496250072116
"Capn6",2.58496250072116
"Crkl",9.14357919178999
"Nedd4",12.1645308190069
"Rbpjl",2.58496250072116
"Pcyt1a",6.61169916788161
"L1cam",2.58496250072116
"Adcy3",3.04805222954733
"Dnajb5",7.17033319359994
"Cdc25b",4.74300616103922
"Notch3",5.18042030593337
"Ncam1",5.48447558403445
"B4galt5",5.98989827403208
"Nipa2",7.72721290085803
"Faah",3.91804403184508
"Gria2",7.06505303319797
"Mrps34",4.941578943594
"Hcfc1",3.91194531913491
"Gfra1",6.73386893489145
"Dnaaf1",4.93341228971018
"Add2",4.13223671324154
"Mmp19",2.58496250072116
"Gad2",5.25063774584707
"Phex",2.58496250072116
"Kcnc3",4.23209771338592
"Unc50",10.2345068431008
"Hnf4a",2.58496250072116
"Stc1",2.58496250072116
"Eif4e2",6.03015087232221
"Papss2",7.6797310493538
"Syt1",4.01388373244673
"Igfbp4",4.01445632408458
"Tmem134",2.98722221487439
"Hs1bp3",2.58496250072116
"Tfap2a",2.58496250072116
"Itga3",4.46949541968305
"Tor3a",6.74890059530945
"Tshr",3.49527222672647
"Akr1c12",2.8073549220576
"Inhbc",2.58496250072116
"Mxd1",5.13783009433429
"Cxcr5",2.58496250072116
"D730048I06Rik",2.58496250072116
"Eif2ak2",5.85527664859356
"Aqp3",2.45344529780426
"Atp1b2",12.9735681343998
"3830403N18Rik",2.69615871138938
"Crhr2",3.0092137392502
"Clec4a2",2.58496250072116
"Foxp2",3.20703751956178
"Abcb8",5.03771493110521
"Cenph",5.28659715900923
"4833439L19Rik",9.49154355497972
"Hivep2",3.57394736386966
"Tgfbr2",2.65909330783331
"Spry4",3.37296307227927
"Zfp319",4.46544491581829
"Bsn",2.58496250072116
"Fli1",2.58496250072116
"Mitf",2.58496250072116
"Pi16",2.77995000096154
"Ets1",2.84908168469072
"Ccl20",2.58496250072116
"Atp6v0a4",2.32192809488736
"Zfand6",7.88184444336661
"Cntf",2.79988027025366
"Palm",6.47325044525593
"Serpinb9c",2.73322411494545
"Strn",5.16455061248541
"Dlx3",2.58496250072116
"Tnfrsf22",4.58453664488591
"Sema7a",3.53827555699578
"Pilrb1",2.32192809488736
"Gjc3",3.71478292599504
"Tsc1",3.34529696890187
"Ndst1",3.2451108603701
"Ptpn12",6.58966400875266
"Itgam",2.58496250072116
"Cdh5",3.70666034431035
"Trpc5",2.58496250072116
"Nkx1-2",2.32192809488736
"Gabbr1",8.80112004720326
"Cdh8",3.11970790803727
"Inhba",3.10837890701033
"Skil",3.68526367302371
"Mid1",5.95108755263356
"Ntn3",2.55896692833454
"Nodal",2.58496250072116
"Cbx2",4.29892758038158
"Parvb",5.00919026576224
"Akr1c20",2.65909330783331
"Msr1",2.32192809488736
"Pex5",2.69120082082371
"Zbtb20",11.2097321040655
"Pou3f1",2.58496250072116
"Mc1r",2.58496250072116
"Adh4",2.58496250072116
"Lgals6",2.58496250072116
"Gstm6",3.02512976797034
"Celsr2",5.69756524789563
"Cdx2",2.58496250072116
"Acot4",2.58496250072116
"Akt3",9.23215671459304
"Prkch",3.02879000284156
"Il7",2.77028951850153
"Ky",2.32192809488736
"Nfya",8.50496039855154
"Tlr9",2.58496250072116
"Bmx",2.58496250072116
"Tbx19",2.58496250072116
"Mycl",4.17812266192576
"Ncr1",2.58496250072116
"Pfkfb2",5.31330841203157
"Wnt3a",2.58496250072116
"Zfp329",8.7751211821417
"Cmpk2",3.5052365443602
"4933434I20Rik",2.58496250072116
"Acvr1b",3.55235923138937
"Oprl1",2.32192809488736
"Cyp7a1",2.58496250072116
"Tnfrsf23",2.58496250072116
"Stat5b",3.74656295636807
"Vsx1",2.58496250072116
"Cd3e",2.32192809488736
"Spsb2",2.89311711752923
"Mturn",2.4762613313134
"Ppp1r3a",2.58496250072116
"Rfx1",2.66395103210989
"Hr",2.62202790427723
"Ackr2",2.32192809488736
"Slc5a5",2.62202790427723
"Erf",3.83442914241967
"Flt3l",4.06460925948204
"Aff2",2.58496250072116
"Khdrbs2",2.58496250072116
"Sync",3.25533810657345
"Rab5b",8.71909148705357
"Eaf2",2.79620921919866
"Oprd1",2.58496250072116
"Fcer2a",3.10418967397203
"Ceacam1",4.166480146039
"Ptprc",2.58496250072116
"Htr2b",3.56435040986565
"Nudt13",6.72442157393082
"Dhh",2.58496250072116
"Rpl14",5.51639458619166
"Apc2",5.13331757051043
"Nptx1",2.58496250072116
"Dcp1a",5.80993404039979
"Mthfr",2.32192809488736
"Spn",2.32192809488736
"Fosb",5.96597374002472
"LOC102643033",4.63350147903204
"Uhmk1",6.87716475667523
"Duoxa2",2.58496250072116
"Plau",2.32192809488736
"Csprs",2.32192809488736
"Nphs1",2.58496250072116
"Akap7",2.58496250072116
"Inhbe",2.49728436544323
"Mgat3",3.39482850677154
"Sema5b",8.75119173172602
"Pla2g6",6.17530060879219
"Matn3",2.58496250072116
"Foxo4",2.48859476155403
"Hmx3",2.62202790427723
"Gatsl2",5.06481118581878
"Hmx1",2.36576716252633
"Asb11",2.62202790427723
"Gpr27",2.32192809488736
"Hist1h3b",7.60627905058612
"Gm10420",11.2726915943859
"Itgb1bp1",8.44083492851192
"Clstn2",2.70076451062176
"Ppef2",2.58496250072116
"H2-T24",8.27257971636332
"Siglec1",2.58496250072116
"Dcc",6.78988538824821
"Sh3pxd2a",2.9199598488166
"Pou3f4",9.50299779544841
"Clec2i",2.62202790427723
"Sema5a",3.15413541726763
"Bdnf",2.58496250072116
"Slc5a3",4.25484884647886
"Ptgdr",2.58496250072116
"2810408B13Rik",3.62454747991591
"Pdx1",2.839462435048
"Mmp1a",2.58496250072116
"Fgf23",2.32192809488736
"Il13ra2",3.17683353188851
"Rab17",2.58496250072116
"Gjb4",2.40960623016529
"Tpsb2",2.8073549220576
"Cnga2",2.58496250072116
"Hnf4g",2.65909330783331
"Adra1b",3.49444637604391
"Ak1",5.30419648568454
"Cyb5r3",8.79353972979604
"Gabrg3",6.69181953002672
"Tcrg",2.839462435048
"C5ar1",2.40960623016529
"Cd200r1",2.58496250072116
"Gja5",2.8073549220576
"Gucy2e",2.36576716252633
"Scn5a",2.80239703149193
"Htr5b",2.58496250072116
"Kcna2",5.53538244219956
"Shmt1",4.70409383868039
"Omp",2.81573980909371
"H2-Ob",2.9357849740192
"Thrb",4.45931279585739
"Slc18a3",2.32192809488736
"Avpr1b",2.58496250072116
"Sox1",2.32192809488736
"B3galt1",9.78957308001931
"Htr5a",2.58496250072116
"Gnb5",5.63233418105983
"Gm11559",2.65413541726763
"Foxd3",2.36576716252633
"B3gnt3",2.58496250072116
"Foxh1",2.32192809488736
"Npffr2",2.58496250072116
"4930542C12Rik",2.58496250072116
"Mid2",4.75718481469674
"Cyp1a1",2.58496250072116
"Tbx20",2.58496250072116
"Pou1f1",2.58496250072116
"Hand2",2.58496250072116
"Ivl",2.9036774610288
"Grin2b",2.65413541726763
"I54",10.0025384372054
"Klf12",6.58367125708001
"Wnt8a",2.84371828373252
"Usp17lc",2.65909330783331
"Cyp2a4",2.58496250072116
"Tnfrsf25",2.58496250072116
"Phox2b",2.58496250072116
"Elk4",2.32192809488736
"Tacr2",2.58496250072116
"Htr7",2.58496250072116
"Ttc39d",2.62202790427723
"Mc3r",2.32192809488736
"Hoxd13",2.58496250072116
"Sprr2h",2.58496250072116
"Ndufa1",10.9821530184719
"Defa-rs10",2.32192809488736
"Fgf7",2.65413541726763
"Pkdrej",2.58496250072116
"Mrvi1",2.8073549220576
"Dspp",2.40960623016529
"Uty",4.3894176322782
"Irs4",2.58496250072116
"Zfa-ps",5.03194031799049
"Map3k2",5.2332267450333
"Cdc25c",3.4152175156262
"Col10a1",3.51980741124502
"Dyrk1b",7.13014314399534
"Kcna4",2.69120082082371
"Sstr2",2.58496250072116
"Cyp2b10",2.40960623016529
"Chrm3",2.58496250072116
"Ccr5",2.58496250072116
"Msh3",3.87108202674922
"Lhx6",2.58496250072116
"Bdkrb2",2.58496250072116
"Klf9",7.15864071542993
"Brs3",2.58496250072116
"Mycs",2.58496250072116
"Foxb2",2.4028325660824
"Rps6kb2",5.9555467217863
"Insm2",2.58496250072116
"Il6ra",2.58496250072116
"Npy4r",2.32192809488736
"Phxr4",5.65385080580843
"Mmp1b",2.58496250072116
"Gja8",3.17683353188851
"Ptgdr2",2.32192809488736
"P2ry4",2.32192809488736
"Glra1",2.58496250072116
"Drd3",2.62202790427723
"Fv1",5.73130633672839
"Gzmk",2.73322411494545
"Sstr4",2.32192809488736
"Tacr1",2.58496250072116
"Cd40lg",2.58496250072116
"Nkx2-9",2.58496250072116
"Otp",2.32192809488736
"Tgif1",4.57413707277089
"Phxr2",2.58496250072116
"Htr1b",2.65413541726763
"Ctsq",2.58496250072116
"Htr1d",2.32192809488736
"Ccr8",2.58496250072116
"A030005K14Rik",2.32192809488736
"Kctd1",7.64689178490701
"Xcr1",2.32192809488736
"Mecom",2.58496250072116
"Sike1",2.839462435048
"Krtap28-13",2.58496250072116
"Styxl1",2.58496250072116
"Nog",2.58496250072116
"Tnfrsf18",5.50547634168571
"Lcn4",2.58496250072116
"Ifnb1",2.58496250072116
"Lcn3",2.58496250072116
"Gm10401",9.89731735745621
"Lgals7",2.839462435048
"Flad1",3.74428644615165
"Snn",2.58496250072116
"Polr2a",8.72525751479178
"Neurog3",2.62202790427723
"Igfbp5",12.3728756569703
"Clcn6",7.81162520484978
"Phkg1",8.44485408282214
"Gp1ba",3.3669520571573
"Il1rl1",2.45344529780426
"Foxd4",2.32192809488736
"Phxr5",9.97599609306196
"Sf1",8.30993331881865
"Chml",2.66395103210989
"Lbx1",2.58496250072116
"Pthlh",2.58496250072116
"Magea5",2.58496250072116
"G6pd2",2.58496250072116
"Gja10",2.58496250072116
"Ntrk3",5.54800544566375
"Glp1r",2.58496250072116
"Pou3f3",7.88834955666186
"Ifna11",2.58496250072116
"Cyp21a1",2.58496250072116
"Sftpa1",2.49728436544323
"Adra2c",4.35112938201995
"Hoxa13",2.58496250072116
"Olfr156",2.73322411494545
"Gpr63",2.94809635951929
"Gja3",2.58496250072116
"Actg2",2.58496250072116
"Pla2g15",2.65413541726763
"Nmbr",2.45344529780426
"Olfr155",2.58496250072116
"Mageb1",2.36576716252633
"Nkx2-1",2.62202790427723
"Npy6r",2.45344529780426
"H2-D1",3.75222805355999
"Ccr1l1",2.32192809488736
"Fpr-rs3",2.32192809488736
"Olfr480",2.32192809488736
"Mcpt1",2.58496250072116
"Pou4f3",2.58496250072116
"Olfr544",2.58496250072116
"Taar1",2.58496250072116
"Vmn1r41",2.58496250072116
"Magea6",2.54112343308219
"Fpr-rs4",2.58496250072116
"Olfr690",2.36576716252633
"Olfr672",2.32192809488736
"Tlm",2.58496250072116
"Olfr68",2.49728436544323
"Olfr65",2.32192809488736
"Olfr17",2.58496250072116
"Vmn1r54",2.58496250072116
"Olfr70",2.32192809488736
"Vmn1r43",2.58496250072116
"Vmn1r42",2.58496250072116
"Olfr49",2.32192809488736
"Olfr1507",2.58496250072116
"Olfr15",2.32192809488736
"Olfr71",2.32192809488736
"Olfr66",2.58496250072116
"Art1",2.32192809488736
"Vmn1r50",2.58496250072116
"Vmn1r44",2.90474850588871
"Vmn1r40",2.58496250072116
"Olfr151",2.58496250072116
"Olfr16",2.58496250072116
"Olfr1509",2.36576716252633
"Olfr1264",2.32192809488736
"Olfr64",2.32192809488736
"Vmn1r29",2.8073549220576
"Vmn1r25",2.58496250072116
"Tas2r105",2.49728436544323
"Vmn1r13",2.62202790427723
"Vmn1r11",2.73322411494545
"Vmn1r15",2.73322411494545
"Foxe3",2.32192809488736
"Vmn1r-ps8",2.40960623016529
"Ascl2",2.58496250072116
"Il15ra",3.90048143806825
"Hist1h1e",11.1984646064361
"Rab23",5.97946807667122
"Gml",2.58496250072116
"Sprr3",2.58496250072116
"Asz1",2.32192809488736
"Ifna1",2.32192809488736
"H2-D4",2.77028951850153
"Ifna9",2.58496250072116
"Hras",4.698787272301
"Ifna4",2.58496250072116
"Hes3",2.58496250072116
"Ferd3l",2.58496250072116
"Ear3",2.8073549220576
"Ang2",2.73322411494545
"Vpreb1",3.43202258920212
"Gm3258",11.1024655961218
"Tnp2",3.1091475645377
"Mb",2.8073549220576
"Defa-rs12",2.839462435048
"Defa4",3.36071033515259
"Magea7-ps",2.32192809488736
"Hpvc-ps",4.14717397617699
"Sprr2k",2.77028951850153
"Svs2",2.839462435048
"Acsbg1",9.38286721913453
"Rnf14",9.17559954029855
"Fignl1",5.62293009581308
"Magee1",3.35184031230511
"Dbi",13.4126110147782
"2210010C04Rik",2.69615871138938
"Col5a2",4.21996989110212
"Ephx1",4.77571274665961
"Cdk4",8.7659098363345
"Smu1",9.58239174492941
"Xpnpep1",7.11474996728963
"Itga6",8.73941114839667
"Ins2",2.36576716252633
"Ins1",2.32192809488736
"Tff2",3.74115086878186
"Rcn2",11.1260695617569
"Ctnnd1",8.85785442258724
"Mrps21",10.0169531365019
"Bag3",4.40626249227727
"Prpf8",8.82131490845127
"Krt13",2.58496250072116
"Nsf",5.7386733618874
"Sumo3",10.3741424358457
"Tcl1",2.58496250072116
"Psmd13",8.50549183464505
"Mad2l1",9.5787612578072
"Atad3a",5.30463608454623
"Ube2t",3.48394304829117
"Mrpl3",7.11327837932412
"Nxn",5.63786630972879
"Tbk1",7.49123664454758
"Bnip3",8.27583394932081
"Pex13",8.37665503073543
"Pde4b",6.34026995590005
"Rps3a1",12.5413661952511
"Ifi30",2.83201624381975
"Cables1",5.27909529381484
"Acss2",10.1591126191151
"Snx3",10.2695706577776
"Krt1",2.58496250072116
"Ruvbl2",8.39000086238543
"Cycs",11.3158041559596
"Smad4",7.88388872578019
"Nxt1",5.98691308644511
"Mogs",4.73028166275505
"Bnip2",9.59889707828395
"Cpox",7.4078301097436
"Cdk20",2.58496250072116
"Hmgn1",11.661394487984
"Slc30a5",7.1762061943038
"Mageh1",8.87645513566215
"Lima1",9.62874183913008
"Idh3a",5.38476876196342
"Parp1",7.87700553500993
"Glrb",9.86036230780476
"Chrac1",6.50138805920937
"Cstb",11.0765288880984
"Atp6v1a",10.5402571271878
"U2af1",8.49471325110354
"Ctdspl",6.64783129675683
"Ogfr",5.68403964307497
"Ccnf",3.74512625733195
"Aebp1",2.58496250072116
"Pate4",2.58496250072116
"Fibp",6.59282697077673
"Znrd1",8.41440929666742
"Cask",7.78814109077789
"Nefm",3.16334915651783
"Dctn1",7.58286285451308
"Fxr2",5.40972556616763
"Pmel",2.58496250072116
"Abcb6",5.50902027101631
"Atp5k",11.4446975519335
"Acsl1",3.46393289650232
"H2-DMa",2.36576716252633
"Zfp36l1",7.65132968944396
"Casq2",2.94677180001045
"Syt5",2.99119671943904
"Xpc",3.99990576370708
"Cyp51",5.70354251085853
"Ccne2",5.02360309967271
"Tnni3",2.71176455674125
"Id2",9.51375052300317
"Extl2",8.65292717382019
"Fbln1",6.0245886228431
"Ptprm",6.68188190858965
"Gpr34",2.62202790427723
"Ropn1",2.58496250072116
"Myo10",11.278021793016
"Tbx2",2.58496250072116
"Ilf3",7.97190513133647
"Ranbp1",9.80684733890146
"Dhdds",6.14525327483315
"Arl2",5.84166436111973
"Map6",5.2506888632466
"Rprm",3.28341903739888
"Pten",8.79535942092825
"Ndnl2",3.19338248739711
"Gna13",10.5313927596049
"Mt1",12.4097201024931
"Gamt",7.43564585673495
"Mcg1038069",10.5362022522671
"Ddi2",3.7105760076123
"Adamts5",2.65413541726763
"Rrad",2.58496250072116
"Cr1l",9.35904447581538
"Actl6b",2.36576716252633
"Nfic",4.63637320760031
"Tfeb",4.02992060126799
"Fam129a",2.58496250072116
"Ndel1",6.39876912777198
"Yy1",9.25392807382678
"Thbs2",2.49728436544323
"Rhog",5.5689143788079
"Ampd3",7.50684875554627
"Mxd4",6.8058716095468
"Atxn10",10.8408579742666
"Cs",10.9859873666522
"Hspe1",9.20741101923205
"Myl4",3.60962997682245
"Pias1",7.34212638622692
"Lep",2.58496250072116
"Rab3b",3.24112378998141
"Skiv2l",3.41622548224617
"Odf1",2.65909330783331
"Ecel1",4.16290689147502
"Tmem45a",2.58496250072116
"Krt6b",2.32192809488736
"Rab3a",5.13640737454149
"Cdk5",2.77495087757857
"Tceb3",5.68758794484212
"Ctnnd2",12.2125362842195
"Ap3s1",9.69765175088823
"Nkain4",9.32605382650303
"Mmp15",2.40960623016529
"Casq1",2.32192809488736
"Zfp143",4.51182720610153
"Rasgrf1",3.1338957293593
"Serpinb9",2.58496250072116
"Wnt5b",2.9678924870096
"Rnase4",2.94136822039506
"Uox",2.58496250072116
"Ppp1r1a",6.20269107788638
"C1qtnf3",2.8073549220576
"Etv1",6.72481455377223
"Arpp19",11.1678242996031
"Igf2bp3",5.24889417472889
"Hk2",4.65456835184076
"Rpl7a",12.2276630630937
"Bloc1s1",10.303939595426
"Map4k4",10.6249117648422
"Wdr54",3.71877696676906
"Gm10058",2.9036774610288
"Ppap2a",5.20269286044384
"Ranbp2",8.32203874439347
"Nos3",2.62202790427723
"Rpl41",14.0282498146315
"Rev1",4.72837731588453
"Ly6h",3.08558785653134
"Mmp16",5.55589557893997
"Mkks",6.71446136597812
"Fam111a",6.17882537313036
"Shroom3",5.07356707354472
"Rad50",4.90275794047938
"Ahr",2.58496250072116
"Ctsw",2.36576716252633
"1700020D05Rik",2.77028951850153
"Vsig2",2.36576716252633
"Ache",2.45344529780426
"Dmtf1",8.16139099979815
"Rassf5",2.58496250072116
"Calcb",2.58496250072116
"Pcdhb9",4.26715602791943
"Dok5",4.60012259740921
"Cdc42ep3",2.58496250072116
"Moxd1",2.32192809488736
"Sh3bgr",2.58496250072116
"Hfe",2.85353495273488
"Mga",7.74975731263587
"Ring1",5.26614477939236
"Slc7a2",10.1450183977125
"Cntn6",2.58496250072116
"Adipoq",2.58496250072116
"Cryga",2.62202790427723
"Cep70",5.56384635026763
"Sgca",2.32192809488736
"Ptch2",2.58496250072116
"Rasl2-9",2.839462435048
"Prl5a1",2.58496250072116
"Plcz1",2.58496250072116
"Camk2d",5.46508610280358
"Gm15453",11.5338186317352
"Lgals8",6.66607215335802
"Orc1",2.58496250072116
"Rab10",11.9918001701728
"Pcmt1",8.55073236773956
"Cblc",2.62202790427723
"Krt15",2.58496250072116
"Serpinb9b",2.58496250072116
"Ebag9",8.0726832149178
"Rnd2",7.99700664723467
"Naalad2",4.54761839647646
"Sprr1b",2.8073549220576
"Prkd1",5.11645654688836
"Crygb",2.58496250072116
"Smarce1",10.7927759208478
"Dgat2",2.8807836872886
"Ctr9",5.67381780209237
"Gm10334",2.65909330783331
"Irak1bp1",3.72012502025163
"Exoc4",9.33485891720073
"Nras",6.79127160151398
"Toporsl",2.62202790427723
"Sptlc1",8.42802560384449
"Sub1",4.31417346083715
"Ttyh1",12.550229137818
"Jarid2",3.87553295692746
"Alox12",2.58496250072116
"Zap70",2.36576716252633
"Azin1",7.06852429952223
"Gyk",2.69615871138938
"Pmepa1",5.1979689303039
"Pik3cg",2.58496250072116
"Wdr46",5.9394300540303
"Cacna1h",2.73322411494545
"Pnck",4.48790709272973
"Ube2i",11.4326858525575
"Acp1",8.35377820072675
"Ap3s2",6.12763375385181
"Nup50",6.40295613710893
"Isl1",3.11104658166782
"Tnk1",2.58496250072116
"1700001K19Rik",2.69545666950823
"Stra6",4.0036123404764
"Mak",2.45344529780426
"Speer4a",2.73322411494545
"Nme5",3.49653116487743
"Inha",2.71051378550679
"Pcdhb10",4.86468702505839
"Limd1",5.34827352129717
"Poldip2",7.93035551024735
"Fjx1",7.81683018279878
"Foxq1",3.06136089846426
"Ranbp9",9.68553458604439
"Ncoa3",2.71760571459112
"Ddr2",3.068897357157
"Tnfrsf21",2.92522463051963
"Bbx",4.09977511841125
"Hivep1",6.60722038150099
"Phka1",5.95040913512836
"Bicd2",3.11174488040744
"Chek2",3.76078291519919
"Zeb2",9.36629704193107
"Ly6g6c",2.32192809488736
"Zmynd10",4.11929797647784
"Tle1",8.73942681276293
"Polr3k",6.37559537631871
"Tmod1",8.24917359793175
"Btk",2.32192809488736
"Slc32a1",4.68423153090733
"Slc5a4b",2.32192809488736
"Chst2",11.8003442683538
"Xpo6",6.81953814601934
"Padi4",2.58496250072116
"Tbl1xr1",8.25379885520758
"Gipc1",6.84976592728538
"Mapre1",10.0093863836141
"Stau1",7.77826078707539
"Bysl",4.58039554727132
"Syncrip",5.1478601878486
"Rad51d",4.27042193090548
"Smad6",2.49728436544323
"C1galt1",4.09276163366971
"Myt1",6.41990667965647
"1700088E04Rik",4.8144962649785
"Blk",2.32192809488736
"Serpinb8",2.65909330783331
"C1ql1",3.65016976562573
"Gm12372",8.08690277687129
"Smpd3",2.87645220669321
"Pxmp4",7.87957735791101
"Tlr3",5.85993672187941
"Krt6a",2.32192809488736
"Rasa2",8.22933871114307
"Slc30a1",7.57021537837577
"Fkbpl",2.76037373737018
"Slc43a3",3.71018999625896
"Aldh1a2",2.58496250072116
"Nppc",3.00179656695918
"Pafah1b2",8.54714000405316
"Cul3",10.689133876354
"Prep",7.19171827600632
"Lamtor2",10.8497639892462
"Cntnap2",3.17047409776106
"Prrc2a",8.87608609480922
"G3bp1",9.82672908827076
"Defa3",5.80521358203967
"Fstl3",3.57188538891382
"Serpinb6b",2.58496250072116
"Ing3",8.57172854148365
"Arf5",2.79743914092625
"Dock2",2.58496250072116
"Rims2",6.40989881122623
"Zfp191",8.96709581852354
"Slc27a1",10.953719786806
"Cxcr6",2.8073549220576
"Cacng1",2.58496250072116
"Aspm",6.3001823849547
"C9",2.58496250072116
"Mutyh",2.58496250072116
"Gp5",2.32192809488736
"Nedd9",5.77002057608453
"Mrpl36",9.27298145577633
"Lipe",3.75920535064807
"Stard5",2.32192809488736
"Eps8",5.4428327672991
"Cartpt",2.32192809488736
"Igfals",2.32192809488736
"Slc35a2",3.54187344837853
"Cd3d",2.58496250072116
"Drd4",2.32192809488736
"Fbn2",2.65413541726763
"Rgr",2.58496250072116
"Foxa2",2.32192809488736
"Kcnd2",4.5359539416342
"Mbnl3",3.05570057329058
"Scel",3.929866673075
"Kcnu1",2.58496250072116
"Neurog2",2.74826618706489
"Ube2d2b",2.65909330783331
"Agpat6",2.58496250072116
"Xrn2",8.82232888427644
"Wdr77",9.09806333697717
"Rbp2",2.45344529780426
"Prkcd",3.53115673095706
"Hmga2",2.91825460123719
"Cib2",3.37351567255867
"Shc1",3.61313784254109
"Cpsf3",8.55489899538982
"Slc12a3",2.58496250072116
"Trip4",6.79660239954896
"Nts",3.04706075137065
"Runx1",2.58496250072116
"Col13a1",3.10382305931811
"Gzmg",2.58496250072116
"Gda",2.79435245959779
"Mertk",8.84623717992149
"Hoxc4",2.73322411494545
"Kcnj12",2.58496250072116
"Bmpr1b",8.12626032412955
"Prg2",2.58496250072116
"Acrbp",2.65413541726763
"Cd84",2.58496250072116
"Capn9",2.54224944403525
"Pcdhb12",3.32212037732343
"Syt12",2.56075466276671
"Sypl",8.49386925158299
"Usp8",5.24698739756013
"Snrpd3",9.81724891248753
"Clk4",6.23047040733627
"Ctbp2",8.17280864312413
"Rnf5",8.42059194815901
"Pcdh18",4.64926116919208
"H2-Ea-ps",2.68938504730649
"Sfmbt1",4.8203081693893
"Vamp4",8.62049516278769
