"","subventricular_zone"
"Cct2",10.6987171029576
"Nasp",8.64002449977533
"Smarcb1",10.1255806016156
"Prps1",5.67750114941334
"Rps5",11.5737516701124
"Sec23b",8.88125993183313
"Kars",5.7765981867526
"Ddx18",10.5192710083821
"Nup85",6.36482710610154
"Gm10051",13.0832812873556
"Ccnb1",5.70882692357565
"Raf1",7.5368430610051
"Smad1",3.48823080686897
"Ap1s1",6.57424552527056
"Rps15",12.9293278738639
"Mrpl20",8.61534328530765
"Adam9",6.00948476123844
"Sarnp",8.05968009500002
"Rpl27",11.8403247384959
"Eif3d",9.5844028660794
"Ywhaz",11.8899289868829
"Nnt",6.53621017165174
"Nsg2",7.23404122937922
"Orc3",9.29350934085798
"Trim59",10.4658668234256
"Txn1",10.6563889468216
"Rrm2",6.2945863485092
"Ccnd2",8.78933512993259
"Fkbp5",4.41825597040908
"Polr1b",3.88254421902719
"Dnpep",6.39698156115269
"Gm6682",3.42759507068777
"Efr3a",4.31936848199344
"Apex1",7.98897073611069
"Mmp2",2.64038353853785
"Dhx30",5.27700433254065
"Rps6",12.4682447255676
"Dhx15",9.97942154362865
"Hspa4",11.5765691225385
"Srsf3",11.3450509980161
"Srp54a",8.88076757963885
"Hmgb3",9.62081180631107
"Nr2f2",5.68000402083706
"Rad21",7.82844952210646
"Serpinf1",3.07439004055583
"Kansl2",9.66275810287716
"Pes1",6.12553932273912
"Rbbp9",7.3138254471478
"Vdac3",10.451942664611
"Gm21596",9.58386515716358
"Rbmxl1",9.8060814423378
"Mesdc2",10.7673948776698
"Apba3",3.59865721093324
"Hmga1",8.63250573294088
"Adh5",11.9639251329501
"Rpsa",3.61642545134333
"Snrpc",8.48060292376928
"Crk",7.98094006674479
"Phb2",10.7116664894613
"Gpd1",6.45200875070313
"Usp14",8.4945321915638
"Magoh",9.45169039267269
"Mcm4",8.13445648988675
"Reps1",7.39952416620432
"Rpl37a",12.7121334590219
"Rpl19",12.6015177429744
"Arpc1b",4.34421027764204
"Pin1",6.90207030963309
"Vac14",5.66481303391599
"Eif3i",10.4343448773706
"Lrrc59",9.27947334720757
"Psmb7",11.4614957997936
"Sec13",9.33900788549044
"Rpl35",12.8923691627423
"Aurkaip1",8.3619976801241
"Nadk",7.93388285917531
"Btg2",7.72211773666101
"Mcm6",6.29845310550724
"Stk38",7.60016680551967
"Cdkn2d",4.84964583230092
"Vps16",8.15164905094013
"Tubb5",10.2093842960249
"Tk1",5.66487258187441
"Pdyn",2.94677180001045
"Atp5j2",11.3790963480517
"Polr2g",9.93734082840171
"Rps4x",12.6867514278082
"Gm13777",12.5460364623881
"Atp5o",11.6218588275063
"Uba2",8.66069151829127
"Wdr45b",8.05698914571058
"Psmc3",9.0899600324736
"Gart",8.5234955151593
"Mrpl28",8.45308811904955
"Dnaja1",11.4827928781473
"Psmc4",10.8591011930664
"Nfib",11.1844246577874
"Il2rg",2.87645220669321
"Shcbp1",5.14494774832022
"Nusap1",7.87445741902264
"Tuba3a",5.9072168446631
"Rars",8.1893163802186
"Kctd20",6.05255017778194
"Ufc1",8.89103221784175
"Nfe2l1",7.01167626416405
"Cirbp",8.75425416483593
"Mif",11.0466446297335
"Gm14277",10.895793338777
"Sh3gl1",6.27871125354565
"Timm8a1",10.2034463883781
"Men1",7.12525576578351
"Mrpl34",7.12139771354737
"Klf16",3.70140256164088
"Rbmx",11.6123155118167
"Gmpr2",7.16287750004888
"Fkbp4",9.54161521657325
"Hsp90ab1",13.0356830078564
"Nfs1",4.30628874301335
"Pdcd7",5.88959846739402
"Panx1",4.27592350225051
"Pcx",7.87010036566371
"Cope",8.84828986392394
"Rcbtb2",6.31646604578839
"Ptcd1",9.09787104981254
"Bag1",10.0529951178524
"Pycrl",7.58774401018462
"LOC100862433",12.3623320261017
"Pafah1b3",5.90365455201306
"Nsmaf",5.52507236668181
"Gm8203",11.8859548993971
"Gm5451",11.1373685308192
"Ssb",11.7053551656904
"Plin3",5.2328135406204
"Pex19",6.11505120395382
"Ccni",8.91104108624438
"Tubb6",4.30750610686498
"Rpa2",7.51781698034491
"Puf60",10.5563289342159
"Dctpp1",9.01824809155183
"Ier2",5.30613537424577
"Sae1",8.18981326710005
"Fam98a",7.15524375510066
"Itpa",4.17061374182504
"Gm21571",10.90832127071
"Ddah2",7.8782862377034
"Arf2",8.1592642695589
"Caprin1",9.9841803885018
"Ddx3x",12.0243684626363
"Mdh2",10.3239467382091
"Tmem14c",9.04394944602805
"Ttc3",8.67463225227466
"Aimp1",7.81484631089076
"Ccng2",6.72709138285612
"Pi4k2b",3.99550437039099
"Numbl",3.38852244330676
"Ccne1",5.76343630224655
"Ndufs5",9.72220780946262
"Mrfap1",12.5823765067327
"Ppic",6.31964118503417
"Preb",6.62377704226763
"Med28",9.06137631057581
"Mrpl4",6.70199175423711
"Fscn1",10.8985285508741
"Gm4604",13.3693251276506
"Spop",8.08822801145894
"Park7",10.6966347665414
"Rab32",3.08631688333744
"Sh3bgrl3",10.0140818975831
"Emp1",3.66876336871301
"Pnp",6.58499260557236
"Egln2",8.98853009645638
"Dpf2",7.95474566490263
"Mcrs1",5.35940078001863
"Hgs",4.28680419131321
"Ezh2",7.07426669424189
"Rpl6",12.263545903668
"Stra13",6.67769660059859
"Pdlim1",4.23876138210194
"Eftud2",8.12817726607658
"Melk",5.70225071538442
"Rrp8",6.85517656035298
"Ctps",6.7317530822918
"Strap",8.83422823516162
"Atp5e",12.0131282025897
"Acin1",6.83664484313147
"Actl6a",6.87408542886399
"Gfm1",6.74377311746932
"Tox4",7.71480754355534
"Cdc45",2.93339625885131
"Socs3",3.29884391127135
"Epcam",3.45092973221219
"Stub1",9.81353880521429
"Wdr5",7.76320001352603
"Ruvbl1",6.66042147509391
"Zfp239",5.46873299878675
"Xrcc1",7.04868687409369
"Sfrp1",6.21061813522621
"Mrps22",7.9734137535367
"Hdgfrp2",7.14492872411851
"Rad52",9.25095045438607
"Rpl22",11.6374570452236
"Nhp2",6.4885002361105
"Eid1",9.72548202160379
"Ppox",4.61044063183395
"Smarcal1",5.0145064008309
"Wbscr16",3.79708911178233
"Kxd1",13.5795610051302
"Slc1a5",2.90474850588871
"Kcne1l",7.4941234303238
"Lig1",6.35294080589608
"Tpt1",13.2009062490897
"Clic1",8.85716134273251
"Akt1",6.56826191199626
"Eif3a",10.526622254557
"Ndufa9",9.38947024528912
"Cdc20",5.07832739616133
"Coq7",8.17860823796624
"Naca",12.2141252424997
"Setdb1",6.9964208829335
"Mcoln1",5.21180199700417
"Ube3a",11.4063331728123
"Plxnb2",8.09370040342173
"Fbl",8.34848589582072
"Tspo",4.40807262796297
"Cks1b",8.71590464750674
"Rnd3",9.05961417231119
"Mapk14",5.92024567244542
"Rpe",6.15958044891297
"Pmf1",5.00932792559917
"Efs",8.31674664065755
"Rps10",11.219217106936
"Srsf6",7.89642921712252
"Hmg20a",6.73592788151637
"Tcf4",11.9164629891411
"Ube2s",10.1372340669538
"Top2b",8.68546392950925
"Brap",7.00220400536299
"Cfdp1",9.69288705786686
"H2afx",10.0586734094435
"Mre11a",5.73832176483682
"Ddx20",3.95665500065611
"Dnajb1",11.2080247936875
"Zwilch",5.02949361713038
"Arhgap27",2.93970160443893
"Cdc123",9.54995329612542
"Fis1",9.620578144456
"Pam16",10.7659066911118
"Stk25",5.896486723463
"Wee1",6.14102525400836
"Atp5sl",3.12148099477833
"Praf2",8.45895390114403
"Gm5806",9.88579231335904
"Nxf1",8.82281992585708
"Ppm1g",8.36435937897625
"Nck2",6.35886979418164
"Nme4",6.9422894729411
"Cdca5",6.10717221750301
"Fkbp7",6.25909247772351
"Rpl36a",11.7890311024172
"Mea1",9.57036594038047
"Tia1",7.83997361372925
"Bub3",9.78576493267808
"Parva",8.27877285496783
"Cdc37",7.19317967238745
"Dgcr14",5.50167525391161
"B230118H07Rik",8.08945715079219
"Atp5b",11.4797575894766
"Amd1",9.23699389973555
"1110059E24Rik",6.81321050287173
"Ubl5",9.32750042343413
"Cisd1",10.1356293448821
"St13",5.72257616464444
"Gas1",9.14559381277302
"Oser1",7.96240079239739
"Fkbp3",11.6672386026797
"Ing1",8.44029186684508
"Fgd1",5.14642961859303
"Cdkn2c",6.74323071662045
"Lime1",3.11951008887886
"Dnal4",5.05246494180399
"Cdk2",4.17493224989176
"Paf1",10.0380340081958
"Mrpl51",10.9400514189492
"Mcl1",9.87158542706771
"Rgs10",3.25069130717841
"Cbx3",12.1182887580793
"1110038F14Rik",7.30599538191074
"C1d",3.6649647727778
"Fadd",7.22902209357413
"Wdr74",5.5156914934591
"Fam107b",8.61673209864023
"Parp9",3.73671606987106
"Irf3",3.62515489684656
"Anapc5",9.56852631599039
"Tsn",9.04001109359438
"Dnajc15",9.52608988683639
"Fam89b",6.44603856181628
"Msh6",7.60382673692685
"1700123O20Rik",6.74856155011164
"Nphp1",5.61942612221939
"Rbm14-rbm4",5.9786889404069
"Bnip3l",10.2206622603542
"Kpnb1",10.8107184084224
"Rbm12",8.39432847932615
"Nif3l1",6.34809471715316
"Chchd1",8.16533210068331
"Ppa1",9.03677266757556
"Ppif",7.89142281052471
"Tlk2",10.2994584936316
"Mrpl23",8.41783133824157
"Slc25a10",4.01340228708908
"Kcnab2",4.06209562857903
"Bub1b",5.70843297050563
"Rcc1",6.12485392674848
"Eefsec",4.26752892557188
"Gtse1",4.50549301943624
"LOC100862468",9.08444817770878
"Stam2",4.82964321623042
"Mrps18a",7.92992822493536
"Elp4",6.62616486186476
"Msh2",7.46720638013089
"Rxrb",7.7292107911851
"Mfng",4.73135712600586
"Cog4",6.51430401543115
"Ttc1",8.92721068406999
"Tbc1d8",5.68212843202101
"Rrs1",6.7156519747752
"Vps4b",9.3995560699913
"Crat",6.30286209409397
"Zbtb18",10.491839140012
"Mapkapk5",6.07201167488817
"Efemp2",8.19920901450829
"Cdc6",5.84412311484127
"Slc7a3",2.89979061532304
"Pfdn1",10.9883031579393
"Trim2",9.56316623148249
"Tmem206",6.85402448848688
"Ube2g2",8.03146922595003
"Trappc6a",3.72007306608299
"Sac3d1",3.17135005200297
"Orc6",8.42570957205725
"Cul7",6.45966694426488
"Bok",4.92321220038542
"Polr1c",7.10505407515229
"Lcmt1",6.68043528653086
"Bid",3.67419373263013
"1700071K01Rik",9.36552950636093
"Sf3b6",8.94974574972439
"Psme1",8.64857276701318
"Lamp3",9.25356003355616
"Krtcap2",11.8906446017563
"Armc10",8.1848665977062
"C1qb",3.57071898950083
"Egr1",11.2876215871902
"Gmfb",9.54941365712262
"Fam136a",5.42335803182991
"Ecsit",5.11690516078995
"Anp32b",12.244375530117
"Sec61b",9.80331559100095
"Rcn1",7.00758165534951
"Acot7",8.16056195732508
"Hspa14",8.81468279420189
"Rrp15",5.37305114513832
"Trappc2l",7.60062937454634
"Arl2bp",10.6730712153902
"Gmcl1",5.46275833402402
"Map3k12",6.0876288996553
"Cstf1",3.86618091325305
"Naa10",6.97030023142752
"Miip",4.17149174457984
"Dstn",8.86787318496399
"Ahcy",8.60089966347115
"Rpl22l1",10.6147285133812
"Plekho1",6.15313478659977
"Cdc25a",4.22601915112888
"Srpk2",8.81554309139409
"Polr2e",8.23919808588277
"Dsn1",6.56638948876074
"Ptpn2",7.20125023748852
"Tubg1",6.85775408383468
"Nfxl1",3.5700756193778
"Mri1",3.29733392802344
"Mycn",6.68081487665208
"Dusp10",3.99518901536292
"Psip1",8.49514397103424
"Exosc5",6.36859995012661
"Lztfl1",6.77146497061118
"Csnk1e",7.22754685630579
"Galk1",5.47251900790042
"Ube2k",10.1596004606093
"Psme2",6.72528425636663
"Nampt",6.45882883571883
"Tomm70a",7.03488839070288
"Dvl2",3.16123064789291
"Sertad2",5.89367729606274
"Fam195a",4.7715940825291
"Rbm6",6.64115324732095
"Pim2",5.30258682915735
"Tmsb10",11.5526961868319
"Cd2bp2",6.93706534166137
"Ralgps2",3.49242664116664
"Chchd4",4.51569376437871
"Ewsr1",7.55111639852946
"Cetn3",11.2776077586714
"Amz2",7.47085965755072
"Eif4a3",10.2025937582655
"Fam192a",6.40523019818407
"Polm",2.83077998429729
"Rlim",6.87814058274366
"Frg1",8.68373054172006
"Spata5",5.08680556532695
"Ift140",8.97808985530067
"Cct5",9.94116086596811
"U2af2",9.17350114874902
"Mbtd1",7.30019917176944
"Cdk9",7.20332005277992
"Wdr12",6.00235506152995
"Gm21559",9.89838517555357
"Nkd1",6.38190129148888
"Mapkap1",4.94749701020112
"Mta1",7.69512134513859
"Atf1",8.59063525255028
"Nek2",4.84853664270005
"Smpdl3b",3.98357878151223
"Rcor2",5.34784992128041
"Lsm7",7.4060233573368
"Cfb",2.90970639645438
"Gripap1",4.54718101102957
"Gm10029",12.8771395672582
"Grpel1",9.03187886657382
"Zcchc7",8.68929050896946
"Psrc1",5.03598074564088
"Mast2",8.97783927518887
"Anapc11",9.15134944362863
"Ercc1",6.3239360790552
"Arl6",7.49263928537222
"Dynll1",12.6813315111339
"Glrx3",8.78965470846053
"Ppp1r2",9.70336678573877
"Fxyd6",5.50760273792099
"Pycard",4.453693181512
"2310039H08Rik",7.28664683082446
"Snrpa1",9.95517504272308
"Peg3",7.94754700806285
"Emd",8.46529220339197
"Mfap2",7.2808302773284
"Mlh1",7.80242856545002
"Rhcg",3.54627889058955
"Eef1g",11.8160392956583
"C1qa",2.56393946659133
"Bex2",8.36261504572364
"Gpc1",9.81244536084454
"Gpn1",7.39093940664769
"Slc7a7",3.14574618715077
"Podxl",3.10872580731423
"Rai14",3.84724529211303
"Smim11",8.03602038320652
"Stard3",4.48862988319673
"Fbxl14",10.0121737971924
"Jun",11.7634643140637
"Sept3",7.48233797264772
"Ccnd1",4.64414304230786
"Prkrip1",7.0561428605681
"Rnaseh2c",3.73957996975991
"Cdr2",3.06845272226738
"Gnb1",10.9258364829404
"Xrcc6",6.88000093458908
"Arid1a",9.70620593711751
"Ndc80",5.22680153104854
"Tacc3",8.8089136265225
"Gm9234",13.2685620237841
"Fau",11.6710447508893
"Cul4b",8.42735879939613
"Gnpat",7.90218401992338
"Cks2",8.22590061925378
"Apobec3",8.2915153269541
"Myh9",5.44037376809158
"Ift46",8.52753852180409
"Natd1",6.597534089817
"Ppp2r3c",5.83937060095115
"Nfkbiz",3.36976132765967
"Shd",5.64812171714518
"Bmi1",7.69069162511513
"Timm10",7.66803322242016
"Rfc2",7.16350272542048
"Gmnn",5.48091055323094
"Lyar",7.44974843238452
"Ddit3",6.9973592881142
"Cnih2",4.62978915696499
"Pcbp3",3.73560598900211
"Rab33a",3.49526696473845
"Srp9",10.1277641366095
"Zmat2",10.6179040496972
"Slc35a1",7.93011834386469
"Hells",4.76114653862119
"Rps6ka2",3.18804549412892
"Flot2",7.47040644229411
"Zfp68",4.58051487664217
"Eif4ebp1",6.60538670140831
"Med7",8.79227657625472
"Ncald",6.07541730485459
"Mmadhc",9.79266512268068
"Utp3",8.74211526096177
"Slc11a2",5.26668623867848
"Nup210",6.71498432356421
"Timeless",6.37051917923753
"Gkap1",7.99281499566121
"Fxr1",9.99793873070471
"Cd276",4.74527301797695
"Rpl13a",9.83025093403825
"Ier5",8.07337739773219
"Rpl11",12.0967959246392
"Gadd45gip1",5.22209219184696
"Nab1",8.06408015228646
"Ackr3",8.74324120251842
"Supt6",6.75476824825491
"Spa17",4.83818428782513
"Hmg20b",3.97047697585317
"Lefty1",2.93252348412362
"Snx5",9.1335988078755
"Cdkn1c",3.83738846390808
"Tbca",11.2618947954265
"Srrt",9.14350550172917
"Mybl2",3.66301203366154
"Dnajc2",8.78838204382474
"Tbrg4",5.79097129072126
"Vps29",9.02745232415203
"Rdm1",3.77037039838256
"Pter",3.95303863954328
"Timm44",7.30699977297342
"Golga4",7.17526517366274
"Ptpro",2.75934323903866
"Nudt21",10.579868935685
"Thumpd3",5.79425482870007
"Bin3",4.74910089681072
"Gtf2f1",8.90667477761336
"Mettl9",9.50091863057749
"Gm9905",3.50351739733598
"Eif2s2",10.5271408708676
"Got2",8.33009774315275
"Eif3g",9.00890702234898
"Sap30",9.21856563095477
"Polr2j",9.14525838548806
"Laptm5",4.16795684069173
"Pgls",8.14115775285304
"Alyref",9.87389046450885
"Srsf9",9.51126954450187
"Mbd3",7.38900193897711
"Pqbp1",9.82380997133245
"Akap8l",4.93390157986338
"Smc6",9.51727578755394
"Med11",4.39129045878968
"Dmap1",5.98849703286408
"Clk2",3.98761897089851
"Cplx1",7.58342413513722
"Foxm1",5.09265142384853
"Coro1c",9.56868848507217
"Topors",7.0115980372521
"Lsp1",3.74601558692664
"Rpl8",11.6261534703106
"Nans",4.59641631991319
"Polr1a",6.51267758773986
"Ptgr1",3.1338957293593
"Zfp35",5.31232893358896
"Ntpcr",3.53769929789269
"Rgs19",3.67289745707633
"Gps2",7.52943718770936
"Kdf1",3.2468264092044
"Parp2",6.12235007383526
"Ufsp1",3.25153881820359
"Kcnb1",9.19223337427554
"Wwtr1",7.22709099961538
"Tor1b",4.65707511569984
"D17H6S56E-5",5.03755213749703
"Esd",8.98480900917673
"Akr1e1",8.26606485118487
"Smc1a",7.91169058699982
"Zc3h10",5.90064063327485
"Synj2bp",3.42479487316933
"Gpx7",5.89299025481612
"Med4",8.30133556854057
"Ulk2",3.70962181654256
"Zfp704",5.09276366294119
"Pwp1",9.17521780575733
"Ddx50",9.92443082151565
"E2f1",6.11626398789301
"Mapt",8.5956953197344
"1810009A15Rik",8.57642372273105
"Pdxp",6.56353560203609
"Ccna2",6.63242104232488
"Gins4",8.33474290832344
"Mrpl11",8.03647123607331
"Ppp1r7",7.1569421184111
"Pbdc1",8.05586467878319
"Kbtbd4",4.70244534231972
"Pak3",8.63738080672786
"Ncapg2",5.69028543741357
"Ddx19a",6.18684672862756
"Slc7a8",3.60595242969959
"Nab2",3.65552577694637
"Ndst2",4.49541326834848
"Mkrn2",7.50990896988908
"Dact1",3.4018471123334
"Rad51ap1",3.88592312949262
"Nanp",4.13976426637574
"Pcna",11.4899964428778
"Ilf2",9.31001683399306
"Ccdc71",5.47529592227008
"Trim30a",2.94809635951929
"Mrpl39",9.54660537926869
"Mms19",6.77164925235753
"Mbd1",5.62785451547014
"Atp5s",3.50500700473035
"Nrm",6.0727252327979
"Pop5",5.76025833195594
"Ada",3.46558203032034
"Ube2v2",9.32204500049578
"Gm9769",11.9289393142421
"Zc3h18",5.31917917344905
"Paxbp1",7.10522597792079
"Pum2",9.502100227331
"Cpd",9.18464377962586
"Exo1",4.5045714780197
"Faim",7.84597027134884
"Myo9b",6.204255624182
"Itfg2",2.89140138520617
"Zkscan6",3.10292080995371
"Prim2",5.45688413785263
"1110059G10Rik",7.36597950693112
"Mvk",7.26550718310664
"Neurod4",3.83354283156501
"Mapk7",3.10140949653398
"Eef1a2",4.56519182506135
"Cfl2",7.77139248061544
"Ndufa10",2.72703630265218
"St14",3.60517011703442
"Psme3",9.70698338905502
"Trip10",2.97853857723349
"Tnfrsf1b",3.32998234143641
"Chd3os",4.36273404429396
"Tcea2",3.49019490453311
"Rtkn2",5.29708302193221
"Gspt2",3.96606593099137
"Rbm8a",10.5203846127104
"Vrk3",5.71253529976015
"Ino80",5.02526716021746
"Adcy6",3.58999989175821
"Samhd1",7.15148143691739
"Ubfd1",9.20708966545505
"Aff1",7.42547208802902
"Tgfb1i1",3.14128778381306
"Mrpl57",6.89596488635878
"Dcx",3.66788040407742
"Vps45",6.99795162082994
"Chga",5.20797311336015
"Mtmr4",6.16046227119294
"Hmgn5",7.15286753905673
"Mkrn3",2.85534967209201
"Tfap4",3.51588745993718
"Zcchc14",8.20455183860546
"Tceal8",8.81611992911194
"Sp1",7.0379058142506
"Cenpm",4.36744624132649
"Mnt",8.60094717291643
"Zbtb48",3.63120041071013
"Wiz",5.44888643304121
"Noa1",7.0420769526925
"Sec11a",10.1274940948551
"Orc2",7.54700366719485
"Nfu1",7.80243657210589
"Bcas2",8.09492724185314
"Gbp2",3.39231174553326
"Faf1",8.22476952625327
"Naa20",6.74203399766377
"Rbfox2",4.56014247633935
"Arl4d",2.81573980909371
"Apip",7.64334812422625
"Srf",7.30955690637551
"Slc12a7",6.14913939600015
"Dynll2",8.26603845757911
"Ddx25",4.1841418048653
"Cenpk",6.05270327028698
"Irf2",6.47533556208297
"Gm12191",12.8373205918733
"Gm10349",8.80681219644436
"Elf2",7.99237773609914
"Rp9",5.21610510108403
"Rad51",4.7923809954261
"Efnb1",3.08864479586293
"Nes",5.21126278127817
"Asna1",10.6150773540351
"Ifit2",5.92411827947902
"Mknk2",9.56964443707396
"Gar1",8.99197001623619
"Crybb1",3.43582330788512
"Hus1",9.4822245332208
"Fem1b",8.01061869764533
"Slc7a5",8.65751343288081
"1110058L19Rik",7.59390249229523
"Ctcf",8.54672728853441
"Agtpbp1",7.57392668811001
"Dbf4",5.6260777022253
"Rpia",5.29306318871401
"Wdr33",6.59252189307425
"Recql",6.97680866960453
"Fcer1g",2.83061769877656
"Rab4a",7.46445699626873
"Rfc1",7.28480567960761
"Tnfsf12",4.19615802680052
"Ascc2",4.52884430686526
"Nucb2",4.12789722941793
"Foxg1",11.0490605589178
"Gas8",6.03753710289417
"Ftl1",10.121280371517
"Prim1",6.06830723593406
"Adsl",6.1985251684682
"Siva1",5.15922535424486
"Terf1",5.75710579934791
"Apool",4.51440002953568
"Mphosph8",5.0826323865512
"Fam220a",3.45272035386495
"Phf21a",5.09213401730815
"Kctd9",3.23053651947372
"Dusp16",5.85616725226033
"Rad9a",3.88194718133501
"Zfand1",5.82707272098407
"Kif5b",7.47056159785138
"Cab39",5.55171861971944
"Mlx",3.347900113893
"Xpo1",10.9179517750376
"Gng2",4.42208659858882
"Ccdc91",3.60422984591656
"Exosc9",10.1370936371621
"Pik3r2",4.35747301260727
"Yes1",6.79696643093758
"Ggta1",4.0485289873633
"Vnn1",4.50896228383283
"Snca",3.91063944137892
"Zc3h8",6.68987964382676
"Fgf13",6.67647257638863
"Hspa9",10.1058323493149
"Nudt4",6.45002069133196
"Prdx2",11.3472823939021
"Stk3",5.85683726854716
"Pcm1",9.6347801126383
"Srsf10",5.31132029110544
"Nup160",4.09891319587031
"Cenpo",3.23783124079031
"Ccdc43",5.36946983487427
"Opn1sw",2.8880891149428
"Sf3b1",6.12339057642303
"Serbp1",10.2953464622076
"Nudcd2",9.95051897731385
"Srp14",9.99402722444755
"Raly",8.01489892282501
"Shfm1",11.7384612749879
"Cetn2",8.79291492714842
"Traf3",6.98403945349022
"Taf6",7.01917026921013
"Ncoa1",8.29803442574537
"Plin4",2.80259723897517
"Top3a",3.59882724678992
"Ubox5",4.43341736447454
"Col11a1",2.99621332058332
"Zkscan14",5.87838657305775
"Ybx1",11.429956750947
"Khdrbs1",8.24998304227952
"Sirt1",4.91486189118639
"Tspan13",8.1356350122984
"Stk11",6.49183406653452
"Gm7846",9.19352550645661
"Ino80b",3.57228328373548
"Clock",6.35307128811321
"Abhd2",6.73187722839626
"Ptx3",4.81285946986221
"Trappc13",6.80753978103251
"Alg13",3.52378942549973
"2810428I15Rik",6.76021513181748
"Pcbd1",2.96400189681838
"Dusp8",5.77869595472538
"Mrps25",4.54288245883113
"Haus8",3.80822469813389
"Cops7b",3.74010515928101
"Lpar3",2.70779009974886
"Nup155",4.80585941870343
"Wdr83",3.45905907547004
"B3galnt1",3.56380516267804
"Nit2",4.97678048440782
"Cpb2",2.91648006053728
"Fam208b",7.70112280101706
"Atp7a",4.89674940763203
"Cyp39a1",6.24092689328519
"Tek",4.04490919525632
"Col17a1",3.33091807254889
"Zkscan1",7.63966635544264
"R74862",3.65643409332855
"Zcchc10",4.39479525925233
"Eri1",3.92648643236969
"Bloc1s4",3.25162916738782
"Cdk11b",7.2326566202941
"Epc1",8.88146500143049
"Fanca",2.97460744051389
"Pias4",3.59289964853658
"Pus1",4.35628223824072
"Pabpc1",10.10094578713
"Tuba1a",13.9631020777078
"Fam104a",8.15652013796361
"Pbx2",3.93459650800208
"Lin7c",10.0490563791173
"Ufm1",5.76072251626174
"Nubp1",4.94563252618833
