"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Overlap_Number"
"1","SmoothMuscle","56/363",0.000335072833533529,0.0281461180168164,0,0,1.58959270944658,12.718589793659,"CDKN1A;SPARC;SERPINE1;PLOD2;LAMC1;CYR61;ICAM1;LOXL2;MRC2;GLIPR1;ITGAV;IL11;ACTN1;SPHK1;DAPK3;MYOF;TPM1;PLAUR;OSMR;COL6A2;PXDN;COL6A1;KDELR3;SYNC;IL6ST;FAM114A1;LAMA4;GLT8D2;LTBP2;FSTL1;THBS1;NPAS2;PTGS1;ARSJ;CD59;PDLIM5;SLC38A2;ABCA1;CA12;WWTR1;PLK2;TPBG;FN1;ARHGAP29;ZFHX4;FOSL2;COL1A1;EHD2;BMP2;COL5A1;AXL;DLC1;COL5A2;F2RL1;ATP13A3;SEC24D",56
"2","BronchialEpithelialCells","38/280",0.0215306593479905,0.9042876926156,0,0,1.39839552513432,5.3674298613167,"PYGB;CDKN1A;AMIGO2;THBS1;NT5E;RAB25;PHLDA1;SLC38A2;IER3;S100A10;JAG1;TNFRSF12A;S100A2;DST;TIPARP;CAV2;ITGA3;SLC6A15;SPHK1;AKR1C1;CAV1;TPBG;MYOF;AHNAK2;HMGA2;F3;EHD2;STK17A;CD109;COL7A1;SNAI2;TRIB3;DSG2;ITGA6;ULBP2;SERINC2;CD44;LRP11",38
"3","Adipocyte","24/181",0.071764360421348,1,0,0,1.36627187102394,3.59926193873777,"DUSP4;AOC3;ACHE;SNED1;CSF1;ABHD4;LRP1;PRRX1;MCAM;CAV1;AKR1C1;FN1;LPL;CYBRD1;LAMC1;OLFML2A;PCDH18;FSTL1;COL1A1;EHD2;COL5A3;COL6A2;COL6A1;DDR2",24
"4","CardiacMyocytes","33/273",0.110370132353172,1,0,0,1.24553447582814,2.74505301359683,"SPARC;SERPINE2;NAB1;SERPINE1;SLC7A11;LAMC1;PRSS23;FSTL1;THBS1;TOR1AIP1;HAPLN1;LOXL2;CHRNG;STOM;EPS8L1;PDLIM5;PHLDA1;WWTR1;JAG1;PLK2;FN1;DICER1;OSMR;TM4SF1;FOSL2;COL1A1;COL5A1;AXL;THAP9;COL5A2;COL6A1;ATP13A3;IL6ST",33
"5","OlfactoryBulb","11/83",0.17894248835321,1,0,0,1.36558599157061,2.34975127809152,"SEMA5A;RHBDF1;SPARC;AHNAK;MPZ;EPB41L2;ITGA10;LPL;PDGFA;NDRG1;NES",11
"6","OccipitalLobe","4/35",0.445359073116827,1,0,0,1.17759623169206,0.952527464557494,"PRNP;LRRC56;DLG1;FGFR3",4
"7","MedullaOblongata","2/19",0.562798266087703,1,0,0,1.08462810813742,0.623481151456676,"EIF4E3;DGKI",2
"8","Spinalcord","10/105",0.573513943384993,1,0,0,0.981330193076715,0.545593120795259,"DDR1;FMNL2;TRIL;SPP1;SAMD4A;BAALC;SYNJ2;SIDT2;ARHGAP12;GFAP",10
"9","TemporalLobe","3/34",0.654066236781667,1,0,0,0.909173561232839,0.385986592572677,"MVP;CD109;AGAP2",3
"10","Uterus","18/201",0.675727525858937,1,0,0,0.922743315878106,0.361683409028146,"SVIL;TAGLN;MCAM;TGFB1I1;TPM2;WNT5A;MRGPRF;RECQL;SAMD4A;PKD2;CYR61;ZFP36L1;EPS8;PPP1CB;BOC;SPEG;IL6ST;PDLIM5",18
