"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Overlap_Number"
"1","H3K9me3 Th17 Primary Cells","11/98",0.352552298510192,1,0,0,1.1565677275547,1.20578697440149,"EPS8;RIPPLY2;HOXD1;ZSCAN12P1;NFATC2;PTPN21;MCC;C19ORF18;ZFHX4;HOXD10;YPEL3",11
"2","H3K9me3 Stomach Mucosa","5/64",0.756656235418604,1,0,0,0.804997424008243,0.224470507357849,"TIGD7;HIST1H2BI;EBF2;PROX1;LRIF1",5
"3","H3K27me3 CD4 Naive Primary Cells","56/634",0.792923167482751,1,0,0,0.91012957969891,0.211176411161517,"NRP2;SPARC;PROS1;PLOD2;LAMC1;CYR61;HAPLN1;ZNF204P;SAMD14;SH3PXD2A;NIPAL2;BOC;ICOSLG;SLC30A3;IGFBP3;ADAM11;EBF2;TMEM171;EBF3;SHISA3;KREMEN2;IL17RD;SHISA8;IL17RB;DKK3;RIPPLY2;CHDH;EFHC1;CHST1;DSG2;HAP1;B4GALT6;MIR3193;NPR1;LAMA4;SLC1A3;LPL;FSTL1;ATOH7;ANKRD18DP;CLMN;ARSJ;RNF39;SNX9;NPTX1;ABCA1;EGR2;MCAM;C14ORF132;HS3ST1;MYO1E;SYT12;ID1;F2RL1;NOTUM;ULBP1",56
"4","H3K9me3 Colon Smooth Muscle","7/92",0.801109917602618,1,0,0,0.783997491208028,0.173857022489336,"HIST1H2BI;ZSCAN12P1;HIST1H3F;EBF2;PMAIP1;MCC;GLB1L3",7
"5","H3K27me3 Neurosphere Cultured Cells Ganglionic Eminence Derived","44/557",0.940683453727234,1,0,0,0.813957898027724,0.0497723773591434,"CLIC6;DOCK5;MIR3193;THRB;AHNAK;SCT;EPAS1;GIPR;ADRB2;HAPLN3;GLB1L3;CACNA1G;FLRT2;TBXA2R;TCEAL2;MPZ;PATE3;RNF39;NRIP3;EPS8L1;EMB;PHLDA2;ICOSLG;SVIL;PRRX1;CAV1;TPM1;WNT5A;IL31RA;SHISA3;SHROOM1;CNFN;SYNGR3;RIPPLY2;GIPC3;TFR2;ID1;RNF182;TNFSF9;ESYT3;HHIPL1;RGL3;HAP1;NOTUM",44
"6","H3K27me3 CD4+ CD25int CD127+ Tmem Primary Cells","93/1106",0.941748187239854,1,0,0,0.866427607178492,0.0520006952715982,"ACHE;COL18A1;OLFML2B;SPARC;RASL11B;SERPINE2;TGFB1I1;PROS1;MRGPRF;PTPN21;PLOD2;LOXL2;SAMD14;SLC22A17;HOXA2;HMCN1;ADAMTS9;CHGB;RHBDF1;IL11;SLC30A3;ACTN2;MYOF;ADAM11;SHROOM1;OSMR;MIR100HG;GEM;SSTR5;TANC1;GPRC5A;FNDC4;RIPPLY2;CHST1;HHIPL1;HAP1;KDELR3;ANGPTL4;SYNC;SGK1;DGKI;APCS;MIR3193;C3ORF70;NPR1;NDUFA4L2;GLT8D2;LPL;LYPD5;IQGAP3;FSTL1;PTGS1;CACNA1G;ATOH7;NT5E;PTPRZ1;ARSJ;SPP1;APOE;NTSR1;KCNJ4;EGR2;TFAP2C;JAG1;PRRX1;FAM46B;GDF15;MCAM;PLK2;AHNAK2;HMGA2;SYT14;MCC;GNG12;HS3ST1;GDF7;TTLL7;FOSL1;MYO1E;EHD2;BMP2;LBX2;SYT12;RAET1G;COL5A3;ESYT3;SNAI2;AMOTL2;AMOTL1;NOTUM;CNIH3;NES;ULBP1",93
"7","H3K9me3 CD4 Naive Primary Cells","3/64",0.954927580224119,1,0,0,0.482998454404946,0.0222757793676917,"SLC10A5;TIGD7;ZNF416",3
"8","H3K9me3 CD8 Naive Primary Cells","6/110",0.96219773813952,1,0,0,0.562034565125755,0.0216581708231852,"SLC10A5;TIGD7;ZSCAN12P1;MIR548Y;ZNF416;MCC",6
"9","H3K36me3 Neurosphere Cultured Cells Ganglionic Eminence Derived","8/138",0.96373500814848,1,0,0,0.597331421872783,0.0220647716165741,"MIR24-2;HYAL1;MIR23A;MVP;COL6A1;PCDHB15;MIR27A;TAS2R5",8
"10","H3K9me3 CD4+ CD25int CD127+ Tmem Primary Cells","1/35",0.972018683395843,1,0,0,0.294399057923015,0.00835511977795526,"ANXA1",1
